AR|0.37490000000000000000
AR_JP|0.67200000000000000000
BWR|0.33690000000000000000
CHR|0.93620000000000000000
CHR_JP|0.95800000000000000000
CSR|0.98260000000000000000
CSR_JP|1.37540000000000000000
H|0.30680000000000000000
HR|0.43230000000000000000
HR_JP|1.16170000000000000000
H_JP|0.26910000000000000000
K|0.75330000000000000000
MA|0.25660000000000000000
MUR|0.48630000000000000000
PR|0.08550000000000000000
RR|0.34090000000000000000
RRR|1.06980000000000000000
RRR_JP|1.33870000000000000000
RR_JP|3.7001000000000000
S|1.12000000000000000000
SAR|0.36900000000000000000
SAR_JP|0.54640000000000000000
SM-P|0.21130000000000000000
SR|0.37160000000000000000
SR_JP|1.36820000000000000000
SSR|0.72800000000000000000
SSR_JP|2.1445000000000000
UR|0.45360000000000000000
UR_JP|1.21790000000000000000
en_AR|0.33560000000000000000
en_BWR|0.16990000000000000000
en_BW_HR|0.08960000000000000000
en_BW_SR|0.11200000000000000000
en_CHR|0.93620000000000000000
en_DC1_RR|0.13440000000000000000
en_GLOBAL|0.32820000000000000000
en_GLOBAL_RAW|0.33060000000000000000
en_HR|0.35780000000000000000
en_MA|0.22880000000000000000
en_MUR|0.82190000000000000000
en_RR|0.17910000000000000000
en_SAR|0.22700000000000000000
en_SM_HR|0.13440000000000000000
en_SM_SR|0.16800000000000000000
en_SR|0.55040000000000000000
en_SWSH_SR_SUPPORTER|0.89450000000000000000
en_UR|0.30050000000000000000
en_XY_HR|0.11200000000000000000
en_XY_SR|0.13440000000000000000
jp_AR|0.37490000000000000000
jp_BWR|0.33690000000000000000
jp_BW_HR|0.04480000000000000000
jp_BW_SR|0.05600000000000000000
jp_CHR|0.96760000000000000000
jp_GLOBAL|0.38290000000000000000
jp_GLOBAL_RAW|0.38970000000000000000
jp_HR|0.43230000000000000000
jp_MA|0.25660000000000000000
jp_MUR|0.48630000000000000000
jp_PR|0.08550000000000000000
jp_RR|0.34090000000000000000
jp_S|1.12000000000000000000
jp_SAR|0.36900000000000000000
jp_SM_HR|0.06720000000000000000
jp_SM_SR|0.07840000000000000000
jp_SR|0.37160000000000000000
jp_SWSH_SR_SUPPORTER|0.27650000000000000000
jp_UR|0.45360000000000000000
jp_XY_HR|0.05600000000000000000
jp_XY_SR|0.06720000000000000000
