2026-06-13|exchange_rate_jpy|952
2026-06-13|exchange_rate_usd|152517
2026-06-14|exchange_rate_jpy|947
2026-06-14|exchange_rate_usd|151737
2026-06-15|exchange_rate_jpy|947
2026-06-15|exchange_rate_usd|151725
2026-06-16|exchange_rate_jpy|947
2026-06-16|exchange_rate_usd|151697
