code,num,rar,name,base,is_secret,img
BS2026002,061,RR,나옹 ex,80,False,https://cards.image.pokemonkorea.co.kr/data/wmimages/MEGA/M3/M3_061.png
BS2026002,101,SR,성스러운분말,80,True,https://cards.image.pokemonkorea.co.kr/data/wmimages/MEGA/M3/M3_101.png
BS2026002,102,SR,에너지 리사이클,80,True,https://cards.image.pokemonkorea.co.kr/data/wmimages/MEGA/M3/M3_102.png
BS2026002,103,SR,원더패치,80,True,https://cards.image.pokemonkorea.co.kr/data/wmimages/MEGA/M3/M3_103.png
BS2026002,104,SR,포켓패드,80,True,https://cards.image.pokemonkorea.co.kr/data/wmimages/MEGA/M3/M3_104.png
BS2026002,109,SR,미르시티,80,True,https://cards.image.pokemonkorea.co.kr/data/wmimages/MEGA/M3/M3_109.png
BS2026002,110,SR,활력의 숲,80,True,https://cards.image.pokemonkorea.co.kr/data/wmimages/MEGA/M3/M3_110.png
