card_id,name,official_card_code,product_id,collection_number,rarity_code,language,super_type,jp_scrydex_ref,en_scrydex_ref
CRD_1A87BECFAC1647F98FBC,두랄루돈 VMAX,,PRD_BCB8045CC957488BB992,083/067,HR,KO,POKEMON,swsh7d_ja-83,swsh7-220
CRD_027EB7AC44174C879264,테사,BS2023015132,PRD_C017B01380CF490A9480,132/108,SR,KO,TRAINER,sv3_ja-129,sv3-218
CRD_53A0FD8027524CC4A991,알로라나시 GX,BS2017012037,PRD_B9ABCB229FAD45509D71,037/050,RR,KO,POKEMON,sm4a_ja-37,sm4-74
CRD_8C4E0B58B9AB4FD8A901,메가루차불 ex,BS2025015239,PRD_90A8D5BDA5664CEF9F48,239/193,SAR,KO,POKEMON,m2a_ja-239,me2pt5-283
CRD_5571E9D37C0F44EB9D0C,N의 조로아크 ex,BS2025001127,PRD_EC14FE47676E4D529FD0,127/100,SAR,KO,POKEMON,sv9_ja-127,sv9-185
CRD_D143E5991165404EBBDB,리자몽 V,BS2023001211,PRD_B4F8E0D2E2414F1DBC9B,211/172,SAR,KO,POKEMON,swsh12a_ja-211,swshp-SWSH260
CRD_DF3A72B78E8141B1A0D2BED89B3B20EE,메가개굴닌자 EX,"",PRD_156BB71C4F5A41C39521,120/083,MUR,KO,POKEMON,m4_ja-120,NO_EN
CRD_149DFDDE8D3144968EE9,암나이트,BS2023014180,PRD_DAB43E31433041FC942F,180/165,AR,KO,POKEMON,sv2a_ja-180,sv3pt5-180
CRD_6E0CFA01EAA84472A5AAA69BE95C2DA8,뮤 VMAX,"",PRD_3BEB5A9863D54FE7BE25,119/100,HR,KO,POKEMON,swsh8_ja-119,swsh8-269
CRD_3430850B62B446C68A45A9CFE3741141,메가지가르데 EX,"",PRD_B269D7FE35F74921BDB2,117/080,MUR,KO,POKEMON,m3_ja-117,NO_EN
CRD_CF565FADAC9C45388046,뮤 ex,BS2024001076,PRD_219AD0EF77CA4165AD0F,076/190,RR,KO,POKEMON,sv4a_ja-76,sv3pt5-151
CRD_0C126096DBBD4B00BFB9,망키,BS2024001276,PRD_219AD0EF77CA4165AD0F,276/190,S,KO,POKEMON,sv4a_ja-276,sv4pt5-169
CRD_678293733C984C86A7F2,순무,BS2022001268,PRD_767E549F894445C98D52,268/184,SR,KO,TRAINER,swsh8b_ja-257,swsh11tg-TG26
CRD_74FA58390E8E48D397F0,조로아크 GX,BS2017010076,PRD_F59042429A0444D3B06F,076/072,SR,KO,POKEMON,sm3p_ja-76,smp-SM84
CRD_EAE92820A9B54F4A9A09,개굴닌자&조로아크 GX,BS2019003025,PRD_B4B304E3BD094584B09E,025/055,RR,KO,POKEMON,sm9a_ja-25,sm10-107
CRD_EAEBF54128244B18A0E6,과미드라 ex,BS2024012012,PRD_3C9C174C842D499D9A02,012/102,RR,KO,POKEMON,sv7_ja-12,sv7-14
CRD_EAEF2BC7191547CEAF83,파비코,BS2023022076,PRD_245223BF212C456385F3,076/066,AR,KO,POKEMON,sv4m_ja-76,sv4-213
CRD_7AC86543E266416EBBF3,오리진 펄기아 V,BS2022008071,PRD_7DF9CF9792C3451BBA08,071/067,SR,KO,POKEMON,swsh10p_ja-71,swsh10-167
CRD_909F8823101A4097BD2D,석탄산 VMAX,BS2020012043,PRD_FE54F67A9C114773A9CD,043/076,RRR,KO,POKEMON,swsh3a_ja-43,swsh4-99
CRD_D845279FDA5B4030B495,한바이트,BS2019002199,PRD_F0B2C76547E5479F8E65,199/150,S,KO,POKEMON,sm8b_ja-199,sma-SV39
CRD_8C4814A402E140B9A2FC,텅구리 BREAK,BS2015007036,PRD_1B1F4A770E5A4B92896A,036/059,RR,KO,POKEMON,xy8r_ja-36,xy8-79
CRD_69B3F39FEAAD4175AFED,윤진,BS2022016091,PRD_0C8B6847314E495B9C8E,091/068,HR,KO,TRAINER,swsh11a_ja-91,swsh12-208
CRD_F1D5FDA4D4C44B6A84C6,난천의 한카리아스 ex,BS2025005091,PRD_66A71505B24242AD9875,091/063,UR,KO,POKEMON,sv9a_ja-91,sv10-241
CRD_9A22F928864948BBAE25,마오,BS2017005055,PRD_B037DA2FF59847768F3C,055/050,SR,KO,TRAINER,sm2l_ja-55,sm2-145
CRD_25A858D01145493BB66AF82B8EA32B7C,메가리자몽Y ex,BS2026001766,PRD_6F0F228947EF48919808,766/742,MUR,KO,POKEMON,NO_JP,me2pt5-294
CRD_F78C2A2D2F374617AD49,페퍼의 마피티프 ex,BS2026001484,PRD_6F0F228947EF48919808,484/742,RR,KO,POKEMON,sv9a_ja-52,sv10-139
CRD_31A84E046FF1424F95D8,나루림,BS2026001750,PRD_6F0F228947EF48919808,750/742,AR,KO,POKEMON,NO_JP,me2pt5-236
CRD_7BD33C57DE2641AAA1CE,통통코,BS2024001195,PRD_219AD0EF77CA4165AD0F,195/190,S,KO,POKEMON,sv4a_ja-195,sv4pt5-96
CRD_F7FE6279B4A147BC9CD1,릴리에의 삐삐 ex,BS2026001765,PRD_6F0F228947EF48919808,765/742,RR,KO,POKEMON,NO_JP,me2pt5-280
CRD_F9792A29F11F4A35AF80,릴리에의 에리본,BS2025001105,PRD_EC14FE47676E4D529FD0,105/100,AR,KO,POKEMON,sv9_ja-105,sv9-164
CRD_0FC33162C1024EF6B657,매시붕,BS2019002184,PRD_F0B2C76547E5479F8E65,184/150,S,KO,POKEMON,sm8b_ja-184,sma-SV24
CRD_41E509EE2DEB451BB2ED,스라크,BS2019002161,PRD_F0B2C76547E5479F8E65,161/150,S,KO,POKEMON,sm8b_ja-161,sma-SV1
CRD_7086E1BDC9604B90A351,망망이,BS2024001274,PRD_219AD0EF77CA4165AD0F,274/190,S,KO,POKEMON,sv4a_ja-274,svp-70
CRD_38D221213CD04120860A,총지엔 ex,BS2023011015,PRD_514C148400944D8AA72F,015/071,RR,KO,POKEMON,sv2p_ja-15,sv2-27
CRD_06913448CCA04DE6B272,무쇠가시,BS2024005077,PRD_B8A7BADF7613420288AC,077/071,AR,KO,POKEMON,sv5m_ja-77,svp-98
CRD_0839A3235BFC40C7A767,말리화,BS2019017192,PRD_C50AF6B22D9843F5B112,192/173,SR,KO,TRAINER,sm12a_ja-198,NO_EN
CRD_1589922DA5104539AFF5,레쿠쟈 VMAX,BS2022001252,PRD_767E549F894445C98D52,252/184,CSR,KO,POKEMON,swsh8b_ja-252,swsh12tg-TG20
CRD_26C2FFF3ECDC4C2B8EE6,보스의 지령,BS2026001760,PRD_6F0F228947EF48919808,760/742,SR,KO,TRAINER,NO_JP,me2pt5-256
CRD_1497BC4BBC0A034B7E00921E88FE436E,루이지 피카츄,295/XY-P,JP_PROMO_EXCLUSIVE,295/XY-P,PR,JP,POKEMON,xyp_ja-295,
CRD_DCECCFE1C2954B5181B2,악뜨거,BS2024001216,PRD_219AD0EF77CA4165AD0F,216/190,S,KO,POKEMON,sv4a_ja-216,svp-80
CRD_8E69FD2F5CA44C2388A4,괴력몬 V,BS2023001071,PRD_B4F8E0D2E2414F1DBC9B,071/172,RR,KO,POKEMON,swsh12a_ja-71,swsh10-72
CRD_0349CF2E05594460B06B,M보스로라 EX,BS2015001046,PRD_F918066FC0EA4F6B9C99,046/070,RR,KO,POKEMON,xy5g_ja-46,xy5-94
CRD_05103ACFA2DD4C54AC51,가디안 GX,BS2019002092,PRD_F0B2C76547E5479F8E65,092/150,RR,KO,POKEMON,sm8b_ja-92,sm3-93
CRD_0512DE9EF51D4BE39554,드래펄트 ex,BS2024019221,PRD_D26383A636BE42F09D6B,221/187,SAR,KO,POKEMON,sv8a_ja-221,sv8pt5-165
CRD_077EAB8DA2FB416FBA52,골루그,BS2025007129,PRD_D52A4B350D2344119847,129/086,AR,KO,POKEMON,sv11b_ja-129,zsv10pt5-123
CRD_9541B98A19054E3AB2C3,다태우지네 V,BS2022001218,PRD_767E549F894445C98D52,218/184,CSR,KO,POKEMON,swsh8b_ja-218,swsh11tg-TG14
CRD_1383604BEB0C4B209BFE,원규,BS2022004134,PRD_B6A92B9A3823440F8F49,089/067,HR,KO,TRAINER,swsh9a_ja-89,swsh10-206
CRD_128A2046607444A389E9,조타구 ex,BS2024011087,PRD_7293190A22224C0598D5,087/064,SAR,KO,POKEMON,sv6a_ja-87,sv6pt5-90
CRD_09A1CB4E6B9E4002ACA2,캥카,BS2025006110,PRD_FA31487748A24EAF9EE3,110/098,AR,KO,POKEMON,sv10_ja-110,sv10-204
CRD_0B59FFD0541D47B4BE4A,알로라나인테일 GX,BS2018009025,PRD_D59FE8DA38A0461A8AB8,025/050,RR,KO,POKEMON,sm7b_ja-25,sm8-132
CRD_093F671F8D0F4F349B81,블래키 V,BS2021007047,PRD_BD7FA21EB0B4407086A0,047/069,RR,KO,POKEMON,swsh6a_ja-47,swsh7-94
CRD_08BB039F0F51499BA059,찬란한 리자몽,BS2022010011,PRD_FEBA8CBAF36B40D9850F,011/071,K,KO,POKEMON,swsh10b_ja-11,pgo-11
CRD_0B802D98F17B44E8B194,카푸느지느 GX,BS2017013027,PRD_5DB928790C7E449C8459,027/114,RR,KO,POKEMON,sm4p_ja-27,sm3-39
CRD_0C3B183FCB4142F2B7B8,괴력몬 EX,BS2015005037,PRD_D8F59899D45046079FE1,037/081,RR,KO,POKEMON,xy7_ja-37,xy7-37
CRD_13F9528AE66A482F9AC7,나몰빼미&알로라나시 GX,BS2019011001,PRD_3E9DB59EE4A3494BAC2C,001/054,RR,KO,POKEMON,sm10b_ja-1,sm11-1
CRD_017439C155E14354863F,악비아르,BS2025007143,PRD_D52A4B350D2344119847,143/086,AR,KO,POKEMON,sv11b_ja-143,zsv10pt5-137
CRD_023DB72F38FC4C87B95B,님피아 ex,BS2024019212,PRD_D26383A636BE42F09D6B,212/187,SAR,KO,POKEMON,sv8a_ja-212,sv8pt5-156
CRD_9663E5A93BBF4AEBA664,오박사의 세팅,BS2019014073,PRD_8F7CD105F639462ABA75,073/064,SR,KO,TRAINER,sm11a_ja-72,sm12-233
CRD_98B1AD5A09294E4AA9F5,오리진 펄기아 VSTAR,BS2023001259,PRD_B4F8E0D2E2414F1DBC9B,259/172,UR,KO,POKEMON,swsh12a_ja-259,swsh12pt5gg-GG67
CRD_9B8E69E27F554FA08F77,글레이시아 GX,BS2018002067,PRD_F201E3D7E4F640C7847E,067/066,SR,KO,POKEMON,sm5m_ja-67,sm5-141
CRD_9BC07E8750E34D2EA7E4,암호마니아의 해독,BS2024005092,PRD_B8A7BADF7613420288AC,092/071,SR,KO,TRAINER,sv5m_ja-90,sv5-198
CRD_9FA75D54C4294BA2BBBB,히스이 대검귀 VSTAR,BS2023001087,PRD_B4F8E0D2E2414F1DBC9B,087/172,RRR,KO,POKEMON,swsh12a_ja-87,swsh10-102
CRD_B24FEAA15B354EE7A819,파라섹트,BS2022011121,PRD_554AB5D7D5A440D0AA2A,072/071,CHR,KO,POKEMON,swsh10a_ja-72,swsh11tg-TG01
CRD_A6FB671794764AE49A66,모단단게,BS2024012107,PRD_3C9C174C842D499D9A02,107/102,AR,KO,POKEMON,sv7_ja-107,sv7-149
CRD_088D2EC7F19046DCB5F5,모크나이퍼 ex,BS2026002012,PRD_B269D7FE35F74921BDB2,012/080,RR,KO,POKEMON,m3_ja-12,me3-12
CRD_9B1935C2FFE14C9493B6,삐,BS2023015113,PRD_C017B01380CF490A9480,113/108,AR,KO,POKEMON,sv3_ja-113,sv3-202
CRD_8E7F741A0EA743319394,가라르 데스판,BS2020016265,PRD_595A32AA23664B6ABD92,265/190,S,KO,POKEMON,swsh4a_ja-265,swsh45sv-SV066
CRD_9C3BF0A3D4544A87AE5F,찌리비크,BS2024001251,PRD_219AD0EF77CA4165AD0F,251/190,S,KO,POKEMON,sv4a_ja-251,sv4pt5-146
CRD_9F22D144C3944837A628,흉내내,BS2024001262,PRD_219AD0EF77CA4165AD0F,262/190,S,KO,POKEMON,sv4a_ja-262,sv4pt5-157
CRD_9E3FF9A0219649098877,팔데아 켄타로스,BS2024001223,PRD_219AD0EF77CA4165AD0F,223/190,S,KO,POKEMON,sv4a_ja-223,sv4pt5-120
CRD_0736415A8A2440169E58,스완나,BS2020016295,PRD_595A32AA23664B6ABD92,295/190,S,KO,POKEMON,swsh4a_ja-295,swsh45sv-SV096
CRD_A4F869F470ED469F8FDF,스트린더,BS2024001246,PRD_219AD0EF77CA4165AD0F,246/190,S,KO,POKEMON,sv4a_ja-246,sv4pt5-141
CRD_1B75DAEB61EA4A2D9A2A,마스터드 일격의 태세,,PRD_FDDAB6E1AF8D49E6A224,088/070,HR,KO,TRAINER,swsh5i_ja-88,swsh5-177
CRD_1B81F3B284534F8B8896,스트린더 VMAX,BS2020016315,PRD_595A32AA23664B6ABD92,315/190,SSR,KO,POKEMON,swsh4a_ja-315,swsh45sv-SV113
CRD_1645BF1E84C74BFFBE20,기로치 ex,BS2024011081,PRD_7293190A22224C0598D5,081/064,SR,KO,POKEMON,sv6a_ja-81,sv6pt5-84
CRD_147D2B78F8B043E3BB91,루기아 V,BS2022017110,PRD_75DAB61BCF5342C38563,110/098,SR,KO,POKEMON,swsh12_ja-110,swsh12-186
CRD_1C7DCAE87E334BB2AA8B,히드런 V,BS2022008014,PRD_7DF9CF9792C3451BBA08,014/067,RR,KO,POKEMON,swsh10p_ja-14,swsh10-25
CRD_1520EDCDD3D64D6CA7AE,리자드,BS2024001211,PRD_219AD0EF77CA4165AD0F,211/190,S,KO,POKEMON,sv4a_ja-211,sv4pt5-110
CRD_14EB3BE3034D40278311,쥬피썬더,BS2022001193,PRD_767E549F894445C98D52,193/184,CHR,KO,POKEMON,swsh8b_ja-193,swsh9tg-TG04
CRD_157F33DF43A34D268793,두빅굴,BS2025007109,PRD_D52A4B350D2344119847,109/086,AR,KO,POKEMON,sv11b_ja-109,zsv10pt5-105
CRD_15FD761C7E9D47358044,기로치 ex,BS2024019104,PRD_D26383A636BE42F09D6B,104/187,RR,KO,POKEMON,sv6a_ja-38,sv6pt5-38
CRD_1628769382AC47C581EB,해피너스 V,BS2021005079,PRD_EACC12D2E1D547E3ACE6,079/070,SR,KO,POKEMON,swsh6k_ja-79,swsh6-183
CRD_1640B082EE3340AAB612,전룡 GX,BS2018013006,PRD_6DB848A34AB046C29FCF,006/052,RR,KO,POKEMON,sm8a_ja-6,sm9-43
CRD_19F51F8288034A4781BC,워글,BS2025008157,PRD_53034524E98C4FE8BF8D,157/086,AR,KO,POKEMON,sv11w_ja-157,zsv10pt5-155
CRD_1AA86801F7BB4278A6C8,샹델라,BS2025007102,PRD_D52A4B350D2344119847,102/086,AR,KO,POKEMON,sv11b_ja-102,rsv10pt5-103
CRD_1AFBAC5E15DA4DBFB50A,아라리,BS2024016065,PRD_3FAB90CDEC7C43B6A8DF,065/064,AR,KO,POKEMON,sv7a_ja-65,sv8-192
CRD_1BA92AE483D3487E9AD9,레지락 ex,BS2025006115,PRD_FA31487748A24EAF9EE3,115/098,SR,KO,POKEMON,sv10_ja-115,sv10-214
CRD_1C6AC6FAD7E44F1EBBC2,앗차프,BS2025007105,PRD_D52A4B350D2344119847,105/086,AR,KO,POKEMON,sv11b_ja-105,zsv10pt5-101
CRD_20857DA3F57C4FAC9BE3,이브이 GX,BS2019017188,PRD_C50AF6B22D9843F5B112,188/173,SR,KO,POKEMON,sm12a_ja-188,smp-SM233
CRD_0772C5CF7513F14CB993C2F4FEE4944E,판쵸 피카츄 (레쿠쟈 2),231/XY-P,JP_PROMO_EXCLUSIVE,231/XY-P,PR,JP,POKEMON,xyp_ja-231,
CRD_BE2C80A0B66343AA892E,식스테일,BS2025009067,PRD_488E92535E424D04B2B5,067/063,AR,KO,POKEMON,m1l_ja-67,me1-138
CRD_D354887EB90344EE923F,밀로틱 ex,BS2024017131,PRD_0CC50B878F5F40BAA824,131/106,SAR,KO,POKEMON,sv8_ja-131,sv8-237
CRD_DD0CD37E614744718643,멜메탈 GX,BS2019017184,PRD_C50AF6B22D9843F5B112,184/173,SR,KO,POKEMON,sm12a_ja-184,NO_EN
CRD_33CA09BF26188C6BDA6EA9F79332A025,판쵸 피카츄 (리자몽 X),207/XY-P,JP_PROMO_EXCLUSIVE,207/XY-P,PR,JP,POKEMON,xyp_ja-207,
CRD_DBF213BF7C11429B9323,야돈,BS2024001219,PRD_219AD0EF77CA4165AD0F,219/190,S,KO,POKEMON,sv4a_ja-219,sv4pt5-116
CRD_0C741136B4054397BC6E,거북왕 EX,BS2014501061,PRD_9977B6F18CD34810B58A,061/060,SR,KO,POKEMON,xy1y_ja-61,xy1-142
CRD_D77DDA36A4604E1A840A,마쿠와,BS2021007086,PRD_BD7FA21EB0B4407086A0,086/069,SR,KO,TRAINER,swsh6a_ja-87,swsh7-201
CRD_0E33DD1809A342308392,바닥트리오 ex,BS2024004087,PRD_171222A74859484783EB,087/071,SR,KO,POKEMON,sv5k_ja-87,sv5-190
CRD_0E49A59862734A4BA71B,차곡차곡 GX,BS2018007060,PRD_D2E62F137D9A44ACBEBC,060/096,RR,KO,POKEMON,sm7_ja-60,sm7-102
CRD_0E8F6A83F9C24975A316,알로라 닥트리오,BS2024017116,PRD_0CC50B878F5F40BAA824,116/106,AR,KO,POKEMON,sv8_ja-116,sv8-208
CRD_20890E3348E540539C0B,파비코리 ex,BS2023022090,PRD_245223BF212C456385F3,090/066,SAR,KO,POKEMON,sv4m_ja-90,sv4-253
CRD_0F66DA7EFE8642B8BEC7,에이스번 V,BS2020004016,PRD_D785A25B9DFD4C32AE7C,016/070,RR,KO,POKEMON,swsh1a_ja-16,swsh45-18
CRD_0D5CD6FAF42744938562,찬란한 달코퀸,BS2022016009,PRD_0C8B6847314E495B9C8E,009/068,K,KO,POKEMON,swsh11a_ja-9,swsh12-16
CRD_0E3023BFDFCA4815BC48,두루지벌레,BS2020016206,PRD_595A32AA23664B6ABD92,206/190,S,KO,POKEMON,swsh4a_ja-206,swsh45sv-SV007
CRD_C88F58584ECC45019F54,파밀리쥐,BS2024001318,PRD_219AD0EF77CA4165AD0F,318/190,S,KO,POKEMON,sv4a_ja-318,sv4pt5-210
CRD_CB258E4BA4884902A051,파라꼬,BS2020016300,PRD_595A32AA23664B6ABD92,300/190,S,KO,POKEMON,swsh4a_ja-300,swsh45sv-SV101
CRD_D4F1ED76199148DD94FA,패리퍼,BS2024001312,PRD_219AD0EF77CA4165AD0F,312/190,S,KO,TRAINER,sv4a_ja-312,sv4pt5-204
CRD_E556E0ACF3B040059DC9,오리진 펄기아 VSTAR,BS2022008023,PRD_7DF9CF9792C3451BBA08,023/067,RRR,KO,POKEMON,swsh10p_ja-23,swsh10-40
CRD_E9B8CA77A7664CE8B9CF,오거폰 주춧돌의 가면 ex,BS2024008119,PRD_980F0BFCCDBB47558BFA,119/101,SR,KO,POKEMON,sv6_ja-119,sv6-199
CRD_FA3F82848A274CCC8A5A,버베나와 헬레나,BS2025015219,PRD_90A8D5BDA5664CEF9F48,219/193,SR,KO,TRAINER,m2a_ja-221,me2pt5-254
CRD_B44585853A93C37F791B552F69C70AA6,맥도날드 피카츄,,JP_PROMO_EXCLUSIVE,020/MP,PR,JP,POKEMON,mp_ja-20,
CRD_E5D6561E00FA4E9D92EC,저리릴,BS2025007118,PRD_D52A4B350D2344119847,118/086,AR,KO,POKEMON,sv11b_ja-118,zsv10pt5-114
CRD_1050F085B2EE449DB943,하랑우탄,BS2020016297,PRD_595A32AA23664B6ABD92,297/190,S,KO,POKEMON,swsh4a_ja-297,swsh45sv-SV098
CRD_1019C2CFB1EE47139FD8,찌리배리,BS2023015112,PRD_C017B01380CF490A9480,112/108,AR,KO,POKEMON,sv3_ja-112,sv3-201
CRD_BE6756C32CA74D509D22,과사삭벌레,BS2020016211,PRD_595A32AA23664B6ABD92,211/190,S,KO,POKEMON,swsh4a_ja-211,swsh45sv-SV012
CRD_43FD147D4B73449DA411,가라르 포니타,BS2020016246,PRD_595A32AA23664B6ABD92,246/190,S,KO,POKEMON,swsh4a_ja-246,swsh45sv-SV047
CRD_16D569A705C64B95885E,M얼음귀신 EX,BS2015006061,PRD_E658C5D993B042F88176,061/059,SR,KO,POKEMON,xy8b_ja-61,xy8-156
CRD_16E2995DF023409E852F,강철톤 EX,BS2016006032,PRD_CBD194134D1F48C5B86E,032/054,RR,KO,POKEMON,xy11f_ja-32,xy11-67
CRD_17C83FF85F944764957F,과미르,BS2024008103,PRD_980F0BFCCDBB47558BFA,103/101,AR,KO,POKEMON,sv6_ja-103,sv6-170
CRD_187E76533B5540179493,지가르데 GX,BS2018004050,PRD_3FDB16A819514C3C85B3,050/094,RR,KO,POKEMON,sm6_ja-50,sm6-73
CRD_17ED530C10224680B18D,빙큐보,BS2020016234,PRD_595A32AA23664B6ABD92,234/190,S,KO,POKEMON,swsh4a_ja-234,swsh45sv-SV035
CRD_1D61B56A81F04560A587,염뉴트 ex,BS2026002016,PRD_B269D7FE35F74921BDB2,016/080,RR,KO,POKEMON,m3_ja-16,me3-16
CRD_1E093F6900FF4470B84E,카푸나비나 GX,BS2017005052,PRD_B037DA2FF59847768F3C,052/050,SR,KO,TRAINER,sm2l_ja-52,sm2-137
CRD_1ED4DECEA3A14B6C81A6,갱도라,BS2024008111,PRD_980F0BFCCDBB47558BFA,111/101,AR,KO,POKEMON,sv6_ja-111,sv6-184
CRD_1F45F12DC0264E98B4E1,메가눈여아 ex,BS2025015233,PRD_90A8D5BDA5664CEF9F48,233/193,SAR,KO,POKEMON,m2a_ja-233,me2pt5-275
CRD_1CCD9CD035A348629CD9,갸라도스 VMAX,,PRD_3AD5C945B465480BA36C,081/067,HR,KO,POKEMON,swsh7r_ja-81,swsh7-207
CRD_1EE8B7BE600043EF8C97,피죤투 ex,BS2024001335,PRD_219AD0EF77CA4165AD0F,335/190,SSR,KO,POKEMON,sv4a_ja-335,sv4pt5-221
CRD_1D12B07C82D340E9AC74,포켓몬놀이,BS2020016198,PRD_595A32AA23664B6ABD92,198/190,SR,KO,TRAINER,swsh4a_ja-197,swsh45-70
CRD_203E701EC38E4E9A8ECE,일격 우라오스 VMAX,,PRD_767E549F894445C98D52,282/184,UR,KO,POKEMON,swsh8b_ja-282,swsh9tg-TG29
CRD_20F5210F50C6418AB471,네르케,BS2024001350,PRD_219AD0EF77CA4165AD0F,350/190,SAR,KO,TRAINER,sv4a_ja-352,sv4pt5-236
CRD_04E7F61A130E41B8AE30,메가지가르데 ex,BS2026002097,PRD_B269D7FE35F74921BDB2,097/080,SR,KO,POKEMON,m3_ja-97,me3-104
CRD_20E1890D79D254945C3E00F70560A986,스카루단 고꼬 피카츄,,JP_PROMO_EXCLUSIVE,013/SM-P,PR,JP,POKEMON,smp_ja-13,
CRD_231D861950D2482F92C0,아머까오 V,BS2021002078,PRD_AD7B5C4F802F4D64BE90,078/070,SR,KO,POKEMON,swsh5r_ja-78,swsh5-156
CRD_39C73BE28BA84C03307F1717CAA31C9E,루이지 피카츄 (296),,JP_PROMO_EXCLUSIVE,296/XY-P,PR,JP,POKEMON,xyp_ja-296,
CRD_228710100B794B3B940D,팬텀&따라큐 GX,BS2019001103,PRD_0D6AE93A1F194DF2AFCC,103/095,SR,KO,POKEMON,sm9_ja-103,sm9-165
CRD_22C99839A70742369E3E,일목,BS2019017199,PRD_C50AF6B22D9843F5B112,199/173,SR,KO,TRAINER,sm12a_ja-189,NO_EN
CRD_2332E667E081490D836A,메가앱솔 ex,BS2025009089,PRD_488E92535E424D04B2B5,089/063,SAR,KO,POKEMON,m1l_ja-89,me1-180
CRD_22E4A9137EB24D9A80C6,아마루르가,BS2026002084,PRD_B269D7FE35F74921BDB2,084/080,AR,KO,POKEMON,m3_ja-84,me3-92
CRD_0F8A51DF3CF3497BAD9D,모험가의 발견,BS2022001263,PRD_767E549F894445C98D52,263/184,SR,KO,TRAINER,swsh8b_ja-267,swsh11tg-TG23
CRD_16E335392D60451C9EA2,샤크니아 EX,BS201707070,PRD_87A114BC5BF44CB19C97,070/171,RR,KO,POKEMON,xy5t_ja-44,xy5-91
CRD_210F30877AE44F18910C,우락고래,BS2024016069,PRD_3FAB90CDEC7C43B6A8DF,069/064,AR,KO,POKEMON,sv7a_ja-69,sv8-201
CRD_21AFED71CBC5406A8145,개굴닌자 GX,BS2018004020,PRD_3FDB16A819514C3C85B3,020/094,RR,KO,POKEMON,sm6_ja-20,sm6-24
CRD_2301905FC60B4E48B82C,아머까오 V,BS2021002055,PRD_AD7B5C4F802F4D64BE90,055/070,RR,KO,POKEMON,swsh5r_ja-55,swsh5-109
CRD_21BD8B5DBB024A8FBC30,아머까오 VMAX,BS2021002056,PRD_AD7B5C4F802F4D64BE90,056/070,RRR,KO,POKEMON,swsh5r_ja-56,swsh5-110
CRD_2202D899B2514A12A3B3,싸리용 ex,BS2024017081,PRD_0CC50B878F5F40BAA824,081/106,RR,KO,POKEMON,sv8_ja-81,sv8-142
CRD_2208E78703C9455EA45A,N의 조로아,BS2025001108,PRD_EC14FE47676E4D529FD0,108/100,AR,KO,POKEMON,sv9_ja-108,svp-189
CRD_235AEB6FAEA54083A5AF,무쇠암석 ex,BS2026001429,PRD_6F0F228947EF48919808,429/742,RR,KO,POKEMON,NO_JP,svp-147
CRD_2363D7E348AC45C3AD5C,카푸꼬꼬꼭 GX,BS2017004053,PRD_580510CA86824BE7B26B,053/050,SR,KO,POKEMON,sm2k_ja-53,sm2-135
CRD_27BABDECB2404E3D873F,리자몽 V,BS2022002102,PRD_FA60964DC9AC4C999AC2,102/100,SR,KO,POKEMON,swsh9_ja-102,swsh9-153
CRD_24141283AF4D42638547,볼가이,BS2020016195,PRD_595A32AA23664B6ABD92,195/190,SR,KO,TRAINER,swsh4a_ja-196,swsh45-65
CRD_23726C952A68490FB117,아쿠스타,BS2024001222,PRD_219AD0EF77CA4165AD0F,222/190,S,KO,POKEMON,sv4a_ja-222,sv4pt5-119
CRD_23872FA0E5334B128E5A,파이어로 V,BS2020014016,PRD_32C23D5FA71F45ADB572,016/100,RR,KO,POKEMON,swsh4_ja-16,swsh4-29
CRD_D07DE78E55D4229AB02C,라티아스&라티오스 GX,BS2019001060,PRD_0D6AE93A1F194DF2AFCC,060/095,RR,KO,POKEMON,sm9_ja-60,sm9-113
CRD_238DFF5330E44802A6A3,푸크린 ex,BS2024001141,PRD_219AD0EF77CA4165AD0F,141/190,RR,KO,TRAINER,sv4a_ja-141,sv3pt5-40
CRD_238E85F07B63450BB517,무쇠손 ex,BS2023022088,PRD_245223BF212C456385F3,088/066,SAR,KO,POKEMON,sv4m_ja-88,sv4-248
CRD_24EBBFED607C41D7B562,조로아,BS2024011072,PRD_7293190A22224C0598D5,072/064,AR,KO,POKEMON,sv6a_ja-72,sv6pt5-75
CRD_25B8055B794A45B99714,메가아쿠스타 ex,BS2026002021,PRD_B269D7FE35F74921BDB2,021/080,RR,KO,POKEMON,m3_ja-21,me3-21
CRD_24845E4BD72A47AAA490,라티오스 EX,BS2015004048,PRD_9B9032EBA3C24F1ABA5C,048/078,RR,KO,POKEMON,xy6_ja-48,xy6-58
CRD_254CCBD76DFA46BDB30B,스이쿤 V,BS2023001024,PRD_B4F8E0D2E2414F1DBC9B,024/172,RR,KO,POKEMON,swsh12a_ja-24,swsh7-31
CRD_2570702FE3854423A069,무쇠바퀴 ex,BS2024001132,PRD_219AD0EF77CA4165AD0F,132/190,RR,KO,POKEMON,sv4a_ja-132,sv4pt5-66
CRD_25C4E5DDBD5348CBACD3,윽우지 V,BS2020002066,PRD_7CCB63858C7E43A287F2,066/060,SR,KO,POKEMON,swsh1w_ja-66,swsh1-198
CRD_25D1A6018B5A4A0AA38C,마스터드 일격의 태세,BS2021001079,PRD_FDDAB6E1AF8D49E6A224,079/070,SR,KO,TRAINER,swsh5i_ja-81,swsh5-163
