card_id,name,official_card_code,product_id,collection_number,rarity_code,language,super_type,jp_scrydex_ref,en_scrydex_ref
CRD_7C49D1616BA447F592B1,가라르 파이어 V,BS2022003254,PRD_B2ACFB7F8D3D424D8D60,254/414,RR,KO,POKEMON,swsh5a_ja-45,swsh6-97
CRD_E7DB54455C61431B8B1B,사다이사 V,BS2022003241,PRD_B2ACFB7F8D3D424D8D60,241/414,RR,KO,POKEMON,swsh6h_ja-43,swsh6-89
CRD_F9597DA87C15467681E5,루카리오 V,BS2022003225,PRD_B2ACFB7F8D3D424D8D60,225/414,RR,KO,POKEMON,NO_JP,swsh8-146
CRD_33D12892FE0A448BA1C5,골루그 V,BS2022003188,PRD_B2ACFB7F8D3D424D8D60,188/414,RR,KO,POKEMON,swsh7d_ja-15,swsh7-70
CRD_43B92747526147DBA44A,따라큐 V,BS2022003197,PRD_B2ACFB7F8D3D424D8D60,197/414,RR,KO,POKEMON,swsh5i_ja-27,swsh5-62
CRD_DC0D44D9E66D45FA907B,가라르 날쌩마 V,BS2022003163,PRD_B2ACFB7F8D3D424D8D60,163/414,RR,KO,POKEMON,swsh6h_ja-29,swshp-SWSH111
CRD_49D0E25CC4FB427AB28C,오리진 펄기아 VSTAR,BS2023001028,PRD_B4F8E0D2E2414F1DBC9B,028/172,RRR,KO,POKEMON,swsh12a_ja-28,swshp-SWSH254
CRD_828C74272B23470D9991,그랑블루 V,BS2022003174,PRD_B2ACFB7F8D3D424D8D60,174/414,RR,KO,POKEMON,NO_JP,swsh9-57
CRD_4A17C07AEF20419B859B,테라키온,BS2011003068,PRD_F516B48B00EC4405B043,068/066,SR,KO,POKEMON,bw2_ja-68,bw3-99
CRD_93BA1B52B6B14CF0AEDA,비크티니 V,BS2021002072,PRD_AD7B5C4F802F4D64BE90,072/070,SR,KO,POKEMON,swsh5r_ja-72,swsh5-144
CRD_1189D005D21D4ED69DBF,어치르돈 V,BS2022003124,PRD_B2ACFB7F8D3D424D8D60,124/414,RR,KO,POKEMON,swsh6k_ja-17,swsh7-48
CRD_35DC69B18FE34A239272,글레이시아 VMAX,BS2022003104,PRD_B2ACFB7F8D3D424D8D60,104/414,RR,KO,POKEMON,swsh6a_ja-25,swsh7-41
CRD_E493F0082A45481EA7EE,샤미드 V,BS2022003087,PRD_B2ACFB7F8D3D424D8D60,087/414,RR,KO,POKEMON,swsh6a_ja-15,swshp-SWSH150
CRD_1FC4B3E18BB94A0EB6CC,아머드 뮤츠,SMP000000269,PRD_EF2D36098270467A869D,196/SM-P,SM-P,KO,POKEMON,smp_ja-365,smp-SM228
CRD_6372ABB03C6D49E1B035,부스터 VMAX,BS2022003052,PRD_B2ACFB7F8D3D424D8D60,052/414,RR,KO,POKEMON,NO_JP,swsh7-18
CRD_1164B69A14F3417EBA5C,부스터 V,BS2022003051,PRD_B2ACFB7F8D3D424D8D60,051/414,RR,KO,POKEMON,swsh6a_ja-11,swshp-SWSH149
CRD_593E4A28970A4C3C8255,이상해꽃 V,BS2022003001,PRD_B2ACFB7F8D3D424D8D60,001/414,RR,KO,POKEMON,NO_JP,swshp-SWSH100
CRD_CFF5112271AB4A80BF9B,라이츄 GX,SMP000000257,PRD_82492C40613B4AA2957C,195/SM-P,SM-P,KO,POKEMON,NO_JP,smp-SM213
CRD_A2C303F9E86F4EDF9398,아가씨,BS2022014122,PRD_D85C098E2C3449848167,123/100,HR,KO,TRAINER,swsh11_ja-122,swsh11-208
CRD_D32273D46FE741C19111,히스이 블레이범 V,BS2022004121,PRD_B6A92B9A3823440F8F49,076/067,SR,KO,POKEMON,swsh9a_ja-76,swsh10-169
CRD_9F16F13DF68C4204B8EF,메가라티아스 ex,BS2025010049,PRD_86C30C87F04C465BA58C,049/063,RR,KO,POKEMON,m1s_ja-49,me1-100
CRD_EEDFC6D249174138A328,사다이사 V,BS2021004076,PRD_83E04A9A71A74A88AB44,076/070,SR,KO,POKEMON,swsh6h_ja-76,swsh6-175
CRD_739A8D30A5494EFBA4DB,리자몽 ex,SVP000000163,PRD_1ACA702B37DC48A39A36,,PR,KO,POKEMON,NO_JP,svp-56
CRD_8D64C44C0FE64E8EA849,비크티니 V,BS2020001027,PRD_94496EE2ED9C4E6791C8,003/023,RR,KO,POKEMON,NO_JP,swsh1-25
CRD_217550E39F654896867F,AZ,BS2014004093,PRD_42626661804D4BE1B5E2,093/088,SR,KO,TRAINER,xy4_ja-93,xy4-117
CRD_DB4376253193405389B0,무한다이노 V,BS2021019010,PRD_A9D9A46C54C84ED7B89F,010/028,RR,KO,POKEMON,swsh3_ja-64,swsh3-116
CRD_5CA455DEF57B449E9681,아이리스의 투지,BS2025015248,PRD_90A8D5BDA5664CEF9F48,248/193,SAR,KO,TRAINER,m2a_ja-247,me2pt5-292
CRD_8DE3C0F874CB476BAA7D,마기라스 V,BS2021013059,PRD_F8EBFB3CDA14402EB238,031/053,RR,KO,POKEMON,NO_JP,swsh8-158
CRD_3C4CBC99613B4B548008,소니아,BS2020004077,PRD_D785A25B9DFD4C32AE7C,077/070,SR,KO,TRAINER,swsh1a_ja-77,swsh2-192
CRD_F095D8262EE24A9E89F5,핫삼 GX,BS2019018051,PRD_E3C9A6F3A7094CB5B77C,051/080,RR,KO,POKEMON,sm6b_ja-41,sm7-90
CRD_7C85BF18CA654083A203,조타구 ex,BS2024011079,PRD_7293190A22224C0598D5,079/064,SR,KO,POKEMON,sv6a_ja-79,sv6pt5-82
CRD_C1430E514E7A4341B76C,거북왕 GX,BS2019018016,PRD_E3C9A6F3A7094CB5B77C,016/080,RR,KO,POKEMON,sm9b_ja-10,sm10-35
CRD_AAA1B0D73E594E6E9585,나옹,SVP000000127,PRD_3D485613010C46EF928E,,PR,KO,POKEMON,svp_ja-192,me2-106
CRD_A371FDE27863442B9247,석탄산,BS2020016268,PRD_595A32AA23664B6ABD92,268/190,S,KO,POKEMON,swsh4a_ja-268,swsh45sv-SV069
CRD_6E9E05529FE044859508,미라이돈,SVP000000026,PRD_878BCD84E3A14C879A3E,,PR,KO,POKEMON,svp_ja-48,svp-13
CRD_E62F06A94BBF4102A34B,카나리,BS2025015220,PRD_90A8D5BDA5664CEF9F48,220/193,SR,KO,TRAINER,m2a_ja-219,me2pt5-257
CRD_CCC9B1752D4045849237,라이츄 GX,BS2019018022,PRD_E3C9A6F3A7094CB5B77C,022/080,RR,KO,POKEMON,NO_JP,sm115-20
CRD_C39B236442E240D58AAD,백마 버드렉스 V,BS2021006001,PRD_5152EBDC54E740B89050,001/006,RR,KO,POKEMON,NO_JP,swshp-SWSH130
CRD_644D9605B98343E2BD97,고라파덕,BS2025015199,PRD_90A8D5BDA5664CEF9F48,199/193,AR,KO,POKEMON,m2a_ja-199,me2pt5-226
CRD_9E6C0EE28A034B84B8A7,흑마 버드렉스 V,BS2021006002,PRD_5152EBDC54E740B89050,002/006,RR,KO,POKEMON,NO_JP,swshp-SWSH131
CRD_CE93CF20BC2D40369EA6,팬텀 VMAX,BS2021008002,PRD_4C239B3E5F8242FDB0E0,002/019,RR,KO,POKEMON,NO_JP,swsh8-157
CRD_3FAD1A600E1E4A68BEFC,크로뱃 V,BS2021008003,PRD_4C239B3E5F8242FDB0E0,003/019,RR,KO,POKEMON,NO_JP,swshp-SWSH110
CRD_3AC8F9831E6C417A920C,루카리오 EX,BS201707062,PRD_87A114BC5BF44CB19C97,062/171,RR,KO,POKEMON,xy_ja-62,xy3-54
CRD_50821B0A1B1544889F09,눈쓰개,BS2025010067,PRD_86C30C87F04C465BA58C,067/063,AR,KO,POKEMON,m1s_ja-67,me1-140
CRD_C1E6E62B68CA49EBA053,비리디온 GX,BS2019018007,PRD_E3C9A6F3A7094CB5B77C,007/080,RR,KO,TRAINER,sm7a_ja-6,sm8-34
CRD_034271D298BA46158444,사마자르,BS2022004116,PRD_B6A92B9A3823440F8F49,071/067,CHR,KO,POKEMON,swsh9a_ja-71,swsh10tg-TG08
CRD_5470C871DF3146EB9C6B,카지,BS2024008123,PRD_980F0BFCCDBB47558BFA,123/101,SR,KO,TRAINER,sv6_ja-122,sv6-206
CRD_1A2B7E3263BE4E328E23,마그비,BS2023021068,PRD_8E32996A2E964C128DBF,068/066,AR,KO,POKEMON,sv4k_ja-68,sv4-186
CRD_ECCB9F6BE6FB45019BF9,강철톤,BS2025009073,PRD_488E92535E424D04B2B5,073/063,AR,KO,POKEMON,m1l_ja-73,me1-150
CRD_68AFBE59B0D944A69E33,해피너스 V,BS2022001254,PRD_767E549F894445C98D52,254/184,CSR,KO,POKEMON,swsh8b_ja-254,swsh12tg-TG22
CRD_AAAB529B18A64AB9A9A0,루카리오 V,BS2020013020,PRD_9FB39A358D474F2A800E,020/031,RR,KO,POKEMON,NO_JP,swsh35-27
CRD_B1A5D7C5C507422DA40C,에이스번,BS2020016216,PRD_595A32AA23664B6ABD92,216/190,S,KO,POKEMON,swsh4a_ja-216,swsh45sv-SV017
CRD_42C692170F6E4A3EBDA6,스트린더,BS2020016241,PRD_595A32AA23664B6ABD92,241/190,S,KO,POKEMON,swsh4a_ja-241,swsh45sv-SV042
CRD_9DFAA769E1B744799783,파치래곤,BS2020016244,PRD_595A32AA23664B6ABD92,244/190,S,KO,POKEMON,swsh4a_ja-244,swsh45sv-SV045
CRD_C4387FFC5CCB4AF9A390,또가스,BS2020016275,PRD_595A32AA23664B6ABD92,275/190,S,KO,POKEMON,swsh4a_ja-275,swsh45sv-SV076
CRD_37FD17FC727E435B8C84,모르페코 VMAX,BS2020015003,PRD_54235F60186849AB8D4D,003/004,RR,KO,POKEMON,NO_JP,swsh45-38
CRD_46D80DE27C1642C5B543,어흥염 V,BS2020013006,PRD_9FB39A358D474F2A800E,006/031,RR,KO,POKEMON,NO_JP,swsh35-8
CRD_46745DD4BB00424D81F5,꼬모카,BS2020016209,PRD_595A32AA23664B6ABD92,209/190,S,KO,POKEMON,swsh4a_ja-209,swsh45sv-SV010
CRD_BE0337E9E178414A89BA,백솜모카,BS2020016210,PRD_595A32AA23664B6ABD92,210/190,S,KO,POKEMON,swsh4a_ja-210,swsh45sv-SV011
CRD_730805FC07034C0DB994,루기아 EX플라스마단,BS2013001074,PRD_3904E11581AD4E859320,074/070,SR,KO,POKEMON,bw7_ja-74,bw8-134
CRD_439C86F598EA473882CC,솔록,BS2023001189,PRD_B4F8E0D2E2414F1DBC9B,189/172,AR,KO,POKEMON,swsh12a_ja-189,swsh12pt5gg-GG15
CRD_410093B53305439B9BB8,이올브,BS2020016208,PRD_595A32AA23664B6ABD92,208/190,S,KO,POKEMON,swsh4a_ja-208,swsh45sv-SV009
CRD_3E23CFF0B8FC46699E5A,갈가부기,BS2020016228,PRD_595A32AA23664B6ABD92,228/190,S,KO,POKEMON,swsh4a_ja-228,swsh45sv-SV029
CRD_7A36346C7D944650B5E6,윽우지,BS2020016229,PRD_595A32AA23664B6ABD92,229/190,S,KO,POKEMON,swsh4a_ja-229,swsh45sv-SV030
CRD_EFA94CD056AD49A7805F,꼬치조,BS2020016231,PRD_595A32AA23664B6ABD92,231/190,S,KO,POKEMON,swsh4a_ja-231,swsh45sv-SV032
CRD_810E1D47AA834EEFB64E,파치르돈,BS2020016245,PRD_595A32AA23664B6ABD92,245/190,S,KO,POKEMON,swsh4a_ja-245,swsh45sv-SV046
CRD_10FA5F0FB2BB48E0A8F5,가라르 야도란 V,BS2020013025,PRD_9FB39A358D474F2A800E,025/031,RR,KO,POKEMON,NO_JP,swsh3-99
CRD_D977F918DEE8417F8794,이브이 V,BS2020013029,PRD_9FB39A358D474F2A800E,029/031,RR,KO,TRAINER,NO_JP,swshp-SWSH065
CRD_FF89828CCBB14368BDA7,두랄루돈 V,BS2020013028,PRD_9FB39A358D474F2A800E,028/031,RR,KO,POKEMON,NO_JP,swsh35-47
CRD_E5FB08E4216944D298B1,빼미스로우,BS2020016201,PRD_595A32AA23664B6ABD92,201/190,S,KO,POKEMON,swsh4a_ja-201,swsh45sv-SV002
CRD_F4545F0EEDC64F099394,탄동,BS2020016266,PRD_595A32AA23664B6ABD92,266/190,S,KO,POKEMON,swsh4a_ja-266,swsh45sv-SV067
CRD_D67FF6D515B941C0B69E,쏘겨모,BS2020016283,PRD_595A32AA23664B6ABD92,283/190,S,KO,POKEMON,swsh4a_ja-283,swsh45sv-SV084
CRD_203BE953DCCE454BB9A0,오롱털,BS2020016284,PRD_595A32AA23664B6ABD92,284/190,S,KO,POKEMON,swsh4a_ja-284,swsh45sv-SV085
CRD_0A08B2E2AE7D46908548,가라르 가로막구리,BS2020016279,PRD_595A32AA23664B6ABD92,279/190,S,KO,POKEMON,swsh4a_ja-279,swsh45sv-SV080
CRD_E033B69140A8460AAD0B,끼리동,BS2020016289,PRD_595A32AA23664B6ABD92,289/190,S,KO,POKEMON,swsh4a_ja-289,swsh45sv-SV090
CRD_81527A6C6D8242E7962C,치라미,BS2020016292,PRD_595A32AA23664B6ABD92,292/190,S,KO,POKEMON,swsh4a_ja-292,swsh45sv-SV093
CRD_F43008DDDC81402A908A,가라르 메더,BS2020016287,PRD_595A32AA23664B6ABD92,287/190,S,KO,POKEMON,swsh4a_ja-287,swsh45sv-SV088
CRD_AC463A6E41054C3A8E71,가라르 나옹,BS2020016285,PRD_595A32AA23664B6ABD92,285/190,S,KO,POKEMON,swsh4a_ja-285,swsh45sv-SV086
CRD_814FC9FDB9F244A7A8C0,타타륜 VMAX,BS2020015001,PRD_54235F60186849AB8D4D,001/004,RR,KO,POKEMON,NO_JP,swsh45-10
CRD_D56048415DA2405E9DBC,피카츄 V,SP000000073,PRD_DA8331A4704A44B6957D,S-P 73,PR,KO,POKEMON,swshp_ja-122,swshp-SWSH061
CRD_BC5D8A5B4A5049FC8235,레돔벌레,BS2020016207,PRD_595A32AA23664B6ABD92,207/190,S,KO,POKEMON,swsh4a_ja-207,swsh45sv-SV008
CRD_3BDBFB0461F4481F9A03,다태우지네,BS2020016218,PRD_595A32AA23664B6ABD92,218/190,S,KO,POKEMON,swsh4a_ja-218,swsh45sv-SV019
CRD_51B35B799843488F8BD0,가라르 마임꽁꽁,BS2020016220,PRD_595A32AA23664B6ABD92,220/190,S,KO,POKEMON,swsh4a_ja-220,swsh45sv-SV021
CRD_C2A0DB2254344C62AF81,민화의 라플레시아 ex,BS2026001003,PRD_6F0F228947EF48919808,003/742,RR,KO,POKEMON,NO_JP,me2pt5-3
CRD_A4507E6EECB24AD88AC1,이브이 V,BS2022009007,PRD_5B48329CB1F945D89368,007/024,RR,KO,POKEMON,NO_JP,swsh12pt5-108
CRD_7EBB72125E6E436B8589,피카츄,SMP000000223,PRD_7B3C1057DEFB4DB3991A,164/SM-P,SM-P,KO,POKEMON,NO_JP,sm11-55
CRD_70A5FC244F7E41DE819D,볼트로스 GX,BS2019014245,PRD_60C4B2B436F34869A60E,,RR,KO,POKEMON,NO_JP,smp-SM133
CRD_D0519CFFD9564C798E9F,카푸느지느 GX,BS2019014244,PRD_60C4B2B436F34869A60E,,RR,KO,POKEMON,NO_JP,sm3-39a
CRD_15F5F5A58D814B10953B,님피아 GX,BS2019014247,PRD_60C4B2B436F34869A60E,,RR,KO,POKEMON,smp_ja-323,sm2-92a
CRD_CFC16E65EBC1462AB99A,에브이&테오키스 GX,BS2019012001,PRD_DDC3BB3CB0314EC4BEF6,001/031,RR,KO,POKEMON,NO_JP,sm11-72
CRD_1735A196292E42369E03,지라치 GX,BS2019012002,PRD_DDC3BB3CB0314EC4BEF6,002/031,RR,KO,POKEMON,NO_JP,sm11-79
CRD_3761F2C151EE4116B9EE,블래키&다크라이 GX,BS2019012010,PRD_E086FB5366D74C6FBB43,010/031,RR,KO,POKEMON,NO_JP,sm11-125
CRD_5CC4F5F3C4294D54BEBB,제크로무 ex,BS2025015051,PRD_90A8D5BDA5664CEF9F48,051/193,RR,KO,POKEMON,m2a_ja-51,zsv10pt5-34
CRD_3A3F2713FE8C47F69F71,캥카 GX,SMP000000200,PRD_FFD9405FB4944E33A617,149/SM-P,SM-P,KO,POKEMON,smp_ja-303,smp-SM188
CRD_5C104F12C3C94EE49C84,명탐정 피카츄,SMP000000194,PRD_C928FE6652B14828B4CA,143/SM-P,SM-P,KO,POKEMON,smp_ja-337,smp-SM170
CRD_4500844A9586482C906C,이브이&잠만보 GX,SMP000000191,PRD_ED6E63DB5B5947769F83,140/SM-P,SM-P,KO,POKEMON,smp_ja-297,smp-SM169
CRD_013491CECA2E446F9AB8,게을킹 V,BS2022010059,PRD_FEBA8CBAF36B40D9850F,059/071,RR,KO,POKEMON,swsh10b_ja-59,pgo-58
CRD_76C27B14CD0C45E3A73B,롱스톤 GX,BS2019004011,PRD_4EC62866124346138250,011/031,RR,KO,POKEMON,NO_JP,sm115-36
CRD_83ED01B41C3648FCA47B,푸크린 GX,BS2019006009,PRD_BBEBBF685AA44C9DAF38,032/051,RR,KO,POKEMON,NO_JP,sm115-42
CRD_1EB1317E215A4D5FABEE,피카츄,SMP000000186,PRD_231732ED8F2047F39E3E,120/SM-P,SM-P,KO,POKEMON,smp_ja-242,smp-SM157
CRD_8B64BC8FA3984544BD29,아쿠스타 GX,BS2019004004,PRD_811F8361E5F040F9A660,004/031,RR,KO,POKEMON,NO_JP,sm115-14
CRD_41A99002828C474D8A58,디안시,BS2019002196,PRD_F0B2C76547E5479F8E65,196/150,S,KO,POKEMON,sm8b_ja-196,sma-SV36
CRD_F992B99929D74209A136,레어코일,BS2019002188,PRD_F0B2C76547E5479F8E65,188/150,S,KO,POKEMON,sm8b_ja-188,sma-SV28
CRD_A416CBFC4F164B6BA7E4,코일,BS2019002187,PRD_F0B2C76547E5479F8E65,187/150,S,KO,POKEMON,sm8b_ja-187,sma-SV27
CRD_646D4781521444DCA2AF,루카리오,BS2019002182,PRD_F0B2C76547E5479F8E65,182/150,S,KO,POKEMON,sm8b_ja-182,sma-SV22
CRD_BEB146883AF3442F81D9,베베놈,BS2019002179,PRD_F0B2C76547E5479F8E65,179/150,S,KO,POKEMON,sm8b_ja-179,sma-SV19
CRD_63EFA1E2D426449697C7,리오르,BS2019002181,PRD_F0B2C76547E5479F8E65,181/150,S,KO,POKEMON,sm8b_ja-181,sma-SV21
CRD_C75DB7DA4F574A29A6BB,어둠대신,BS2019002176,PRD_F0B2C76547E5479F8E65,176/150,S,KO,POKEMON,sm8b_ja-176,sma-SV16
CRD_A4E698560C3F430A9CE4,루카리오 VSTAR,BS2022005005,PRD_11F5D6628FC34B098AD0,005/021,RR,KO,POKEMON,NO_JP,swshp-SWSH214
CRD_A6337035E8634701BFAB,피카츄,SMP000000173,PRD_B4AD08889B964B48AE16,136/SM-P,SM-P,KO,POKEMON,smp_ja-249,smp-SM234
CRD_41BD351FBCE24334B7DD,나무킹 EX,BS2016004006,PRD_F4FEB5AEAFD341BE97EA,006/131,RR,KO,POKEMON,cp4_ja-6,xy7-7
CRD_5A5295A6BE874BBA8414,피카츄,SMP000000172,PRD_B4AD08889B964B48AE16,135/SM-P,SM-P,KO,POKEMON,smp_ja-227,NO_EN
CRD_7DED027B94C6483F9495,알로라텅구리GX,SMP000000164,PRD_32A4D18B7D984066BEDB,127/SM-P,SM-P,KO,POKEMON,smp_ja-252,smp-SM187
CRD_7ADE94812E08415390CB,제크로무 GX,SMP000000158,PRD_FC540D961A674244B333,116/SM-P,SM-P,KO,POKEMON,smp_ja-238,smp-SM138
CRD_9D5DBEB83D8747A7865D,칠색조 GX,SMP000000152,PRD_E1C4AAB9A1BC43F5B408,112/SM-P,SM-P,KO,POKEMON,NO_JP,smp-SM57
CRD_F1E137530AAC4509ACBD,카푸꼬꼬꼭 GX,SMP000000154,PRD_E1C4AAB9A1BC43F5B408,114/SM-P,SM-P,KO,POKEMON,NO_JP,smp-SM33
CRD_0BB77FE2EEEC4F359733,염뉴트 GX,SMP000000153,PRD_E1C4AAB9A1BC43F5B408,SM63,SM-P,KO,POKEMON,NO_JP,smp-SM63
CRD_E9C4D238A08646EA997E,M입치트 EX,PR2015001099,PRD_5335DFBF031D4BA68337,,PR,KO,POKEMON,xyp_ja-186,xyp-XY104
CRD_ACE083AA03F94FF58441,약어리 GX,BS2019017039,PRD_C50AF6B22D9843F5B112,039/173,RR,KO,POKEMON,sm12a_ja-39,sm12-63
CRD_77E23D6E57A144EB9BD7,지가르데 GX,SMP000000116,PRD_63E0557D426542D4A27F,088/SM-P,SM-P,KO,POKEMON,smp_ja-216,NO_EN
CRD_696441FFCEB046F28C92,네크로즈마 GX,SMP000000104,PRD_CC9FA5F3736D45FCB4D5,079/SM-P,SM-P,KO,POKEMON,smp_ja-220,smp-SM58
CRD_DD544B72133A4A17A1BB,멜론,BS2022001262,PRD_767E549F894445C98D52,262/184,SR,KO,TRAINER,swsh8b_ja-274,swsh10tg-TG26
CRD_83A1176A6F644DE9B1DB,레지락 EX,BS201707175,PRD_87A114BC5BF44CB19C97,175/171,RR,KO,POKEMON,xy_ja-175,xy10-43a
CRD_C577C809253F4820BC3C,M루카리오 EX,BS201707176,PRD_87A114BC5BF44CB19C97,176/171,RR,KO,POKEMON,xy_ja-176,xy3-55a
CRD_35DA6B31F47244C59B9A,제르네아스 BREAK,BS201707097,PRD_87A114BC5BF44CB19C97,097/171,RR,KO,POKEMON,xy11f_ja-42,xy11-82
CRD_7084B05629B04BBEA2F3,입치트 GX,BS2019010058,PRD_472A74A595644AAF95EA,058/054,SR,KO,TRAINER,sm10a_ja-58,sm11-227
CRD_B0B1E680E6EB4FC091EE,M가디안 EX,BS201707092,PRD_87A114BC5BF44CB19C97,092/171,RR,KO,POKEMON,xy11c_ja-39,xy11-79
CRD_6963C4D7FD56481C9E05,동탁군 BREAK,BS201707083,PRD_87A114BC5BF44CB19C97,083/171,RR,KO,POKEMON,xy10_ja-49,xy10-62
CRD_B7BEDC89F4554878A43B,에브이 EX,BS201707045,PRD_87A114BC5BF44CB19C97,045/171,RR,KO,POKEMON,xy9_ja-35,xy9-52
CRD_6B76266004034ADFAFE2,후딘 EX,BS201707040,PRD_87A114BC5BF44CB19C97,040/171,RR,KO,POKEMON,xy10_ja-23,xy10-25
CRD_5A11A9B4CB924667ACDC,개굴닌자 BREAK,BS201707028,PRD_87A114BC5BF44CB19C97,028/171,RR,KO,POKEMON,xy9_ja-30,xy9-41
CRD_3EF662F5F4B04A96BB1F,볼케니온 EX,BS201707015,PRD_87A114BC5BF44CB19C97,015/171,RR,KO,POKEMON,xy11f_ja-12,xy11-26
CRD_294D19F698F24BE39387,나무킹 EX,BS201707006,PRD_87A114BC5BF44CB19C97,006/171,RR,KO,POKEMON,xy_ja-6,xy7-7
CRD_4D37677B8AA341108958,제르네아스 EX,BS2016004090,PRD_F4FEB5AEAFD341BE97EA,090/131,RR,KO,POKEMON,xy1x_ja-44,xy1-97
CRD_FD0EEE3A4AF547399878,후파,PR2015001102,PRD_5335DFBF031D4BA68337,,PR,KO,POKEMON,xyp_ja-155,NO_EN
CRD_F6D2FC3117BF409384AD,그란돈 EX,BS2016004072,PRD_F4FEB5AEAFD341BE97EA,072/131,RR,KO,POKEMON,cp4_ja-72,xy5-85
CRD_4B160DDD24C54ACA8B72,피카츄,PR2015001164,PRD_5335DFBF031D4BA68337,,PR,KO,POKEMON,xyp_ja-156,xyp-XY89
CRD_910B11C0B86040AE84AA,렌트라 BREAK,PR2015001094,PRD_5335DFBF031D4BA68337,,PR,KO,POKEMON,xyp_ja-181,xy9-47
CRD_CB69C20D58AF4D51A9AF,번치코 EX,PR2015001068,PRD_5335DFBF031D4BA68337,,PR,KO,POKEMON,xyp_ja-127,xyp-XY54
CRD_F7266F095112499DA31C,프테라 EX,PR2015001095,PRD_5335DFBF031D4BA68337,,PR,KO,POKEMON,xyp_ja-182,xyp-XY97
CRD_F7B668AA293A48758034,깨비드릴조,PR2015001064,PRD_5335DFBF031D4BA68337,,PR,KO,POKEMON,xyp_ja-115,xyp-XY57
CRD_AA4A41F8F67F4044A169,레쿠쟈 EX,PR2015001057,PRD_5335DFBF031D4BA68337,,PR,KO,POKEMON,xyp_ja-123,xyp-XY66
CRD_9BC7436092C94785A4FC,박사의 연구(주박사),BS2022001264,PRD_767E549F894445C98D52,264/184,SR,KO,TRAINER,swsh8b_ja-266,swshp-SWSH152
CRD_693D655002B04679AF62,메가리자몽Y ex,BS2026001085,PRD_6F0F228947EF48919808,085/742,RR,KO,POKEMON,NO_JP,me2pt5-22
CRD_8D68F827F9B2481DA5FB,루카리오 EX,BS2016004074,PRD_F4FEB5AEAFD341BE97EA,074/131,RR,KO,POKEMON,xy3_ja-52,xy3-54
CRD_E1B6948E73434311B499,피카츄 EX,BS2015008008,PRD_1C6DC92B6C1C4A56A692,008/027,RR,KO,POKEMON,cp2_ja-8,xyp-XY84
CRD_70914C281622475CA8B8,이브이 GX,BS2019000019,PRD_F0B27DFABBE04F75BF70,019/038,RR,KO,POKEMON,NO_JP,smp-SM176
CRD_8D798C34EC514D40851D,피카츄,SMP0000000093,PRD_07B3B25950244680B7FB,069/SM-P,SM-P,KO,POKEMON,NO_JP,sm3-40
CRD_B6294903334744A58D01,지우의 피카츄,SMP0000000066,PRD_231732ED8F2047F39E3E,045/SM-P,SM-P,KO,POKEMON,smp_ja-72,smp-SM110
CRD_94DDE31A7F814C7DA629,지우의 피카츄,SMP0000000058,PRD_129FF3B10C034C14B2D5,041/SM-P,SM-P,KO,POKEMON,smp_ja-86,smp-SM108
CRD_95DCB3753DC641EAB5CB,어흥염 ex,BS2024005085,PRD_B8A7BADF7613420288AC,085/071,SR,KO,POKEMON,sv5m_ja-85,sv5-187
CRD_C55004D65BC742D6A174,모래성이당 GX,SMP0000000036,PRD_84E368246DB649A9846A,030/SM-P,SM-P,KO,POKEMON,smp_ja-104,sm7-82
CRD_3D1823A431694121B9F4,멜메탈 V,BS2022010047,PRD_FEBA8CBAF36B40D9850F,047/071,RR,KO,POKEMON,swsh10b_ja-47,pgo-47
CRD_97D7C457DF3B41A8A619,마자용 BREAK,BS2016004055,PRD_F4FEB5AEAFD341BE97EA,055/131,RR,KO,POKEMON,cp4_ja-55,xyp-XY155
CRD_F962598C2D154F409151,피카츄,PR2013001049,PRD_F3ACAED44CEB47F5A6A0,,PR,KO,POKEMON,NO_JP,bwp-BW77
CRD_212812EDFC95434E96EE,노공룡,BS2023021078,PRD_8E32996A2E964C128DBF,078/066,AR,KO,POKEMON,sv4k_ja-78,sv4-212
CRD_53220555F67B44E18651,달코퀸 GX,SMP0000000041,PRD_F2F1079296AF45799968,035/SM-P,SM-P,KO,POKEMON,smp_ja-65,smp-SM56
CRD_8B9B58EC8BE6437C9189,뮤츠 EX,BS2016004050,PRD_F4FEB5AEAFD341BE97EA,050/131,RR,KO,POKEMON,xy8b_ja-25,xy8-61
CRD_F9B24EA402F141129620,레시라무 EX,BS2013006021,PRD_A28DEA2BDF4745EEBEF4,021/093,RR,KO,POKEMON,ebb1_ja-21,bw4-22
CRD_93FFCADB9F314F93B03F,케르디오 EX,BS2013006037,PRD_A28DEA2BDF4745EEBEF4,037/093,RR,KO,POKEMON,bw6c_ja-19,bw7-49
CRD_3A8D2EC8D99B4D7B9450,샹델라 EX,BS2013006061,PRD_A28DEA2BDF4745EEBEF4,061/093,RR,KO,POKEMON,ebb1_ja-61,bw11-77
CRD_FFAB6C584CD745B9A717,다크라이 EX,BS2013006072,PRD_A28DEA2BDF4745EEBEF4,072/093,RR,KO,POKEMON,bw4_ja-44,bw5-63
CRD_CB975544B60F47048A93,블랙큐레무 EX,BS2013006084,PRD_A28DEA2BDF4745EEBEF4,084/093,RR,KO,POKEMON,bw6f_ja-45,bw7-101
CRD_D970AD67FDC84F989B91,찌리비,BS2024001250,PRD_219AD0EF77CA4165AD0F,250/190,S,KO,POKEMON,sv4a_ja-250,sv4pt5-145
