product_id,name,series_name,language
PRD_862EB541EECE4AF29866,XY BREAK 30장 덱 「음번 BREAK」,"",KO
PRD_DDC1AB66591E4142A7AF,XY BREAK 30장 덱 「라이츄 BREAK」,"",KO
PRD_818D26F3D81C4F238E24,XY 30장 덱 대전 세트 「염무왕 EX vs 토게키스 EX」,"",KO
PRD_8B8CCB80E13047BEA792,XY 메가 배틀 60장 덱 「M레쿠쟈 EX」,"",KO
PRD_E1A702AE1C6743848A21,XY 레전드 배틀 60장 덱 「제르네아스 EX+이벨타르 EX」,"",KO
PRD_6B06F27E223A4D218C76,XY 하이퍼 메탈 체인 60장 덱 「디아루가 EX+킬가르도 EX」,"",KO
PRD_C16182DE84E248D39982,XY 메가 배틀 60장덱 「M리자몽 EX」,"",KO
PRD_349CEFB2BFFE426BA5CC,XY 「이벨타르 덱」,"",KO
PRD_81E7EDB395FB4AC1BB16,XY 「제르네아스 덱」,"",KO
PRD_3CF5A014B96D497CBCC0,XY 퍼스트세트 「푸호꼬의 진화」,"",KO
PRD_72C2FCD82BB74BE5BC32,XY 퍼스트세트 「도치마론의 진화」,"",KO
PRD_36D9270F2A974BBBBDB0,XY 퍼스트세트 「개구마르의 진화」,"",KO
PRD_E589003FC82F47508E11,BW 최강 폭류 60장 덱 「거북왕 + 큐레무 EX」,"",KO
PRD_86CD5129CCF046C2B933,BW 「플라스마단 덱」,"",KO
PRD_B8529197F11A4E52AE5F,BW 「배틀 강화 60장 덱 - 화이트큐레무 EX」,"",KO
PRD_6214D012A8864479A987,BW 「배틀 강화 60장 덱 - 블랙큐레무 EX」,"",KO
PRD_7978F5DF99064F47BF48,BW 「플라스마단 파워 덱」,"",KO
PRD_E0BF9160048744768357,BW 「케르디오 덱」,"",KO
PRD_10D6832C96234DACA944,BW 「한카리아스 덱」,"",KO
PRD_183E5F07A8A144E7AA3B,BW 「삼삼드래 덱」,"",KO
PRD_CA05633BAB54445194D3,BW 「볼트로스 덱」,"",KO
PRD_66E037FBA41940E7B8E2,BW 「토네로스 덱」,"",KO
PRD_FF50BF328E28468BA713,BW 「배틀 강화 60장 덱 - 제크로무 EX」,"",KO
PRD_86E170EE51714320BD7F,BW 「배틀 강화 60장 덱 - 레시라무 EX」,"",KO
PRD_73948B82DF7242F5AC1F,BW 「배틀 체인지덱 비크티니 덱」,"",KO
PRD_3135C78E60454F98A25E,BW 「배틀 강화덱 - 코바르온 덱」,"",KO
PRD_0988752FBC2D47E2A8FF,BW 「배틀 강화덱 - 테라키온 덱」,"",KO
PRD_829D9BF1CAD049A5A44E,BW 「배틀 강화덱 - 비리디온 덱」,"",KO
PRD_4FC4431D6CA44A24815F,BW 「퍼스트 세트 - 물의 진화」,"",KO
PRD_AD3CC1CC333A48E68C80,BW 「퍼스트 세트 - 불꽃의 진화」,"",KO
PRD_E6A1770F59BA4AC09144,BW 「퍼스트 세트 - 풀의 진화」,"",KO
PRD_0F7D2B3EC9034AEF8846,DP 다크라이덱,"",KO
PRD_FA16AF0F67474420AA5E,DP 크레세리아덱,"",KO
PRD_6AD2C2217702434486C3,DP 펄기아 덱,"",KO
PRD_DAB3F1DE88C5458FB662,DP 디아루가 덱,"",KO
PRD_07B3B25950244680B7FB,썬&문 프로모 카드 BOOK21 <상상초월 포켓몬 과학 연구소> 3권,"",KO
PRD_92937FC633614592977E,썬&문 프로모 카드 포켓몬 카드 게임 프로모 팩 제3탄,"",KO
PRD_343E7FD1BEDE48E1ACA8,썬&문 프로모 카드 코리안리그2017-2018 WINTER 개최 기념 플러스친구 회원 한정 프로모 카드,"",KO
PRD_3344798D08D74388B169,썬&문 프로모 카드 포켓몬 페스타 개최 기념 플러스친구 회원 한정 프로모 카드,"",KO
PRD_7AD628A8843941D19523,썬&문 프로모 카드 컬렉터즈 프로모 팩 4,"",KO
PRD_59325921CEDB48F88695,썬&문 프로모 카드 극장판 포켓몬스터: 너로 정했다! 관람객 선물,"",KO
PRD_124532A8DE6047E38CA8,썬&문 프로모 카드 코리안리그2017-2018 상위 입상 경품,"",KO
PRD_129FF3B10C034C14B2D5,썬&문 프로모 카드 스페셜 점보카드 세트 「칠색조 GX」,"",KO
PRD_6FECFBC555C1465CAFA0,썬&문 프로모 카드 코리안리그2017-2018 BP경품,"",KO
PRD_F2F1079296AF45799968,썬&문 프로모 카드 컬렉터즈 프로모 팩 3,"",KO
PRD_84E368246DB649A9846A,썬&문 프로모 카드 포켓몬 카드 게임 썬&문 프로모 팩 제2탄,"",KO
PRD_7EF4485344944FB58D50,썬&문 프로모 카드 스페셜 점보카드 세트 「카푸꼬꼬꼭 GX」,"",KO
PRD_E4C36327BF1F4DC5891A,썬&문 프로모 카드 포켓몬 월드챔피언십2017 대한민국 대표 선발전 개최 기념 프로모 팩,"",KO
PRD_DF95BC1E26F64439ADEA,썬&문 프로모 카드 포켓몬 카드 게임 썬&문 프로모 팩 제1탄,"",KO
PRD_81A5E69FE9E74FEEADA0,썬&문 프로모 카드 코리안리그2016-2017 SPRING 카드 게임 부문 참가자 선물,"",KO
PRD_84BC5F34E90043A2B281,썬&문 프로모 카드 포켓몬 카드 게임 썬&문 카드 박스 세트 「잠만보 GX」,"",KO
PRD_E7FF840146204CC3ADE7,썬&문 프로모 카드 처음 배우는 교실 30장 덱 「토게데마루 덱」,"",KO
PRD_D2CD753D288C47D9A04E,썬&문 프로모 카드 처음 배우는 교실 30장 덱 「폭거북스 덱」,"",KO
PRD_CD2D408CD162428D93A7,썬&문 프로모 카드 포켓몬 팝업스토어2016 구매 특전,"",KO
PRD_B54AD98347A24597A0D1,썬&문 프로모 카드 「포켓몬스터썬」「포켓몬스터문」구매 특전,"",KO
PRD_F3ACAED44CEB47F5A6A0,BW 프로모 카드,"",KO
PRD_F265D3B2A99147F1993B,DP 프로모 카드,"",KO
PRD_5DB928790C7E449C8459,썬&문 강화 확장팩 「GX 배틀부스트」,썬&문,KO
PRD_B9ABCB229FAD45509D71,썬&문 확장팩 제4탄 「초차원의 침략자」,썬&문,KO
PRD_308E1F33050B4777988E,썬&문 확장팩 제4탄 「각성의 용사」,썬&문,KO
PRD_CF155EC649AE400EB0D1,썬&문 확장팩 제3탄 「빛을 삼킨 어둠」,썬&문,KO
PRD_5358D70C809B48A3851F,썬&문 확장팩 제3탄 「어둠을 밝힌 무지개」,썬&문,KO
PRD_8A0B1007C3C94557BB73,썬&문 강화 확장팩 「새로운 시련」,썬&문,KO
PRD_B037DA2FF59847768F3C,썬&문 확장팩 제2탄 「알로라의 달빛」,썬&문,KO
PRD_580510CA86824BE7B26B,썬&문 확장팩 제2탄 「알로라의 햇빛」,썬&문,KO
PRD_8E7CED8394594453A32D,썬&문 강화 확장팩 「썬&문」,썬&문,KO
PRD_A7690D997FD6483B8C54,썬&문 확장팩 제1탄 「문 컬렉션」,썬&문,KO
PRD_498EC017052748FA9B3C,썬&문 확장팩 제1탄 「썬 컬렉션」,썬&문,KO
PRD_218CE0DABAD1493786DF,XY BREAK 확장팩 제10탄 「초능력의 제왕」,XY BREAK,KO
PRD_E8E7DDCB3A754A04BC5A,XY BREAK 확장팩 BASE PACK 20th Anniversary,XY BREAK,KO
PRD_CE918D5DDD304829AFA2,XY BREAK 확장팩 「환상 전설 드림 컬렉션」,XY BREAK,KO
PRD_83AFAF718E5E44349857,XY BREAK 확장팩 제11탄 「냉혹한 반역자」,XY BREAK,KO
PRD_CBD194134D1F48C5B86E,XY BREAK 확장팩 제11탄 「타오르는 투사」,XY BREAK,KO
PRD_F4FEB5AEAFD341BE97EA,XY BREAK 확장팩 「프리미엄 챔피언팩」,XY BREAK,KO
PRD_46D8E6F1D6A94A918F5A,XY BREAK 확장팩 「포켓심쿵 컬렉션」,XY BREAK,KO
PRD_52E8B395613649EDA22B,XY BREAK 확장팩 제9탄 「천공의 분노」,XY BREAK,KO
PRD_1C6DC92B6C1C4A56A692,XY 확장팩 「레전드 컬렉션」,XY,KO
PRD_1B1F4A770E5A4B92896A,XY BREAK 확장팩 제8탄 「붉은 섬광」,XY BREAK,KO
PRD_E658C5D993B042F88176,XY BREAK 확장팩 제8탄 「푸른 충격」,XY BREAK,KO
PRD_D8F59899D45046079FE1,XY 확장팩 제7탄 「밴디트링」,XY,KO
PRD_9B9032EBA3C24F1ABA5C,XY 확장팩 제6탄 「에메랄드 브레이크」,XY,KO
PRD_07350E5B503F4B7E8115,XY 확장팩 「마그마단vs아쿠아단 더블크라이시스」,XY,KO
PRD_1E0575E3D10E43ACBECB,XY 확장팩 제5탄 「타이달스톰」,XY,KO
PRD_F918066FC0EA4F6B9C99,XY 확장팩 제5탄 「가이아 볼케이노」,XY,KO
PRD_9977B6F18CD34810B58A,XY 확장팩 제1탄 「Y컬렉션」,XY,KO
PRD_42626661804D4BE1B5E2,XY 확장팩 제4탄 「팬텀게이트」,XY,KO
PRD_48B06855BF394BE69706,XY 확장팩 제3탄 「라이징피스트」,XY,KO
PRD_C2C1ECDBD68A4BC08849,XY 확장팩 제2탄 「와일드 블레이즈」,XY,KO
PRD_53EB7B68B0224C239C02,XY 확장팩 제1탄 「X컬렉션」,XY,KO
PRD_A28DEA2BDF4745EEBEF4,BW 확장팩 「EX 배틀 부스트」,BW,KO
PRD_258843B22E7940E8A2A6,BW 확장팩 제9탄 「메갈로캐논」,BW,KO
PRD_FF9AC7CB363846D0A190,BW 확장팩 「샤이니 컬렉션」,BW,KO
PRD_815E43D10B08494B9B51,BW 확장팩 제8탄 「볼트너클」,BW,KO
PRD_D2B25BD104C94F7CA1E1,BW 확장팩 제8탄 「스파이럴포스」,BW,KO
PRD_3904E11581AD4E859320,BW 확장팩 제7탄 「플라스마게일」,BW,KO
PRD_FBAE3D3A352E4D5B856D,BW 확장팩 제6탄 「콜드플레어」,BW,KO
PRD_B0A7A04CD1034734B76D,BW 확장팩 제6탄 「프리즈볼트」,BW,KO
PRD_7F3B825CBCB341F78921,BW 확장팩 제5탄 「드래곤 블레이드」,BW,KO
PRD_52F25CD879E2435AB037,BW 확장팩 제5탄 「드래곤 블라스트」,BW,KO
PRD_9BD0DB6444CC4D43A247,BW 확장팩 「드래곤 컬렉션」,BW,KO
PRD_D3C43A91C1D442598A5C,BW 확장팩 제4탄 「다크러시」,BW,KO
PRD_D26FF272537E40BCB70E,BW 확장팩 제3탄 「사이코 드라이브」,BW,KO
PRD_68FE3CF5A620409F8298,BW 확장팩 제3탄 「헤일 블리자드」,BW,KO
PRD_F516B48B00EC4405B043,BW 확장팩 제2탄 「레드 컬렉션」,BW,KO
PRD_1B7E1128D4A34947BFA3,BW 확장팩 제1탄 「화이트 컬렉션」,BW,KO
PRD_F1AC5248C3E34B408BFD,BW 확장팩 제1탄 「블랙 컬렉션」,BW,KO
PRD_FE3C362E12E14D7686A8,DP 확장팩 고대의 수호자,DP,KO
PRD_B3DED462DD5E47C0ADDD,DP 확장팩 호수의 기적,DP,KO
PRD_90AA859558D449D4A776,DP 확장팩 화려한 전설,DP,KO
PRD_05DDEA7A6EB1402BA37B,DP 확장팩 보이지 않는 힘,DP,KO
PRD_BB9B364579564660B414,DP 확장팩 암흑의 초승달,DP,KO
PRD_E3BB9AFC5E4047EEA2E0,DP 확장팩 7개의 신비,DP,KO
PRD_B7AE1271CF61494A8B08,DP 확장팩 또 다른 세계,DP,KO
PRD_9768E444383E4DC49E5C,DP 확장팩 시공의 격돌,DP,KO
PRD_AD457F77741848B89753,DP 확장팩 불꽃 튀는 대결,DP,KO
PRD_31FFADC1995A46C4B218,DP 확장팩 모험의 시작,DP,KO
PRD_6BEB848A7A87407A9FCD,2016 코리안리그 프로모,"",KO
PRD_866A0C6782AB4E12992B,프리미엄 트레이너 박스 「소드&실드」,"",KO
PRD_2CDAFD8BE7734FB9BBE8,프리미엄 트레이너 박스 「소드 & 실드」,"",KO
PRD_0A7EE93DE4014CF7A4B6,소드 & 실드 강화 확장팩 「전설의 고동」,소드 & 실드,KO
PRD_2CB39C284D804A8D9DFC,포켓몬 카드 게임 스칼렛&바이올렛 「에너지 카드 세트」,"",KO
PRD_13A726E623E74D3CA3C5,실드전 트리플렛비트 참가상,"",KO
PRD_A75BAD93D24E48B099E4,레이징서프 실드전 참가상,"",KO
PRD_D4F5D38383364C38864C,2024 코리안리그 전 시즌 참가 프로모,"",KO
PRD_409911968C5040128A22,크림슨헤이즈 실드전 참가상,"",KO
PRD_A10F5BA8E8AB4A7AB29B,2025 코리안리그 전 시즌 참가 프로모,"",KO
PRD_AD5EA4EFA18649828F7C,미니리그 참가 프로모,"",KO
PRD_9B0B8A3651614CEBBBBF,낙원드래고나 실드전 입상 프로모,"",KO
PRD_C9D61E8CEAA64A3A8F97,낙원드래고나 실드전 참가상,"",KO
PRD_673D7C4F360644C7AE57,스칼렛&바이올렛 프로모 카드 팩 제8탄,"",KO
PRD_B4A074B74479409EB05E,「극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오」 극장 선물,"",KO
PRD_8112F8F809D146CB8810,2025 포켓몬 카드샵 대항전 대표 선발전 프로모,"",KO
PRD_FFB3A5A250584AA28007,스칼렛&바이올렛 스페셜 점보 카드 세트 「피카츄」,"",KO
PRD_3D485613010C46EF928E,스칼렛&바이올렛 스타트 덱 Generations 스페셜 배틀 세트,스칼렛&바이올렛,KO
PRD_95C43961AC254D90A5D1,스칼렛&바이올렛 스페셜 세트 「모야모」,"",KO
PRD_565F0036757B45EEB0FC,열풍의 아레나 실드전 참가상,"",KO
PRD_006313F6036040A1AEF9,비크티니 BWR 쟁탈전 프로모 카드 팩,"",KO
PRD_C3C1318A75C14510B12A,코리안리그2017-18 SPRING 참가상,"",KO
PRD_09C0DF8CCA6444FAA2B7,금단의 빛 발매 기념 이벤트,"",KO
PRD_B5647369DF844F21B538,WCSK2018 32강 진출자 선물,"",KO
PRD_2A7A60468B824DD3BE54,2018-19 코리안리그 홀로 에너지 팩,"",KO
PRD_2E0A5BB1EFD74C6A832C,썬&문 프로모 카드 포켓몬 월드챔피언십2018 개최 기념 참가 프로모 카드,"",KO
PRD_A7D6856FFF2C492C8653,썬&문 프로모팩 제14탄,"",KO
PRD_6B125CC9591C46C1B198,2018-19 코리안리그 파이널 홀로 에너지 세트,"",KO
PRD_F0023462D9CE40D1849E,2018-19 코리안리그 파이널 시즌 4강,"",KO
PRD_5FD78658BE9E4C7482D2,2018-19 코리안리그 파이널 시즌 우승,"",KO
PRD_94FE67BDC8B146C5B4C3,2018-19 코리안리그 파이널 시즌 준우승,"",KO
PRD_8EF2E537F3C34D76A2DB,썬&문 프로모 카드 포켓몬 월드챔피언십 2019 개최 기념 참가 프로모 카드,"",KO
PRD_3DAC5E11F2184D54BCCA,뮤츠 실드전 참가상,"",KO
PRD_530B161683774B8CB376,썬&문 프로모 카드 2019-20 코리안리그 시즌 1 카드 게임 부문 우승 경품,"",KO
PRD_B89E22E23FFB4DAAB906,썬&문 프로모 카드 2019-20 코리안리그 시즌 1 카드 게임 부문 참가상,"",KO
PRD_9413DFEFEABC48C995D2,썬&문 프로모 카드 2019-20 코리안리그 시즌 1 카드 게임 부문 4강 진출 경품,"",KO
PRD_FDDB5422181E43B58579,썬&문 프로모 카드 2019-20 코리안리그 시즌 1 카드 게임 부문 준우승 경품,"",KO
PRD_2D87DDC412A746EFAEC7,2026 포켓몬 카드샵 대항전 대표 선발전 프로모,"",KO
PRD_4D9E7AB4411D6FCE526A,소드&실드 「25th ANNIVERSARY CLASSIC COLLECTION」,소드&실드,KO
PRD_F44C2F2640AB4792CB65,포켓몬 카드 페스타 피카츄 프로모,,KO
PRD_A25CB6E36FC71EBDA24B,판초 피카츄 프로모 SM-P037,,KO
PRD_79D926D3E72B4438C2AB,팀 플라즈마 보스 피카츄 프로모,,KO
PRD_B30DFCBCDFBA21BE1C07,미미큐 스페셜 박스 피카츄 프로모,,KO
PRD_0B188D85E3A44B03D1BA,판초 이브이 프로모 SM-P138,,KO
PRD_E070D0BFD0812AE7FEE1,판초 이브이 프로모 SM-P139,,KO
PRD_9EDCB2F3F82B0EAA04B3,피카츄 프로모 SM-P276,,KO
PRD_0822CD02EBF4BC46E659,피카츄 프로모 SM-P003,,KO
PRD_BA2B81F85B96A37C5A65,HGSS 블랙스타 프로모 피카츄,,KO
JP_PROMO_EXCLUSIVE,일본 독점 프로모,Japanese Exclusive Promos,JP
PRD_0CC50B878F5F40BAA824,스칼렛&바이올렛 확장팩 「초전브레이커」,스칼렛&바이올렛,KO
PRD_156BB71C4F5A41C39521,MEGA 확장팩 「닌자스피너」,MEGA,KO
PRD_171222A74859484783EB,스칼렛&바이올렛 확장팩 「와일드포스」,스칼렛&바이올렛,KO
PRD_219AD0EF77CA4165AD0F,스칼렛&바이올렛 하이클래스팩 「샤이니트레저 ex」,스칼렛&바이올렛,KO
PRD_245223BF212C456385F3,스칼렛&바이올렛 확장팩 「미래의 일섬」,스칼렛&바이올렛,KO
PRD_3BEB5A9863D54FE7BE25,소드&실드 확장팩 「퓨전아츠」,소드&실드,KO
PRD_3C9C174C842D499D9A02,스칼렛&바이올렛 확장팩 「스텔라미라클」,스칼렛&바이올렛,KO
PRD_3FAB90CDEC7C43B6A8DF,스칼렛&바이올렛 강화 확장팩 「낙원드래고나」,스칼렛&바이올렛,KO
PRD_488E92535E424D04B2B5,MEGA 확장팩 「메가브레이브」,MEGA,KO
PRD_514C148400944D8AA72F,스칼렛&바이올렛 확장팩 「스노해저드」,스칼렛&바이올렛,KO
PRD_53034524E98C4FE8BF8D,스칼렛&바이올렛 확장팩 「화이트플레어」,스칼렛&바이올렛,KO
PRD_58FB9039FC3548478196,스칼렛&바이올렛 랜덤 스타트 덱 Generations,스칼렛&바이올렛 랜덤,KO
PRD_5AD4DD681C694EAC8DDA,포켓몬 카드 게임 스칼렛&바이올렛 확장팩 「바이올렛 ex」,포켓몬 카드 게임 스칼렛&바이올렛,KO
PRD_66A71505B24242AD9875,스칼렛&바이올렛 강화 확장팩 「열풍의 아레나」,스칼렛&바이올렛,KO
PRD_66FB8C2B312E46E081B1,스칼렛&바이올렛 확장팩 「클레이버스트」,스칼렛&바이올렛,KO
PRD_6F0F228947EF48919808,MEGA 「스타트 덱 100 배틀컬렉션」,"",KO
PRD_7293190A22224C0598D5,스칼렛&바이올렛 강화 확장팩 「나이트원더러」,스칼렛&바이올렛,KO
PRD_767E549F894445C98D52,소드&실드 하이클래스팩 「VMAX 클라이맥스」,소드&실드,KO
PRD_86C30C87F04C465BA58C,MEGA 확장팩 「메가심포니아」,MEGA,KO
PRD_8E32996A2E964C128DBF,스칼렛&바이올렛 확장팩 「고대의 포효」,스칼렛&바이올렛,KO
PRD_90A8D5BDA5664CEF9F48,MEGA 하이클래스팩 「MEGA 드림 ex」,MEGA,KO
PRD_965FA5E5CD004C97AE74,스칼렛&바이올렛 강화 확장팩 「크림슨헤이즈」,스칼렛&바이올렛,KO
PRD_980F0BFCCDBB47558BFA,스칼렛&바이올렛 확장팩 「변환의 가면」,스칼렛&바이올렛,KO
PRD_B269D7FE35F74921BDB2,MEGA 확장팩 「니힐제로」,MEGA,KO
PRD_B4F8E0D2E2414F1DBC9B,소드&실드 하이클래스팩 「VSTAR 유니버스」,소드&실드,KO
PRD_B7309AB1FDF64E4EA6B1,스칼렛&바이올렛 강화 확장팩 「레이징서프」,스칼렛&바이올렛,KO
PRD_B8A7BADF7613420288AC,스칼렛&바이올렛 확장팩 「사이버저지」,스칼렛&바이올렛,KO
PRD_BBA412AFA17F47F4B0BA,스칼렛&바이올렛 ex 스타트 덱,스칼렛&바이올렛 ex,KO
PRD_C017B01380CF490A9480,스칼렛&바이올렛 확장팩 「흑염의 지배자」,스칼렛&바이올렛,KO
PRD_CC65479EEB8C445BB1DF,스칼렛&바이올렛 스페셜 덱 세트 ex 「이상해꽃·리자몽·거북왕」,"",KO
PRD_D26383A636BE42F09D6B,스칼렛&바이올렛 하이클래스팩 「테라스탈 페스타 ex」,스칼렛&바이올렛,KO
PRD_D52A4B350D2344119847,스칼렛&바이올렛 확장팩 「블랙볼트」,스칼렛&바이올렛,KO
PRD_D85C098E2C3449848167,소드&실드 확장팩 「로스트어비스」,소드&실드,KO
PRD_DAB43E31433041FC942F,스칼렛&바이올렛 강화 확장팩 「포켓몬 카드 151」,스칼렛&바이올렛,KO
PRD_DD94FB8DCB7C4A129478,MEGA 확장팩 「인페르노X」,MEGA,KO
PRD_EACC12D2E1D547E3ACE6,소드&실드 확장팩 「칠흑의 가이스트」,소드&실드,KO
PRD_EC14FE47676E4D529FD0,스칼렛&바이올렛 확장팩 「배틀파트너즈」,스칼렛&바이올렛,KO
PRD_ED1CAC91B03F4EAD86F7,포켓몬 카드 게임 스칼렛&바이올렛 확장팩 「스칼렛 ex」,포켓몬 카드 게임 스칼렛&바이올렛,KO
PRD_FA31487748A24EAF9EE3,스칼렛&바이올렛 확장팩 「로켓단의 영광」,스칼렛&바이올렛,KO
PRD_FC339076828C45ED9BA0,포켓몬 카드 게임 스칼렛&바이올렛 강화 확장팩 「트리플렛비트」,포켓몬 카드 게임 스칼렛&바이올렛,KO
