card_id,card_name,rarity,collection_number,snkrdunk_apparel_id,scrydex_raw_krw,scrydex_psa10_krw,scrydex_psa9_krw,raw_to_psa10_ratio,raw_to_psa9_ratio,psa10_to_psa9_ratio,psa10_to_raw_ratio,psa9_to_raw_ratio,snk_A_basis,snk_selected_A_krw,snk_A_n,scrydex_raw_to_snk_A_ratio,ladder_violation,action_status,notes,replacement_confidence,floor_suspect
CRD_32A3236675F94589B53C,무쇠가시 ex,SR,081/066,227631,3042,62109,18348,0.049,0.166,3.385,20.42,6.03,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_32E8DC4B424E4966B6CB,쁘사이저,AR,067/066,210033,6807,70855,24686,0.096,0.276,2.87,10.41,3.63,A_1M,9500,1,0.717,RAW_STALE_LOW,REVIEW_SNK_THIN,,LADDER_INFO_ONLY,Y
CRD_32E8F32B11894AB188C1,플루메리,SR,057/051,91351,145966,169919,96818,0.859,1.508,1.755,1.16,0.66,NONE,,0,,RAW_OVER_PSA9,KEEP_SCRYDEX,,KEEP,
CRD_331B23CD1B3542C09584,피카츄&제크로무 GX,SR,100/095,129023,138283,887160,156512,0.156,0.884,5.668,6.42,1.13,A_1M,285000,9,0.485,SNK_DIVERGENCE_LOW,REPLACE_WITH_SNK_A,,STRONG_REPLACE,
CRD_331BADEFF9654B599D78,저지맨,SR,344/190,159332,891,41467,10688,0.021,0.083,3.88,46.54,12.0,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_331E1FDCBECBFA41AEA9,,,,,4318,47988,,0.09,,,11.11,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_33360078EC2F4416BC8F,일레도리자드,AR,073/066,227626,2988,43503,25271,0.069,0.118,1.721,14.56,8.46,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3341BC09AE6F45A6A646,모래성이당 ex,SR,123/106,418748,2397,40733,19995,0.059,0.12,2.037,16.99,8.34,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3358929E8924485E949B,크로뱃 VMAX,RRR,109/190,144523,1060,45944,17631,0.023,0.06,2.606,43.34,16.63,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_33785863B77A4D888CC5,루카리오&멜메탈 GX,SR,058/054,393297,51564,97031,39161,0.531,1.317,2.478,1.88,0.76,NONE,,0,,RAW_OVER_PSA9,KEEP_SCRYDEX,,KEEP,
CRD_339521F5D18A48858134,찬란한 후딘,K,031/068,,4133,87212,,0.047,,,21.1,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_33A3DF458AC34EC6B1BD,호브의 자시안 ex,SR,118/100,505954,2090,59259,14189,0.035,0.147,4.176,28.35,6.79,A_1M,10450,1,0.2,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_33A7A42687184DCAA53F,푸크린 ex,SR,189/165,128105,3964,60626,17951,0.065,0.221,3.377,15.29,4.53,A_1M,11875,8,0.334,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,REPLACE_WITH_SNK_A,,STRONG_REPLACE,
CRD_33D12892FE0A448BA1C5,골루그 V,RR,188/414,141470,1629,59632,,0.027,,,36.61,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_33E384F099914BF89170,비파,SR,191/187,462392,3611,49023,22186,0.074,0.163,2.21,13.58,6.14,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_33F622942A1F4876AAE4,어흥염 ex,RR,132/742,180186,492,45511,,0.011,,,92.5,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3441FF9483AB4687A5BF,괴력몬 VMAX,RRR,033/067,,1882,50180,25960,0.038,0.072,1.933,26.66,13.79,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3446ADE0F7424C998BED,엘풍 GX,RR,066/095,393012,1951,27094,7812,0.072,0.25,3.468,13.89,4.0,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_34634E0B83674493958D,메가저리더프 ex,MA,225/193,730949,4256,77766,37628,0.055,0.113,2.067,18.27,8.84,A_1M,24938,19,0.171,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_34B77E90E77E454D9E00,메가가디안 ex,RR,042/063,628169,768,51995,21100,0.015,0.036,2.464,67.7,27.47,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_34B94E323039433886E9,애프룡,CHR,186/184,126696,3088,58024,16975,0.053,0.182,3.418,18.79,5.5,A_3M,9500,2,0.325,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,Y
CRD_34D1A571966643B9B808,가라르 불비달마 VMAX,RRR,024/100,144976,1598,32431,,0.049,,,20.29,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3520EA33302182486E9D,,,,,5501,71999,24190,0.076,0.227,2.976,13.09,4.4,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_359332F027204F0997A9,펄스멍 V,SSR,313/190,144774,2059,40788,13348,0.05,0.154,3.056,19.81,6.48,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_35A856F18BEB432BABEC,멜로코,SR,085/066,152787,5024,54433,44546,0.092,0.113,1.222,10.83,8.87,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_35DC69B18FE34A239272,글레이시아 VMAX,RR,104/414,141674,3626,79631,24464,0.046,0.148,3.255,21.96,6.75,A_3M,17575,6,0.206,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_35EA350A18F04A80A0D5,깜눈크,AR,087/078,110905,3426,47903,16421,0.072,0.209,2.917,13.98,4.79,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_35F025B882B548A18185,어릿광대,SR,165/086,607936,1122,56187,15297,0.02,0.073,3.673,50.08,13.63,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_35F6305B626B4EA6BA1B,미라이돈 ex,SAR,102/078,110935,65869,131985,30252,0.499,2.177,4.363,2.0,0.46,A_1M,57000,14,1.156,RAW_OVER_PSA9,REPLACE_WITH_SNK_A,,KEEP,
CRD_3610EE3BBB834DF6A0BF,밀로틱 ex,RR,185/742,408326,515,100300,18325,0.005,0.028,5.473,194.76,35.58,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_364F4FE8048A4DC09AA0,흑마 버드렉스 V,SR,076/070,96682,37613,78121,30580,0.481,1.23,2.555,2.08,0.81,A_1M,71250,2,0.528,RAW_OVER_PSA9,REVIEW_SNK_THIN,,KEEP,
CRD_366F8C52670645088A5A,흑마 버드렉스 VMAX,RRR,083/184,141098,1337,49755,22957,0.027,0.058,2.167,37.21,17.17,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_36A1599A2C254B9C957E,한카리아스 V,RR,109/172,,768,30443,15290,0.025,0.05,1.991,39.64,19.91,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_36B9B397B19A425CB729,리자몽 VSTAR,RRR,014/172,103071,10156,115060,33306,0.088,0.305,3.455,11.33,3.28,A_1M,9500,13,1.069,RAW_STALE_LOW,REPLACE_WITH_SNK_A,,LADDER_INFO_ONLY,Y
CRD_36D39DBAA5EC4EE09001,후딘 ex,SR,190/165,128106,5900,76606,36341,0.077,0.162,2.108,12.98,6.16,A_1M,17100,6,0.345,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,REPLACE_WITH_SNK_A,,STRONG_REPLACE,
CRD_36F3273DC7014993855A,네크로즈마 황혼의 갈기 GX,RR,086/150,112761,4133,61008,,0.068,,,14.76,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_37121FE6503349888A93,자시안 V,RR,137/190,144567,645,33730,,0.019,,,52.29,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_371A341D2B024125AF8E,다크라이 GX,RR,064/114,105433,10771,272120,35167,0.04,0.306,7.738,25.26,3.26,A_1M,28490,3,0.378,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,
CRD_375B75D3FC3E42BAA4AD,사나운버섯,AR,077/066,138258,7360,90336,31313,0.081,0.235,2.885,12.27,4.25,A_1M,11875,2,0.62,RAW_STALE_LOW,REVIEW_SNK_THIN,,LADDER_INFO_ONLY,
CRD_378581C7E2764EC3A6BA,가라르 창파나이트,S,263/190,,4425,44663,30565,0.099,0.145,1.461,10.09,6.91,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_379A5BE80E2245808B5C,히스이 붐볼 V,RR,005/172,,599,47384,17584,0.013,0.034,2.695,79.11,29.36,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_37AD357EC31F4A4E9BDD,핫삼 EX,RR,057/080,390843,12799,195424,,0.065,,,15.27,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_37AEC383935947D497E1,라우드본 ex,SR,087/073,116073,2259,39433,18348,0.057,0.123,2.149,17.46,8.12,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_37B7393178B645AADF6F,,,,,6945,59951,46051,0.116,0.151,1.302,8.63,6.63,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_37CAD2854A2A45769811,콜로솔트,S,285/190,,1183,28287,4587,0.042,0.258,6.167,23.91,3.88,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_382ECC8BA6034DAF9178,뮤츠 VSTAR,UR,091/071,93009,35815,169012,33623,0.212,1.065,5.027,4.72,0.94,A_1M,95000,31,0.377,SNK_DIVERGENCE_LOW,REPLACE_WITH_SNK_A,,STRONG_REPLACE,
CRD_385E29A0C8C3476C9C4B,드래피온 V,RR,085/172,105548,492,38531,,0.013,,,78.32,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3867F42D081F475AB07C,민진의 헤아림,SAR,090/063,664124,19821,57895,26223,0.342,0.756,2.208,2.92,1.32,A_1M,9500,4,2.086,SNK_DIVERGENCE_HIGH,REVIEW_SNK_THIN,,REVIEW_REPLACE,Y
CRD_38D221213CD04120860A,총지엔 ex,RR,015/071,156409,369,15550,12997,0.024,0.028,1.196,42.14,35.22,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_38F6394B2FA64EFABD8A,대여르,S,273/190,,2151,38195,,0.056,,,17.76,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_38F85DABEF2F6DCF83A5,,,,,999,44444,12664,0.022,0.079,3.509,44.49,12.68,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3921037F2F3643A38342,무쇠암석 ex,SR,087/071,186449,1982,37492,18348,0.053,0.108,2.043,18.92,9.26,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_39360915366347AFB75F,가디안 V,RR,030/070,145281,4917,179583,,0.027,,,36.52,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_39388984E7E045A1B1DA,칼라마네로 V,SR,103/096,145431,6914,6116,,1.13,,,0.88,,NONE,,0,,RAW_OVER_PSA10,KEEP_SCRYDEX,,KEEP,
CRD_39462590847A4E32AF5F,아고용 GX,SSR,223/150,112787,15211,62782,86619,0.242,0.176,0.725,4.13,5.69,NONE,,0,,GRADED_INVERSION;RAW_STALE_LOW,KEEP_SCRYDEX,,KEEP,
CRD_3A0BD9F6AF5141DC9961,고동치는달 ex,RR,101/187,427224,476,48393,27568,0.01,0.017,1.755,101.67,57.92,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3A1614A1D6F443708387,수댕이,AR,102/086,584798,82755,181578,68826,0.456,1.202,2.638,2.19,0.83,A_1M,47500,11,1.742,RAW_OVER_PSA9,REPLACE_WITH_SNK_A,,KEEP,
CRD_3A163A0976E24CE79D88,단델,SR,109/100,101670,20973,77323,8210,0.271,2.555,9.418,3.69,0.39,A_1M,23038,2,0.91,RAW_OVER_PSA9,REVIEW_SNK_THIN,,KEEP,
CRD_3A1E35B5FF4444B49597,강철톤 V,RR,046/076,145106,1229,15290,27522,0.08,0.045,0.556,12.44,22.39,NONE,,0,,GRADED_INVERSION;RAW_STALE_LOW,KEEP_SCRYDEX,,KEEP,
CRD_3A2389FDB90D4D529266,작업원,HR,122/098,100576,6084,52858,41284,0.115,0.147,1.28,8.69,6.79,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3A51FC9327024878903D,무쇠잎새 ex,SAR,093/071,180201,31943,84465,25501,0.378,1.253,3.312,2.64,0.8,A_1M,31350,4,1.019,RAW_OVER_PSA9,REVIEW_SNK_THIN,,KEEP,
CRD_3A57174859F8445CB9F0,괴력몬 VMAX,RRR,072/172,105002,1659,54830,17461,0.03,0.095,3.14,33.05,10.53,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3A840E756D3946778BD9,버터플 V,RR,001/070,145253,3242,30580,24464,0.106,0.133,1.25,9.43,7.55,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3ABEBDCF89194B049E06,이올브 VMAX,RRR,011/184,140994,1214,43097,17233,0.028,0.07,2.501,35.5,14.2,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3AC8F9831E6C417A920C,루카리오 EX,RR,062/171,385915,12445,129967,76410,0.096,0.163,1.701,10.44,6.14,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3ADB55F70EE445AF8F86,라프라스 ex,RR,019/102,296150,768,60493,15183,0.013,0.051,3.984,78.77,19.77,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3AEB0958DF704E919E03,M야도란 EX,RR,027/100,413447,54253,254383,,0.213,,,4.69,,A_3M,171000,1,0.317,SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_3AF8CE5102AA47F5A68E,리자몽 ex,SAR,134/108,132279,223589,790518,314574,0.283,0.711,2.513,3.54,1.41,A_1M,489250,24,0.457,SNK_DIVERGENCE_LOW,REPLACE_WITH_SNK_A,,STRONG_REPLACE,
CRD_3B0AA576F162446CAD28,전룡 EX,RR,027/081,385411,6684,120098,44342,0.056,0.151,2.708,17.97,6.63,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3B62213E98D54EF7BF55,찌리리공,S,238/190,,1967,56304,13728,0.035,0.143,4.101,28.62,6.98,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3B708D58DCB3490BBE06,스코빌런,S,208/190,,1337,68806,,0.019,,,51.46,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3B93462476FF4AC1B6AE,투로박사의 시나리오,SAR,092/066,152774,8835,40917,116206,0.216,0.076,0.352,4.63,13.15,NONE,,0,,GRADED_INVERSION;RAW_STALE_LOW,KEEP_SCRYDEX,,KEEP,
CRD_3B9DA73247AA4D448AB0,오거폰 화덕의 가면 ex,SR,115/101,256067,3257,44479,18348,0.073,0.178,2.424,13.66,5.63,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3BB0CBC7ABDE40CC8213,알로라고지 GX,SM-P,187/SM-P,407867,15365,167967,,0.091,,,10.93,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3BC79D4373A7498D87FB,메가망나뇽 ex,RR,126/193,724992,1506,57930,28019,0.026,0.054,2.068,38.47,18.6,A_1M,9500,2,0.159,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,Y
CRD_3BD22AE03D484B308C7E,게노세크트 ex,RR,069/086,598908,369,31345,,0.012,,,84.95,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3BDBFB0461F4481F9A03,다태우지네,S,218/190,,3657,42430,68806,0.086,0.053,0.617,11.6,18.81,NO_MAP,,0,,GRADED_INVERSION;RAW_STALE_LOW,KEEP_SCRYDEX,,KEEP,
CRD_3BE5316F6AED4A72B593,다크라이 GX,SSR,230/150,112793,106954,606946,99386,0.176,1.076,6.107,5.67,0.93,A_1M,379990,3,0.281,SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_3BE83FC74DE14380BC3B,가라르 날쌩마,S,247/190,,6576,54666,39693,0.12,0.166,1.377,8.31,6.04,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3C062CAF599948F7BA44,난천의 패기,SAR,236/172,103056,48645,146471,38107,0.332,1.277,3.844,3.01,0.78,A_1M,44460,12,1.094,RAW_OVER_PSA9,REPLACE_WITH_SNK_A,,KEEP,
CRD_3C1390FC1DF04130BF02,민화의 초대,SR,197/165,128112,16087,111814,31887,0.144,0.505,3.507,6.95,1.98,A_1M,36100,22,0.446,SNK_DIVERGENCE_LOW,REPLACE_WITH_SNK_A,,STRONG_REPLACE,
CRD_3C3DCDDEE1D445CF8043,빙큐보 ex,SR,121/108,132266,2320,62641,7652,0.037,0.303,8.186,27.0,3.3,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3C56BFC81EEB4EE89BB1,피카츄 ex,RR,033/106,,2044,102315,32406,0.02,0.063,3.157,50.06,15.85,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3CABC0377B7C4F4BA3A7,무쇠암석 ex,RR,041/071,172007,399,45871,,0.009,,,114.96,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3CACC2204A9044EA93A2,사다이사,S,270/190,,1890,52041,18348,0.036,0.103,2.836,27.53,9.71,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3CE005C5398E4DF8AA7A,레시라무 ex,RR,126/742,,568,42751,36391,0.013,0.016,1.175,75.27,64.07,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3CF2CAAC6C6843768D3B,히스이 드레디어 V,RR,007/067,139447,907,29051,,0.031,,,32.03,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3D1DDFE22E46497299FE,에써르 V,SSR,316/190,144777,1798,46513,,0.039,,,25.87,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3D1FFCD550FE4CE49C08,두코,S,196/190,,1798,44861,10856,0.04,0.166,4.132,24.95,6.04,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3D2652A213CB1E4217EF,,,,,3572,51694,12777,0.069,0.28,4.046,14.47,3.58,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3D845D79A43446819D94,뮤츠 VSTAR,RRR,051/172,,3795,90788,33577,0.042,0.113,2.704,23.92,8.85,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3D9C68A514C54A7A8160,코라이돈 ex,RR,050/078,107351,415,31773,,0.013,,,76.56,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3DB07E020BC24EA1AB3B,해피너스 V,RR,052/070,,907,23715,,0.038,,,26.15,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3DDAD77110704AF290D4,가라르 산호르곤,S,249/190,,2689,33593,13761,0.08,0.195,2.441,12.49,5.12,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3E05F7873B1A4A2388BA,레돔벌레,AR,067/066,152763,2581,54912,28033,0.047,0.092,1.959,21.28,10.86,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3E23CFF0B8FC46699E5A,갈가부기,S,228/190,,1598,40764,,0.039,,,25.51,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3E39B2A60D644D419C7A,자마젠타,AR,107/098,555474,3688,54647,29036,0.067,0.127,1.882,14.82,7.87,A_3M,9500,1,0.388,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,Y
CRD_3E51556E4E8842128C4E,도희의 비기,SR,083/064,282728,2597,53118,16208,0.049,0.16,3.277,20.45,6.24,A_3M,9500,1,0.273,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,Y
CRD_3E7EFB8B95774E57AD88,찌리배리 ex,SR,086/071,120740,3196,97760,,0.033,,,30.59,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3E81540BBE5B4EF2A89E,오르티가,SR,192/187,462389,1997,31314,28562,0.064,0.07,1.096,15.68,14.3,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3E81F48F8E78476C8639,짜랑고우거 GX,SR,054/050,389328,29577,,16062,,1.841,,,0.54,NONE,,0,,RAW_OVER_PSA9,KEEP_SCRYDEX,,KEEP,
CRD_3E9E5C6840D049589B84,모란,SR,097/078,110948,7513,55928,17079,0.134,0.44,3.275,7.44,2.27,A_3M,16150,1,0.465,SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,
CRD_3EB598DB6DD6410AAE57,베베솔트,AR,078/071,120734,3257,53381,13454,0.061,0.242,3.968,16.39,4.13,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3EC2D5FC5CD94A18B44E,메타몽 VMAX,SSR,324/190,144785,18914,124604,48867,0.152,0.387,2.55,6.59,2.58,A_3M,60800,15,0.311,SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_3EC5906755954D34B0B9,드래런치,S,260/190,,2996,39151,,0.077,,,13.07,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3ECB798328944A0F8A34,굽이치는물결 ex,UR,099/071,186439,10049,82093,,0.122,,,8.17,,A_3M,30400,1,0.331,SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,
CRD_3ED24376E1C34EC0A25B,푸크린 ex,RR,040/165,127837,522,51426,24280,0.01,0.021,2.118,98.52,46.51,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3EDE7FB426A144669E19,마라카치,AR,093/086,608467,4932,58286,25244,0.085,0.195,2.309,11.82,5.12,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3EE3FCDAD8A84659B149,네이티,S,256/190,,1752,32871,39755,0.053,0.044,0.827,18.76,22.69,NO_MAP,,0,,GRADED_INVERSION;RAW_STALE_LOW,KEEP_SCRYDEX,,KEEP,
CRD_3F1A4E09C8E142A29BCF,맛보돈,AR,120/108,132265,8743,100183,28772,0.087,0.304,3.482,11.46,3.29,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3F47FE910E9D4632AC13,키키링,AR,083/071,120737,3918,74391,24770,0.053,0.158,3.003,18.99,6.32,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3F605DD9C57145F4A405,레시라무 ex,SR,160/086,607935,3472,74318,28256,0.047,0.123,2.63,21.4,8.14,A_1M,10450,5,0.332,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,REPLACE_WITH_SNK_A,,STRONG_REPLACE,
CRD_3F61C7008F084A26A6CC,독개굴 ex,RR,055/078,110731,645,20519,22935,0.031,0.028,0.895,31.81,35.56,NONE,,0,,GRADED_INVERSION;RAW_STALE_LOW,KEEP_SCRYDEX,,KEEP,
CRD_3FA675F84C674401A71D,마자용 V,RR,026/060,145539,3012,30457,,0.099,,,10.11,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3FAAA0E00D4E4C6A8014,버넷박사,SR,265/184,96706,4487,51329,26833,0.087,0.167,1.913,11.44,5.98,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_3FDB36F0CAF24E49B6CF,블래키 ex,RR,446/742,434898,4141,66446,30867,0.062,0.134,2.153,16.05,7.45,A_3M,9832,4,0.421,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,
CRD_3FED5DC18A974AFBB5BA,딜리버드,AR,074/063,661161,2535,53088,17217,0.048,0.147,3.083,20.94,6.79,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_4007297FF83B46EF9175,디안시 EX,PR,,411744,7667,114144,20636,0.067,0.372,5.531,14.89,2.69,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_40212CBAF40D49EE8938,춤추새 ex,RR,018/080,687277,415,44984,12997,0.009,0.032,3.461,108.4,31.32,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_404917AFA01148F5B7A7,브리두라스 ex,SR,080/064,385169,1967,41987,10703,0.047,0.184,3.923,21.35,5.44,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
