card_id,card_name,rarity,collection_number,snkrdunk_apparel_id,scrydex_raw_krw,scrydex_psa10_krw,scrydex_psa9_krw,raw_to_psa10_ratio,raw_to_psa9_ratio,psa10_to_psa9_ratio,psa10_to_raw_ratio,psa9_to_raw_ratio,snk_A_basis,snk_selected_A_krw,snk_A_n,scrydex_raw_to_snk_A_ratio,ladder_violation,action_status,notes,replacement_confidence,floor_suspect
CRD_04E476A38A5347C9B184,과미드라,AR,068/063,538766,3872,59295,28287,0.065,0.137,2.096,15.31,7.31,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_04E7F61A130E41B8AE30,메가지가르데 ex,SR,097/080,753264,9373,141105,,0.066,,,15.05,,A_1M,9500,3,0.987,RAW_STALE_LOW,REVIEW_SNK_THIN,,LADDER_INFO_ONLY,Y
CRD_05103ACFA2DD4C54AC51,가디안 GX,RR,092/150,112763,5116,69498,37826,0.074,0.135,1.837,13.58,7.39,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_05147F0295684127A3F6,액슨도,AR,074/064,282238,4702,55779,24418,0.084,0.193,2.284,11.86,5.19,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0542ACBB4B534F2A8089,안농 V,SR,102/098,100559,2935,52253,,0.056,,,17.8,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_05A7C02B26DC4C7B8CDE,마기라스 GX,RR,059/095,335126,8804,130832,45502,0.067,0.193,2.875,14.86,5.17,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_05BEE743A1F84904ADE4,노고고치,AR,083/071,117188,3780,55284,28629,0.068,0.132,1.931,14.63,7.57,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_05EA83500DDE4FE39A00,딱정곤,AR,094/086,608468,10494,130843,28231,0.08,0.372,4.635,12.47,2.69,A_1M,14250,1,0.736,RAW_STALE_LOW,REVIEW_SNK_THIN,,LADDER_INFO_ONLY,
CRD_05EEC7741BAF4827B1B7,플라제스 EX,RR,086/131,390597,3964,60106,45813,0.066,0.087,1.312,15.16,11.56,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_065512D143D348EDBE3E,님피아 ex,RR,299/742,434896,2289,49311,41980,0.046,0.055,1.175,21.54,18.34,A_1M,9500,2,0.241,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,Y
CRD_06913448CCA04DE6B272,무쇠가시,AR,077/071,179805,3058,45229,21215,0.068,0.144,2.132,14.79,6.94,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_069D993EF5274D81B98E,오거폰 벽록의 가면 ex,RR,020/187,427216,430,47338,20321,0.009,0.021,2.33,110.09,47.26,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_06B5F77BEF2A4FCE9B9B,화강돌,AR,071/063,663632,2773,52610,27461,0.053,0.101,1.916,18.97,9.9,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_06CEAC2A8B35426D926A,망나뇽 V,RR,042/067,113252,3503,100557,25993,0.035,0.135,3.869,28.71,7.42,A_3M,11400,3,0.307,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_070B71AF46134ABAB790,다태우지네 VMAX,RRR,017/070,,1183,45412,,0.026,,,38.39,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0736415A8A2440169E58,스완나,S,295/190,,1982,42125,,0.047,,,21.25,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_078657E48A5C7962311A,,,,,584,28630,,0.02,,,49.02,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_07B17A05B9584311B888,카시오페아,SR,085/064,282196,3872,50953,30751,0.076,0.126,1.657,13.16,7.94,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_080B6E0862C44602A883,아르세우스 VSTAR,RRR,127/172,,1444,63724,20968,0.023,0.069,3.039,44.13,14.52,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_08208815CA6B42DFB7C7,단풍,SR,097/078,110933,3396,49265,34951,0.069,0.097,1.41,14.51,10.29,A_3M,9500,1,0.357,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,Y
CRD_08372C116D1A44CE82AB,에이스번 V,SR,072/070,145507,1152,76512,,0.015,,,66.42,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0839A3235BFC40C7A767,말리화,SR,192/173,104544,132475,190417,104200,0.696,1.271,1.827,1.44,0.79,NONE,,0,,RAW_OVER_PSA9,KEEP_SCRYDEX,,KEEP,
CRD_08B2DC8AD0B04FF58A33,꼬시레,AR,069/066,146986,3565,49617,10728,0.072,0.332,4.625,13.92,3.01,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_08D8EFD7132A4E838F53,꿈트렁 ex,SR,121/102,325075,1567,35504,,0.044,,,22.66,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_08E2001528D84351A367,가라르 프리져 V,RR,060/184,,1152,52292,26743,0.022,0.043,1.955,45.39,23.21,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0902F4E6CC9047A98559,피카츄,PR,,332798,50596,369286,84815,0.137,0.597,4.354,7.3,1.68,A_1M,116375,58,0.435,SNK_DIVERGENCE_LOW,REPLACE_WITH_SNK_A,,STRONG_REPLACE,
CRD_090C5C6FE6B34BC0A9E7,기라티나 VSTAR,UR,125/100,93380,36522,230628,32146,0.158,1.136,7.174,6.31,0.88,A_1M,114000,20,0.32,SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_0913C93AC0DD43E58008,코라이돈 ex,UR,360/190,164257,8727,78867,27486,0.111,0.318,2.869,9.04,3.15,A_3M,22800,1,0.383,SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,
CRD_092D58F7609842FEA757,베라카스,AR,079/071,117187,3257,49456,22666,0.066,0.144,2.182,15.18,6.96,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_093AB925F0C14BB1BFF6,글레이시아 VMAX,HR,091/069,93024,568498,1290237,467161,0.441,1.217,2.762,2.27,0.82,A_1M,878750,3,0.647,RAW_OVER_PSA9,REVIEW_SNK_THIN,,KEEP,
CRD_093C06DA9ACB4816A395,앤테이,S,213/190,,8389,90724,16942,0.092,0.495,5.355,10.81,2.02,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_093F671F8D0F4F349B81,블래키 V,RR,047/069,112526,3465,103780,37170,0.033,0.093,2.792,29.95,10.73,A_1M,19000,8,0.182,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_0947A2BADF48F0637F4B,,,,,1321,53144,19989,0.025,0.066,2.659,40.23,15.13,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_09516DD8E2C14A009B0E,대로트&야느와르몽 GX,SR,178/173,396156,35016,104906,23792,0.334,1.472,4.409,3.0,0.68,NONE,,0,,RAW_OVER_PSA9,KEEP_SCRYDEX,,KEEP,
CRD_095AFC71458E492189E1,스코빌런,AR,081/078,110922,3165,54927,21197,0.058,0.149,2.591,17.35,6.7,A_1M,9500,1,0.333,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,Y
CRD_098C383D6CBC4015A438,포푸니라,S,290/190,,1736,68175,30106,0.025,0.058,2.264,39.27,17.34,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_09A1CB4E6B9E4002ACA2,캥카,AR,110/098,568317,8236,89518,33857,0.092,0.243,2.644,10.87,4.11,A_1M,9500,4,0.867,RAW_STALE_LOW,REVIEW_SNK_THIN,,LADDER_INFO_ONLY,Y
CRD_09BE4064BBF541EE8222,에이스번 ex,SR,116/102,326011,4195,63363,34816,0.066,0.12,1.82,15.1,8.3,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_09EFFE8F5F8C4A58A5DD,파비코리 ex,SR,083/066,152771,2889,52950,,0.055,,,18.33,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0A1D6B89377D433F8DC2,라프라스 GX,RR,016/060,386680,6207,139294,61146,0.045,0.102,2.278,22.44,9.85,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0A986E45BB20474CB2BF,메로엣타 ex,RR,047/086,605423,461,,8425,,0.055,,,18.28,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0AB4A2D2E3654FD69744,채두,SR,275/184,96675,9588,81311,30068,0.118,0.319,2.704,8.48,3.14,A_3M,26600,1,0.36,SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,
CRD_0AD03EC9544B43B4AF4F,라프라스 V,RR,014/060,,2512,61298,,0.041,,,24.4,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0B145711AB734536AD63,안농 VSTAR,HR,116/098,100573,12246,58758,,0.208,,,4.8,,A_3M,47500,1,0.258,SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_0B17CA38B6334F20B964,샹델라 V,RR,014/100,141311,1214,62675,10703,0.019,0.113,5.856,51.63,8.82,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0B1B22D6D38DC9FDB7C1,,,,,753,63026,,0.012,,,83.7,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0B22E2A33CB14A99888F,저지맨,SR,084/063,546113,2182,43348,25284,0.05,0.086,1.714,19.87,11.59,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0B59EFE11F824CC29403,다태우지네 V,RR,016/070,145268,814,70400,,0.012,,,86.49,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0B59FFD0541D47B4BE4A,알로라나인테일 GX,RR,025/050,335606,7068,305728,,0.023,,,43.26,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0B84E98684704E7CBB0F,헤라크로스,AR,072/071,120729,7652,82458,33409,0.093,0.229,2.468,10.78,4.37,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0BCE4311895A4715B616,피카츄 V,RR,030/100,144982,2796,107147,31416,0.026,0.089,3.411,38.32,11.24,A_1M,9500,7,0.294,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,Y
CRD_0C0972C263B343A4BB0D,자마젠타 V,RR,103/172,105540,645,45333,12324,0.014,0.052,3.678,70.28,19.11,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0C126096DBBD4B00BFB9,망키,S,276/190,,2289,99999,,0.023,,,43.69,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0C3B052D2AB54CD8908B,딩루 ex,RR,049/071,,430,33214,,0.013,,,77.24,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0C3B183FCB4142F2B7B8,괴력몬 EX,RR,037/081,385431,7851,89891,,0.087,,,11.45,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0CB06AA60B6E4470B9A9,인텔리레온,AR,069/063,662218,2405,53667,27324,0.045,0.088,1.964,22.31,11.36,A_3M,9500,1,0.253,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,Y
CRD_0CE6EEB1A26B404D9703,피콘,S,198/190,,1429,9183,10713,0.156,0.133,0.857,6.43,7.5,NO_MAP,,0,,GRADED_INVERSION;RAW_STALE_LOW,KEEP_SCRYDEX,,KEEP,
CRD_0CFBA7BBD78645C38955,갑주무사 GX,SSR,208/150,112776,14504,252273,22935,0.057,0.632,10.999,17.39,1.58,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0D1FEC3632AD4FED9507,파밀리쥐,AR,081/071,117192,60153,152195,54510,0.395,1.104,2.792,2.53,0.91,A_1M,29440,24,2.043,SNK_DIVERGENCE_HIGH,REPLACE_WITH_SNK_A,,STRONG_REPLACE,
CRD_0D226425CE0B4E138078,다태우지네 VMAX,RRR,028/190,,953,49741,10703,0.019,0.089,4.647,52.19,11.23,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0D4FF129CB84410FBD8E,브리무음 V,RR,065/172,103556,738,41712,,0.018,,,56.52,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0DB9B4215B8140FAAA2E,앱솔 ex,RR,073/108,132218,753,78592,12859,0.01,0.059,6.112,104.37,17.08,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0DE14A2FC85947DF989A,팔데아의 동료들,SR,198/187,450719,4041,80576,15871,0.05,0.255,5.077,19.94,3.93,A_1M,11400,5,0.354,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,REPLACE_WITH_SNK_A,,STRONG_REPLACE,
CRD_0DF9D911B2F24858BFB0,파쪼옥,AR,108/102,307290,4164,59592,24938,0.07,0.167,2.39,14.31,5.99,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0E12AB50D23D4953B0AF,꿈트렁,AR,081/071,120830,3488,52496,16675,0.066,0.209,3.148,15.05,4.78,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0E1312500C6C4F61A04D,구즈마,SR,151/150,112770,54914,303766,30565,0.181,1.797,9.938,5.53,0.56,NONE,,0,,RAW_OVER_PSA9,KEEP_SCRYDEX,,KEEP,
CRD_0E3023BFDFCA4815BC48,두루지벌레,S,206/190,,1521,20000,18348,0.076,0.083,1.09,13.15,12.06,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0E33DD1809A342308392,바닥트리오 ex,SR,087/071,186433,2397,54387,,0.044,,,22.69,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0E88D3F2434C477CA856,드니차,S,233/190,,1782,46864,27522,0.038,0.065,1.703,26.3,15.44,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0E8F6A83F9C24975A316,알로라 닥트리오,AR,116/106,418743,6177,92104,26419,0.067,0.234,3.486,14.91,4.28,A_1M,9500,2,0.65,RAW_STALE_LOW,REVIEW_SNK_THIN,,LADDER_INFO_ONLY,Y
CRD_0ED2317A116F4980A7F8,한카리아스 ex,RR,006/062,,691,37308,,0.019,,,53.99,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0EDD68B570E1472FB48A,키키링 ex,SR,088/071,186450,2289,54020,19877,0.042,0.115,2.718,23.6,8.68,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0EF858A4F6FE457E848E,굽이치는물결 ex,SR,086/071,186432,2443,68246,,0.036,,,27.94,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0F292DCC6C0240B4B017,파라블레이즈,S,268/190,,5362,92561,16483,0.058,0.325,5.616,17.26,3.07,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0F66DA7EFE8642B8BEC7,에이스번 V,RR,016/070,145451,1152,15290,,0.075,,,13.27,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0F7A7025AB184454A00D,알로라 식스테일 V,RR,022/068,288632,1475,63160,,0.023,,,42.82,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0F8A51DF3CF3497BAD9D,모험가의 발견,SR,263/184,96696,4195,50748,16559,0.083,0.253,3.065,12.1,3.95,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0F948BF5021D42F9BF8F,울트라네크로즈마 GX,RR,101/173,,3165,62637,31204,0.051,0.101,2.007,19.79,9.86,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0F9E29696D0647A2A431,스라크,S,194/190,,3626,61883,20355,0.059,0.178,3.04,17.07,5.61,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0FA5E598B8704A0E83CC,호브의 대로트,AR,204/193,731017,2243,59632,22996,0.038,0.098,2.593,26.59,10.25,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_0FDC1A9392234CDCB81C,가라르 프리져 V,RR,169/414,143985,1306,38701,,0.034,,,29.63,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_1001E20102E24B2DA20C,파이어&썬더&프리져 GX,SR,060/054,91283,696517,3490370,887481,0.2,0.785,3.933,5.01,1.27,A_1M,1425000,6,0.489,SNK_DIVERGENCE_LOW,REPLACE_WITH_SNK_A,,STRONG_REPLACE,
CRD_1019C2CFB1EE47139FD8,찌리배리,AR,112/108,132257,3350,70737,39204,0.047,0.085,1.804,21.12,11.7,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_10E17E66F341491EB014,조로아크 GX,RR,054/072,390959,3150,75942,11454,0.041,0.275,6.63,24.11,3.64,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_10E2C02673E94810BC08,불켜미,AR,100/086,608473,22171,69790,30859,0.318,0.718,2.262,3.15,1.39,A_1M,9500,2,2.334,SNK_DIVERGENCE_HIGH,REVIEW_SNK_THIN,,REVIEW_REPLACE,Y
CRD_112139C75D774E75BDDA,킬라플로르 ex,SSR,329/190,164704,860,42812,,0.02,,,49.78,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_115109E7938F4445A01C,로켓단의 크로뱃 ex,RR,066/098,,461,65671,15275,0.007,0.03,4.299,142.45,33.13,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_1164B69A14F3417EBA5C,부스터 V,RR,051/414,380135,1967,45593,17721,0.043,0.111,2.573,23.18,9.01,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_11D6E395867B46F49FE8,루기아 VSTAR,HR,118/098,100575,32220,204044,55332,0.158,0.582,3.688,6.33,1.72,A_3M,75288,12,0.428,SNK_DIVERGENCE_LOW,REPLACE_WITH_SNK_A,,STRONG_REPLACE,
CRD_11E419D20A2A499FAFC6,바우첼 ex,SAR,129/102,320349,66053,124967,42400,0.529,1.558,2.947,1.89,0.64,A_3M,25175,2,2.624,RAW_OVER_PSA9;SNK_DIVERGENCE_HIGH,REVIEW_SNK_THIN,,REVIEW_REPLACE,
CRD_11E8AAB5199A493C9515,더시마사리 GX,RR,026/051,389191,6530,76451,,0.085,,,11.71,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_121C03E944C44190B954,히드런 GX,SR,055/054,393118,5070,53494,53525,0.095,0.095,0.999,10.55,10.56,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_124BBBE760F0468C96D7,파비코리,S,197/150,,8912,153029,,0.058,,,17.17,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_125EACE4FC044F7B9D44,난천의 한카리아스 ex,RR,044/063,,476,51986,28363,0.009,0.017,1.833,109.21,59.59,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_12724DE193F242D89D06,돌핀맨 ex,RR,216/742,241713,476,30463,13731,0.016,0.035,2.219,64.0,28.85,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_128F70C0C950473788AA,브리두라스 ex,RR,526/742,358108,492,30427,15229,0.016,0.032,1.998,61.84,30.95,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_12ADDDFE82F540F7B1D3,무쇠무인 ex,RR,074/187,427221,507,39720,,0.013,,,78.34,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_13157CF56E204E5E81EA,레디안,AR,103/102,318876,3227,58585,36600,0.055,0.088,1.601,18.15,11.34,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_132E975FFFD94678AED6,우파,S,169/150,,22663,249958,,0.091,,,11.03,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_135AB4B5F4794E8BAB7F,니드킹,AR,174/165,128090,8896,84693,35907,0.105,0.248,2.359,9.52,4.04,A_1M,18810,10,0.473,SNK_DIVERGENCE_LOW,REPLACE_WITH_SNK_A,,STRONG_REPLACE,
CRD_135EC26698D0487B9383,총지엔 ex,RR,024/190,156409,353,71578,12997,0.005,0.027,5.507,202.77,36.82,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_138330E698484F569942,베라카스,S,269/190,,1076,66562,4587,0.016,0.235,14.511,61.86,4.26,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_1383604BEB0C4B209BFE,원규,HR,089/067,96591,18146,40017,9174,0.453,1.978,4.362,2.21,0.51,NONE,,0,,RAW_OVER_PSA9,KEEP_SCRYDEX,,KEEP,
CRD_13962B7254BB4EC68492,마기아나 EX,RR,089/171,387182,3611,55060,19877,0.066,0.182,2.77,15.25,5.5,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_13AB6AC593DB41D7A45B,루나아라(프리즘스타),PR,047/150,,6530,88632,,0.074,,,13.57,,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_13F9528AE66A482F9AC7,나몰빼미&알로라나시 GX,RR,001/054,393124,10586,98880,35029,0.107,0.302,2.823,9.34,3.31,A_3M,26600,1,0.398,SNK_DIVERGENCE_LOW,REVIEW_SNK_THIN,,REVIEW_REPLACE,
CRD_143023DAF60545D2B327,오리진 디아루가 V,RR,048/067,139488,799,159997,87078,0.005,0.009,1.837,200.25,108.98,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_143F9BB41FBA43D5B5DE,야도킹 ex,RR,030/071,120782,584,34102,,0.017,,,58.39,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_147D2B78F8B043E3BB91,루기아 V,SR,110/098,100567,708701,2023547,684925,0.35,1.035,2.954,2.86,0.97,A_1M,1662500,10,0.426,SNK_DIVERGENCE_LOW,REPLACE_WITH_SNK_A,,STRONG_REPLACE,
CRD_14896572D23849A88EA3,삐,S,255/190,,4487,68118,30216,0.066,0.148,2.254,15.18,6.73,NO_MAP,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_1490247326A741529076,삐삐,SM-P,175/SM-P,93048,767472,1056949,639489,0.726,1.2,1.653,1.38,0.83,A_3M,636500,4,1.206,RAW_OVER_PSA9,REVIEW_SNK_THIN,,KEEP,
CRD_149DFDDE8D3144968EE9,암나이트,AR,180/165,128096,5877,74302,20580,0.079,0.286,3.61,12.64,3.5,A_1M,9500,6,0.619,RAW_STALE_LOW,REPLACE_WITH_SNK_A,,LADDER_INFO_ONLY,Y
CRD_14BFE9EA9D1D474194DF,모야모의 찌리배리 ex,SR,114/100,506151,3795,67880,15312,0.056,0.248,4.433,17.89,4.03,A_3M,18050,1,0.21,RAW_STALE_LOW;SNK_DIVERGENCE_LOW,MAPPING_REVIEW,,MAPPING_REVIEW,
CRD_14CFDC4FCADA4F70A670,데스니칸 ex,RR,031/066,150653,538,38246,,0.014,,,71.09,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_14D2B39ACE854972906D,가라르 산호르곤 V,SR,103/100,145246,6530,67078,,0.097,,,10.27,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_1507A5C6549C48B1936B,마스카나 ex,SR,086/073,116072,5946,67690,,0.088,,,11.38,,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_155AE57C6FB44BEF894F,아머까오 V,RR,309/414,141143,676,29260,13761,0.023,0.049,2.126,43.28,20.36,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_156303A10AC3422083AA,사마자르 VSTAR,RRR,041/067,139555,1076,45840,11483,0.023,0.094,3.992,42.6,10.67,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_1573232461C14F27B212,세류,SR,086/066,221941,8558,88590,22033,0.097,0.388,4.021,10.35,2.57,NONE,,0,,RAW_STALE_LOW,KEEP_SCRYDEX,,LADDER_INFO_ONLY,
CRD_1589922DA5104539AFF5,레쿠쟈 VMAX,CSR,252/184,96714,123379,759761,200011,0.162,0.617,3.799,6.16,1.62,A_1M,364790,38,0.338,SNK_DIVERGENCE_LOW,REPLACE_WITH_SNK_A,,STRONG_REPLACE,
