our_card_id,our_name,our_jp_ref,our_set_code,our_card_no,our_rarity,our_image_path,snkrdunk_id,snkrdunk_url,snkrdunk_title,snkrdunk_product_number,snkrdunk_image_url,snkrdunk_image_cache_path,text_match_card_id,scanner_top1_card_id,scanner_top1_name,scanner_top1_score,scanner_top5_json,match_status,confidence,source_set,notes
CRD_00D37F11A42A4F6EAD16,루기아 EX,bw7_ja-59,BW7,086/093,RR,cards/CRD_00D37F11A42A4F6EAD16_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,BW7,
CRD_010576BAD6694C708F4E,고디보미,sv2p_ja-78,SV2P,078/071,AR,cards/CRD_010576BAD6694C708F4E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV2P,
CRD_010A7FF3B3854654B6A1,네크로즈마 새벽의 날개 GX,sm5m_ja-68,SM5M,068/066,SR,cards/CRD_010A7FF3B3854654B6A1_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM5M,
CRD_0121009428B847BEBE66,망나뇽 EX,cp6_ja-70,CP6,072/100,RR,cards/CRD_0121009428B847BEBE66_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,CP6,
CRD_013491CECA2E446F9AB8,게을킹 V,swsh10b_ja-59,SWSH10B,059/071,RR,cards/CRD_013491CECA2E446F9AB8_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH10B,
CRD_0136A086A0EE4B56BD13,찬란한 지라치,swsh11a_ja-45,SWSH11A,045/068,K,cards/CRD_0136A086A0EE4B56BD13_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH11A,
CRD_014588FE8AC842E3A70E,포켓몬애호가클럽,xy2_ja-87,XY2,086/080,SR,cards/CRD_014588FE8AC842E3A70E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY2,
CRD_0146657C0E674996969C,M루카리오 EX,xy3_ja-53,XY3,063/171,RR,cards/CRD_0146657C0E674996969C_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY3,
CRD_0161FB6AE117410F872F,M거북왕 EX,cp6_ja-93,CP6,106/100,SR,cards/CRD_0161FB6AE117410F872F_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,CP6,
CRD_017439C155E14354863F,악비아르,sv11b_ja-143,SV11B,143/086,AR,cards/CRD_017439C155E14354863F_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV11B,
CRD_017C5386A8B64234B9C7,멜로코,sv8a_ja-198,SV8A,190/187,SR,cards/CRD_017C5386A8B64234B9C7_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV8A,
CRD_018725C657AC494C8687,에써르 V,swsh1h_ja-63,SWSH1H,063/060,SR,cards/CRD_018725C657AC494C8687_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH1H,
CRD_01AD02026ECC4FEDBF4F,이상해꽃 EX,xyp_ja-233,XYP,,PR,cards/CRD_01AD02026ECC4FEDBF4F_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XYP,
CRD_01E1A15D9BF64FB3A102,캥카 EX,xy2_ja-64,XY2,064/080,RR,cards/CRD_01E1A15D9BF64FB3A102_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY2,
CRD_01EBD72E8D2B4C3486D6,연격 우라오스 VMAX,swsh5r_ja-83,SWSH5R,083/070,HR,cards/CRD_01EBD72E8D2B4C3486D6_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH5R,
CRD_0212FE92DB3D42B3980A,눈여아,sv6_ja-104,SV6,104/101,AR,cards/CRD_0212FE92DB3D42B3980A_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV6,
CRD_0236FAB9C7144005ABC7,라임,sv3_ja-132,SV3,129/108,SR,cards/CRD_0236FAB9C7144005ABC7_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV3,
CRD_023DB72F38FC4C87B95B,님피아 ex,sv8a_ja-212,SV8A,212/187,SAR,cards/CRD_023DB72F38FC4C87B95B_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV8A,
CRD_0240A6FE69024ADCAB57,제라오라 V,swsh6k_ja-73,SWSH6K,073/070,SR,cards/CRD_0240A6FE69024ADCAB57_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH6K,
CRD_0247DE71AB2140BEBBF8,멍파치,m2_ja-86,M2,086/080,AR,cards/CRD_0247DE71AB2140BEBBF8_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,M2,
CRD_0250ADD17A674DED8424,눈설왕,sv4a_ja-200,SV4A,200/190,S,cards/CRD_0250ADD17A674DED8424_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4A,
CRD_02610BA308E64C70A526,노고치,swsh12a_ja-198,SWSH12A,198/172,AR,cards/CRD_02610BA308E64C70A526_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH12A,
CRD_027EB7AC44174C879264,테사,sv3_ja-129,SV3,132/108,SR,cards/CRD_027EB7AC44174C879264_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV3,
CRD_029907DF1DDC4963B94E,달막화,sv11b_ja-98,SV11B,098/086,AR,cards/CRD_029907DF1DDC4963B94E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV11B,
CRD_02A3EEACB0F74D7F97B6,네모,sv4a_ja-343,SV4A,343/190,SR,cards/CRD_02A3EEACB0F74D7F97B6_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4A,
CRD_02BB3BE76CE644A993D6,박사의 연구(올림박사),sv1s_ja-99,SV1S,098/078,SR,cards/CRD_02BB3BE76CE644A993D6_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV1S,
CRD_02C67022C498491C944C,이브이&잠만보 GX,sm9_ja-106,SM9,106/095,SR,cards/CRD_02C67022C498491C944C_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM9,
CRD_02C8FFC4897D4C2288DF,로켓단의 마자용,sv10_ja-103,SV10,103/098,AR,cards/CRD_02C8FFC4897D4C2288DF_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV10,
CRD_02EF6DD76D804F69A99C,블래리의 한 수,m2_ja-105,M2,106/080,SR,cards/CRD_02EF6DD76D804F69A99C_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,M2,
CRD_02F5CFB869144C589BF7,음번 GX,sm3h_ja-55,SM3H,055/051,SR,cards/CRD_02F5CFB869144C589BF7_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM3H,
CRD_02FBE86D930D4D10A90C,마폭시 V,swsh11_ja-17,SWSH11,017/100,RR,cards/CRD_02FBE86D930D4D10A90C_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH11,
CRD_031003EE522945D8A175,드라꼰,swsh4a_ja-259,SWSH4A,259/190,S,cards/CRD_031003EE522945D8A175_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH4A,
CRD_0320E0D5056F4FBDB33A,괴력몬 V,swsh10d_ja-73,SWSH10D,073/067,SR,cards/CRD_0320E0D5056F4FBDB33A_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH10D,
CRD_0323B3DF18D24127932E,단단지,m1s_ja-64,M1S,064/063,AR,cards/CRD_0323B3DF18D24127932E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,M1S,
CRD_032F065F3B1D42379FF6,알로라나인테일 GX,sm12a_ja-95,SM12A,095/173,RR,cards/CRD_032F065F3B1D42379FF6_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM12A,
CRD_034271D298BA46158444,사마자르,swsh9a_ja-71,SWSH9A,071/067,CHR,cards/CRD_034271D298BA46158444_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH9A,
CRD_0349CF2E05594460B06B,M보스로라 EX,xy5g_ja-46,XY5G,046/070,RR,cards/CRD_0349CF2E05594460B06B_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY5G,
CRD_035B0C7E2A9E47CA878C,개굴닌자 ex,NO_JP,,029/139,RR,cards/CRD_035B0C7E2A9E47CA878C_ko.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,,JP ref 없음(NO_JP)
CRD_03969BCA263B42ACB41A,프테라 VSTAR,swsh11_ja-118,SWSH11,118/100,HR,cards/CRD_03969BCA263B42ACB41A_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH11,
CRD_03D070826E284B2A9384,불비달마,sv11b_ja-99,SV11B,099/086,AR,cards/CRD_03D070826E284B2A9384_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV11B,
CRD_0400517F2E89441EAC81,거북왕 ex,sv2a_ja-202,SV2A,202/165,SAR,cards/CRD_0400517F2E89441EAC81_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV2A,
CRD_0421FACBD6704E71B2CE,입치트 EX,xyp_ja-185,XYP,,PR,cards/CRD_0421FACBD6704E71B2CE_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XYP,
CRD_0422D05B3FF54A3F9FB8,파라솔 아가씨,sv3a_ja-89,SV3A,089/062,SAR,cards/CRD_0422D05B3FF54A3F9FB8_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV3A,
CRD_042BA07087FB420BABAE,꿰뚫는화염 ex,sv8a_ja-27,SV8A,027/187,RR,cards/CRD_042BA07087FB420BABAE_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV8A,
CRD_042E784E8ED640CF929D,루카리오 GX,sm5p_ja-30,SM5P,038/080,RR,cards/CRD_042E784E8ED640CF929D_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM5P,
CRD_047131CE3AB3482C8F7F,굽이치는물결 ex,sv8a_ja-235,SV8A,235/187,UR,cards/CRD_047131CE3AB3482C8F7F_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV8A,
CRD_04AF7F36245442EBBCF9,보스로라 V,NO_JP,,299/414,RR,cards/CRD_04AF7F36245442EBBCF9_ko.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,,JP ref 없음(NO_JP)
CRD_04C479651A454FB3A8D3,로켓단의 뮤츠 ex,m2a_ja-63,M2A,063/193,RR,cards/CRD_04C479651A454FB3A8D3_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,M2A,
CRD_04E476A38A5347C9B184,과미드라,sv9a_ja-68,SV9A,068/063,AR,cards/CRD_04E476A38A5347C9B184_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV9A,
CRD_04E7F61A130E41B8AE30,메가지가르데 ex,m3_ja-97,M3,097/080,SR,cards/CRD_04E7F61A130E41B8AE30_jp.png,753264,https://snkrdunk.com/apparels/753264,メガジガルデex SR [M3 097/080](拡張パック「ムニキスゼロ」),pkmn-tcg-M3-097,https://cdn.snkrdunk.com/upload_bg_removed/20260122103318-0.webp,snk_images/753264.png,CRD_04E7F61A130E41B8AE30,CRD_04E7F61A130E41B8AE30,메가지가르데 ex,0.7941,"[{""cardId"": ""CRD_04E7F61A130E41B8AE30"", ""name"": ""메가지가르데 ex"", ""rarity"": ""SR"", ""ref"": ""m3_ja-97"", ""score"": 0.7941}]",HIGH_CONFIDENCE,HIGH,M3,
CRD_04F21DB3B3794D47B1C9,레지락 EX,xy_ja-61,XY,061/171,RR,cards/CRD_04F21DB3B3794D47B1C9_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY,
CRD_0506892D3B1B40D3BBF2,펜드라,sv11b_ja-140,SV11B,140/086,AR,cards/CRD_0506892D3B1B40D3BBF2_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV11B,
CRD_05103ACFA2DD4C54AC51,가디안 GX,sm8b_ja-92,SM8B,092/150,RR,cards/CRD_05103ACFA2DD4C54AC51_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM8B,
CRD_0512DE9EF51D4BE39554,드래펄트 ex,sv8a_ja-221,SV8A,221/187,SAR,cards/CRD_0512DE9EF51D4BE39554_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV8A,
CRD_05147F0295684127A3F6,액슨도,sv6a_ja-74,SV6A,074/064,AR,cards/CRD_05147F0295684127A3F6_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV6A,
CRD_053F45EBABE44DD09C9B,잉어킹,sv1a_ja-80,SV1A,080/073,AR,cards/CRD_053F45EBABE44DD09C9B_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV1A,
CRD_0542ACBB4B534F2A8089,안농 V,swsh12_ja-102,SWSH12,102/098,SR,cards/CRD_0542ACBB4B534F2A8089_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH12,
CRD_0548814E2096488481FF,금랑,swsh8b_ja-259,SWSH8B,256/184,SR,cards/CRD_0548814E2096488481FF_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH8B,
CRD_054B8B1A8D90438899B1,보스로라 EX,xy5g_ja-75,XY5G,075/070,SR,cards/CRD_054B8B1A8D90438899B1_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY5G,
CRD_05613B885FD5443C8BC8,카지,sv8a_ja-230,SV8A,230/187,SAR,cards/CRD_05613B885FD5443C8BC8_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV8A,
CRD_0596431CCC63469EA0C3,블래키 GX,sm1m_ja-63,SM1M,063/060,SR,cards/CRD_0596431CCC63469EA0C3_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM1M,
CRD_059BC58882F1444791AD,뮤츠&뮤 GX,sm12a_ja-52,SM12A,052/173,RR,cards/CRD_059BC58882F1444791AD_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM12A,
CRD_05A7C02B26DC4C7B8CDE,마기라스 GX,sm8_ja-59,SM8,059/095,RR,cards/CRD_05A7C02B26DC4C7B8CDE_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM8,
CRD_05B09E19DF994717ADC4,피오니아,swsh6k_ja-90,SWSH6K,090/070,HR,cards/CRD_05B09E19DF994717ADC4_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH6K,
CRD_05BEE743A1F84904ADE4,노고고치,sv2p_ja-83,SV2P,083/071,AR,cards/CRD_05BEE743A1F84904ADE4_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV2P,
CRD_05D7F2E3587346D5BC44,토게키스 V,swsh3a_ja-82,SWSH3A,082/076,SR,cards/CRD_05D7F2E3587346D5BC44_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH3A,
CRD_05EA83500DDE4FE39A00,딱정곤,sv11b_ja-94,SV11B,094/086,AR,cards/CRD_05EA83500DDE4FE39A00_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV11B,
CRD_05EEC7741BAF4827B1B7,플라제스 EX,xy4_ja-60,XY4,086/131,RR,cards/CRD_05EEC7741BAF4827B1B7_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY4,
CRD_0606801AD7A847EF992E,번치코 V,swsh5a_ja-7,SWSH5A,007/070,RR,cards/CRD_0606801AD7A847EF992E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH5A,
CRD_0630709EA5124F718749,염뉴트,NO_JP,,744/742,AR,cards/CRD_0630709EA5124F718749_ko.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,,JP ref 없음(NO_JP)
CRD_065512D143D348EDBE3E,님피아 ex,sv8a_ja-69,SV8A,299/742,RR,cards/CRD_065512D143D348EDBE3E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV8A,
CRD_0672E08240B840E58C03,요가램 V,swsh7r_ja-71,SWSH7R,071/067,SR,cards/CRD_0672E08240B840E58C03_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH7R,
CRD_06740DF77DAB42EB94FC,싸리용,sv6_ja-112,SV6,112/101,AR,cards/CRD_06740DF77DAB42EB94FC_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV6,
CRD_06913448CCA04DE6B272,무쇠가시,sv5m_ja-77,SV5M,077/071,AR,cards/CRD_06913448CCA04DE6B272_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV5M,
CRD_069D993EF5274D81B98E,오거폰 벽록의 가면 ex,sv8a_ja-20,SV8A,020/187,RR,cards/CRD_069D993EF5274D81B98E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV8A,
CRD_06B5F77BEF2A4FCE9B9B,화강돌,m1l_ja-71,M1L,071/063,AR,cards/CRD_06B5F77BEF2A4FCE9B9B_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,M1L,
CRD_06CEAC2A8B35426D926A,망나뇽 V,swsh7r_ja-42,SWSH7R,042/067,RR,cards/CRD_06CEAC2A8B35426D926A_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH7R,
CRD_06D78B5B12AC4475BDA5,돌헨진 VMAX,swsh1w_ja-70,SWSH1W,070/060,HR,cards/CRD_06D78B5B12AC4475BDA5_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH1W,
CRD_070B71AF46134ABAB790,다태우지네 VMAX,swsh2a_ja-17,SWSH2A,017/070,RRR,cards/CRD_070B71AF46134ABAB790_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH2A,
CRD_0736415A8A2440169E58,스완나,swsh4a_ja-295,SWSH4A,295/190,S,cards/CRD_0736415A8A2440169E58_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH4A,
CRD_074346DE46AC4F019E17,약어리 [군집의 모습],sm11b_ja-53,SM11B,053/049,CHR,cards/CRD_074346DE46AC4F019E17_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM11B,
CRD_075869C1BFF3489794D1,거대코뿌리 V,swsh3_ja-104,SWSH3,104/100,SR,cards/CRD_075869C1BFF3489794D1_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH3,
CRD_0764FF85AFFD44039B19,다탱구 GX,sm7_ja-97,SM7,097/096,SR,cards/CRD_0764FF85AFFD44039B19_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM7,
CRD_0772C5CF7513F14CB993C2F4FEE4944E,판쵸 피카츄 (레쿠쟈 2),xyp_ja-231,XYP,231/XY-P,PR,cards/CRD_0772C5CF7513F14CB993C2F4FEE4944E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XYP,
CRD_077EAB8DA2FB416FBA52,골루그,sv11b_ja-129,SV11B,129/086,AR,cards/CRD_077EAB8DA2FB416FBA52_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV11B,
CRD_07B17A05B9584311B888,카시오페아,sv6a_ja-85,SV6A,085/064,SR,cards/CRD_07B17A05B9584311B888_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV6A,
CRD_07C8867477114A5E9490,랄토스,sv1s_ja-83,SV1S,083/078,AR,cards/CRD_07C8867477114A5E9490_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV1S,
CRD_07E30AB6E1C54457BB2D,서퍼,m2a_ja-249,M2A,247/193,SAR,cards/CRD_07E30AB6E1C54457BB2D_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,M2A,
CRD_080B6E0862C44602A883,아르세우스 VSTAR,swsh12a_ja-127,SWSH12A,127/172,RRR,cards/CRD_080B6E0862C44602A883_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH12A,
CRD_0810CE32B1AB400B95BA,한카리아스&기라티나 GX,sm10a_ja-59,SM10A,059/054,SR,cards/CRD_0810CE32B1AB400B95BA_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM10A,
CRD_08208815CA6B42DFB7C7,단풍,sv1v_ja-97,SV1V,097/078,SR,cards/CRD_08208815CA6B42DFB7C7_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV1V,
CRD_08372C116D1A44CE82AB,에이스번 V,swsh1a_ja-72,SWSH1A,072/070,SR,cards/CRD_08372C116D1A44CE82AB_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH1A,
CRD_0839A3235BFC40C7A767,말리화,sm12a_ja-198,SM12A,192/173,SR,cards/CRD_0839A3235BFC40C7A767_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM12A,
CRD_088D2EC7F19046DCB5F5,모크나이퍼 ex,m3_ja-12,M3,012/080,RR,cards/CRD_088D2EC7F19046DCB5F5_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,M3,
CRD_088EFCFA66FD4762A236,파이어로 BREAK,xyp_ja-238,XYP,,PR,cards/CRD_088EFCFA66FD4762A236_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XYP,
CRD_08B2DC8AD0B04FF58A33,꼬시레,sv4k_ja-69,SV4K,069/066,AR,cards/CRD_08B2DC8AD0B04FF58A33_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4K,
CRD_08BB039F0F51499BA059,찬란한 리자몽,swsh10b_ja-11,SWSH10B,011/071,K,cards/CRD_08BB039F0F51499BA059_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH10B,
CRD_08D8EFD7132A4E838F53,꿈트렁 ex,sv7_ja-121,SV7,121/102,SR,cards/CRD_08D8EFD7132A4E838F53_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV7,
CRD_08E2001528D84351A367,가라르 프리져 V,swsh8b_ja-60,SWSH8B,060/184,RR,cards/CRD_08E2001528D84351A367_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH8B,
CRD_090216855FE241EFB18B,이슬의 부탁,sm11_ja-104,SM11,105/094,SR,cards/CRD_090216855FE241EFB18B_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM11,
CRD_0902F4E6CC9047A98559,피카츄,svp_ja-218,SVP,,PR,cards/CRD_0902F4E6CC9047A98559_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SVP,
CRD_090C5C6FE6B34BC0A9E7,기라티나 VSTAR,swsh11_ja-125,SWSH11,125/100,UR,cards/CRD_090C5C6FE6B34BC0A9E7_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH11,
CRD_0913C93AC0DD43E58008,코라이돈 ex,sv4a_ja-360,SV4A,360/190,UR,cards/CRD_0913C93AC0DD43E58008_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4A,
CRD_0916BCC640C24E4088BB,드닐레이브,sv2p_ja-77,SV2P,077/071,AR,cards/CRD_0916BCC640C24E4088BB_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV2P,
CRD_091DC06176614517B5E1,라이츄&알로라라이츄 GX,sm10a_ja-57,SM10A,057/054,SR,cards/CRD_091DC06176614517B5E1_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM10A,
CRD_092D58F7609842FEA757,베라카스,sv2p_ja-79,SV2P,079/071,AR,cards/CRD_092D58F7609842FEA757_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV2P,
CRD_093AB925F0C14BB1BFF6,글레이시아 VMAX,swsh6a_ja-91,SWSH6A,091/069,HR,cards/CRD_093AB925F0C14BB1BFF6_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH6A,
CRD_093C06DA9ACB4816A395,앤테이,sv4a_ja-213,SV4A,213/190,S,cards/CRD_093C06DA9ACB4816A395_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4A,
CRD_093F671F8D0F4F349B81,블래키 V,swsh6a_ja-47,SWSH6A,047/069,RR,cards/CRD_093F671F8D0F4F349B81_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH6A,
CRD_09516DD8E2C14A009B0E,대로트&야느와르몽 GX,sm12a_ja-178,SM12A,178/173,SR,cards/CRD_09516DD8E2C14A009B0E_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM12A,
CRD_095AFC71458E492189E1,스코빌런,sv1v_ja-81,SV1V,081/078,AR,cards/CRD_095AFC71458E492189E1_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV1V,
CRD_096403B193C94990A6F0,잠만보 VMAX,swsh1h_ja-46,SWSH1H,046/060,RRR,cards/CRD_096403B193C94990A6F0_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH1H,
CRD_0989252EF29D4FAB9599,라플레시아 GX,sm11b_ja-3,SM11B,003/049,RR,cards/CRD_0989252EF29D4FAB9599_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM11B,
CRD_098C383D6CBC4015A438,포푸니라,sv4a_ja-290,SV4A,290/190,S,cards/CRD_098C383D6CBC4015A438_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4A,
CRD_09A1CB4E6B9E4002ACA2,캥카,sv10_ja-110,SV10,110/098,AR,cards/CRD_09A1CB4E6B9E4002ACA2_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV10,
CRD_09AAD6A024434832A88A,이벨타르 EX,xy_ja-79,XY,079/171,RR,cards/CRD_09AAD6A024434832A88A_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,XY,
CRD_09BE4064BBF541EE8222,에이스번 ex,sv7_ja-116,SV7,116/102,SR,cards/CRD_09BE4064BBF541EE8222_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV7,
CRD_09EFFE8F5F8C4A58A5DD,파비코리 ex,sv4m_ja-83,SV4M,083/066,SR,cards/CRD_09EFFE8F5F8C4A58A5DD_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SV4M,
CRD_0A08B2E2AE7D46908548,가라르 가로막구리,swsh4a_ja-279,SWSH4A,279/190,S,cards/CRD_0A08B2E2AE7D46908548_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SWSH4A,
CRD_0A1D6B89377D433F8DC2,라프라스 GX,sm1s_ja-16,SM1S,016/060,RR,cards/CRD_0A1D6B89377D433F8DC2_jp.png,,,,,,,,,,,[],SNK_ID_NOT_FOUND,LOW,SM1S,
