snkrdunk_product_number,set_norm,number,rarity,snkrdunk_title,used_listing_count,snkrdunk_apparel_id,snkrdunk_image_url,falsematch_our_card_id,falsematch_our_name,falsematch_score,action
pkmn-tcg-BW-P-0003-007,BWP0003,7,,ゾロアーク P [BW-P 007](プロモーションカード「ブラックコレクション・ホワイトコレクション BOX購入キャンペーン」),0,415381,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314289-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0004-018,BWP0004,18,,ツタージャ P [BW-P 018](プロモーションカード「ユニクロポケモンカードゲーム」),0,415392,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314300-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0004-023,BWP0004,23,,ポケモン図鑑 P [BW-P 023](プロモーションカード「ユニクロポケモンカードゲーム」),0,415397,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314305-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0098-015,BWP0098,15,,基本雷エネルギー P [BW-P 015](プロモーションカードパック「ジム☆チャレンジ 2011年2月」),0,415389,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314297-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0098-013,BWP0098,13,,チェレン P [BW-P 013](プロモーションカードパック「ジム☆チャレンジ 2011年2月」),0,415387,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314295-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0005-024,BWP0005,24,,ゾロアーク P [BW-P 024](プロモーションカード「ポケモンカードゲーム関連商品購入特典」),0,415398,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314306-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0098-010,BWP0098,10,,ギガイアス P [BW-P 010](プロモーションカードパック「ジム☆チャレンジ 2011年2月」),0,415384,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314292-yu.webp,CRD_43945060F9E847A0AE3F,그란돈 EX,0.6888,ADD_CANDIDATE
pkmn-tcg-BW-P-0007-036,BWP0007,36,,ミジュマル P [BW-P 036](プロモーションカード「イトーヨカドースタンプラリー」),0,415403,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314318-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0009-040,BWP0009,40,,ナゲキ P [BW-P 040](プロモーションカード「ミニカードファイルセット ナゲキVer.」),0,415404,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314322-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0006-033,BWP0006,33,,基本悪エネルギー P [BW-P 033](プロモーションカード「はじめて大会クイズラリー」),0,415400,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314315-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0007-034,BWP0007,34,,ツタージャ P [BW-P 034](プロモーションカード「イトーヨカドースタンプラリー」),0,415401,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314316-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0007-035,BWP0007,35,,ポカブ P [BW-P 035](プロモーションカード「イトーヨカドースタンプラリー」),0,415402,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314317-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0011-044,BWP0011,44,,ミジュマル P [BW-P 044](プロモーションカード「ユニースタンプラリー」),0,415408,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314326-of.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0011-042,BWP0011,42,,ツタージャ P [BW-P 042](プロモーションカード「ユニースタンプラリー」),0,415406,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314324-of.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0010-041,BWP0010,41,,ダゲキ P [BW-P 041](プロモーションカード「ミニカードファイルセット ダゲキVer.」),0,415405,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314323-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0098-017,BWP0098,17,,基本悪エネルギー P [BW-P 017](プロモーションカードパック「ジム☆チャレンジ 2011年2月」),0,415391,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314299-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0011-043,BWP0011,43,,ポカブ P [BW-P 043](プロモーションカード「ユニースタンプラリー」),0,415407,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314325-of.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0012-045,BWP0012,45,,ギギギアル P [BW-P 045](プロモーションカード「映画公開記念 バリューセット セブンイレブン・ポケモンセンター」),0,415409,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314327-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0019-060,BWP0019,60,,エルフーン P [BW-P 060](プロモーションカード「ポケモンキッズスペシャル」),0,415422,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314342-yu.webp,CRD_555EE842647815F48715,엘풍 ex,0.6266,ADD_CANDIDATE
pkmn-tcg-BW-P-0018-057,BWP0018,57,,ヤナッキー P [BW-P 057](プロモーションカード「ポケモン言えるかな? BW CD初回封入特典」),0,415419,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314339-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0018-059,BWP0018,59,,ヒヤッキー P [BW-P 059](プロモーションカード「ポケモン言えるかな? BW CD初回封入特典」),0,415421,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314341-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0016-052,BWP0016,52,,ゼクロム P [BW-P 052](プロモーションカード「スペシャルトランクセット レシラム」),0,415415,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314334-yu.webp,CRD_84D9AB8184C644238C4E,제크로무 EX,0.6231,ADD_CANDIDATE
pkmn-tcg-BW-P-0014-047,BWP0014,47,,ランドロス P [BW-P 047](プロモーションカード「レッドコレクション BOX購入特典」),0,415411,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314329-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0016-051,BWP0016,51,,レシラム P [BW-P 051](プロモーションカード「スペシャルトランクセット レシラム」),0,415414,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314333-yu.webp,CRD_6E30EACB936041E98A01,조로아크 BREAK,0.7536,ADD_CANDIDATE
pkmn-tcg-BW-P-0013-046,BWP0013,46,,ゴルーグ P [BW-P 046](プロモーションカード「映画公開記念 バリューセット」),0,415410,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314328-yu.webp,CRD_9CD978A793F04EEBB0F9,거북왕 EX,0.6709,ADD_CANDIDATE
pkmn-tcg-BW-P-0015-050,BWP0015,50,,キバゴ P [BW-P 050](プロモーションカード「ピザーラ限定セット」),0,415413,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314332-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0015-048,BWP0015,48,,ダルマッカ P [BW-P 048](プロモーションカード「ピザーラ限定セット」),0,415412,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314330-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0018-058,BWP0018,58,,バオッキー P [BW-P 058](プロモーションカード「ポケモン言えるかな? BW CD初回封入特典」),0,415420,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314340-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0017-056,BWP0017,56,,ランクルス P [BW-P 056](プロモーションカード「レッドコレクション発売記念」),0,415418,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314338-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0019-061,BWP0019,61,,チュリネ P [BW-P 061](プロモーションカード「ポケモンキッズスペシャル」),0,415423,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314343-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0019-062,BWP0019,62,,ドレディア P [BW-P 062](プロモーションカード「ポケモンキッズスペシャル」),0,415424,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314344-yu.webp,CRD_1C6F8B47E1DE4A3B8C3C,드레디어,0.632,ADD_CANDIDATE
pkmn-tcg-BW-P-0036-121,BWP0036,121,,オノノクス P [BW-P 121/BW-P](プロモーションカード「別冊コロコロコミック 2月号増刊 付録」),0,415477,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314403-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0036-122,BWP0036,122,,ヘビーボール [BW-P 122/BW-P](プロモーションカード「別冊コロコロコミック 2月号増刊 付録」),0,415478,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314404-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0100-124,BWP0100,124,,フシギダネ P [BW-P 124/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年3月」),0,415480,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314406-yu.webp,CRD_65DE95DF80D94E05A42A,이상해꽃 EX,0.6635,ADD_CANDIDATE
pkmn-tcg-BW-P-0033-118,BWP0033,118,,ドリュウズ P [BW-P 118/BW-P](スペシャルキャンペーンパック「ビクティニ」),0,415475,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314400-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0100-125,BWP0100,125,,エンペルト P [BW-P 125/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年3月」),0,415481,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314407-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0034-119,BWP0034,119,,ウルガモス P [BW-P 119/BW-P](プロモーションカード「ダークラッシュ BOX購入キャンペーン」),0,415476,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314401-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0100-131,BWP0100,131,,基本雷エネルギー P [BW-P 131/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年3月」),0,415486,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314412-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0100-127,BWP0100,127,,プリン P [BW-P 127/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年3月」),0,415483,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314409-yu.webp,CRD_D3E88C25E8B642E3BF45,우렁찬꼬리 ex,0.7411,ADD_CANDIDATE
pkmn-tcg-BW-P-0037-123,BWP0037,123,,キュウコン P [BW-P 123/BW-P](プロモーションカード「リューズブラスト リューノブレード BOX購入キャンペーン」),0,415479,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314405-yu.webp,CRD_67BA3BC34CA2443FAB1C,리자몽 EX,0.7674,ADD_CANDIDATE
pkmn-tcg-BW-P-0100-132,BWP0100,132,,基本闘エネルギー P [BW-P 132/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年3月」),0,415487,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314413-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0100-126,BWP0100,126,,リグレー P [BW-P 126/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年3月」),0,415482,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314408-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0100-130,BWP0100,130,,基本炎エネルギー P [BW-P 130/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年3月」),0,415485,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314411-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0100-129,BWP0100,129,,プリズムエネルギー P [BW-P 129/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年3月」),0,415484,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314410-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0101-136,BWP0101,136,,ココドラ P [BW-P 136/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年6月」),0,415491,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314417-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0100-133,BWP0100,133,,基本悪エネルギー P [BW-P 133/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年3月」),0,415488,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314414-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0101-135,BWP0101,135,,ヤブクロン P [BW-P 135/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年6月」),0,415490,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314416-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0101-137,BWP0101,137,,ウォーグル P [BW-P 137/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年6月」),0,415492,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314418-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0101-139,BWP0101,139,,ツールスクラッパー P [BW-P 139/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年6月」),0,415494,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314420-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0101-142,BWP0101,142,,基本超エネルギー P [BW-P 142/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年6月」),0,415497,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314423-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0101-143,BWP0101,143,,基本鋼エネルギー P [BW-P 143/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年6月」),0,415498,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314424-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0101-134,BWP0101,134,,デンリュウ P [BW-P 134/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年6月」),0,415489,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314415-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0101-140,BWP0101,140,,基本草エネルギー P [BW-P 140/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年6月」),0,415495,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314421-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0040-147,BWP0040,147,,フワライド P [BW-P 147/BW-P](プロモーションカード「サザンドラ・ガブリアスカップ 参加プレゼント」),0,415499,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314428-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0101-138,BWP0101,138,,ふしぎなアメ P [BW-P 138/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年6月」),0,415493,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314419-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0041-149,BWP0041,149,,チョロネコ P [BW-P 149/BW-P](プロモーションカード「バトルカーニバル2012スプリング 参加賞」),0,415501,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314430-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0101-141,BWP0101,141,,基本水エネルギー P [BW-P 141/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年6月」),0,415496,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314422-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0046-156,BWP0046,156,,コバルオン P [BW-P 156/BW-P](プロモーションカード「映画公開記念 ブラックキュレム・ホワイトキュレムセット」),0,415507,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314437-yu.webp,CRD_24845E4BD72A47AAA490,라티오스 EX,0.6655,ADD_CANDIDATE
pkmn-tcg-BW-P-0047-157,BWP0047,157,,フライゴン P [BW-P 157/BW-P](プロモーションカード「フリーズボルト コールドフレア BOX購入特典」),0,415508,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314438-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0045-155,BWP0045,155,,テラキオン P [BW-P 155/BW-P](プロモーションカード「映画公開記念 ブラックキュレム・ホワイトキュレムセット 劇場・ポケモンセンターver.」),0,415506,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314436-yu.webp,CRD_4A61E9FAD7D64AE2BB13,빛나는 볼케니온,0.6272,ADD_CANDIDATE
pkmn-tcg-BW-P-0050-161,BWP0050,161,,メロエッタ P [BW-P 161/BW-P](プロモーションカード「マクドナルドハッピーセット」),0,415510,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314442-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0051-162,BWP0051,162,,ケルディオ P [BW-P 162/BW-P](プロモーションカード「トイザらス・イトーヨーカドー・アピタ・ビアゴ・イオン ポケモン関連商品1000円以上購入特典」),0,415511,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314443-yu.webp,CRD_8B4E9ACDCF524203B75F,케르디오 EX,0.7459,ADD_CANDIDATE
pkmn-tcg-BW-P-0052-163,BWP0052,163,,ピカチュウ P [BW-P 163/BW-P](プロモーションカード「ポケモンカードゲームBW ワークブック全国図鑑版」),0,415512,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314444-of.webp,CRD_7A536360D1EC48FB885A,피카츄,0.7656,ADD_CANDIDATE
pkmn-tcg-BW-P-0102-166,BWP0102,166,,カメール P [BW-P 166/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年9月」),0,415515,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314447-yu.webp,CRD_5C57E2D4DFC8419EAFAA,거북왕 EX,0.6775,ADD_CANDIDATE
pkmn-tcg-BW-P-0053-164,BWP0053,164,,ケルディオ P [BW-P 164/BW-P](プロモーションカード「ポケモンカードゲーム購入者プレゼントキャンペーン ポケモンセンター限定ver.」),0,415513,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314445-yu.webp,CRD_8B4E9ACDCF524203B75F,케르디오 EX,0.6929,ADD_CANDIDATE
pkmn-tcg-BW-P-0102-170,BWP0102,170,,ヒュウ P [BW-P 170/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年9月」),0,415518,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314451-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0103-171,BWP0103,171,,ヒコザル P [BW-P 171/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年12月」),0,415519,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314452-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0102-168,BWP0102,168,,フライゴン P [BW-P 168/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年9月」),0,415517,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314449-yu.webp,CRD_54066807917542B79D0E,플라이곤,0.7097,ADD_CANDIDATE
pkmn-tcg-BW-P-0054-179,BWP0054,179,,プラズマ団のモンスターボール P [BW-P 179/BW-P](プロモーションカード「プラズマゲイル 発売記念キャンペーン」),0,415527,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314460-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0103-173,BWP0103,173,,マルマイン P [BW-P 173/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年12月」),0,415521,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314454-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0103-174,BWP0103,174,,ズルッグ P [BW-P 174/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年12月」),0,415522,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314455-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0102-167,BWP0102,167,,コダック P [BW-P 167/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年9月」),0,415516,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314448-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0103-172,BWP0103,172,,ランプラー P [BW-P 172/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年12月」),0,415520,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314453-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0103-175,BWP0103,175,,どくさいみん光線 P [BW-P 175/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年12月」),0,415523,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314456-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0055-181,BWP0055,181,,クロバット P [BW-P 181/BW-P](拡張パック「プラズマゲイル BOX購入キャンペーン」),0,415529,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314462-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0103-176,BWP0103,176,,プラズマ団のしたっぱ P [BW-P 176/BW-P](プロモーションカードパック「ジム☆チャレンジ 2012年12月」),0,415524,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314457-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0019-063,BWP0019,63,,コアルヒー P [BW-P 063](プロモーションカード「ポケモンキッズスペシャル」),0,415425,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314345-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0017-054,BWP0017,54,,ゼブライカ P [BW-P 054](プロモーションカード「レッドコレクション発売記念」),0,415417,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314336-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0019-070,BWP0019,70,,オノノクス P [BW-P 070](プロモーションカード「ポケモンキッズスペシャル」),0,415432,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314352-yu.webp,CRD_F03763FBF2254275956B,M썬더볼트 EX,0.656,ADD_CANDIDATE
pkmn-tcg-BW-P-0020-072,BWP0020,72,,基本水エネルギー P [BW-P 072](プロモーションカード「レッドコレクション 発売記念大会」),0,415434,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314354-of.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0054-178,BWP0054,178,,バッフロン P [BW-P 178/BW-P](プロモーションカード「プラズマゲイル 発売記念キャンペーン」),0,415526,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314459-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0019-068,BWP0019,68,,バルチャイ P [BW-P 068](プロモーションカード「ポケモンキッズスペシャル」),0,415430,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314350-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0020-071,BWP0020,71,,基本草エネルギー P [BW-P 071](プロモーションカード「レッドコレクション 発売記念大会」),0,415433,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314353-of.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0020-074,BWP0020,74,,基本鋼エネルギー P [BW-P 074](プロモーションカード「レッドコレクション 発売記念大会」),0,415436,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314356-of.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0019-067,BWP0019,67,,キリキザン P [BW-P 067](プロモーションカード「ポケモンキッズスペシャル」),0,415429,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314349-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0019-065,BWP0019,65,,ドリュウズ P [BW-P 065](プロモーションカード「ポケモンキッズスペシャル」),0,415427,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314347-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0021-076,BWP0021,76,,ポカブ P [BW-P 076](プロモーションカード「ポケモンカードゲームBW ワークブック特典」),0,415438,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314358-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0019-066,BWP0019,66,,レパルダス P [BW-P 066](プロモーションカード「ポケモンキッズスペシャル」),0,415428,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314348-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0021-075,BWP0021,75,,ツタージャ P [BW-P 075](プロモーションカード「ポケモンカードゲームBW ワークブック特典」),0,415437,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314357-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0059-194,BWP0059,194,,コモルー P [BW-P 194/BW-P](プロモーションカード「Vジャンプ 2013年1月特大号 付録」),0,415533,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314475-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0060-196,BWP0060,196,,退化スプレー P [BW-P 196/BW-P](プロモーションカード「Vジャンプ 1月特大号 付録」),0,415535,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314477-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0020-073,BWP0020,73,,基本超エネルギー P [BW-P 073](プロモーションカード「レッドコレクション 発売記念大会」),0,415435,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314355-of.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0023-084,BWP0023,84,,基本炎エネルギー P [BW-P 084](プロモーションカード「サマーカーニバル in 東京タワー」),0,415442,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314366-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0061-197,BWP0061,197,,メタグロス P [BW-P 197/BW-P](プロモーションカード「ラセンフォース・ライデンナックル ボックス購入特典」),0,415536,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314478-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0063-200,BWP0063,200,,レパルダス P [BW-P 200/BW-P](プロモーションカード「セブンイレブン オリジナルウインターキャンペーン」),0,415539,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314481-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0023-086,BWP0023,86,,基本雷エネルギー P [BW-P 086/BW-P](プロモーションカード「サマーカーニバル in 東京タワー」),0,415444,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314368-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW-P-0063-199,BWP0063,199,,ゼブライカ P [BW-P 199/BW-P](プロモーションカード「セブンイレブン オリジナルウインターキャンペーン」),0,415538,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314480-yu.webp,,,,ADD_CANDIDATE
