snkrdunk_product_number,set_norm,number,rarity,snkrdunk_title,used_listing_count,snkrdunk_apparel_id,snkrdunk_image_url,falsematch_our_card_id,falsematch_our_name,falsematch_score,action
pkmn-tcg-MCD-05-07-083,MCD0507,83,,ミズゴロウ P [PCG-P 083](プロモーションカード「マクドナルドオリジナル 2005年7月」),2,452720,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7307096-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SG-S123456-0809-092,SGS1234560809,92,,波導のルカリオ P [PCG-P 092](プロモーションカード「小学館 小学一年生 小学二年生 小学三年生 小学四年生 小学五年生 小学六年生 8.9月号 付録」),2,452729,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7307105-na.webp,,,,ADD_CANDIDATE
pkmn-tcg-MCD-05-07-087,MCD0507,87,,ロータのウソハチ P [PCG-P 087](プロモーションカード「マクドナルドオリジナル 2005年7月」),2,452724,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7307100-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-MS-PCS4-0510-102,MSPCS40510,102,,ブースター P [PCG-P 102](プロモーションカード「明治製菓 ポケモンチョコスナック 第4弾 2005年 10月」),2,452737,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7307113-yu.webp,CRD_1164B69A14F3417EBA5C,부스터 V,0.6536,ADD_CANDIDATE
pkmn-tcg-MS-PCS4-0510-108,MSPCS40510,108,,メタモン P [PCG-P 108](プロモーションカード「明治製菓 ポケモンチョコスナック 第4弾 2005年 10月」),2,452743,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7307119-na.webp,,,,ADD_CANDIDATE
pkmn-tcg-MS-PCS4-0510-106,MSPCS40510,106,,サンダース P [PCG-P 106](プロモーションカード「明治製菓 ポケモンチョコスナック 第4弾 2005年 10月」),2,452741,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7307117-na.webp,,,,ADD_CANDIDATE
pkmn-tcg-MS-PCS4-0510-104,MSPCS40510,104,,シャワーズ P [PCG-P 104](プロモーションカード「明治製菓 ポケモンチョコスナック 第4弾 2005年 10月」),2,452739,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7307115-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-MCD-06-02-122,MCD0602,122,,ラティオスδ-デルタ種 P [PCG-P 122](プロモーションカード「マクドナルドオリジナル 2006年2月」),2,452753,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7307129-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-MS-PCS4-0510-111,MSPCS40510,111,,イーブイ P [PCG-P 111](プロモーションカード「明治製菓 ポケモンチョコスナック 第4弾 2005年 10月」),2,452746,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7307122-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-MCD-06-02-120,MCD0602,120,,ラティアスδ-デルタ種 P [PCG-P 120](プロモーションカード「マクドナルドオリジナル 2006年2月」),2,452751,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7307127-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SGSP-PWL-V6-118,SGSPPWLV6,118,,ピカチュウδ-デルタ種 P [PCG-P 118](プロモーションカード「小学館スペシャル ポケモンワンダーランドVol.6 付録」),2,452749,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7307125-na.webp,CRD_7EBB72125E6E436B8589,피카츄,0.7075,ADD_CANDIDATE
pkmn-tcg-BR-OT2005-113,BROT2005,113,,ピカチュウδ-デルタ種 P [PCG-P 113](プロモーションカード「チャンピオンズリーグ 2005」),2,452748,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7307124-yu.webp,CRD_7EBB72125E6E436B8589,피카츄,0.7272,ADD_CANDIDATE
pkmn-tcg-BRST-0028,BRST,28,,バトルロードスタジアム P(プロモーションカード「バトルロードスタジアムDP」),2,452802,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7307178-na.webp,,,,ADD_CANDIDATE
pkmn-tcg-MCD-e-032,MCDE,32,,ピチュー P [e-P 032](プロモーションカード「マクドナルドオリジナル」),2,452572,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7304097-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-DP-P-0032-036,DPP0032,36,,マスキッパ [DP-P 036](プロモーションカード「ポケモンチョコスナック 第7弾」),2,453227,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7313147-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-DP-P-0032-042,DPP0032,42,,ディアルガ [DP-P 042](プロモーションカード「ポケモンチョコスナック 第7弾」),2,453233,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7313153-yu.webp,CRD_40ACC9AF379C44558884,디아루가,0.7302,ADD_CANDIDATE
pkmn-tcg-DP-P-0054-103,DPP0054,103,,ガバイト :キラ [DP-P 103](プロモーションカード「ポケモンワールドチャンピオンシップス 日本代表決定大会 参加賞」),2,453288,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7313214-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-DP-P-0068-115,DPP0068,115,,ミミロルLV.8 [DP-P 115](プロモーションカード「コレクションチャレンジ とりかえっこDP引換カード2008年8月」),2,453300,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7313226-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-DP-P-0032-035,DPP0032,35,,チェリム [DP-P 035](プロモーションカード「ポケモンチョコスナック 第7弾」),2,453226,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7313146-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-DPt-P-0009-015,DPTP0009,15,,ルカリオ [DPt-P 015](プロモーションカード「ポケモン☆サンデー連動企画ルカリオのカード とりかえっこキャンペーン」),2,453411,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314164-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-L-P-0005-009,LP0005,9,,ゴマゾウ [L-P 009](プロモーションカード「オリジナルキラカードランダムプレゼントキャンペーン」),2,453445,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314209-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-L-P-0009-022,LP0009,22,,オタチ [L-P 022](プロモーションカード「新シリーズポケモンカードゲームLEGEND 発売記念大会 参加賞」),2,453455,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314222-yu.webp,CRD_78E696D892A1480CB471,에몽가 EX,0.6272,ADD_CANDIDATE
pkmn-tcg-L-P-0032-060,LP0032,60,,スイクン [L-P 060](プロモーションカード「ポケモンカードゲームLEGEND パーフェクトセット スペシャルキラカード」),2,453473,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314260-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-PMCG-PSA-0006,PMCGPSA,6,,ラッタ : 旧裏 [PMCG-P No.020](旧裏面 プロモーションカード「サザンアイランド 映画公開記念」),2,454034,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302334-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-PMCG-P-0017,PMCGP,17,,イマクニ？ P : 旧裏 [PMCG-P](プロモーションカード「コロコロコミック 1997年9月号」),2,467414,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302801-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-PMCG-P-0040,PMCGP,40,,ルージュラ P : 旧裏 [PMCG-P](プロモーションカード「コロコロコミック 1998年4月号」),2,467529,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302825-yu.webp,CRD_93FFCADB9F314F93B03F,케르디오 EX,0.6231,ADD_CANDIDATE
pkmn-tcg-PMCG-P-0074,PMCGP,74,,カツラのガーディ P : 旧裏 [PMCG-P](プロモーションカード「コロコロコミック 1999年3月号」),2,467851,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302860-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-PMCG-P-0100,PMCGP,100,,ヤミカラス P : 旧裏 [neo-P](プロモーションカード「ポケモンカードトレーナーズvol.4」),2,467868,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302890-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-neo-P-0024,NEOP,24,,マリル P : 旧裏 [neo-P](プロモーションカード「ANAポケモンジェットジェットでゲットだ！2000」),2,470981,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302931-yu.webp,CRD_7BD79E9CD5FD4404913E,잠만보 V,0.6895,ADD_CANDIDATE
pkmn-tcg-neo-P-0026,NEOP,26,,カポエラー P : 旧裏 [neo-P](プロモーションカード「PIKACHU the MOVIE2000」),2,470984,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302934-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-S-P14-089,SP14,89,,マオ&スイレン P [S-P 089](プロモーションカード「楽しもう。春、ポケカ」),2,509745,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-S-P14-089-of.webp,,,,ADD_CANDIDATE
pkmn-tcg-M-P-066,MP,66,,ラルトス P [M-P 066](スペシャルカードセット「メガエルレイドex」),2,754601,https://cdn.snkrdunk.com/upload_bg_removed/20260122105606-0.webp,,,,ADD_CANDIDATE
pkmn-tcg-SC-30th-P-010,SC30THP,10,,ナエトル プロモ [30th-P 010]【中国語版(簡体字)】(スカーレット&バイオレット「30周年記念 最初のパートナー スペシャルアート ホロカードセット Vol.1」),2,775837,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-2026-03-10-P-010-of.webp,CRD_8A64A02FB1604C62BD2140CE72FDA2D7,로토무,0.6383,ADD_CANDIDATE
pkmn-tcg-SC-30th-P-012,SC30THP,12,,ポッチャマ プロモ [30th-P 012]【中国語版(簡体字)】(スカーレット&バイオレット「30周年記念 最初のパートナー スペシャルアート ホロカードセット Vol.1」),2,775839,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-2026-03-10-P-012-of.webp,,,,ADD_CANDIDATE
pkmn-tcg-M-P-133,MP,133,,ピカチュウ プロモ [133/M-P](メガ「プロモーションカード」),2,835482,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-2026-06-08-001-of.webp,CRD_2951B02D3BE7488DA649,피카츄,0.7268,ADD_CANDIDATE
pkmn-tcg-M-P-045,MP,45,,リザード P [M-P 045](プロモカードパック「ポケモンカードジム 第2弾」),1,716317,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-M-P-045-of.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-067,SMP,67,,ソルガレオ: プロモ[SM-P 067](プロモーションカード「SM-P」),1,91211,https://cdn.snkrdunk.com/upload_bg_removed/7325583.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-398,SMP,398,,プレイヤーズセレモニー: プロモ[SM-P 398](プロモーションカード「SM-P」2019),1,91212,https://cdn.snkrdunk.com/upload_bg_removed/20230722052232-0.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW3-P-056,BW3P,56,UR,ゾロアーク UR :1ED [BW3-P 056/052](拡張パック「サイコドライブ」),1,91633,https://cdn.snkrdunk.com/upload_bg_removed/7317570.webp,,,,ADD_CANDIDATE
pkmn-tcg-PLAY16-032,PLAY16,32,,ジラーチex: プロモ[PCG-P 032/PLAY](プロモーションカード「第4期 プレイヤーズキットカード」),1,91718,https://cdn.snkrdunk.com/upload_bg_removed/7315068.webp,CRD_5EE6DC9AFBE242028F0F,지라치 EX,0.654,ADD_CANDIDATE
pkmn-tcg-PLAY1-001,PLAY1,1,,レジアイスex: プロモ[ADV-P 001/PLAY](プロモーションカード「第1期 プレイヤーズキットカード」),1,91815,https://cdn.snkrdunk.com/upload_bg_removed/7315037.webp,,,,ADD_CANDIDATE
pkmn-tcg-PLAY1-003,PLAY1,3,,レジスチルex: プロモ[ADV-P 003/PLAY](プロモーションカード「第1期 プレイヤーズキットカード」),1,91809,https://cdn.snkrdunk.com/upload_bg_removed/7315039.webp,CRD_C041DE21E72A4D9498F0,레지스틸 EX,0.7317,ADD_CANDIDATE
pkmn-tcg-SM-P-248,SMP,248,,プレイヤーズセレモニー: プロモ[SM-P 248](プロモーションカード「SM-P」2018),1,93054,https://cdn.snkrdunk.com/upload_bg_removed/20220831092530-0.webp,,,,ADD_CANDIDATE
pkmn-tcg-S-P-139,SP,139,,ホップ（ホップの日課）: プロモ P [S-P 139](プロモーションカード「S-P」),1,291519,https://cdn.snkrdunk.com/upload_bg_removed/20240611014809-0.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-174,SMP,174,,基本炎エネルギー*セブンイレブンミラー: プロモ [SM-P 174](プロモーションカード「SM-P」),1,107566,https://cdn.snkrdunk.com/upload_bg_removed/20221219073426-0.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-123,SMP,123,,マーシャドー: プロモ [SM-P 123](プロモーションカード「SM-P」),1,107577,https://cdn.snkrdunk.com/upload_bg_removed/20221219075329-0.webp,CRD_9A70A69B02794F2E8412,블래키 EX,0.6592,ADD_CANDIDATE
pkmn-tcg-SV-P-073,SVP,73,,ケロマツ: プロモ[SV-P 073](「タント×ポケモンカードゲーム」プロモーションカード「SV-P」),1,132895,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-SV-P-073.webp,,,,ADD_CANDIDATE
pkmn-tcg-SV-P-071,SVP,71,,モクロー: プロモ[SV-P 071](「タント×ポケモンカードゲーム」プロモーションカード「SV-P」),1,132893,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-SV-P-071.webp,,,,ADD_CANDIDATE
pkmn-tcg-SV-P-072,SVP,72,,カルボウ: プロモ[SV-P 072](「タント×ポケモンカードゲーム」プロモーションカード「SV-P」),1,132894,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-SV-P-072.webp,,,,ADD_CANDIDATE
pkmn-tcg-SV-P-082,SVP,82,,基本雷エネルギー: プロモ[SV-P 082](「タント×ポケモンカードゲーム」プロモーションカード「SV-P」),1,132904,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-SV-P-082.webp,,,,ADD_CANDIDATE
pkmn-tcg-SV-P-099,SVP,99,,コレクレー CS2024: プロモ [SV-P 099](プロモーションカード「SV-P」),1,136510,https://cdn.snkrdunk.com/upload_bg_removed/20230921094531-0.webp,,,,ADD_CANDIDATE
pkmn-tcg-SV-P-109,SVP,109,,まけんきハチマキ CS2024: プロモ [SV-P 109](プロモーションカード「SV-P」),1,138486,https://cdn.snkrdunk.com/upload_bg_removed/20230913071308-1.webp,,,,ADD_CANDIDATE
pkmn-tcg-SV-P-117,SVP,117,,レホール: プロモ [SV-P 117](ポケモンカードゲーム スカーレット&バイオレット「プロモカードパック 第4弾」),1,150799,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-SV-P-117.webp,,,,ADD_CANDIDATE
pkmn-tcg-SV-P-162,SVP,162,,ザルード P [SV-P 162](付録「コロコロイチバン 2024年7月号」),1,251831,https://cdn.snkrdunk.com/upload_bg_removed/20240419052121-0.webp,CRD_744238CF563C4F9ABC6A,리자드,0.6233,ADD_CANDIDATE
pkmn-tcg-SV-P-149,SVP,149,,鬼の仮面 P [SV-P 149](スペシャルジャンボカードセット「オーガポン」),1,263374,https://cdn.snkrdunk.com/upload_bg_removed/20240516075157-4.webp,,,,ADD_CANDIDATE
pkmn-tcg-SV-P-156,SVP,156,,ミミッキュ P [SV-P 156] (ポケモンカードゲーム スカーレット&バイオレット「プロモカードパック 第6弾」),1,284086,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-SV-P-156.webp,,,,ADD_CANDIDATE
pkmn-tcg-SV-P-155,SVP,155,,タイカイデンex P [SV-P 155] (ポケモンカードゲーム スカーレット&バイオレット「プロモカードパック 第6弾」),1,284085,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-SV-P-155.webp,,,,ADD_CANDIDATE
pkmn-tcg-S-P-212,SP,212,,ジジーロン: プロモ P [S-P 212](プロモーションカード「S-P」),1,292635,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-S-P-212.webp,CRD_C7C3982EEEB34C529318,킹드라 EX,0.6633,ADD_CANDIDATE
pkmn-tcg-S-P-173,SP,173,,オドリドリ: プロモ P [S-P 242](プロモーションカード「S-P」),1,292715,https://cdn.snkrdunk.com/upload_bg_removed/20240611045323-0.webp,,,,ADD_CANDIDATE
pkmn-tcg-S-P-242,SP,242,,マナフィ: プロモ P [S-P 286](プロモーションカード「S-P」),1,292714,https://cdn.snkrdunk.com/upload_bg_removed/20240611045302-0.webp,CRD_B3FD6023E69B4B2DAF28,마나피 EX,0.6376,ADD_CANDIDATE
pkmn-tcg-S-P-286,SP,286,,コオリッポ: プロモ P [S-P 173](プロモーションカード「S-P」),1,292716,https://cdn.snkrdunk.com/upload_bg_removed/20240611045318-0.webp,,,,ADD_CANDIDATE
pkmn-tcg-S-P-168,SP,168,,エースバーンV: プロモ P [S-P 168](プロモーションカード「S-P」),1,292749,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-S-P-168.webp,CRD_BF34F5EA41394ACEBF4D,에이스번 V,0.7258,ADD_CANDIDATE
pkmn-tcg-S-P-170,SP,170,,ゴリランダーV: プロモ P [S-P 170](プロモーションカード「S-P」),1,292751,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-S-P-170.webp,,,,ADD_CANDIDATE
pkmn-tcg-S-P-185,SP,185,,バンギラスV: プロモ P [S-P 185](プロモーションカード「S-P」),1,292753,https://cdn.snkrdunk.com/upload_bg_removed/20240611063631-0.webp,CRD_59D148E4C2854E5AAA96,마기라스 V,0.6274,ADD_CANDIDATE
pkmn-tcg-S-P1-021,SP1,21,,ヒメンカ: プロモ P [S-P 021](ポケモンカードゲーム ソード&シールド 「プロモカードパック 第1弾」),1,298869,https://cdn.snkrdunk.com/upload_bg_removed/20240619085614-1.webp,,,,ADD_CANDIDATE
pkmn-tcg-S-P1-023,SP1,23,,マンタイン: プロモ P [S-P 023](ポケモンカードゲーム ソード&シールド 「プロモカードパック 第1弾」),1,298871,https://cdn.snkrdunk.com/upload_bg_removed/20240619085615-3.webp,,,,ADD_CANDIDATE
pkmn-tcg-S-P-180,SP,180,,ドガース: プロモ P [S-P 180](ポケモンカードゲーム ソード&シールド 「プロモカードパック 第6弾」),1,299253,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-180-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-S-P-220,SP,220,,イーブイ: プロモ P [S-P 220](ポケモンカードゲーム ソード&シールド 「プロモカードパック 第7弾」),1,299260,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-220-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-S-P-223,SP,223,,クララ: プロモ P [S-P 223](プロモーションカード 「新弾バトル 優勝 / ジャンケン賞」),1,299262,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-223-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-S-P-046,SP,46,,ソニア: プロモ P [S-P 046](プロモーションカード 「新弾バトル 優勝 / ジャンケン賞」),1,299222,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-046-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SV-P-164,SVP,164,,メガヤンマ P [SV-P 164](プロモカードパック 第7弾),1,320258,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-046125_P_MYANMA-of.webp,,,,ADD_CANDIDATE
pkmn-tcg-S-P-302,SP,302,,アブソル P [S-P 302](コロコロイチバン2022年9月号 付録),1,325628,https://cdn.snkrdunk.com/upload_bg_removed/20240718031434-0.webp,,,,ADD_CANDIDATE
pkmn-tcg-S-P-048,SP,48,,ストリンダーV: プロモ P [S-P 048](Vスペシャルセット 反逆クラッシュ),1,331733,https://cdn.snkrdunk.com/upload_bg_removed/20240724080818-2.webp,,,,ADD_CANDIDATE
pkmn-tcg-LD-052,LD,52,,焼けた塔: プロモ[L-P 052/L-P](プロモーションカード「L-P」よみがえる伝説),1,340583,https://cdn.snkrdunk.com/upload_bg_removed/20240731083741-0.webp,,,,ADD_CANDIDATE
pkmn-tcg-SH-P-024,SHP,24,,モルペコ [SH 024/053](ファミリーポケモンカードゲーム「ピカチュウV」),1,379606,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7331194-yu.webp,CRD_D91DE05A19D749D59779,모르페코,0.705,ADD_CANDIDATE
pkmn-tcg-SM-P-045,SMP,45,,ジャラコ P [SM-P 045](サン&ムーン スペシャルセット「ジャラコ」),1,403514,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7325561-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-118,SMP,118,,サザンドラ P [SM-P 118](プロモーションカード「覚醒の勇者 超次元の暴獣 BOX購入キャンペーン」),1,403685,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7325634-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-156,SMP,156,,フィオネ P [SM-P 156](プロモカードパック「第3弾」),1,404050,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7325668-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-150,SMP,150,,イワンコ P [SM-P 150](プロモーションカード「スターターセット伝説 プレミアムエディション」),1,404044,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7324392-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-162,SMP,162,,ゾロアーク P [SM-P 162](プロモカードパック「第3弾」),1,404056,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7325674-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-188,SMP,188,,基本悪エネルギー P [SM-P 188](プロモーションカード「ポケモンカードゲーム教室」),1,404247,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7325697-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-204,SMP,204,,モクロー P [SM-P 204](プロモーションカード「輝くウルトラビーストキャンペーン」),1,404448,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7325713-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-231,SMP,231,,バリヤードGX P [SM-P 231](プロモカードパック「第5弾」),1,404467,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7325739-yu.webp,CRD_50B50B0ABF4D437598F7,마임맨 GX,0.774,ADD_CANDIDATE
pkmn-tcg-SM-P-228,SMP,228,,ジュカイン P [SM-P 228](プロモーションカード「ポケモンカードジム限定 裂空のカリスマ BOX購入特典プロモカード」),1,404464,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7325514-yu.webp,CRD_F708A3D8A5944CB7BF93,M나무킹 EX,0.8312,ADD_CANDIDATE
pkmn-tcg-SM-P-202,SMP,202,,ベベノム P [SM-P 202](プロモーションカード「輝くウルトラビーストキャンペーン」),1,404446,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7325711-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-218,SMP,218,,アローラキュウコン P [SM-P 218](プロモカードパック「第4弾」),1,404457,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7325727-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-234,SMP,234,,エネコロロ P [SM-P 234](プロモカードパック「第5弾」),1,404470,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7325742-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW3-P-042,BW3P,42,,ズルズキン R :1ED [BW3 042/052](拡張パック「サイコドライブ」),1,404617,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7317542-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW3-P-040,BW3P,40,,ダーテング U :1ED [BW3 040/052](拡張パック「サイコドライブ」),1,404613,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7317538-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW3-P-048,BW3P,48,,チラチーノ R [BW3 048/052](拡張パック「サイコドライブ」),1,404630,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7317555-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-BW3-P-045,BW3P,45,,ニャース C :1ED [BW3 045/052](拡張パック「サイコドライブ」),1,404623,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7317548-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-253,SMP,253,,ヤドン P [SM-P 253](プロモカードパック「第6弾」),1,407405,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7325757-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-246,SMP,246,,マオ P [SM-P 246](プロモカードパック「ポケモンカードジム デッキビルドバトル」),1,407402,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7325752-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-273,SMP,273,,ポケモンだいすきクラブ P [SM-P 273](プロモーションカード「ポケモンカードゲーム学園祭2018 当日参加型カード対戦 参加賞」),1,407418,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7326603-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-267,SMP,267,,ベベノム P [SM-P 267](プロモーションカード「チャンピオンズリーグ2019 ポケカバトル 参加賞」),1,407416,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7325847-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-284,SMP,284,,メルタン P [SM-P 284](プロモーションカード「メタルセット メルメタル」),1,407421,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7326597-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-296,SMP,296,,フウとラン P [SM-P 296](プロモーションカード「ポケモンカードジム GXウルトラシャイニーバトル 優勝賞」),1,407426,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7326613-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-341,SMP,341,,アンズ P [SM-P 341](プロモーションカード「新弾バトル」),1,407833,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7327626-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-353,SMP,353,,クルマユ P [SM-P 353](プロモカードパック「第9弾」),1,407845,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7327636-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-362,SMP,362,,エリカ P [SM-P 362](プロモーションカード「ミュウツー HR争奪戦」),1,407853,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7327645-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-360,SMP,360,,テラキオン P [SM-P 360](拡張パック「ミラクルツイン BOX購入キャンペーン」),1,407852,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7327643-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-373,SMP,373,,チコリータ P [SM-P 373](プロモーションカード「ポケモンカードステーション」),1,407859,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7327656-yu.webp,,,,ADD_CANDIDATE
pkmn-tcg-SM-P-389,SMP,389,,アローラキュウコン P [SM-P 389](拡張パック「オルタージェネシス BOX購入特典」),1,407872,https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7330964-yu.webp,,,,ADD_CANDIDATE
