gap_type,source,our_card_id_if_any,our_name,our_jp_ref,our_rarity,snkrdunk_apparel_id,snkrdunk_product_number,snkrdunk_title,snkrdunk_image_url,scanner_top1_card_id,scanner_top1_score,scanner_top5_json,reason,action
OUR_PROMO_PATTERN,OUR_CATALOG,CRD_133D1F0A2A76442793E4,페로코체 GX,sm4p_ja-12,RR,335862,pkmn-tcg-SM4+-012,フェローチェGX RR [SM4+ 012/114](ハイクラスパック「GXバトルブースト」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-SM4GX-012-yu.webp,CRD_133D1F0A2A76442793E4,0.9294,"[{""cardId"": ""CRD_133D1F0A2A76442793E4"", ""name"": ""페로코체 GX"", ""rarity"": ""RR"", ""ref"": ""sm4p_ja-12"", ""score"": 0.9294}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_NO_JP,OUR_CATALOG,CRD_13901C5572724AADB8AA,팔데아 토오 ex,NO_JP,RR,425286,pkmn-tcg-SVM-074,パルデアドオーex [SVM 074/175](スタートデッキ「Generations」),https://cdn.snkrdunk.com/upload_bg_removed/20241121075850-0.webp,CRD_13901C5572724AADB8AA,0.8183,"[{""cardId"": ""CRD_13901C5572724AADB8AA"", ""name"": ""팔데아 토오 ex"", ""rarity"": ""RR"", ""ref"": ""sv9-94"", ""score"": 0.8183}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_PR,OUR_CATALOG,CRD_13AB6AC593DB41D7A45B,루나아라(프리즘스타),sm8b_ja-47,PR,,,,,,,[],SNK 후보 없음(소스 필요),NEEDS_SNK_SOURCE
OUR_NO_JP,OUR_CATALOG,CRD_13D179FEFB764051B2F2,찌리리공 ex,NO_JP,RR,740413,pkmn-tcg-MC-233,ビリリダマex :ミラー [MC 233/742](スタートデッキ100「バトルコレクション」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-2025-12-12-48949-of.webp,CRD_13D179FEFB764051B2F2,0.9276,"[{""cardId"": ""CRD_13D179FEFB764051B2F2"", ""name"": ""찌리리공 ex"", ""rarity"": ""RR"", ""ref"": ""me2pt5-58"", ""score"": 0.9276}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_PROMO_PATTERN,OUR_CATALOG,CRD_141407CDC6C3483B9AF1,빛나는 레쿠쟈,sm3p_ja-57,A,91334,pkmn-tcg-SM3+-057,ひかるレックウザ H[SM3+ 057/072](強化拡張パック「ひかる伝説」),https://cdn.snkrdunk.com/upload_bg_removed/7324095.webp,CRD_141407CDC6C3483B9AF1,0.7982,"[{""cardId"": ""CRD_141407CDC6C3483B9AF1"", ""name"": ""빛나는 레쿠쟈"", ""rarity"": ""A"", ""ref"": ""sm3p_ja-57"", ""score"": 0.7982}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_PROMO_PATTERN,OUR_CATALOG,CRD_143F9BB41FBA43D5B5DE,야도킹 ex,sv2p_ja-30,RR,120782,pkmn-tcg-SV2P-030,ヤドキングex RR[SV2P 030/071](拡張パック「スノーハザード」),https://cdn.snkrdunk.com/upload_bg_removed/TCG-PKG-SV2P-5300.webp,CRD_143F9BB41FBA43D5B5DE,0.7632,"[{""cardId"": ""CRD_143F9BB41FBA43D5B5DE"", ""name"": ""야도킹 ex"", ""rarity"": ""RR"", ""ref"": ""sv2p_ja-30"", ""score"": 0.7632}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_PROMO_PATTERN,OUR_CATALOG,CRD_144F4E4E8E2B4DBD8115,괴력몬 GX,sm2p_ja-53,SR,106123,pkmn-tcg-SM2+-053,カイリキーGX SR[SM2+ 053/049](強化拡張パック「新たなる試練の向こう」),https://cdn.snkrdunk.com/upload_bg_removed/20221206024451-0.webp,CRD_144F4E4E8E2B4DBD8115,0.7907,"[{""cardId"": ""CRD_144F4E4E8E2B4DBD8115"", ""name"": ""괴력몬 GX"", ""rarity"": ""SR"", ""ref"": ""sm2p_ja-53"", ""score"": 0.7907}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_PROMO_PATTERN,OUR_CATALOG,CRD_1490247326A741529076,삐삐,smp_ja-381,SM-P,93048,pkmn-tcg-SM-P-381,ピッピ (リーリエ) : プロモ[SM-P 381](プロモーションカード「SM-P」),https://cdn.snkrdunk.com/upload_bg_removed/20230706053136-0.webp,CRD_1490247326A741529076,0.8285,"[{""cardId"": ""CRD_1490247326A741529076"", ""name"": ""삐삐"", ""rarity"": ""SM-P"", ""ref"": ""smp_ja-381"", ""score"": 0.8285}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_PR|OUR_PROMO_PATTERN,OUR_CATALOG,CRD_1497BC4BBC0A034B7E00921E88FE436E,루이지 피카츄,xyp_ja-295,PR,91401,pkmn-tcg-431,ルイージピカチュウ: プロモ[XY-P 295/XY-P](プロモーションカード「ルイージピカチュウスペシャルBOX」),https://cdn.snkrdunk.com/upload_bg_removed/7314984.webp,CRD_1497BC4BBC0A034B7E00921E88FE436E,0.8595,"[{""cardId"": ""CRD_1497BC4BBC0A034B7E00921E88FE436E"", ""name"": ""루이지 피카츄"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-295"", ""score"": 0.8595}, {""cardId"": ""CRD_884CDFFE6A873A39565CEB82B1769CBA"", ""name"": ""마리오 피카츄 (293)"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-293"", ""score"": 0.8286}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_NO_JP,OUR_CATALOG,CRD_1550F9965A5248E99C97,리자몽 ex,NO_JP,RR,263338,pkmn-tcg-SVJL-006,リザードンex [SVJL 006/21](バトルマスターデッキ「テラスタル リザードンex」),https://cdn.snkrdunk.com/upload_bg_removed/20240516074328-2.webp,CRD_1550F9965A5248E99C97,0.6924,"[{""cardId"": ""CRD_1550F9965A5248E99C97"", ""name"": ""리자몽 ex"", ""rarity"": ""RR"", ""ref"": ""svp-196"", ""score"": 0.6924}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_PROMO_PATTERN,OUR_CATALOG,CRD_156303A10AC3422083AA,사마자르 VSTAR,swsh10p_ja-41,RRR,139555,pkmn-tcg-S10P-041,バサギリVSTAR RRR[s10P 041/067](拡張パック「スペースジャグラー」),https://cdn.snkrdunk.com/upload_bg_removed/TCG-PKG-S10P-3412.webp,CRD_156303A10AC3422083AA,0.8623,"[{""cardId"": ""CRD_156303A10AC3422083AA"", ""name"": ""사마자르 VSTAR"", ""rarity"": ""RRR"", ""ref"": ""swsh10p_ja-41"", ""score"": 0.8623}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_PR,OUR_CATALOG,CRD_15AD6DF96106438BA899,쥬피썬더 EX,xy_ja-32,PR,467849,pkmn-tcg-PMCG-P-0065,マチスのサンダース P : 旧裏 [PMCG-P](プロモーションカード「コロコロコミック 1998年12月号」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7302850-yu.webp,CRD_15AD6DF96106438BA899,0.7421,"[{""cardId"": ""CRD_15AD6DF96106438BA899"", ""name"": ""쥬피썬더 EX"", ""rarity"": ""PR"", ""ref"": ""xy_ja-32"", ""score"": 0.7421}, {""cardId"": ""CRD_E5348A86CBCB4A0586C9"", ""name"": ""쥬피썬더 EX"", ""rarity"": ""RR"", ""ref"": ""xyp_ja-195"", ""score"": 0.7391}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_PROMO_PATTERN,OUR_CATALOG,CRD_15F5F5A58D814B10953B,님피아 GX,smp_ja-323,RR,91216,pkmn-tcg-SM-P-323,ニンフィアGX: プロモ[SM-P 323](プロモーションカード「SM-P」),https://cdn.snkrdunk.com/upload_bg_removed/7327113.webp,CRD_15F5F5A58D814B10953B,0.8278,"[{""cardId"": ""CRD_15F5F5A58D814B10953B"", ""name"": ""님피아 GX"", ""rarity"": ""RR"", ""ref"": ""smp_ja-323"", ""score"": 0.8278}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_PROMO_PATTERN,OUR_CATALOG,CRD_16CF32D4C1234DB68301,어흥염 GX,sm1p_ja-53,SR,106174,pkmn-tcg-SM1+-053,ガオガエンGX SR[SM1+ 053/051](強化拡張パック「サン＆ムーン」),https://cdn.snkrdunk.com/upload_bg_removed/20221206052745-0.webp,CRD_16CF32D4C1234DB68301,0.8233,"[{""cardId"": ""CRD_16CF32D4C1234DB68301"", ""name"": ""어흥염 GX"", ""rarity"": ""SR"", ""ref"": ""sm1p_ja-53"", ""score"": 0.8233}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_PR,OUR_CATALOG,CRD_170047638AA24C9D8581,솔가레오(프리즘스타),sm5s_ja-43,PR,112760,pkmn-tcg-SM8b-082,ソルガレオ PR[SM8b 082/150](ハイクラスパック「GXウルトラシャイニー」),https://cdn.snkrdunk.com/upload_bg_removed/20230209073231-0.webp,CRD_170047638AA24C9D8581,0.8014,"[{""cardId"": ""CRD_170047638AA24C9D8581"", ""name"": ""솔가레오(프리즘스타)"", ""rarity"": ""PR"", ""ref"": ""sm5s_ja-43"", ""score"": 0.8014}, {""cardId"": ""CRD_2E16148F22B445A2B1F9"", ""name"": ""솔가레오(프리즘스타)"", ""rarity"": ""PR"", ""ref"": ""sm8b_ja-82"", ""score"": 0.8006}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_NO_JP,OUR_CATALOG,CRD_1735A196292E42369E03,지라치 GX,NO_JP,RR,392833,pkmn-tcg-SMM-002,ジラーチGX [SMM 002/031](スターターセット TAG TEAM GX「エーフィ&デオキシスGX・ブラッキー&ダークライGX」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7327416-yu.webp,CRD_1735A196292E42369E03,0.8303,"[{""cardId"": ""CRD_1735A196292E42369E03"", ""name"": ""지라치 GX"", ""rarity"": ""RR"", ""ref"": ""sm11-79"", ""score"": 0.8303}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_PR,OUR_CATALOG,CRD_174D03650DD04FAB90ED,볼케니온(프리즘스타),sm6_ja-27,PR,334586,pkmn-tcg-SM6-027,ボルケニオン PR [SM6 027/094](拡張パック「禁断の光」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-SM6-027-.webp,CRD_174D03650DD04FAB90ED,0.806,"[{""cardId"": ""CRD_174D03650DD04FAB90ED"", ""name"": ""볼케니온(프리즘스타)"", ""rarity"": ""PR"", ""ref"": ""sm6_ja-27"", ""score"": 0.806}, {""cardId"": ""CRD_A63442582F7F4F8BABC9"", ""name"": ""볼케니온(프리즘스타)"", ""rarity"": ""PR"", ""ref"": ""sm12a_ja-37"", ""score"": 0.8032}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_NO_JP,OUR_CATALOG,CRD_176BE23510B840A2A394,피카츄 ex,NO_JP,RR,737036,pkmn-tcg-MC-764,ピカチュウex SAR仕様 [MC 764/742](スタートデッキ100「バトルコレクション」),https://cdn.snkrdunk.com/upload_bg_removed/20251219023825-0.webp,CRD_176BE23510B840A2A394,0.8186,"[{""cardId"": ""CRD_176BE23510B840A2A394"", ""name"": ""피카츄 ex"", ""rarity"": ""RR"", ""ref"": ""me2pt5-276"", ""score"": 0.8186}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_NO_JP,OUR_CATALOG,CRD_17B76AFFA5794001AF52,에브이 VMAX,NO_JP,RR,96655,pkmn-tcg-SI-173,エーフィVMAX [SI 173/414](スタートデッキ100),https://cdn.snkrdunk.com/upload_bg_removed/20220915072159-9.webp,CRD_17B76AFFA5794001AF52,0.9248,"[{""cardId"": ""CRD_17B76AFFA5794001AF52"", ""name"": ""에브이 VMAX"", ""rarity"": ""RR"", ""ref"": ""swsh7-65"", ""score"": 0.9248}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_PROMO_PATTERN,OUR_CATALOG,CRD_1A2192604CAF4EA98918,뮤츠 EX,bw3p_ja-55,SR,91635,pkmn-tcg-BW3-P-055,ミュウツーEX SR[BW3-P 055/052](拡張パック「サイコドライブ」),https://cdn.snkrdunk.com/upload_bg_removed/20230822001840-0.webp,CRD_1A2192604CAF4EA98918,0.9126,"[{""cardId"": ""CRD_1A2192604CAF4EA98918"", ""name"": ""뮤츠 EX"", ""rarity"": ""SR"", ""ref"": ""bw3p_ja-55"", ""score"": 0.9126}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_PR,OUR_CATALOG,CRD_1A7C81EF49754D76B049,디안시(프리즘스타),sm12a_ja-70,PR,,,,,,,[],SNK 후보 없음(소스 필요),NEEDS_SNK_SOURCE
OUR_NO_JP,OUR_CATALOG,CRD_1B7FAED9F23141518159,레지락 V,NO_JP,RR,331533,pkmn-tcg-SA-FG-005,レジロックV [SA-FG 005/024](スターターセットV 「闘」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-SA-FG009-of.webp,CRD_1B7FAED9F23141518159,0.8108,"[{""cardId"": ""CRD_1B7FAED9F23141518159"", ""name"": ""레지락 V"", ""rarity"": ""RR"", ""ref"": ""swsh1-104"", ""score"": 0.8108}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_PROMO_PATTERN,OUR_CATALOG,CRD_1B828812B58A4E3FB0CD,네크로즈마 GX,sm4p_ja-50,RR,,,,,,,[],SNK 후보 없음(소스 필요),NEEDS_SNK_SOURCE
OUR_PROMO_PATTERN,OUR_CATALOG,CRD_1BD0376A3CA8485BB302,릴리에,sm4p_ja-119,SR,91323,pkmn-tcg-326,リーリエ（がんばリーリエ） SR[SM4+ 119/114](ハイクラスパック「GXバトルブースト」),https://cdn.snkrdunk.com/upload_bg_removed/20240730032455-0.webp,CRD_1BD0376A3CA8485BB302,0.9584,"[{""cardId"": ""CRD_1BD0376A3CA8485BB302"", ""name"": ""릴리에"", ""rarity"": ""SR"", ""ref"": ""sm4p_ja-119"", ""score"": 0.9584}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_NO_JP,OUR_CATALOG,CRD_1C040171393842089CFF,고우스트,NO_JP,AR,674424,pkmn-tcg-MBG-022,ゴースト [MBG 022/021](スターターセットMEGA「メガゲンガーex」),https://cdn.snkrdunk.com/upload_bg_removed/20250904111040-0.webp,CRD_1C040171393842089CFF,0.9152,"[{""cardId"": ""CRD_1C040171393842089CFF"", ""name"": ""고우스트"", ""rarity"": ""AR"", ""ref"": ""mep-27"", ""score"": 0.9152}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_NO_JP,OUR_CATALOG,CRD_1C425DFA45494FDC8351,비크티니 ex,NO_JP,RR,129804,pkmn-tcg-SVD-014,ビクティニex [SVD 014/139](おまかせexスタートデッキ),https://cdn.snkrdunk.com/upload_bg_removed/TCG-PKG-SVD-5934.webp,CRD_1C425DFA45494FDC8351,0.7871,"[{""cardId"": ""CRD_1C425DFA45494FDC8351"", ""name"": ""비크티니 ex"", ""rarity"": ""RR"", ""ref"": ""sv3-33"", ""score"": 0.7871}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_PROMO_PATTERN,OUR_CATALOG,CRD_1C7DCAE87E334BB2AA8B,히드런 V,swsh10p_ja-14,RR,139528,pkmn-tcg-S10P-014,ヒードランV RR[s10P 014/067](拡張パック「スペースジャグラー」),https://cdn.snkrdunk.com/upload_bg_removed/TCG-PKG-S10P-3385.webp,CRD_1C7DCAE87E334BB2AA8B,0.788,"[{""cardId"": ""CRD_1C7DCAE87E334BB2AA8B"", ""name"": ""히드런 V"", ""rarity"": ""RR"", ""ref"": ""swsh10p_ja-14"", ""score"": 0.788}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_NO_JP,OUR_CATALOG,CRD_1D0F4747A8BF4524B3CF,마릴리 ex,NO_JP,RR,740486,pkmn-tcg-MC-297,マリルリex [MC 297/742](スタートデッキ100「バトルコレクション」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-2025-12-12-49013-of.webp,CRD_1D0F4747A8BF4524B3CF,0.8413,"[{""cardId"": ""CRD_1D0F4747A8BF4524B3CF"", ""name"": ""마릴리 ex"", ""rarity"": ""RR"", ""ref"": ""me2pt5-84"", ""score"": 0.8413}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_PROMO_PATTERN,OUR_CATALOG,CRD_1EB1317E215A4D5FABEE,피카츄,smp_ja-242,SM-P,407399,pkmn-tcg-SM-P-242,ピカチュウ P [SM-P 242](サン&ムーン スペシャルセット「ピカチュウ」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7325516-yu.webp,CRD_1EB1317E215A4D5FABEE,0.8895,"[{""cardId"": ""CRD_1EB1317E215A4D5FABEE"", ""name"": ""피카츄"", ""rarity"": ""SM-P"", ""ref"": ""smp_ja-242"", ""score"": 0.8895}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_NO_JP,OUR_CATALOG,CRD_1EDD60BB0BE04B8C999B,라이코 GX,NO_JP,RR,,,,,,,[],SNK 후보 없음(소스 필요),NEEDS_SNK_SOURCE
OUR_PR,OUR_CATALOG,CRD_1EDE2D3DF6644957B409,기라티나(프리즘스타),sm5m_ja-30,PR,450658,pkmn-tcg-DPM-005,反転世界のギラティナ [DP 005/009](ダイヤモンドパール「映画公開記念 プレミアムシート2008」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7313014-yu.webp,CRD_1EDE2D3DF6644957B409,0.8151,"[{""cardId"": ""CRD_1EDE2D3DF6644957B409"", ""name"": ""기라티나(프리즘스타)"", ""rarity"": ""PR"", ""ref"": ""sm5m_ja-30"", ""score"": 0.8151}, {""cardId"": ""CRD_84956B7620D249279F78"", ""name"": ""기라티나(프리즘스타) [오리진폼]"", ""rarity"": ""PR"", ""ref"": ""sm12a_ja-58"", ""score"": 0.7942}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_PR|OUR_PROMO_PATTERN,OUR_CATALOG,CRD_1F2BEBDD9D0144DC8275,피카츄,svp_ja-242,PR,518774,pkmn-tcg-SV-P-242,ピカチュウ [SV-P 242](プロモカードパック「イラストレーションコンテスト 2024 受賞作品プロモカード化記念キャンペーン」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-SV-P-242-of.webp,CRD_1F2BEBDD9D0144DC8275,0.8714,"[{""cardId"": ""CRD_1F2BEBDD9D0144DC8275"", ""name"": ""피카츄"", ""rarity"": ""PR"", ""ref"": ""svp_ja-242"", ""score"": 0.8714}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_PROMO_PATTERN,OUR_CATALOG,CRD_1F42D34F4DCB4A0DA99D,루카리오 VSTAR,swshp_ja-305,HR,98403,pkmn-tcg-1706,ルカリオVSTAR HR: 争奪戦プロモ[S-P 305](プロモーションカード「S-P」),https://cdn.snkrdunk.com/upload_bg_removed/20221003081026-1.webp,CRD_1F42D34F4DCB4A0DA99D,0.8669,"[{""cardId"": ""CRD_1F42D34F4DCB4A0DA99D"", ""name"": ""루카리오 VSTAR"", ""rarity"": ""HR"", ""ref"": ""swshp_ja-305"", ""score"": 0.8669}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_PR|OUR_PROMO_PATTERN,OUR_CATALOG,CRD_1F692CD4AE004ABBACC3,야부엉 BREAK,xyp_ja-216,PR,,,,,,,[],SNK 후보 없음(소스 필요),NEEDS_SNK_SOURCE
OUR_PR|OUR_PROMO_PATTERN,OUR_CATALOG,CRD_1F7AA893695B4F56A551,M보만다 EX,xyp_ja-257,PR,413444,pkmn-tcg-XY-P-MSGB-257,MボーマンダEX P [XY-P 257](プロモーションカード「メガボーマンダジムバトル」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7314802-yu.webp,CRD_1F7AA893695B4F56A551,0.7658,"[{""cardId"": ""CRD_1F7AA893695B4F56A551"", ""name"": ""M보만다 EX"", ""rarity"": ""PR"", ""ref"": ""xyp_ja-257"", ""score"": 0.7658}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_PROMO_PATTERN,OUR_CATALOG,CRD_1FC4B3E18BB94A0EB6CC,아머드 뮤츠,smp_ja-365,SM-P,107574,pkmn-tcg-SM-P-365,アーマードミュウツー: プロモ (開封済) [SM-P 365](プロモーションカード「SM-P」),https://cdn.snkrdunk.com/upload_bg_removed/20250324060539-0.webp,CRD_1FC4B3E18BB94A0EB6CC,0.7644,"[{""cardId"": ""CRD_1FC4B3E18BB94A0EB6CC"", ""name"": ""아머드 뮤츠"", ""rarity"": ""SM-P"", ""ref"": ""smp_ja-365"", ""score"": 0.7644}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_NO_JP|OUR_PR,OUR_CATALOG,CRD_205C20056CBF48F8B08D,메타몽,NO_JP,PR,250848,pkmn-tcg-WCS-SVP,パラダイスリゾート (インドネシア語版) :プロモ [PROMO SV-P] (ワールドチャンピオンシップス 2023 横浜 出場者配布),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-WCS-SVP-10.webp,CRD_205C20056CBF48F8B08D,0.696,"[{""cardId"": ""CRD_205C20056CBF48F8B08D"", ""name"": ""메타몽"", ""rarity"": ""PR"", ""ref"": """", ""score"": 0.696}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_PR|OUR_PROMO_PATTERN,OUR_CATALOG,CRD_20E1890D79D254945C3E00F70560A986,스카루단 고꼬 피카츄,smp_ja-13,PR,91218,pkmn-tcg-172,スカル団ごっこピカチュウ: プロモ[SM-P 013](スペシャルBOX「団員ごっこピカチュウ」),https://cdn.snkrdunk.com/upload_bg_removed/20240614092301-0.webp,CRD_20E1890D79D254945C3E00F70560A986,0.8602,"[{""cardId"": ""CRD_20E1890D79D254945C3E00F70560A986"", ""name"": ""스카루단 고꼬 피카츄"", ""rarity"": ""PR"", ""ref"": ""smp_ja-13"", ""score"": 0.8602}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_NO_JP,OUR_CATALOG,CRD_2156FFB7752D47F99AC9,샤미드 GX,NO_JP,RR,392730,pkmn-tcg-SMI-007,シャワーズGX [SMI 007/038](スターターセット「炎のブースターGX・水のシャワーズGX・雷のサンダースGX」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7326320-yu.webp,CRD_2156FFB7752D47F99AC9,0.8331,"[{""cardId"": ""CRD_2156FFB7752D47F99AC9"", ""name"": ""샤미드 GX"", ""rarity"": ""RR"", ""ref"": ""smp-SM172"", ""score"": 0.8331}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_PROMO_PATTERN,OUR_CATALOG,CRD_2165621DAD614A36A40F,지우의 피카츄,smp_ja-74,SM-P,91257,pkmn-tcg-SM-P-074,サトシのピカチュウ: プロモ[SM-P 74](プロモーションカード「SM-P」),https://cdn.snkrdunk.com/upload_bg_removed/20240614091830-0.webp,CRD_2165621DAD614A36A40F,0.807,"[{""cardId"": ""CRD_2165621DAD614A36A40F"", ""name"": ""지우의 피카츄"", ""rarity"": ""SM-P"", ""ref"": ""smp_ja-74"", ""score"": 0.807}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_PROMO_PATTERN,OUR_CATALOG,CRD_21AA8DB739564F3E9CA5,피카츄,smp_ja-44,SM-P,403513,pkmn-tcg-SM-P-044,ピカチュウ P [SM-P 044](サン&ムーン スペシャルセット「ピカチュウ」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-7325560-yu.webp,CRD_21AA8DB739564F3E9CA5,0.9542,"[{""cardId"": ""CRD_21AA8DB739564F3E9CA5"", ""name"": ""피카츄"", ""rarity"": ""SM-P"", ""ref"": ""smp_ja-44"", ""score"": 0.9542}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_NO_JP,OUR_CATALOG,CRD_2252E930246B4993998A,마리의 모르페코,NO_JP,AR,509405,pkmn-tcg-SVOM-020,マリィのモルペコ [SVOM 020/019](スターターセットex「マリィのモルペコ＆オーロンゲex」),https://cdn.snkrdunk.com/upload_bg_removed/20250220050000-9.webp,CRD_2252E930246B4993998A,0.7617,"[{""cardId"": ""CRD_2252E930246B4993998A"", ""name"": ""마리의 모르페코"", ""rarity"": ""AR"", ""ref"": ""svp-206"", ""score"": 0.7617}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_PROMO_PATTERN,OUR_CATALOG,CRD_22EF9B97621442EB9B4B,철화구야 GX,sm4p_ja-71,RR,335920,pkmn-tcg-SM4+-071,テッカグヤGX RR [SM4+ 071/114](ハイクラスパック「GXバトルブースト」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-SM4GX-071-yu.webp,CRD_22EF9B97621442EB9B4B,0.8743,"[{""cardId"": ""CRD_22EF9B97621442EB9B4B"", ""name"": ""철화구야 GX"", ""rarity"": ""RR"", ""ref"": ""sm4p_ja-71"", ""score"": 0.8743}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_NO_JP,OUR_CATALOG,CRD_235AEB6FAEA54083A5AF,무쇠암석 ex,NO_JP,RR,740628,pkmn-tcg-MC-429,テツノイワオex :ミラー [MC 429/742](スタートデッキ100「バトルコレクション」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-2025-12-12-49535-of.webp,CRD_235AEB6FAEA54083A5AF,0.87,"[{""cardId"": ""CRD_235AEB6FAEA54083A5AF"", ""name"": ""무쇠암석 ex"", ""rarity"": ""RR"", ""ref"": ""svp-147"", ""score"": 0.87}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_PR|OUR_PROMO_PATTERN,OUR_CATALOG,CRD_243B025EA81342949B2D,피카츄,svp_ja-197,PR,475194,pkmn-tcg-SV-P-197,ピカチュウ P [SV-P 197](プロモーションカード「WCS2024 開催記念」),https://cdn.snkrdunk.com/upload_bg_removed/pkmn-tcg-SV-P-197-ot.webp,CRD_243B025EA81342949B2D,0.8305,"[{""cardId"": ""CRD_243B025EA81342949B2D"", ""name"": ""피카츄"", ""rarity"": ""PR"", ""ref"": ""svp_ja-197"", ""score"": 0.8305}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_NO_JP,OUR_CATALOG,CRD_24EB8C7EAF8344B58654,샤미드 VMAX,NO_JP,RR,100087,pkmn-tcg-1752,シャワーズVMAX [SP4 002/004](VMAXスペシャルセット「イーブイヒーローズ」),https://cdn.snkrdunk.com/upload_bg_removed/20221018024729-0.webp,CRD_24EB8C7EAF8344B58654,0.8745,"[{""cardId"": ""CRD_24EB8C7EAF8344B58654"", ""name"": ""샤미드 VMAX"", ""rarity"": ""RR"", ""ref"": ""swsh7-30"", ""score"": 0.8745}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_NO_JP,OUR_CATALOG,CRD_255CB9C1E0E948988562,잠만보 ex,NO_JP,RR,425295,pkmn-tcg-SVM-094,カビゴンex [SVM 094/175](スタートデッキ「Generations」),https://cdn.snkrdunk.com/upload_bg_removed/20241121080306-3.webp,CRD_255CB9C1E0E948988562,0.8528,"[{""cardId"": ""CRD_255CB9C1E0E948988562"", ""name"": ""잠만보 ex"", ""rarity"": ""RR"", ""ref"": ""sv8pt5-76"", ""score"": 0.8528}]",매핑됨(검증필요),VERIFY_MAPPING
OUR_NO_JP,OUR_CATALOG,CRD_25A858D01145493BB66AF82B8EA32B7C,메가리자몽Y ex,NO_JP,MUR,742562,pkmn-tcg-MC-766,メガリザードンYex MUR仕様 [MC 766/742](スタートデッキ100「バトルコレクション」),https://cdn.snkrdunk.com/upload_bg_removed/20251219004556-0.webp,CRD_25A858D01145493BB66AF82B8EA32B7C,0.8359,"[{""cardId"": ""CRD_25A858D01145493BB66AF82B8EA32B7C"", ""name"": ""메가리자몽Y ex"", ""rarity"": ""MUR"", ""ref"": ""me2pt5-294"", ""score"": 0.8359}]",매핑됨(검증필요),VERIFY_MAPPING
