CRD_0947A2BADF48F0637F4B,PSA9,20067,19989,8
CRD_0947A2BADF48F0637F4B,RAW,1414,1321,19
CRD_09516DD8E2C14A009B0E,PSA10,105386,104906,29
CRD_09516DD8E2C14A009B0E,PSA9,23900,23792,29
CRD_09516DD8E2C14A009B0E,RAW,34540,35016,29
CRD_095AFC71458E492189E1,PSA10,56203,54927,29
CRD_095AFC71458E492189E1,PSA9,21274,21197,29
CRD_095AFC71458E492189E1,RAW,3227,3165,29
CRD_096403B193C94990A6F0,PSA10,227724,230488,28
CRD_096403B193C94990A6F0,PSA9,76361,76065,28
CRD_096403B193C94990A6F0,RAW,50642,47569,28
CRD_0989252EF29D4FAB9599,PSA10,61106,63728,29
CRD_0989252EF29D4FAB9599,PSA9,36922,22557,29
CRD_0989252EF29D4FAB9599,RAW,14090,11969,29
CRD_098C383D6CBC4015A438,PSA10,68660,68175,29
CRD_098C383D6CBC4015A438,PSA9,30244,30106,29
CRD_098C383D6CBC4015A438,RAW,1767,1736,29
CRD_09A1CB4E6B9E4002ACA2,PSA10,84737,89518,29
CRD_09A1CB4E6B9E4002ACA2,PSA9,31943,33857,29
CRD_09A1CB4E6B9E4002ACA2,RAW,8020,8236,29
CRD_09AAD6A024434832A88A,PSA10,153033,152290,30
CRD_09AAD6A024434832A88A,RAW,23047,23047,30
CRD_09BE4064BBF541EE8222,PSA10,63672,63363,29
CRD_09BE4064BBF541EE8222,PSA9,34986,34816,29
CRD_09BE4064BBF541EE8222,RAW,3949,4195,29
CRD_09EFFE8F5F8C4A58A5DD,PSA10,53192,52950,29
CRD_09EFFE8F5F8C4A58A5DD,RAW,2889,2889,29
CRD_0A08B2E2AE7D46908548,PSA10,22571,22461,29
CRD_0A08B2E2AE7D46908548,PSA9,13828,13761,29
CRD_0A08B2E2AE7D46908548,RAW,2766,2766,29
CRD_0A1A02B69C48772F29BD,RAW,8589,8574,22
CRD_0A1D6B89377D433F8DC2,PSA10,139973,139294,29
CRD_0A1D6B89377D433F8DC2,PSA9,61444,61146,29
CRD_0A1D6B89377D433F8DC2,RAW,6207,6207,29
CRD_0A4BC771BE0743608661,PSA10,610190,,0
CRD_0A536D17231946EBBE81,PSA10,131590,109176,29
CRD_0A536D17231946EBBE81,PSA9,40996,40810,29
CRD_0A536D17231946EBBE81,RAW,33203,33526,29
CRD_0A903CAA6FAE43DA81D3,PSA10,105877,106377,29
CRD_0A903CAA6FAE43DA81D3,PSA9,69366,68877,29
CRD_0A903CAA6FAE43DA81D3,RAW,14366,14366,29
CRD_0A986E45BB20474CB2BF,PSA9,8505,8425,28
CRD_0A986E45BB20474CB2BF,RAW,538,461,28
CRD_0AB4A2D2E3654FD69744,PSA10,71446,81311,30
CRD_0AB4A2D2E3654FD69744,PSA9,30253,30068,30
CRD_0AB4A2D2E3654FD69744,RAW,9542,9588,30
CRD_0AC16029AD564BF68326,PSA10,42269,42063,29
CRD_0AC16029AD564BF68326,PSA9,10755,10703,29
CRD_0AC16029AD564BF68326,RAW,4609,4548,29
CRD_0AD03EC9544B43B4AF4F,PSA10,61959,61298,28
CRD_0AD03EC9544B43B4AF4F,RAW,2504,2512,28
CRD_0AD2B95BE4924784A6C4,PSA10,62347,62143,29
CRD_0AD2B95BE4924784A6C4,PSA9,21043,20948,29
CRD_0AD2B95BE4924784A6C4,RAW,6807,6930,29
CRD_0AF83E61B4874FECB22C,PSA10,120368,86939,29
CRD_0AF83E61B4874FECB22C,PSA9,31974,35343,29
CRD_0AF83E61B4874FECB22C,RAW,12292,12906,29
CRD_0B145711AB734536AD63,PSA10,60694,58758,28
CRD_0B145711AB734536AD63,RAW,12522,12246,28
CRD_0B17CA38B6334F20B964,PSA10,62980,62675,29
CRD_0B17CA38B6334F20B964,PSA9,10755,10703,29
CRD_0B17CA38B6334F20B964,RAW,1214,1214,29
CRD_0B188D85E3A44B03D1BA,PSA10,6456830,6456830,26
CRD_0B188D85E3A44B03D1BA,PSA9,1563045,1548622,26
CRD_0B188D85E3A44B03D1BA,RAW,1235000,,0
CRD_0B1B22D6D38DC9FDB7C1,PSA10,62980,63026,9
CRD_0B1B22D6D38DC9FDB7C1,RAW,753,753,20
CRD_0B22E2A33CB14A99888F,PSA10,43559,43348,29
CRD_0B22E2A33CB14A99888F,PSA9,25782,25284,29
CRD_0B22E2A33CB14A99888F,RAW,2151,2182,29
CRD_0B59EFE11F824CC29403,PSA10,70678,70400,26
CRD_0B59EFE11F824CC29403,RAW,814,814,29
CRD_0B59FFD0541D47B4BE4A,PSA10,307219,305728,29
CRD_0B59FFD0541D47B4BE4A,RAW,6991,7068,29
CRD_0B5E6A47F7A34237A44A,PSA10,39948,39755,29
CRD_0B5E6A47F7A34237A44A,RAW,9326,9326,29
CRD_0B802D98F17B44E8B194,PSA9,19974,19877,30
CRD_0B802D98F17B44E8B194,RAW,5439,5439,30
CRD_0B84E98684704E7CBB0F,PSA10,63902,82458,29
CRD_0B84E98684704E7CBB0F,PSA9,33572,33409,29
CRD_0B84E98684704E7CBB0F,RAW,7344,7652,29
CRD_0BBA24DF2AA04E9F8934,PSA10,61459,61161,30
CRD_0BBA24DF2AA04E9F8934,RAW,10371,10371,30
CRD_0BCE4311895A4715B616,PSA10,130031,107147,28
CRD_0BCE4311895A4715B616,PSA9,31674,31416,28
CRD_0BCE4311895A4715B616,RAW,2812,2796,28
CRD_0BDAE7D89E874FAF958A,PSA10,842265,834493,26
CRD_0BDAE7D89E874FAF958A,PSA9,515156,510402,26
CRD_0BDAE7D89E874FAF958A,RAW,760000,,0
CRD_0BDC07CD5DF04DCC8A26,PSA10,693083,685681,28
CRD_0BDC07CD5DF04DCC8A26,PSA9,185754,183770,28
CRD_0BDC07CD5DF04DCC8A26,RAW,99871,99871,28
CRD_0C0972C263B343A4BB0D,PSA10,45495,45333,29
CRD_0C0972C263B343A4BB0D,PSA9,12384,12324,29
CRD_0C0972C263B343A4BB0D,RAW,830,645,29
CRD_0C103A2D31494C7580E2,PSA10,50934,50687,29
CRD_0C103A2D31494C7580E2,PSA9,26043,25917,29
CRD_0C103A2D31494C7580E2,RAW,29070,29070,29
CRD_0C126096DBBD4B00BFB9,PSA10,101254,99999,29
CRD_0C126096DBBD4B00BFB9,RAW,2228,2289,29
CRD_0C248A94127B49FB8F15,PSA10,80419,52069,29
CRD_0C248A94127B49FB8F15,RAW,5839,5839,29
CRD_0C3A374FCCE5445B84A9,PSA10,51656,51421,29
CRD_0C3A374FCCE5445B84A9,PSA9,9216,9174,29
CRD_0C3A374FCCE5445B84A9,RAW,9664,9726,29
CRD_0C3B052D2AB54CD8908B,PSA10,33573,33214,28
CRD_0C3B052D2AB54CD8908B,RAW,415,430,28
CRD_0C3B183FCB4142F2B7B8,PSA10,90330,89891,30
CRD_0C3B183FCB4142F2B7B8,RAW,7851,7851,30
CRD_0C741136B4054397BC6E,PSA10,1119280,1113845,30
CRD_0C741136B4054397BC6E,PSA9,194104,193161,30
CRD_0C741136B4054397BC6E,RAW,122918,122918,29
CRD_0C99B90A478B44A1BA11,PSA10,70866,575272,27
CRD_0C99B90A478B44A1BA11,PSA9,82705,82384,27
CRD_0C99B90A478B44A1BA11,RAW,69142,69142,17
CRD_0CB06AA60B6E4470B9A9,PSA10,56835,53667,28
CRD_0CB06AA60B6E4470B9A9,PSA9,27584,27324,28
CRD_0CB06AA60B6E4470B9A9,RAW,2335,2405,28
CRD_0CE1AB32F2CE46FFAA8B,PSA10,64666,64372,29
CRD_0CE1AB32F2CE46FFAA8B,PSA9,41088,40901,29
CRD_0CE1AB32F2CE46FFAA8B,RAW,11524,11524,29
CRD_0CE1E882E3DB3A128B10,RAW,1352,1352,20
CRD_0CE6EEB1A26B404D9703,PSA10,9219,9183,29
CRD_0CE6EEB1A26B404D9703,PSA9,10755,10713,29
CRD_0CE6EEB1A26B404D9703,RAW,1460,1429,29
CRD_0CFBA7BBD78645C38955,PSA10,253504,252273,29
CRD_0CFBA7BBD78645C38955,PSA9,23047,22935,29
CRD_0CFBA7BBD78645C38955,RAW,14504,14504,29
CRD_0D1FEC3632AD4FED9507,PSA10,163309,152195,29
CRD_0D1FEC3632AD4FED9507,PSA9,54759,54510,29
