card_id,name,rarity,num,jp_ref,en_ref,selected_source,ko_current,selected_raw_krw,coef_current,en_raw,jp_raw,snk_raw,snk_n,jp_p10,jp_p9,snk_p10,snk_p9,scry_ladder,snk_ladder,pricing_mode,jp_coef,jp_coef_scope,ko_via_jp,ko_via_snk,mult_jp,mult_snk,selection_bug_raw,underpriced_by_jp,underpriced_by_snk,coef_missing,actionable,category
CRD_94600282DA1043CC8FAF,구즈마,SR,056/051,sm3n_ja-56,sm3-143,EN,6280,37383,0.168000,37383,123500,0,0,338026,28425,142490,0,PSA10 > RAW > PSA9,PSA10,COEF,0.388629,RARITY,47996,,7.6,,True,True,False,False,True,UNDERPRICED
CRD_EFEE7C6C9BA44AF98AF2,이상해꽃 EX,RR,001/100,cp6_ja-1,xy12-1,EN,1423,7559,0.188200,7525,17224,47500,1,138406,37874,0,0,PSA10 > PSA9 > RAW,RAW,COEF,0.228936,RARITY,3943,10874,2.8,7.6,True,True,True,False,True,UNDERPRICED
CRD_4E19D3DA09F7478A8AE4,칼라마네로 EX,SR,091/088,xy4_ja-91,xy4-115,EN,4000,29762,0.134400,29624,76809,0,0,288950,0,142500,0,PSA10 > RAW,PSA10,COEF,0.388629,RARITY,29850,,7.5,,True,True,False,False,True,UNDERPRICED
CRD_BC975C84189F46CDAFBF,난천,SR,070/066,sm5m_ja-70,sm5-148,EN,60167,358138,0.168000,358138,1140000,760000,1,1693524,601916,1206490,731500,PSA10 > RAW > PSA9,PSA10 > RAW > PSA9,COEF,0.388629,RARITY,443037,295358,7.4,4.9,True,True,True,False,True,UNDERPRICED
CRD_279CE3C2D7CE469A85E7,메탕,S,190/150,sm8b_ja-190,sma-SV30,EN,1406,4379,0.321100,4359,9219,0,0,0,0,0,0,RAW,,COEF,1.12,RARITY,10325,,7.3,,True,True,False,False,True,UNDERPRICED
CRD_7DA779D04F114E638002,세비퍼,S,175/150,sm8b_ja-175,sma-SV15,EN,1056,3288,0.321100,3273,6883,0,0,0,0,0,0,RAW,,COEF,1.12,RARITY,7709,,7.3,,True,True,False,False,True,UNDERPRICED
CRD_D264A2B826384DCCB7D7,가이오가 V,PR,S-P 177,swshp_ja-296,swsh12pt5-37,EN,498,1552,0.321100,1545,15534,42750,5,142140,24584,165300,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,0.085544,RARITY,1329,3657,2.7,7.3,True,True,True,False,True,UNDERPRICED
CRD_4B0D00B3E615450ABC4E,모야모,SAR,095/071,sv2d_ja-96,sv2-269,EN,24517,109597,0.223700,109597,466568,446500,18,746330,471469,803605,379990,PSA10 > PSA9 > RAW,PSA10 > RAW > PSA9,COEF,0.376892,RARITY,175846,168282,7.2,6.9,True,True,True,False,True,UNDERPRICED
CRD_217D78A666514D618747,알로라식스테일,S,168/150,sm8b_ja-168,sma-SV8,EN,6887,21449,0.321100,21449,43790,0,0,55267,53761,0,0,PSA10 > PSA9 > RAW,,COEF,1.12,RARITY,49045,,7.1,,True,True,False,False,True,UNDERPRICED
CRD_624C4EA100C746ABB72D,스핀로토무,AR,213/193,m2a_ja-213,NO_EN,JP,715,1521,0.470300,0,1521,9500,2,57219,13936,63488,28500,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.535789,RARITY,815,5090,1.1,7.1,False,True,True,False,True,UNDERPRICED
CRD_E930F6192B8A47DA8248,카푸브루루 GX,SR,050/049,sm2p_ja-50,sm3-130,EN,1089,6484,0.168000,6454,19950,0,0,0,15365,0,0,RAW > PSA9,,COEF,0.388629,RARITY,7753,,7.1,,True,True,False,False,True,UNDERPRICED
CRD_482D1C2F5F0041739B92,나인테일 BREAK,RR,016/100,cp6_ja-16,xy12-16,EN,1313,6976,0.188200,6943,39933,0,0,206180,27780,0,0,PSA10 > RAW > PSA9,,COEF,0.228936,RARITY,9142,,7.0,,True,True,False,False,True,UNDERPRICED
CRD_693D655002B04679AF62,메가리자몽Y ex,RR,085/742,NO_JP,me2pt5-22,EN,2472,13137,0.188200,13076,0,75525,29,0,0,372875,143450,,PSA10 > PSA9 > RAW,COEF,0.228936,RARITY,,17290,,7.0,False,False,True,False,True,UNDERPRICED
CRD_7FFB3A5460DC46489885,쌍검킬,AR,091/080,m3_ja-91,me3-98,JP,1496,3181,0.470300,5062,3181,19475,3,121136,30714,66481,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,0.535789,RARITY,1704,10434,1.1,7.0,False,True,True,False,True,UNDERPRICED
CRD_C3E06830FAAA4837AB25,아리아도스,CHR,205/184,swsh8b_ja-205,swsh9tg-TG09,JP,2163,2320,0.932500,3930,2320,13300,1,49813,19974,64600,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,1.12,RARITY,2598,14896,1.2,6.9,False,True,True,False,True,UNDERPRICED
CRD_45F4859A17FA4968BCF6,딱구리 ex,RR,076/165,sv2a_ja-76,sv3pt5-76,EN,318,1690,0.188200,1682,676,9500,1,59938,22817,0,0,PSA10 > PSA9 > RAW,RAW,COEF,0.228936,RARITY,155,2175,0.5,6.8,False,False,True,False,True,UNDERPRICED
CRD_CA05CA30ECC64AAA9103,M엘레이드 EX,SR,081/078,xy6_ja-81,xy6-100,EN,12289,91436,0.134400,91013,215092,0,0,749418,119845,0,0,PSA10 > RAW > PSA9,,COEF,0.388629,RARITY,83591,,6.8,,True,True,False,False,True,UNDERPRICED
CRD_F1CB7ED5CD064F76B004,M헬가 EX,SR,061/059,xy8r_ja-61,xy8-154,EN,12520,93157,0.134400,92726,215107,0,0,493087,0,475000,0,PSA10 > RAW,PSA10,COEF,0.388629,RARITY,83597,,6.7,,True,True,False,False,True,UNDERPRICED
CRD_318B01AFB53C42318601,더시마사리 GX,SR,056/051,sm1p_ja-56,sm2-136,EN,1180,7022,0.168000,6989,19974,0,0,0,0,0,0,RAW,,COEF,0.388629,RARITY,7762,,6.6,,True,True,False,False,True,UNDERPRICED
CRD_6F30F6948BD54C099B7B,남나리의 도움,SR,196/165,sv2a_ja-198,sv3pt5-195,JP,1119,2842,0.393600,5582,2842,18990,7,61367,12615,104500,28500,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.388629,RARITY,1104,7380,1.0,6.6,False,False,True,False,True,UNDERPRICED
CRD_B270EBD54E8C47AF8BA8,주혜,SAR,242/172,swsh12a_ja-236,swsh12pt5gg-GG63,EN,2616,11693,0.223700,11639,30760,45600,10,98919,41977,147250,46550,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.376892,RARITY,11593,17186,4.4,6.6,True,True,True,False,True,UNDERPRICED
CRD_144F4E4E8E2B4DBD8115,괴력몬 GX,SR,053/049,sm2p_ja-53,sm3-135,EN,1877,11170,0.168000,11119,31350,0,0,35339,23047,0,0,PSA10 > RAW > PSA9,,COEF,0.388629,RARITY,12184,,6.5,,True,True,False,False,True,UNDERPRICED
CRD_828E8D059DF7414D891B,뮤 ex,SAR,205/165,sv2a_ja-205,svp-53,EN,28349,126729,0.223700,126729,339562,490827,44,884106,372520,933375,361000,PSA10 > PSA9 > RAW,PSA10 > RAW > PSA9,COEF,0.376892,RARITY,127978,184989,4.5,6.5,True,True,True,False,True,UNDERPRICED
CRD_AFBD5F78887542BAB486,마적의 히든볼트릭,SR,077/070,xy5g_ja-78,xy5-158,EN,3667,27288,0.134400,27162,61459,0,0,515259,0,0,0,PSA10 > RAW,,COEF,0.388629,RARITY,23885,,6.5,,True,True,False,False,True,UNDERPRICED
CRD_4E35CE088AB142C69436D3D5EB25F6E7,카르본,AR,083/080,m2_ja-83,mep-22,JP,1315,2796,0.470300,4316,2796,15675,2,66468,22678,64600,29925,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.535789,RARITY,1498,8398,1.1,6.4,False,True,True,False,True,UNDERPRICED
CRD_7C41E202DFC4497C81E0,이상해꽃 ex,RR,003/049,NO_JP,sv7-1,EN,341,1813,0.188200,1805,0,9500,2,0,0,87229,0,,PSA10 > RAW,COEF,0.228936,RARITY,,2175,,6.4,False,False,True,False,True,UNDERPRICED
CRD_B7B757AF0B3E44FB9C36,마기라스 EX,SR,089/081,xy7_ja-89,xy7-91,EN,21877,162775,0.134400,162021,361000,0,0,823000,0,931000,0,PSA10 > RAW,PSA10,COEF,0.388629,RARITY,140295,,6.4,,True,True,False,False,True,UNDERPRICED
CRD_C4F64FFCE1CF446580D4,사나,SR,077/067,swsh7r_ja-77,swsh8-263,EN,5195,5808,0.894500,5781,43482,85500,3,132107,41393,180025,85500,PSA10 > RAW > PSA9,PSA10 > RAW > PSA9,COEF,0.388629,RARITY,16898,33228,3.3,6.4,True,True,True,False,True,UNDERPRICED
CRD_7C977A54E4F7492996C5,엘레이드 EX,SR,080/078,xy6_ja-80,xy6-99,EN,3678,27365,0.134400,27238,59154,0,0,291025,33987,0,0,PSA10 > RAW > PSA9,,COEF,0.388629,RARITY,22989,,6.3,,True,True,False,False,True,UNDERPRICED
CRD_3ABA99E638CD43358D1A,라프라스 GX,SR,061/060,sm1s_ja-61,sm1-139,EN,2395,14259,0.168000,14193,38000,0,0,150575,73521,0,0,PSA10 > PSA9 > RAW,,COEF,0.388629,RARITY,14768,,6.2,,True,True,False,False,True,UNDERPRICED
CRD_877457DF732E4A2C8C7F,원시가이오가 EX,SR,073/070,xy5t_ja-73,xy5-149,EN,65534,487602,0.134400,487602,1045000,0,0,2159599,519330,1710000,712500,PSA10 > RAW > PSA9,PSA10 > PSA9,COEF,0.388629,RARITY,406117,,6.2,,True,True,False,False,True,UNDERPRICED
CRD_F502DD41B3C245CCBC78,화석 연구원,SR,103/096,xy3_ja-101,xy3-110,EN,5373,39979,0.134400,39794,85500,0,0,189448,0,0,0,PSA10 > RAW,,COEF,0.388629,RARITY,33228,,6.2,,True,True,False,False,True,UNDERPRICED
CRD_34634E0B83674493958D,메가저리더프 ex,MA,225/193,m2a_ja-225,me2pt5-266,JP,1045,4072,0.256600,7035,4072,24938,19,77946,35984,68400,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,0.256562,RARITY,1045,6398,1.0,6.1,False,False,True,False,True,UNDERPRICED
CRD_70689C813B324C93AC03,M강철톤 EX,SR,057/054,xy11f_ja-57,xy11-109,EN,7318,54453,0.134400,54453,115236,0,0,412161,0,427500,0,PSA10 > RAW,PSA10,COEF,0.388629,RARITY,44784,,6.1,,True,True,False,False,True,UNDERPRICED
CRD_9854903EC2F54EBAB680,데덴네 ex,RR,038/073,sv1a_ja-38,sv2-93,JP,359,891,0.402800,1728,891,9500,1,42745,15365,0,0,PSA10 > PSA9 > RAW,RAW,COEF,0.228936,RARITY,204,2175,0.6,6.1,False,False,True,False,True,UNDERPRICED
CRD_D8CA3FC24E11442D97E0,빠모,AR,340/190,sv4a_ja-340,sv4pt5-226,JP,2695,5731,0.470300,5628,5731,30875,2,64501,0,66490,0,PSA10 > RAW,PSA10 > RAW,COEF,0.535789,RARITY,3071,16542,1.1,6.1,False,True,True,False,True,UNDERPRICED
CRD_49258A0BD56C4E8CAAE1,샤크니아 EX,SR,074/070,xy5t_ja-74,xy5-152,EN,7967,59277,0.134400,59003,123500,0,0,339946,138283,337250,0,PSA10 > PSA9 > RAW,PSA10,COEF,0.388629,RARITY,47996,,6.0,,True,True,False,False,True,UNDERPRICED
CRD_57B8FD435C2148F8854F,괴력몬 BREAK,RR,060/100,cp6_ja-58,xy12-60,EN,1029,5470,0.188200,5445,26888,0,0,144859,70309,0,0,PSA10 > PSA9 > RAW,,COEF,0.228936,RARITY,6156,,6.0,,True,True,False,False,True,UNDERPRICED
CRD_D56048415DA2405E9DBC,피카츄 V,PR,S-P 73,swshp_ja-122,swshp-SWSH061,EN,1071,3334,0.321100,3319,13997,73464,25,222605,38627,266912,66500,PSA10 > PSA9 > RAW,PSA10 > RAW > PSA9,COEF,0.085544,RARITY,1197,6284,1.1,5.9,True,True,True,False,True,UNDERPRICED
CRD_FCE1C605BB654E2BBC63,할라,SR,055/050,sm2k_ja-55,sm2-143,EN,1136,6761,0.168000,6729,17100,0,0,345769,0,0,0,PSA10 > RAW,,COEF,0.388629,RARITY,6646,,5.9,,True,True,False,False,True,UNDERPRICED
CRD_2BAD952E439344719A81,레쿠쟈 VMAX,UR,284/184,swsh8b_ja-284,swsh12tg-TG29,JP,32252,73905,0.436400,62350,73905,377616,20,622689,77070,645364,285000,PSA10 > PSA9 > RAW,PSA10 > RAW > PSA9,COEF,0.491811,RARITY,36347,185716,1.1,5.8,False,True,True,False,True,UNDERPRICED
CRD_330DDDD1228E4170B359,형사구스 GX,SR,064/060,sm1s_ja-64,sm1-145,EN,638,3795,0.168000,3778,9500,0,0,0,12292,0,0,PSA9 > RAW,,COEF,0.388629,RARITY,3692,,5.8,,True,True,False,False,True,UNDERPRICED
CRD_7C280FA0405542028F83,뮤 VMAX,UR,280/184,swsh8b_ja-280,swsh11tg-TG30,JP,23475,53792,0.436400,50258,53792,274550,24,496406,28748,500175,132050,PSA10 > RAW > PSA9,PSA10 > RAW > PSA9,COEF,0.491811,RARITY,26455,135027,1.1,5.8,False,True,True,False,True,UNDERPRICED
CRD_AA80CBBC30D44512BB73,태권왕의 수련,SR,221/193,m2a_ja-220,me2pt5-255,JP,641,1629,0.393600,1629,1629,9500,4,69833,13859,76000,38000,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.388629,RARITY,633,3692,1.0,5.8,False,False,True,False,True,UNDERPRICED
CRD_20A7B2013FDD428ABD1B,매시붕 GX,SR,052/050,sm4s_ja-52,sm4-104,EN,1897,11293,0.168000,11241,27641,0,0,61444,23047,237500,0,PSA10 > RAW > PSA9,PSA10,COEF,0.388629,RARITY,10742,,5.7,,True,True,False,False,True,UNDERPRICED
CRD_31985982AAFB4AECA49A,레쿠쟈 VMAX,HR,082/067,swsh7r_ja-82,swsh7-217,JP,48043,111134,0.432300,178938,111134,633327,13,706489,215107,1383599,430872,PSA10 > PSA9 > RAW,PSA10 > RAW > PSA9,COEF,0.432255,RARITY,48038,273759,1.0,5.7,False,False,True,False,True,UNDERPRICED
CRD_59F6DAA62F9D4244976D,이브이 GX,SR,187/173,sm12a_ja-187,smp-SM242,EN,5152,30668,0.168000,30526,65731,76000,1,244085,75533,351966,82650,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.388629,RARITY,25545,29536,5.0,5.7,True,True,True,False,True,UNDERPRICED
CRD_A4E698560C3F430A9CE4,루카리오 VSTAR,RR,005/021,NO_JP,swshp-SWSH214,EN,844,4487,0.188200,4466,0,20900,9,0,0,171000,0,,PSA10 > RAW,COEF,0.228936,RARITY,,4785,,5.7,False,False,True,False,True,UNDERPRICED
CRD_ACB87F5FA19140FD900F,이벨타르 BREAK,RR,034/054,xy11c_ja-34,xy11-66,EN,2175,11554,0.188200,11501,53777,0,0,158073,50704,0,0,PSA10 > RAW > PSA9,,COEF,0.228936,RARITY,12311,,5.7,,True,True,False,False,True,UNDERPRICED
CRD_B875810CC46C4134A0C8,멜리시,AR,752/742,NO_JP,me2pt5-242,EN,3144,9142,0.343900,9100,0,33402,16,0,0,95000,0,,PSA10 > RAW,COEF,0.535789,RARITY,,17896,,5.7,False,False,True,False,True,UNDERPRICED
CRD_FFAB6C584CD745B9A717,다크라이 EX,RR,072/093,bw4_ja-44,bw5-63,JP,4945,12276,0.402800,16196,12276,123500,1,322599,23969,484500,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,0.228936,RARITY,2810,28274,0.6,5.7,False,False,True,False,True,UNDERPRICED
CRD_54079F1439374F52BCF7,레쿠쟈 VMAX,HR,083/067,swsh7r_ja-83,swsh7-218,EN,564805,1578549,0.357800,1578549,3841200,7125000,1,10848302,4571243,11400000,6982500,PSA10 > PSA9 > RAW,PSA10 > RAW > PSA9,COEF,0.432255,RARITY,1660378,3079817,2.9,5.5,True,True,True,False,True,UNDERPRICED
CRD_68C455E4A71E4DBA86E7,리자몽 GX,RR,011/080,NO_JP,sm115-9,EN,3664,19467,0.188200,19467,0,86450,6,0,0,494000,90250,,PSA10 > PSA9 > RAW,COEF,0.228936,RARITY,,19792,,5.4,False,False,True,False,True,UNDERPRICED
CRD_87649DD1BF8243E3895F,피카츄 ex,RR,038/175,NO_JP,sv8pt5-28,EN,630,3350,0.188200,3334,0,14962,23,0,0,120650,38000,,PSA10 > PSA9 > RAW,COEF,0.228936,RARITY,,3425,,5.4,False,False,True,False,True,UNDERPRICED
CRD_AD5DBA8969314EA6A9F3,모크나이퍼 ex,SR,093/080,m3_ja-93,me3-100,JP,2056,5224,0.393600,3411,5224,28500,1,76809,0,0,0,PSA10 > RAW,RAW,COEF,0.388629,RARITY,2030,11076,1.0,5.4,False,False,True,False,True,UNDERPRICED
CRD_B2272D4D776044FE9ABF,로켓단의 뮤츠 ex,RR,290/742,sv10_ja-39,sv10-81,EN,454,2412,0.188200,2401,1076,10450,2,113377,36368,110675,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,0.228936,RARITY,246,2392,0.5,5.3,False,False,True,False,True,UNDERPRICED
CRD_B6CF092809C341D6B60F,미모사,SAR,104/078,sv1v_ja-105,sv1-251,EN,9614,42975,0.223700,42975,134073,129514,27,347675,103943,399000,109725,PSA10 > RAW > PSA9,PSA10 > RAW > PSA9,COEF,0.376892,RARITY,50531,48813,5.3,5.1,True,True,True,False,True,UNDERPRICED
CRD_496BA4D8911D4BBABCD9,다크라이 V,RR,007/020,NO_JP,swsh10-98,EN,416,2213,0.188200,2202,0,9500,2,0,0,218490,0,,PSA10 > RAW,COEF,0.228936,RARITY,,2175,,5.2,False,False,True,False,True,UNDERPRICED
CRD_640E8984CA144951984C,에테르재단 직원,SR,160/150,sm8b_ja-151,sma-SV81,EN,2648,15764,0.168000,15764,35262,23750,4,184362,16901,106390,0,PSA10 > RAW > PSA9,PSA10 > RAW,COEF,0.388629,RARITY,13704,9230,5.2,3.5,True,True,True,False,True,UNDERPRICED
CRD_B30DFCBCDFBA21BE1C07,피카츄,PR,199/SM-P,smp_ja-199,smp-SM162,PROMO_DIRECT,614592,614592,,246989,614592,3182500,1,0,0,4512500,2071000,RAW,PSA10 > RAW > PSA9,RAW_DIRECT,,PROMO,614592,3182500,1.0,5.2,False,False,True,False,True,UNDERPRICED
CRD_F2B2E546E51145C0BB3F,피카츄 V,RR,129/414,NO_JP,swshp-SWSH198,EN,841,4471,0.188200,4450,0,19000,4,0,0,122550,0,,PSA10 > RAW,COEF,0.228936,RARITY,,4350,,5.2,False,False,True,False,True,UNDERPRICED
CRD_57D75046E0404E6EBE7B,울트라조사대,SR,056/050,sm5p_ja-55,sm6-131,EN,4781,28456,0.168000,28324,62227,0,0,140511,49167,0,0,PSA10 > RAW > PSA9,,COEF,0.388629,RARITY,24183,,5.1,,True,True,False,False,True,UNDERPRICED
CRD_26C2FFF3ECDC4C2B8EE6,보스의 지령,SR,760/742,NO_JP,me2pt5-256,EN,8449,14320,0.590000,14269,0,109250,47,0,0,274550,133000,,PSA10 > PSA9 > RAW,COEF,0.388629,RARITY,,42458,,5.0,False,False,True,False,True,UNDERPRICED
CRD_2F43F0F33B364E59B1AA,로사와 로이,SR,061/054,sm10b_ja-62,sm115-68,EN,22971,136731,0.168000,136731,293437,237500,4,678894,149469,748771,274550,PSA10 > RAW > PSA9,PSA10 > PSA9 > RAW,COEF,0.388629,RARITY,114038,92299,5.0,4.0,True,True,True,False,True,UNDERPRICED
CRD_5A5295A6BE874BBA8414,피카츄,SM-P,135/SM-P,smp_ja-227,NO_EN,PROMO_DIRECT,69142,69142,,0,69142,332500,2,719288,0,808526,161490,PSA10 > RAW,PSA10 > RAW > PSA9,RAW_DIRECT,,PROMO,69142,332500,1.0,4.8,False,False,True,False,True,UNDERPRICED
CRD_9164D7095AC54C06BE66,피카츄 VMAX,UR,279/184,swsh8b_ja-279,swsh11tg-TG29,JP,26519,60768,0.436400,41316,60768,258875,17,388315,67175,650740,237500,PSA10 > PSA9 > RAW,PSA10 > RAW > PSA9,COEF,0.491811,RARITY,29886,127318,1.1,4.8,False,True,True,False,True,UNDERPRICED
CRD_0DE14A2FC85947DF989A,팔데아의 동료들,SR,198/187,sv8a_ja-195,sv8pt5-137,EN,934,1583,0.590000,1575,3949,11400,5,85459,15949,80750,39900,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.388629,RARITY,1535,4430,1.6,4.7,True,True,True,False,True,UNDERPRICED
CRD_0FC31AECDE1C40D58A1B,사나,HR,084/067,swsh7r_ja-84,swsh8-278,EN,2798,7821,0.357800,7784,30730,0,0,73428,26059,93100,0,PSA10 > RAW > PSA9,PSA10,COEF,0.432255,RARITY,13283,,4.7,,True,True,False,False,True,UNDERPRICED
CRD_33A3DF458AC34EC6B1BD,호브의 자시안 ex,SR,118/100,sv9_ja-118,sv9-176,JP,859,2182,0.393600,3365,2182,10450,1,57142,14428,68866,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,0.388629,RARITY,848,4061,1.0,4.7,False,False,True,False,True,UNDERPRICED
CRD_498BBDABFF4741DD92A0,썬더 ex,RR,145/165,sv2a_ja-145,sv3pt5-145,EN,466,2474,0.188200,2462,937,9500,3,67375,29746,0,0,PSA10 > PSA9 > RAW,RAW,COEF,0.228936,RARITY,215,2175,0.5,4.7,False,False,True,False,True,UNDERPRICED
CRD_67BA3BC34CA2443FAB1C,리자몽 EX,RR,012/100,cp6_ja-12,xy12-12,EN,5176,27503,0.188200,27376,105725,0,0,495561,86611,736250,140600,PSA10 > RAW > PSA9,PSA10 > PSA9,COEF,0.228936,RARITY,24204,,4.7,,True,True,False,False,True,UNDERPRICED
CRD_6E69415874774031B60E,마폭시 BREAK,RR,012/078,xy10_ja-12,xy10-14,EN,1131,6008,0.188200,5980,23047,0,0,460944,0,0,0,PSA10 > RAW,,COEF,0.228936,RARITY,5276,,4.7,,True,True,False,False,True,UNDERPRICED
CRD_93B336450FE341B4AC0E,큐레무 ex,SR,160/086,sv11b_ja-160,zsv10pt5-157,JP,792,2013,0.393600,2080,2013,9500,1,54822,17685,66500,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,0.388629,RARITY,782,3692,1.0,4.7,False,False,True,False,True,UNDERPRICED
CRD_DDA35E539E7A4A1C897D,가디안 EX,RR,019/032,cp3_ja-19,g1-RC30,EN,22619,120183,0.188200,119627,460944,0,0,2333852,648195,1584125,0,PSA10 > PSA9 > RAW,PSA10,COEF,0.228936,RARITY,105527,,4.7,,True,True,False,False,True,UNDERPRICED
CRD_0CB06AA60B6E4470B9A9,인텔리레온,AR,069/063,m1s_ja-69,me1-142,JP,1098,2335,0.470300,3808,2335,9500,1,56573,27457,64590,26600,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.535789,RARITY,1251,5090,1.1,4.6,False,True,True,False,True,UNDERPRICED
CRD_11628ECE200A4601B5D4,M가디안 EX,RR,020/032,cp3_ja-20,g1-RC31,EN,30293,160962,0.188200,160217,614592,0,0,2125874,1200221,1847750,741000,PSA10 > PSA9 > RAW,PSA10 > PSA9,COEF,0.228936,RARITY,140702,,4.6,,True,True,False,False,True,UNDERPRICED
CRD_6E9E05529FE044859508,미라이돈,PR,,svp_ja-48,svp-13,EN,4549,14166,0.321100,14101,247000,209000,2,246651,227399,304000,171000,RAW > PSA10 > PSA9,PSA10 > RAW > PSA9,COEF,0.085544,RARITY,21129,17879,4.6,3.9,True,True,True,False,True,UNDERPRICED
CRD_AC613BBC6EE14C01A490,헬가,CHR,206/184,swsh8b_ja-206,swsh9tg-TG10,JP,3424,3672,0.932500,6592,3672,14060,1,55482,33618,64600,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,1.12,RARITY,4113,15747,1.2,4.6,False,True,True,False,True,UNDERPRICED
CRD_14BFE9EA9D1D474194DF,모야모의 찌리배리 ex,SR,114/100,sv9_ja-114,sv9-172,JP,1554,3949,0.393600,3059,3949,18050,1,64501,15242,74100,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,0.388629,RARITY,1535,7015,1.0,4.5,False,False,True,False,True,UNDERPRICED
CRD_5308BD56BE1440DC86D2,갸라도스 GX,SR,051/050,sm4a_ja-51,sm4-101,EN,6350,37797,0.168000,37623,15349,74100,1,183502,64916,223250,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,0.388629,RARITY,5965,28797,0.9,4.5,False,False,True,False,True,UNDERPRICED
CRD_6D8F9AF9CC2D47D0ABE5,눈설왕,CHR,185/184,swsh8b_ja-185,swsh10tg-TG01,JP,2364,2535,0.932500,3885,2535,9500,2,54699,27288,64600,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,1.12,RARITY,2839,10640,1.2,4.5,False,True,True,False,True,UNDERPRICED
CRD_B3AE192A44B84ED7B24E,모란,SAR,104/078,sv1s_ja-105,sv1-252,EN,2217,9910,0.223700,9864,26258,16616,2,65638,31313,89775,35150,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.376892,RARITY,9896,6262,4.5,2.8,True,True,True,False,True,UNDERPRICED
CRD_F27C7CA2257D49FAA563,주리,SR,166/086,sv11b_ja-166,zsv10pt5-162,JP,829,2105,0.393600,2111,2105,9500,1,57126,0,70775,28500,PSA10 > RAW,PSA10 > PSA9 > RAW,COEF,0.388629,RARITY,818,3692,1.0,4.5,False,False,True,False,True,UNDERPRICED
CRD_FA3F82848A274CCC8A5A,버베나와 헬레나,SR,219/193,m2a_ja-221,me2pt5-254,JP,829,2105,0.393600,1728,2105,9500,5,66653,31482,74100,28500,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.388629,RARITY,818,3692,1.0,4.5,False,False,True,False,True,UNDERPRICED
CRD_0DF80E4557DE4819B172,나오하 ex,RR,757/742,NO_JP,me2pt5-251,EN,839,4456,0.188200,4435,0,16026,14,0,0,103930,0,,PSA10 > RAW,COEF,0.228936,RARITY,,3669,,4.4,False,False,True,False,True,UNDERPRICED
CRD_35DA6B31F47244C59B9A,제르네아스 BREAK,RR,097/171,xy11f_ja-42,xy11-82,EN,1987,10556,0.188200,10507,38397,0,0,191399,0,0,0,PSA10 > RAW,,COEF,0.228936,RARITY,8790,,4.4,,True,True,False,False,True,UNDERPRICED
CRD_43A31E18194141E18BFC,피카츄 VMAX,PR,S-P 74,swshp_ja-123,swshp-SWSH062,EN,8466,26366,0.321100,26238,153648,437000,11,732993,167031,707275,286188,PSA10 > PSA9 > RAW,PSA10 > RAW > PSA9,COEF,0.085544,RARITY,13144,37383,1.6,4.4,True,True,True,False,True,UNDERPRICED
CRD_4659714945CF4C9F82C5,루티아의 어필,SR,084/064,sv7a_ja-86,sv8-234,EN,4034,6837,0.590000,6806,19652,45600,15,158534,50688,180671,35625,PSA10 > PSA9 > RAW,PSA10 > RAW > PSA9,COEF,0.388629,RARITY,7637,17721,1.9,4.4,True,True,True,False,True,UNDERPRICED
CRD_A015A394F46844D180E4,케르디오 ex,SR,161/086,sv11w_ja-161,rsv10pt5-159,JP,841,2136,0.393600,1927,2136,9500,1,40747,13828,64125,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,0.388629,RARITY,830,3692,1.0,4.4,False,False,True,False,True,UNDERPRICED
CRD_A2809ACDAA524CC6B457,야청,HR,118/100,swsh4_ja-118,swsh4-196,EN,6284,17562,0.357800,17562,63533,0,0,97766,19974,94990,47500,PSA10 > RAW > PSA9,PSA10 > PSA9,COEF,0.432255,RARITY,27462,,4.4,,True,True,False,False,True,UNDERPRICED
