card_id,name,rarity,num,jp_ref,en_ref,selected_source,ko_current,selected_raw_krw,coef_current,en_raw,jp_raw,snk_raw,snk_n,jp_p10,jp_p9,snk_p10,snk_p9,scry_ladder,snk_ladder,pricing_mode,jp_coef,jp_coef_scope,ko_via_jp,ko_via_snk,mult_jp,mult_snk,selection_bug_raw,underpriced_by_jp,underpriced_by_snk,coef_missing,actionable,category
CRD_1001E20102E24B2DA20C,파이어&썬더&프리져 GX,SR,060/054,sm10b_ja-60,smp-SM210,EN,43079,256423,0.168000,256423,696517,1425000,6,3507400,894062,3781000,1248699,PSA10 > PSA9 > RAW,PSA10 > RAW > PSA9,COEF,0.388629,RARITY,270687,553796,6.3,12.9,True,True,True,False,True,UNDERPRICED
CRD_F4C1735159F14F65A589,메가디안시 ex,RR,005/021,NO_JP,me2-41,EN,168,891,0.188200,887,0,9500,1,0,0,0,0,,RAW,COEF,0.228936,RARITY,,2175,,12.9,False,False,True,False,True,UNDERPRICED
CRD_FC73F3539D0C406098D5,털보박사의 관찰,SR,078/070,xy5t_ja-78,xy5-159,EN,2732,20328,0.134400,20234,90250,0,0,382584,0,0,0,PSA10 > RAW,,COEF,0.388629,RARITY,35074,,12.8,,True,True,False,False,True,UNDERPRICED
CRD_694BA62B745A4D1E9025,레시라무&리자몽 GX,SR,097/095,sm10_ja-97,smp-SM201,EN,42836,254979,0.168000,253799,691401,1401240,4,2826078,722591,3100164,855000,PSA10 > PSA9 > RAW,PSA10 > RAW > PSA9,COEF,0.388629,RARITY,268698,544562,6.3,12.7,True,True,True,False,True,UNDERPRICED
CRD_A70AE0EAE9544E4091AC,메가팬텀 ex,RR,003/021,NO_JP,me2-56,EN,870,4625,0.188200,4603,0,47709,12,0,0,74300,28490,,PSA10 > RAW > PSA9,COEF,0.228936,RARITY,,10922,,12.6,False,False,True,False,True,UNDERPRICED
CRD_D5A3208DB5D642528B68,세레비&이상해꽃 GX,SR,097/095,sm9_ja-97,smp-SM167,JP,10239,130601,0.078400,129034,130601,332500,1,623304,133228,674500,293550,PSA10 > PSA9 > RAW,PSA10 > RAW > PSA9,COEF,0.388629,RARITY,50755,129219,5.0,12.6,False,True,True,False,True,UNDERPRICED
CRD_51EB2AB1F8BE40468C95,데덴네 GX,SR,175/173,sm12a_ja-175,sm10-195a,JP,6001,76547,0.078400,49982,76547,189990,3,486281,78238,447764,148200,PSA10 > PSA9 > RAW,PSA10 > RAW > PSA9,COEF,0.388629,RARITY,29748,73836,5.0,12.3,False,True,True,False,True,UNDERPRICED
CRD_AA4A41F8F67F4044A169,레쿠쟈 EX,PR,,xyp_ja-123,xyp-XY66,JP,4975,58187,0.085500,74028,58186,712500,5,2922800,0,2652077,807500,PSA10 > RAW,PSA10 > PSA9 > RAW,COEF,0.085544,RARITY,4977,60950,1.0,12.3,False,True,True,False,True,UNDERPRICED
CRD_5D99F1F054944414B285,플라드리 최후의 수단,SR,095/088,xy4_ja-95,xy4-118,EN,3482,25905,0.134400,25905,108537,0,0,328884,62950,0,85500,PSA10 > RAW > PSA9,PSA9,COEF,0.388629,RARITY,42181,,12.1,,True,True,False,False,True,UNDERPRICED
CRD_413FD0336AAA480DAA38,루카리오&멜메탈 GX,SR,059/054,sm9b_ja-59,smp-SM192,JP,10420,132906,0.078400,104235,132906,323000,1,540564,132322,664050,316664,PSA10 > RAW > PSA9,PSA10 > RAW > PSA9,COEF,0.388629,RARITY,51651,125527,5.0,12.0,False,True,True,False,True,UNDERPRICED
CRD_492B3C0921ED4DF68345,아이리스,SR,082/076,bw9_ja-82,bw10-101,EN,19951,199512,0.100000,198589,614592,0,0,2872311,0,3642718,0,PSA10 > RAW,PSA10,COEF,0.388629,RARITY,238848,,12.0,,True,True,False,False,True,UNDERPRICED
CRD_73060B256D5B47E6A823,볼트로스 EX,SR,079/078,xy6_ja-79,xy6-98,EN,3067,22817,0.134400,22711,95000,0,0,364929,41685,0,0,PSA10 > RAW > PSA9,,COEF,0.388629,RARITY,36920,,12.0,,True,True,False,False,True,UNDERPRICED
CRD_E9A371AEF72043A7881F,M핫삼 EX,SR,087/080,xy9_ja-87,xy9-120,EN,9912,73751,0.134400,74092,307281,0,0,498280,129157,641250,349600,PSA10 > RAW > PSA9,PSA10 > PSA9,COEF,0.388629,RARITY,119418,,12.0,,True,True,False,False,True,UNDERPRICED
CRD_41A8630816A54FD4A1F7,흉내내기 아가씨,SR,077/066,sm6b_ja-77,sm7-163,EN,9298,55344,0.168000,55344,285000,0,0,386870,103144,342000,0,PSA10 > RAW > PSA9,PSA10,COEF,0.388629,RARITY,110759,,11.9,,True,True,False,False,True,UNDERPRICED
CRD_69C818D4E150495ABB8B,레쿠쟈 EX,SR,085/078,xy6_ja-85,xy6-104,EN,32144,239168,0.134400,238062,950000,0,0,5126404,997114,4275000,950000,PSA10 > PSA9 > RAW,PSA10 > PSA9,COEF,0.388629,RARITY,369198,,11.5,,True,True,False,False,True,UNDERPRICED
CRD_820858E331F94DAE8910,딥상어동,S,198/150,sm8b_ja-198,sma-SV38,EN,2496,7775,0.321100,7739,25598,0,0,0,0,0,0,RAW,,COEF,1.12,RARITY,28670,,11.5,,True,True,False,False,True,UNDERPRICED
CRD_DFDF0BC26A204FDE9CDC,님피아 GX,SR,057/051,sm1p_ja-57,sm2-140,EN,17264,102760,0.168000,102760,503500,356250,1,596077,137745,1301500,380000,PSA10 > RAW > PSA9,PSA10 > PSA9 > RAW,COEF,0.388629,RARITY,195675,138449,11.3,8.0,True,True,True,False,True,UNDERPRICED
CRD_017C5386A8B64234B9C7,멜로코,SR,190/187,sv8a_ja-198,sv8pt5-140,JP,629,1598,0.393600,994,1598,18050,2,57434,13152,80740,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,0.388629,RARITY,621,7015,1.0,11.2,False,False,True,False,True,UNDERPRICED
CRD_36CCEEAEBFE444AF8E74,팬텀 EX,SR,090/088,xy4_ja-90,xy4-114,EN,148589,1105574,0.134400,1100458,4275000,0,0,11380446,741644,11875000,0,PSA10 > RAW > PSA9,PSA10,COEF,0.388629,RARITY,1661389,,11.2,,True,True,False,False,True,UNDERPRICED
CRD_3F0CF7904DE24591A85C,네크로즈마 GX,SR,053/051,sm3n_ja-53,sm3-134,EN,1203,7160,0.168000,7127,34555,0,0,46094,0,0,0,PSA10 > RAW,,COEF,0.388629,RARITY,13429,,11.2,,True,True,False,False,True,UNDERPRICED
CRD_808A9BA456B1456EA2A4,M후딘 EX,SR,081/078,xy10_ja-81,xy10-118,EN,16512,122857,0.134400,122857,475000,0,0,881048,374486,0,0,PSA10 > RAW > PSA9,,COEF,0.388629,RARITY,184599,,11.2,,True,True,False,False,True,UNDERPRICED
CRD_F87EEB047E184C71A2CE,한카리아스&기라티나 GX,SR,060/054,sm10a_ja-60,smp-SM193,JP,19755,251983,0.078400,147333,251983,570000,6,1217215,144875,1534772,342000,PSA10 > RAW > PSA9,PSA10 > RAW > PSA9,COEF,0.388629,RARITY,97928,221519,5.0,11.2,False,True,True,False,True,UNDERPRICED
CRD_3B37F7C8EEF44621A6E1,파비코,S,202/150,sm8b_ja-202,sma-SV42,EN,2487,7744,0.321100,7708,24568,0,0,58386,0,0,0,PSA10 > RAW,,COEF,1.12,RARITY,27516,,11.1,,True,True,False,False,True,UNDERPRICED
CRD_DFCF50A9D81E409E9EB8,그란돈 EX,SR,073/070,xy5g_ja-73,xy5-150,EN,22234,165433,0.134400,164667,401405,633327,1,1861369,401513,0,0,PSA10 > PSA9 > RAW,RAW,COEF,0.388629,RARITY,155998,246129,7.0,11.1,True,True,True,False,True,UNDERPRICED
CRD_16D569A705C64B95885E,M얼음귀신 EX,SR,061/059,xy8b_ja-61,xy8-156,EN,4339,32281,0.134400,32132,122918,0,0,360443,311137,0,0,PSA10 > PSA9 > RAW,,COEF,0.388629,RARITY,47769,,11.0,,True,True,False,False,True,UNDERPRICED
CRD_517D349E079B4F5E83C7,라티오스 EX,SR,082/078,xy6_ja-82,xy6-101,EN,12801,95246,0.134400,94806,361000,0,0,1542718,150898,1139990,0,PSA10 > RAW > PSA9,PSA10,COEF,0.388629,RARITY,140295,,11.0,,True,True,False,False,True,UNDERPRICED
CRD_A0F533475FB645238571,이상해꽃&주리비얀 GX,SR,066/064,sm11a_ja-66,smp-SM229,JP,6624,84491,0.078400,170764,84491,188100,1,379726,118140,425116,139650,PSA10 > PSA9 > RAW,PSA10 > RAW > PSA9,COEF,0.388629,RARITY,32836,73101,5.0,11.0,False,True,True,False,True,UNDERPRICED
CRD_612B2096761E42C3A8A3,메더 ex,RR,758/742,NO_JP,me2pt5-252,EN,220,1168,0.188200,1169,0,10450,2,0,0,76000,0,,PSA10 > RAW,COEF,0.228936,RARITY,,2392,,10.9,False,False,True,False,True,UNDERPRICED
CRD_C0B9156965764BADB0C5,레시라무&리자몽 GX,SR,096/095,sm10_ja-96,sm10-194,JP,7412,94540,0.078400,135180,94540,207100,4,497697,89300,683525,126664,PSA10 > RAW > PSA9,PSA10 > RAW > PSA9,COEF,0.388629,RARITY,36741,80485,5.0,10.9,False,True,True,False,True,UNDERPRICED
CRD_646451564B014C19BB2E,피카츄 EX,SR,107/100,cp6_ja-94,xyp-XY124,EN,83229,619263,0.134400,616397,2304720,0,0,14374062,3062666,12064990,3966250,PSA10 > PSA9 > RAW,PSA10 > PSA9,COEF,0.388629,RARITY,895681,,10.8,,True,True,False,False,True,UNDERPRICED
CRD_74FA58390E8E48D397F0,조로아크 GX,SR,076/072,sm3p_ja-76,smp-SM84,EN,1376,8189,0.168000,8152,38412,0,0,0,0,0,0,RAW,,COEF,0.388629,RARITY,14928,,10.8,,True,True,False,False,True,UNDERPRICED
CRD_918A096A622440B6B1CE,파이어&썬더&프리져 GX,SR,059/054,sm10b_ja-59,sm115-66,JP,5195,66268,0.078400,67482,66268,142500,2,272356,108552,558382,104500,PSA10 > PSA9 > RAW,PSA10 > RAW > PSA9,COEF,0.388629,RARITY,25754,55380,5.0,10.7,False,True,True,False,True,UNDERPRICED
CRD_D2A40714424C4D3E9F8C,비주기의 계획,SR,064/059,xy8r_ja-64,xy8-162,EN,5002,37214,0.134400,37041,138283,0,0,702678,0,416936,171000,PSA10 > RAW,PSA10 > PSA9,COEF,0.388629,RARITY,53741,,10.7,,True,True,False,False,True,UNDERPRICED
CRD_7F78F4DCAE1340BCA119,다크라이 EX,RR,072/171,xy_ja-72,xy9-74,EN,2467,13106,0.188200,13046,27657,114000,1,761495,76809,306850,85500,PSA10 > PSA9 > RAW,PSA10 > RAW > PSA9,COEF,0.228936,RARITY,6332,26099,2.6,10.6,True,True,True,False,True,UNDERPRICED
CRD_A416CBFC4F164B6BA7E4,코일,S,187/150,sm8b_ja-187,sma-SV27,EN,1401,4364,0.321100,4343,13214,0,0,0,0,0,0,RAW,,COEF,1.12,RARITY,14800,,10.6,,True,True,False,False,True,UNDERPRICED
CRD_B04734F496D84C34A6EA,자포코일,S,189/150,sm8b_ja-189,sma-SV29,EN,1268,3949,0.321100,3930,12000,0,0,76824,33634,0,0,PSA10 > PSA9 > RAW,,COEF,1.12,RARITY,13440,,10.6,,True,True,False,False,True,UNDERPRICED
CRD_9BC1A3BF1D4A4EEE8BE3,전룡 EX,SR,085/081,xy7_ja-85,xy7-87,EN,7042,52394,0.134400,52152,190000,0,0,543622,0,475000,0,PSA10 > RAW,PSA10,COEF,0.388629,RARITY,73840,,10.5,,True,True,False,False,True,UNDERPRICED
CRD_D94E04ECD5514CC887E1,수련,SR,120/114,sm4p_ja-118,sm5-150,EN,11515,68542,0.168000,68542,307296,0,0,1997747,360535,1994810,484490,PSA10 > PSA9 > RAW,PSA10 > PSA9,COEF,0.388629,RARITY,119424,,10.4,,True,True,False,False,True,UNDERPRICED
CRD_65B86BDD091845B6B9B3,루나아라 GX,SR,062/060,sm1m_ja-62,sm1-141,EN,1784,10617,0.168000,10568,47500,0,0,88870,12476,285000,0,PSA10 > RAW > PSA9,PSA10,COEF,0.388629,RARITY,18460,,10.3,,True,True,False,False,True,UNDERPRICED
CRD_795EDB8C9C91475EBBBD,재인,SR,064/059,xy8b_ja-64,xy8-161,EN,7062,52548,0.134400,52304,186298,0,0,1123997,459408,1292000,0,PSA10 > PSA9 > RAW,PSA10,COEF,0.388629,RARITY,72401,,10.3,,True,True,False,False,True,UNDERPRICED
CRD_331B23CD1B3542C09584,피카츄&제크로무 GX,SR,100/095,sm9_ja-100,sm9-162,JP,10841,138283,0.078400,224357,138283,285000,9,898918,157474,1055688,328462,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.388629,RARITY,53741,110759,5.0,10.2,False,True,True,False,True,UNDERPRICED
CRD_4BDF5407844B4C4399F9,루기아 GX,SR,100/095,sm8_ja-100,sm8-207,JP,9031,115190,0.078400,168297,115190,237500,3,918416,204214,760000,223240,PSA10 > PSA9 > RAW,PSA10 > RAW > PSA9,COEF,0.388629,RARITY,44766,92299,5.0,10.2,False,True,True,False,True,UNDERPRICED
CRD_B02D8C31DB1A44969F52,가이오가 EX,SR,072/070,xy5t_ja-72,xy5-148,EN,25491,189663,0.134400,188785,665000,0,0,1691741,360335,1330000,536740,PSA10 > RAW > PSA9,PSA10 > PSA9,COEF,0.388629,RARITY,258438,,10.1,,True,True,False,False,True,UNDERPRICED
CRD_5B5AD56134634293963C,루기아 ex,RR,097/175,NO_JP,sv8pt5-82,EN,399,2120,0.188200,2111,0,17480,2,0,0,97366,0,,PSA10 > RAW,COEF,0.228936,RARITY,,4002,,10.0,False,False,True,False,True,UNDERPRICED
CRD_8EAE0303CE1A4A19A2DB,라이츄&알로라라이츄 GX,SR,056/054,sm10a_ja-56,sm11-220,JP,4870,62120,0.078400,79282,62120,123500,3,233484,54975,536750,0,PSA10 > RAW > PSA9,PSA10 > RAW,COEF,0.388629,RARITY,24142,47996,5.0,9.9,False,True,True,False,True,UNDERPRICED
CRD_E0218102B7A74B0FBB22,피아나,SR,059/053,sm6a_ja-59,sm75-70,EN,15643,93111,0.168000,93111,399000,0,0,726647,152250,741000,313500,PSA10 > RAW > PSA9,PSA10 > PSA9,COEF,0.388629,RARITY,155063,,9.9,,True,True,False,False,True,UNDERPRICED
CRD_A6E8EAA77BE24D74AEA7,체렌,SR,063/059,bw6f_ja-63,bw7-148,EN,9397,93971,0.100000,93971,237500,0,0,414850,259404,406600,0,PSA10 > PSA9 > RAW,PSA10,COEF,0.388629,RARITY,92299,,9.8,,True,True,False,False,True,UNDERPRICED
CRD_3B1892201B8240FAA691,땅밑탐험대,SR,075/066,sm6b_ja-73,sm7-168,EN,9597,57126,0.168000,57126,237500,0,0,271143,77392,351500,0,PSA10 > RAW > PSA9,PSA10,COEF,0.388629,RARITY,92299,,9.6,,True,True,False,False,True,UNDERPRICED
CRD_44A13E89FE7A4D61BDE0,헬가 EX,SR,060/059,xy8r_ja-60,xy8-153,EN,7659,56988,0.134400,56724,190000,0,0,445564,122918,332500,0,PSA10 > RAW > PSA9,PSA10,COEF,0.388629,RARITY,73840,,9.6,,True,True,False,False,True,UNDERPRICED
CRD_6DB5111B654B472DAE5B,볼케니온 EX,SR,055/054,xy11f_ja-55,xy11-107,EN,1706,12691,0.134400,12633,42253,0,0,226139,0,313262,0,PSA10 > RAW,PSA10,COEF,0.388629,RARITY,16421,,9.6,,True,True,False,False,True,UNDERPRICED
CRD_9B8E69E27F554FA08F77,글레이시아 GX,SR,067/066,sm5m_ja-67,sm5-141,JP,3854,49152,0.078400,62811,49152,94990,1,160685,63457,266000,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,0.388629,RARITY,19102,36916,5.0,9.6,False,True,True,False,True,UNDERPRICED
CRD_3D1314647FED4C4BB1D1,루가루암 GX,SR,054/049,sm2p_ja-54,sm3-136,EN,942,5608,0.168000,5582,23032,0,0,0,0,0,0,RAW,,COEF,0.388629,RARITY,8951,,9.5,,True,True,False,False,True,UNDERPRICED
CRD_44A1BB145FB243139F1C,흑마 버드렉스 VMAX,HR,086/070,swsh6k_ja-86,swsh6-205,EN,38818,108491,0.357800,108491,430199,855000,1,719349,460821,1021250,724375,PSA10 > PSA9 > RAW,PSA10 > RAW > PSA9,COEF,0.432255,RARITY,185956,369578,4.8,9.5,True,True,True,False,True,UNDERPRICED
CRD_A87D1D76614640AC9160,M피죤투 EX,RR,065/100,cp6_ja-63,xy12-65,EN,1472,7821,0.188200,7784,59769,0,0,139282,32235,0,0,PSA10 > RAW > PSA9,,COEF,0.228936,RARITY,13683,,9.3,,True,True,False,False,True,UNDERPRICED
CRD_D845279FDA5B4030B495,한바이트,S,199/150,sm8b_ja-199,sma-SV39,EN,2403,7483,0.321100,7448,19974,0,0,0,0,0,0,RAW,,COEF,1.12,RARITY,22371,,9.3,,True,True,False,False,True,UNDERPRICED
CRD_02F5CFB869144C589BF7,음번 GX,SR,055/051,sm3h_ja-55,sm3-141,EN,1404,8358,0.168000,8320,33250,0,0,50458,0,0,0,PSA10 > RAW,,COEF,0.388629,RARITY,12922,,9.2,,True,True,False,False,True,UNDERPRICED
CRD_96F78E077FFB4F7BADB9,큐레무 EX,SR,084/081,xy7_ja-84,xy7-86,EN,7201,53577,0.134400,53329,171000,0,0,444043,0,0,0,PSA10 > RAW,,COEF,0.388629,RARITY,66456,,9.2,,True,True,False,False,True,UNDERPRICED
CRD_B56B12EB53F4412BA2DA,피카츄,AR,205/172,swsh12a_ja-205,swsh12pt5gg-GG30,EN,28697,83446,0.343900,83446,327777,494000,44,857924,282067,931000,427490,PSA10 > RAW > PSA9,PSA10 > RAW > PSA9,COEF,0.535789,RARITY,175619,264680,6.1,9.2,True,True,True,False,True,UNDERPRICED
CRD_ADFC6A38AABB4ACE85F4,롤러스케이터,SR,072/064,sm11a_ja-73,sm12-235,JP,1623,20696,0.078400,32097,20696,38000,1,69925,26566,99740,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,0.388629,RARITY,8043,14768,5.0,9.1,False,True,True,False,True,UNDERPRICED
CRD_D8668F914B2643658274,주즈베&담죽맨,SR,200/173,sm12a_ja-194,NO_EN,JP,5904,75303,0.078400,0,75303,137750,1,192290,76532,137750,0,PSA10 > PSA9 > RAW,RAW > PSA10,COEF,0.388629,RARITY,29265,53534,5.0,9.1,False,True,True,False,True,UNDERPRICED
CRD_22BC9BEDDB4B49D88171,가라르 가로막구리,CHR,207/184,swsh8b_ja-207,swsh10tg-TG10,JP,2665,2858,0.932500,3594,2858,21375,1,61490,13490,64600,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,1.12,RARITY,3201,23940,1.2,9.0,False,True,True,False,True,UNDERPRICED
CRD_EE1FFF9039E742F39F0C,M썬더볼트 EX,RR,174/171,xy_ja-174,xy4-24a,EN,3918,20819,0.188200,20819,153571,0,0,361088,0,285000,0,PSA10 > RAW,PSA10,COEF,0.228936,RARITY,35158,,9.0,,True,True,False,False,True,UNDERPRICED
CRD_D0DC4C237DF94E399FBC,오케이징,S,177/150,sm8b_ja-177,sma-SV17,EN,1066,3319,0.321100,3303,8451,0,0,0,0,0,0,RAW,,COEF,1.12,RARITY,9465,,8.9,,True,True,False,False,True,UNDERPRICED
CRD_AC9AF80490804185A362,키아웨,SR,056/051,sm3h_ja-56,sm3-144,EN,2504,14904,0.168000,14904,57000,0,0,230457,0,0,0,PSA10 > RAW,,COEF,0.388629,RARITY,22152,,8.8,,True,True,False,False,True,UNDERPRICED
CRD_0FFEF15EE9E045CABE6F,연격 우라오스 VMAX,HR,084/070,swsh5r_ja-84,swsh5-170,EN,42578,119000,0.357800,119000,855000,0,0,708824,0,940500,655500,RAW > PSA10,PSA10 > PSA9,COEF,0.432255,RARITY,369578,,8.7,,True,True,False,False,True,UNDERPRICED
CRD_97550D8F6FD846C1809E,블루의 탐색,SR,062/054,sm9b_ja-61,sm10-209,JP,12046,153648,0.078400,166785,153648,266000,1,559586,161284,573562,254600,PSA10 > PSA9 > RAW,PSA10 > RAW > PSA9,COEF,0.388629,RARITY,59712,103375,5.0,8.6,False,True,True,False,True,UNDERPRICED
CRD_CEE20BD28DB542FEB5E3,야돈&고라파덕 GX,SR,095/094,sm11_ja-95,sm11-217,JP,8356,106586,0.078400,205258,106586,184062,5,431812,72845,674500,188100,PSA10 > RAW > PSA9,PSA10 > PSA9 > RAW,COEF,0.388629,RARITY,41422,71532,5.0,8.6,False,True,True,False,True,UNDERPRICED
CRD_E1B6948E73434311B499,피카츄 EX,RR,008/027,cp2_ja-8,xyp-XY84,JP,24750,61444,0.402800,96182,61444,931000,1,1832590,403126,1615000,712500,PSA10 > PSA9 > RAW,PSA10 > RAW > PSA9,COEF,0.228936,RARITY,14067,213139,0.6,8.6,False,False,True,False,True,UNDERPRICED
CRD_1123601A6CCD4FB19606,뮤 EX,SR,051/050,bw5s_ja-51,bw6-120,EN,65071,650715,0.100000,647703,1425000,0,0,4609440,1148534,7916664,3325000,PSA10 > RAW > PSA9,PSA10 > PSA9,COEF,0.388629,RARITY,553796,,8.5,,True,True,False,False,True,UNDERPRICED
CRD_4145122B76D44C99ACC5,개굴닌자&조로아크 GX,SR,059/055,sm9a_ja-59,sm10-201,JP,19876,253519,0.078400,476078,253519,427500,1,965632,194426,1073500,350968,PSA10 > RAW > PSA9,PSA10 > RAW > PSA9,COEF,0.388629,RARITY,98525,166139,5.0,8.4,False,True,True,False,True,UNDERPRICED
CRD_4CCBCECB375543B99CEB,아크로마플라스마단,SR,075/070,bw7_ja-75,bw8-135,EN,14956,149561,0.100000,148869,323000,0,0,460944,0,332500,0,PSA10 > RAW,PSA10,COEF,0.388629,RARITY,125527,,8.4,,True,True,False,False,True,UNDERPRICED
CRD_C3474CAADA7145DF9485,피죤투 EX,RR,064/100,cp6_ja-62,xy12-64,EN,489,2597,0.188200,2585,18050,0,0,74396,14504,0,0,PSA10 > RAW > PSA9,,COEF,0.228936,RARITY,4132,,8.4,,True,True,False,False,True,UNDERPRICED
CRD_DF1BC7CED4E14C938183,운향,SAR,100/073,sv1a_ja-99,sv2-266,EN,3877,17331,0.223700,17331,76363,86450,6,126775,54929,186827,85500,PSA10 > RAW > PSA9,PSA10 > RAW > PSA9,COEF,0.376892,RARITY,28781,32582,7.4,8.4,True,True,True,False,True,UNDERPRICED
CRD_5E2DD9D7EE3942628E86,괴력몬 EX,SR,088/081,xy7_ja-88,xy7-90,EN,5334,39687,0.134400,39183,114000,0,0,197545,104358,356250,0,PSA10 > RAW > PSA9,PSA10,COEF,0.388629,RARITY,44304,,8.3,,True,True,False,False,True,UNDERPRICED
CRD_1EDE2D3DF6644957B409,기라티나(프리즘스타),PR,030/066,sm5m_ja-30,sm5-58,JP,1101,12876,0.085500,25846,12876,105554,1,434563,77623,340100,69350,PSA10 > PSA9 > RAW,PSA10 > RAW > PSA9,COEF,0.085544,RARITY,1101,9030,1.0,8.2,False,False,True,False,True,UNDERPRICED
CRD_EE3C7F73629F436FA9B6,비주기의 추방,SR,106/095,sm10_ja-105,sm115-67,EN,1136,6761,0.168000,6729,23984,0,0,76778,28824,199490,42750,PSA10 > PSA9 > RAW,PSA10 > PSA9,COEF,0.388629,RARITY,9321,,8.2,,True,True,False,False,True,UNDERPRICED
CRD_24798C163B48423E9689,루티아의 어필,SAR,090/064,sv7a_ja-91,sv8-246,EN,10923,48829,0.223700,48829,119938,235600,15,317206,90299,399000,175750,PSA10 > RAW > PSA9,PSA10 > RAW > PSA9,COEF,0.376892,RARITY,45204,88796,4.1,8.1,True,True,True,False,True,UNDERPRICED
CRD_70AB4EE68E7847EB9537,칠색조 GX,SR,053/051,sm3h_ja-53,sm3-131,EN,4308,25644,0.168000,25525,85500,90240,2,177125,0,494000,168882,PSA10 > RAW,PSA10 > PSA9 > RAW,COEF,0.388629,RARITY,33228,35070,7.7,8.1,True,True,True,False,True,UNDERPRICED
CRD_C5C15088983B4338BFDC,이상해꽃 ex,RR,003/165,sv2a_ja-3,sv3pt5-3,EN,347,1844,0.188200,1835,784,12350,1,54960,22325,52250,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,0.228936,RARITY,179,2827,0.5,8.1,False,False,True,False,True,UNDERPRICED
CRD_CCC9B1752D4045849237,라이츄 GX,RR,022/080,NO_JP,sm115-20,EN,761,4041,0.188200,4022,0,26600,1,0,0,121382,0,,PSA10 > RAW,COEF,0.228936,RARITY,,6090,,8.0,False,False,True,False,True,UNDERPRICED
CRD_3E81F48F8E78476C8639,짜랑고우거 GX,SR,054/050,sm2k_ja-54,sm2-141,EN,1446,8604,0.168000,8564,29577,0,0,0,16133,0,0,RAW > PSA9,,COEF,0.388629,RARITY,11494,,7.9,,True,True,False,False,True,UNDERPRICED
CRD_75B006ABADD148E0A5BB,가디안 GX,SR,055/051,sm3n_ja-55,sm3-140,EN,4646,27657,0.168000,27428,72138,95000,1,220546,16901,150100,0,PSA10 > RAW > PSA9,PSA10 > RAW,COEF,0.388629,RARITY,28035,36920,6.0,7.9,True,True,True,False,True,UNDERPRICED
CRD_7F76FC1F996A4ADAAB21,일격 우라오스 VMAX,HR,085/070,swsh5i_ja-85,swsh5-168,EN,18202,50873,0.357800,50873,230472,331540,2,564487,261171,760000,399000,PSA10 > PSA9 > RAW,PSA10 > PSA9 > RAW,COEF,0.432255,RARITY,99623,143310,5.5,7.9,True,True,True,False,True,UNDERPRICED
CRD_17916E8A74A842A69743,배틀 리포터,SR,101/096,xy3_ja-103,xy3-109,EN,3044,22648,0.134400,22543,61459,0,0,210313,53869,188100,0,PSA10 > RAW > PSA9,PSA10,COEF,0.388629,RARITY,23885,,7.8,,True,True,False,False,True,UNDERPRICED
CRD_25A858D01145493BB66AF82B8EA32B7C,메가리자몽Y ex,MUR,766/742,NO_JP,me2pt5-294,EN,775632,943706,0.821900,943706,0,12350000,14,0,0,31825000,8117750,,PSA10 > RAW > PSA9,COEF,0.487134,RARITY,,6016105,,7.8,False,False,True,False,True,UNDERPRICED
CRD_B837D3F1A54647279AEC,뮤 EX,SR,024/025,sc1_ja-24,bw11-RC24,EN,26647,266472,0.100000,265239,537768,0,0,11074026,710284,8526250,2090000,PSA10 > PSA9 > RAW,PSA10 > PSA9,COEF,0.388629,RARITY,208992,,7.8,,True,True,False,False,True,UNDERPRICED
CRD_3C0A4BD7A21440D38FB0,M가디안 EX,SR,076/070,xy5t_ja-76,xy5-156,EN,19225,143046,0.134400,142384,307281,380000,1,1175269,0,950000,0,PSA10 > RAW,PSA10 > RAW,COEF,0.388629,RARITY,119418,147679,6.2,7.7,True,True,True,False,True,UNDERPRICED
CRD_AF75DCD7E11042F68065,디아루가 GX,SR,069/066,sm5s_ja-69,sm5-146,JP,2403,30653,0.078400,29685,30653,47490,1,199742,53700,266000,0,PSA10 > PSA9 > RAW,PSA10 > RAW,COEF,0.388629,RARITY,11913,18456,5.0,7.7,False,True,True,False,True,UNDERPRICED
CRD_054B8B1A8D90438899B1,보스로라 EX,SR,075/070,xy5g_ja-75,xy5-153,EN,7822,58202,0.134400,57933,152000,0,0,505548,161899,0,0,PSA10 > PSA9 > RAW,,COEF,0.388629,RARITY,59072,,7.6,,True,True,False,False,True,UNDERPRICED
CRD_1A87BECFAC1647F98FBC,두랄루돈 VMAX,HR,083/067,swsh7d_ja-83,swsh7-220,EN,10500,29347,0.357800,29347,169013,185250,2,306297,153479,345316,0,PSA10 > RAW > PSA9,PSA10 > RAW,COEF,0.432255,RARITY,73057,80075,7.0,7.6,True,True,True,False,True,UNDERPRICED
CRD_403F30AD7CEB4458A3BA,유리카,SR,101/094,sm6_ja-102,sm6-128,EN,6789,40409,0.168000,40409,133000,108300,1,183502,107538,226081,0,PSA10 > RAW > PSA9,PSA10 > RAW,COEF,0.388629,RARITY,51688,42089,7.6,6.2,True,True,True,False,True,UNDERPRICED
