card_id,name,rarity,collection_number,jp_ref,en_ref,ko_price,selected_source,coef_key,coef_value,en_raw_krw,true_raw_estimate_krw,estimate_basis,under_x,severity,snk_raw_krw,snk_n,snk_psa10_krw,jp_raw_krw,jp_psa10_krw,jp_psa9_krw,ladder_broken,blind_spot_low62,en_fallback,snk_quality
CRD_F1CB7ED5CD064F76B004,M헬가 EX,SR,061/059,xy8r_ja-61,xy8-154,12520,EN,en_XY_SR,0.134400,93157,215107,SCRYDEX_JP_RAW,17.2,CRITICAL,0,0,475000,215107,489271,0,,,Y,NO_SNK
CRD_B8B3074785EC350DEB26,라티아스&라티오스 GX,SR,105/095,sm9_ja-105,sm9-170,217913,JP,jp_SM_SR,0.078400,2779508,3705000,SNK_RAW(n2),17.0,CRITICAL,3705000,2,9158000,2779508,9251580,3894872,,,,SNK_THIN
CRD_6DDDEA43AA7647C5BA28,난천,SR,153/150,sm8b_ja-153,sma-SV82,22600,JP,jp_SM_SR,0.078400,288259,380000,SNK_RAW(n1),16.8,CRITICAL,380000,1,603250,288259,600862,231295,RAW_OVER_PSA9,,,SNK_THIN
CRD_B7B757AF0B3E44FB9C36,마기라스 EX,SR,089/081,xy7_ja-89,xy7-91,21877,EN,en_XY_SR,0.134400,162775,361000,SCRYDEX_JP_RAW,16.5,CRITICAL,0,0,931000,361000,822766,0,,Y,Y,NO_SNK
CRD_710DC79FEA9542A1BD21,잉어킹&고래왕 GX,SR,098/095,sm9_ja-98,sm9-160,7266,JP,jp_SM_SR,0.078400,92680,118750,SNK_RAW(n3),16.3,CRITICAL,118750,3,323000,86227,349672,75227,RAW_OVER_PSA9,,,SNK_THIN
CRD_C05727E691684E0B93AF,루카리오,HR,29/40,dp2_ja-1005,dp2-122,16082,EN,en_BW_HR,0.089600,179492,261467,PSA10x0.15,16.3,CRITICAL,0,0,0,0,1743113,232105,,Y,Y,NO_SNK
CRD_C4D2295758134D1A863E,릴리에의 전력,SR,067/049,sm11b_ja-68,sm12-230,25054,JP,jp_SM_SR,0.078400,319572,408500,SNK_RAW(n6),16.3,CRITICAL,408500,6,789060,314456,761455,276511,RAW_OVER_PSA9,,,SNK_CONFIRMED
CRD_F6725E8B0E5E4958840B,블래키&다크라이 GX,SR,181/173,sm12a_ja-181,NO_EN,18972,JP,jp_SM_SR,0.078400,241996,307800,SNK_RAW(n6),16.2,CRITICAL,307800,6,619875,200818,822176,242121,,,,SNK_CONFIRMED
CRD_403F30AD7CEB4458A3BA,유리카,SR,101/094,sm6_ja-102,sm6-128,6789,EN,en_SM_SR,0.168000,40409,108300,SNK_RAW(n1),16.0,CRITICAL,108300,1,226081,152000,182611,107016,RAW_OVER_PSA9,Y,Y,SNK_THIN
CRD_25A858D01145493BB66AF82B8EA32B7C,메가리자몽Y ex,MUR,766/742,NO_JP,me2pt5-294,775632,EN,en_MUR,0.821900,943706,12350000,SNK_RAW(n14),15.9,CRITICAL,12350000,14,31825000,0,0,0,,Y,,SNK_CONFIRMED
CRD_877457DF732E4A2C8C7F,원시가이오가 EX,SR,073/070,xy5t_ja-73,xy5-149,65534,EN,en_XY_SR,0.134400,487602,1045000,SCRYDEX_JP_RAW,15.9,CRITICAL,0,0,1710000,1045000,2137230,516809,RAW_OVER_PSA9,Y,Y,NO_SNK
CRD_70689C813B324C93AC03,M강철톤 EX,SR,057/054,xy11f_ja-57,xy11-109,7318,EN,en_XY_SR,0.134400,54453,115236,SCRYDEX_JP_RAW,15.7,CRITICAL,0,0,427500,115236,1138028,0,,,Y,NO_SNK
CRD_4FFBC5FEC7274C13BE41,쉐이미 EX,PR,,xyp_ja-212,xyp-XY148,32143,EN,en_GLOBAL,0.321100,100102,490974,PSA10x0.15,15.3,CRITICAL,0,0,2541250,0,3273158,764372,,Y,Y,NO_SNK
CRD_AA4B50E788B247089DA6,거북왕&팽도리 GX,SR,070/064,sm11a_ja-70,sm12-215,36137,JP,jp_SM_SR,0.078400,460929,551000,SNK_RAW(n1),15.2,CRITICAL,551000,1,1140000,460929,1103990,414007,RAW_OVER_PSA9,,,SNK_THIN
CRD_916F9928C49D4260B334,라이치,SM-P,082/SM-P,smp_ja-53,sm4-111,11328,EN,en_GLOBAL,0.321100,35278,171000,SCRYDEX_JP_RAW,15.1,CRITICAL,0,0,313500,171000,306309,0,,Y,Y,NO_SNK
CRD_96611437350C4464BB4A,가디안&님피아 GX,SR,060/055,sm9a_ja-60,sm10-204,7228,JP,jp_SM_SR,0.078400,92189,109250,SNK_RAW(n3),15.1,CRITICAL,109250,3,246810,92189,209481,78477,RAW_OVER_PSA9,,,SNK_THIN
CRD_0C741136B4054397BC6E,거북왕 EX,SR,061/060,xy1y_ja-61,xy1-142,8260,JP,jp_XY_SR,0.067200,122918,122918,SCRYDEX_JP_RAW,14.9,CRITICAL,0,0,2232490,122918,1113845,193161,,,,NO_SNK
CRD_18D57DF71D81408584B5,포켓몬센터 직원,SR,085/080,xy2_ja-86,xy2-105,8879,JP,jp_XY_SR,0.067200,132122,132122,SCRYDEX_JP_RAW,14.9,CRITICAL,0,0,0,132122,914354,0,,,,NO_SNK
CRD_29E34E5A35CC4FFAB36C,후파 EX,SR,087/081,xy7_ja-87,xy7-89,8931,JP,jp_XY_SR,0.067200,132906,132906,SCRYDEX_JP_RAW,14.9,CRITICAL,0,0,380000,132906,386090,99692,RAW_OVER_PSA9,,,NO_SNK
CRD_594A5B7B75D040D5B7B8,루기아 BREAK,RR,059/078,xy10_ja-59,xy10-79,21661,JP,jp_RR,0.402800,53777,323000,SNK_RAW(n1),14.9,CRITICAL,323000,1,1662500,53777,620638,0,,,,SNK_THIN
CRD_775A49F21F744A09869C,M보스로라 EX,SR,076/070,xy5g_ja-76,xy5-154,14045,JP,jp_XY_SR,0.067200,209000,209000,SCRYDEX_JP_RAW,14.9,CRITICAL,0,0,441750,209000,886816,167825,RAW_OVER_PSA9,Y,,NO_SNK
CRD_7E2493249D5F4079918C,루카리오 EX,SR,099/096,xy3_ja-99,xy3-107,25536,JP,jp_XY_SR,0.067200,380000,380000,SCRYDEX_JP_RAW,14.9,CRITICAL,0,0,1691000,380000,429655,0,,Y,,NO_SNK
CRD_7E2810AFF88645B98963,이상해꽃 EX,SR,101/100,cp6_ja-88,xyp-XY123,41300,JP,jp_XY_SR,0.067200,614577,614577,SCRYDEX_JP_RAW,14.9,CRITICAL,0,0,1900000,614577,3029231,844182,,,,NO_SNK
CRD_8550FB250AFA4FADB616,거북왕 EX,SR,105/100,cp6_ja-92,xyp-XY122,51626,JP,jp_XY_SR,0.067200,768240,768240,SCRYDEX_JP_RAW,14.9,CRITICAL,0,0,3135000,768240,3791930,1255150,,,,NO_SNK
CRD_AAFE59E917F54C8FB509,에몽가 EX,SR,062/060,xy1y_ja-62,xy1-143,9576,JP,jp_XY_SR,0.067200,142500,142500,SCRYDEX_JP_RAW,14.9,CRITICAL,0,0,375202,142500,189553,80824,RAW_OVER_PSA9,Y,,NO_SNK
CRD_F708A3D8A5944CB7BF93,M나무킹 EX,SR,083/081,xy7_ja-83,xy7-85,20650,JP,jp_XY_SR,0.067200,307296,307296,SCRYDEX_JP_RAW,14.9,CRITICAL,0,0,665000,307296,527390,0,,,,NO_SNK
CRD_B3CB2A5036FD42688BA6,비크티니,PR,,svp_ja-288,zsv10pt5-171,64042,JP,jp_PR,0.085500,749034,950000,SNK_RAW(n28),14.8,CRITICAL,950000,28,2249125,783589,2507743,940607,,,,SNK_CONFIRMED
CRD_57BF36837D354F8B8535,블래키 GX,SM-P,043/SM-P,smp_ja-125,smp-SM36,24999,EN,en_GLOBAL,0.321100,77853,367650,PSA10x0.15,14.7,CRITICAL,0,0,2451000,0,382964,128835,,Y,Y,NO_SNK
CRD_D8C1902727604BB699E2,팬텀&따라큐 GX,SR,102/095,sm9_ja-102,sm9-164,30055,JP,jp_SM_SR,0.078400,383352,427500,SNK_RAW(n5),14.2,CRITICAL,427500,5,881914,383352,1144437,315464,RAW_OVER_PSA9,,,SNK_CONFIRMED
CRD_5403B77391C44B59BBF1,관광객,SR,189/173,sm12a_ja-192,NO_EN,75288,JP,jp_SM_SR,0.078400,960300,1045000,SNK_RAW(n2),13.9,CRITICAL,1045000,2,2394000,1037216,2406405,1149469,,,,SNK_THIN
CRD_186B68241588428C9410,꼭두,SR,102/095,sm8_ja-101,sm8-214,8432,JP,jp_SM_SR,0.078400,107554,114522,SNK_RAW(n2),13.6,CRITICAL,114522,2,364164,107554,262303,143406,,,,SNK_THIN
CRD_506A9FE402DF410A9083,리자몽 GX,RR,007/024,NO_JP,smp-SM195,9031,EN,en_RR,0.188200,47984,121552,SNK_RAW(n7),13.5,CRITICAL,121552,7,253175,0,0,0,,Y,,SNK_CONFIRMED
CRD_B6CF092809C341D6B60F,미모사,SAR,104/078,sv1v_ja-105,sv1-251,9614,EN,en_SAR,0.223700,42975,129514,SNK_RAW(n27),13.5,CRITICAL,129514,27,399000,135748,371752,103668,RAW_OVER_PSA9,,Y,SNK_CONFIRMED
CRD_A10639DEF1044108891B,팬텀 EX,RR,048/131,xy4_ja-33,xy4-34,27850,JP,jp_RR,0.402800,69142,370500,SNK_RAW(n1),13.3,CRITICAL,370500,1,747650,69142,1296114,74922,,,,SNK_THIN
CRD_F7FE6279B4A147BC9CD1,릴리에의 삐삐 ex,RR,765/742,NO_JP,me2pt5-280,60678,EN,en_RR,0.188200,322415,806303,SNK_RAW(n60),13.3,CRITICAL,806303,60,1793324,0,0,0,,Y,,SNK_CONFIRMED
CRD_228710100B794B3B940D,팬텀&따라큐 GX,SR,103/095,sm9_ja-103,sm9-165,201096,JP,jp_SM_SR,0.078400,2565000,2660000,SCRYDEX_JP_RAW,13.2,CRITICAL,0,0,5635305,2660000,5232782,1721051,RAW_OVER_PSA9,Y,,NO_SNK
CRD_24FAA1F19A0941A2BB96,보미카,SR,194/173,sm12a_ja-197,NO_EN,9496,JP,jp_SM_SR,0.078400,121121,125515,SCRYDEX_JP_RAW,13.2,CRITICAL,0,0,156750,125515,138116,97292,RAW_OVER_PSA9,,,NO_SNK
CRD_31985982AAFB4AECA49A,레쿠쟈 VMAX,HR,082/067,swsh7r_ja-82,swsh7-217,48043,JP,jp_HR,0.432300,111134,633327,SNK_RAW(n13),13.2,CRITICAL,633327,13,1383599,111134,701288,214063,,,,SNK_CONFIRMED
CRD_B158EA20CC184AF1B925,메가깜까미&마기라스 GX,SR,102/094,sm11_ja-102,sm11-226,24092,JP,jp_SM_SR,0.078400,307296,316664,SNK_RAW(n1),13.1,CRITICAL,316664,1,814625,307296,949571,220638,RAW_OVER_PSA9,,,SNK_THIN
CRD_26C2FFF3ECDC4C2B8EE6,보스의 지령,SR,760/742,NO_JP,me2pt5-256,8449,EN,en_SR,0.590000,14320,109250,SNK_RAW(n47),12.9,CRITICAL,109250,47,274550,0,0,0,,Y,,SNK_CONFIRMED
CRD_4156299E17D24C468D3E,명희,SR,068/049,sm11b_ja-67,sm12-236,33127,JP,jp_SM_SR,0.078400,422532,427500,SNK_RAW(n6),12.9,CRITICAL,427500,6,769500,422532,789118,375038,RAW_OVER_PSA9,,,SNK_CONFIRMED
CRD_BB1E084CEC1F4C23BA89,유채,SR,071/066,sm5s_ja-70,sm5-149,9073,JP,jp_SM_SR,0.078400,115728,116757,SCRYDEX_JP_RAW,12.9,CRITICAL,0,0,473100,116757,441174,123036,,,,NO_SNK
CRD_0839A3235BFC40C7A767,말리화,SR,192/173,sm12a_ja-198,NO_EN,10379,JP,jp_SM_SR,0.078400,132383,132475,SCRYDEX_JP_RAW,12.8,CRITICAL,0,0,175750,132475,190417,104200,RAW_OVER_PSA9,,,NO_SNK
CRD_11C10BF531B64E59B61C,성호의 결단,SR,103/096,sm7_ja-102,sm7-165,8431,JP,jp_SM_SR,0.078400,107538,107538,SCRYDEX_JP_RAW,12.8,CRITICAL,0,0,142500,107538,211479,0,,,,NO_SNK
CRD_73E84D59CC8E4A4CA6FD,레드&그린,SR,107/095,sm12_ja-108,sm12-234,13779,JP,jp_SM_SR,0.078400,175758,175758,SCRYDEX_JP_RAW,12.8,CRITICAL,0,0,266000,175758,332207,136710,RAW_OVER_PSA9,,,NO_SNK
CRD_7666E22ADA2D4444AB42,메가이어롭&푸린 GX,SR,104/095,sm12_ja-104,sm12-226,18763,JP,jp_SM_SR,0.078400,239322,239322,SCRYDEX_JP_RAW,12.8,CRITICAL,0,0,496375,239322,484378,180914,RAW_OVER_PSA9,,,NO_SNK
CRD_BBDFDA23088F44F3B3B8,M갸라도스 EX,SR,082/080,xy9_ja-82,xy9-115,22470,EN,en_XY_SR,0.134400,167184,286691,PSA10x0.15,12.8,CRITICAL,0,0,1615000,0,1911275,0,,Y,Y,NO_SNK
CRD_D3B2F8E6629F414DAAA8,지우의 피카츄,SM-P,044/SM-P,smp_ja-71,smp-SM109,63200,EN,en_GLOBAL,0.321100,196823,807500,SCRYDEX_JP_RAW,12.8,CRITICAL,0,0,2303655,807500,1334590,414670,RAW_OVER_PSA9,Y,Y,NO_SNK
CRD_E17AC037337F480F9F4D,에브이&테오키스 GX,SR,176/173,sm12a_ja-176,NO_EN,8353,JP,jp_SM_SR,0.078400,106540,106540,SCRYDEX_JP_RAW,12.8,CRITICAL,0,0,289750,106540,172885,63027,RAW_OVER_PSA9,,,NO_SNK
CRD_F9A376E8D1EA497EABA5,아고용&악식킹 GX,SR,102/095,sm12_ja-102,sm12-224,12079,JP,jp_SM_SR,0.078400,154063,154063,SCRYDEX_JP_RAW,12.8,CRITICAL,0,0,212705,154063,255236,142357,RAW_OVER_PSA9,,,NO_SNK
CRD_CB62AB154B714772BCC6,그린의 전략,SR,190/173,sm12a_ja-193,NO_EN,25005,JP,jp_SM_SR,0.078400,318943,316664,SNK_RAW(n1),12.7,CRITICAL,316664,1,726712,310891,935429,389040,,,,SNK_THIN
CRD_F8474225830A4240A94E,민화의 대접,SR,,sm9_ja-107,sm9-174,13508,JP,jp_SM_SR,0.078400,172301,171000,SNK_RAW(n5),12.7,CRITICAL,171000,5,427500,172301,359958,148575,RAW_OVER_PSA9,,,SNK_CONFIRMED
CRD_54079F1439374F52BCF7,레쿠쟈 VMAX,HR,083/067,swsh7r_ja-83,swsh7-218,564805,EN,en_HR,0.357800,1578549,7125000,SNK_RAW(n1),12.6,CRITICAL,7125000,1,11400000,3841200,10795630,1405169,RAW_OVER_PSA9,,Y,SNK_THIN
CRD_BC975C84189F46CDAFBF,난천,SR,070/066,sm5m_ja-70,sm5-148,60167,EN,en_SM_SR,0.168000,358138,760000,SNK_RAW(n1),12.6,CRITICAL,760000,1,1206490,1235000,1554257,594352,RAW_OVER_PSA9,Y,Y,SNK_THIN
CRD_E02E2D38E06C4D3AACF4,라플레시아 GX,SR,062/049,sm11b_ja-62,sm12-211,8406,JP,jp_SM_SR,0.078400,107216,105554,SNK_RAW(n1),12.6,CRITICAL,105554,1,204250,106201,234644,125540,,,,SNK_THIN
CRD_4BC0454F738547C680E7,토게피&삐&푸푸린 GX,SR,185/173,sm12a_ja-185,NO_EN,9710,JP,jp_SM_SR,0.078400,123856,121600,SNK_RAW(n5),12.5,CRITICAL,121600,5,358150,109689,301350,106359,RAW_OVER_PSA9,,,SNK_CONFIRMED
CRD_8FEEA7EE5FFB4B758A50,민화의 대접,SR,193/173,sm12a_ja-190,NO_EN,54207,JP,jp_SM_SR,0.078400,691416,665000,SNK_RAW(n1),12.3,CRITICAL,665000,1,1579375,691416,1795414,878736,,,,SNK_THIN
CRD_E26D2432BB194094A890,토게피&삐&푸푸린 GX,SR,186/173,sm12a_ja-186,sm12-143a,27104,JP,jp_SM_SR,0.078400,345708,322661,SCRYDEX_JP_RAW,11.9,CRITICAL,0,0,950000,322661,972862,293540,RAW_OVER_PSA9,,,NO_SNK
CRD_A2D5C36D69B54AE9834C,블래키 GX,RR,037/060,sm1m_ja-37,sm1-80,12099,JP,jp_RR,0.402800,30038,142490,SNK_RAW(n11),11.8,CRITICAL,142490,11,370500,28271,480864,71959,,,,SNK_CONFIRMED
CRD_2BAD952E439344719A81,레쿠쟈 VMAX,UR,284/184,swsh8b_ja-284,swsh12tg-TG29,32252,JP,jp_UR,0.436400,73905,377616,SNK_RAW(n20),11.7,CRITICAL,377616,20,645364,71938,620241,76966,,,,SNK_CONFIRMED
CRD_32B748391B31457F884D,난천&카틀레야,SR,106/095,sm12_ja-106,sm12-228,17453,JP,jp_SM_SR,0.078400,222621,204250,SNK_RAW(n2),11.7,CRITICAL,204250,2,406125,224587,330712,213432,RAW_OVER_PSA9,,,SNK_THIN
CRD_7C280FA0405542028F83,뮤 VMAX,UR,280/184,swsh8b_ja-280,swsh11tg-TG30,23475,JP,jp_UR,0.436400,53792,274550,SNK_RAW(n24),11.7,CRITICAL,274550,24,500175,54729,477574,28608,RAW_OVER_PSA9,,,SNK_CONFIRMED
CRD_4CB4D847706A453D8A1F,빛나는 뮤,A,041/072,sm3p_ja-41,sm35-40,74301,EN,en_GLOBAL,0.321100,231394,855000,SCRYDEX_JP_RAW,11.5,CRITICAL,0,0,0,855000,1615263,988060,,Y,Y,NO_SNK
CRD_287F04A23D8D4624B994,마스,SR,070/066,sm5s_ja-72,sm5-154,9275,JP,jp_SM_SR,0.078400,118309,104500,SNK_RAW(n1),11.3,CRITICAL,104500,1,160550,161500,253549,89922,RAW_OVER_PSA9,Y,,SNK_THIN
CRD_6C093D7C67AF47468F97,레드의 도전,SR,191/173,sm12a_ja-201,NO_EN,23449,JP,jp_SM_SR,0.078400,299091,265468,SNK_RAW(n2),11.3,CRITICAL,265468,2,1066366,300459,1048863,377961,,,,SNK_THIN
CRD_F5378ABA3B3E4D73A064,명탐정 피카츄,SM-P,142/SM-P,smp_ja-339,smp-SM190,18810,JP,jp_GLOBAL,0.382700,49152,212800,SNK_RAW(n5),11.3,CRITICAL,212800,5,565250,49152,584179,114754,,,,SNK_CONFIRMED
CRD_7ADE94812E08415390CB,제크로무 GX,SM-P,116/SM-P,smp_ja-238,smp-SM138,10992,EN,en_GLOBAL,0.321100,34233,122903,SCRYDEX_JP_RAW,11.2,CRITICAL,0,0,615600,122903,636751,167220,,,Y,NO_SNK
CRD_141407CDC6C3483B9AF1,빛나는 레쿠쟈,A,057/072,sm3p_ja-57,sm35-56,60338,EN,en_GLOBAL,0.321100,187912,665000,SCRYDEX_JP_RAW,11.0,CRITICAL,0,0,0,665000,1737632,227503,RAW_OVER_PSA9,Y,Y,NO_SNK
CRD_761714141AFD427DA3EC,피카츄 V,SR,104/100,swsh4_ja-104,swsh4-170,25823,JP,jp_SR,0.393600,65608,285000,SNK_RAW(n23),11.0,CRITICAL,285000,23,600875,65608,589037,420286,,,,SNK_CONFIRMED
CRD_090216855FE241EFB18B,이슬의 부탁,SR,105/094,sm11_ja-104,sm11-235,21537,JP,jp_SM_SR,0.078400,274707,235116,SNK_RAW(n4),10.9,CRITICAL,235116,4,674500,271573,698966,265958,RAW_OVER_PSA9,,,SNK_THIN
CRD_C4865CD65C7F40D2A53C,빛나는 아르세우스,A,059/072,sm3p_ja-59,sm35-57,13321,EN,en_GLOBAL,0.321100,41485,142500,SCRYDEX_JP_RAW,10.7,CRITICAL,0,0,0,142500,397708,50228,RAW_OVER_PSA9,Y,Y,NO_SNK
CRD_4EC3A525E385456A88F0,레쿠쟈 EX,PR,,xyp_ja-122,xyp-XY69,68627,EN,en_GLOBAL,0.321100,213724,725800,SNK_RAW(n22),10.6,CRITICAL,725800,22,1144750,0,1838462,442318,,Y,Y,SNK_CONFIRMED
CRD_7DD7D9F40504433E96CA,지우의 피카츄,SM-P,048/SM-P,smp_ja-75,smp-SM113,23593,EN,en_GLOBAL,0.321100,73474,250800,PSA10x0.15,10.6,CRITICAL,0,0,1672000,0,1271418,305804,,Y,Y,NO_SNK
CRD_8ED834DBED86423DAAE0,마오&수련,SR,108/095,sm12_ja-107,sm12-231,15659,JP,jp_SM_SR,0.078400,199727,164825,SNK_RAW(n2),10.5,CRITICAL,164825,2,294566,199727,281917,126542,RAW_OVER_PSA9,,,SNK_THIN
CRD_2F43F0F33B364E59B1AA,로사와 로이,SR,061/054,sm10b_ja-62,sm115-68,22971,EN,en_SM_SR,0.168000,136731,237500,SNK_RAW(n4),10.3,CRITICAL,237500,4,748771,293437,692398,203864,RAW_OVER_PSA9,,Y,SNK_THIN
CRD_21AA8DB739564F3E9CA5,피카츄,SM-P,052/SM-P,smp_ja-44,smp-SM86,12156,EN,en_GLOBAL,0.321100,37859,123500,SCRYDEX_JP_RAW,10.2,CRITICAL,0,0,950000,123500,1057315,211800,,Y,Y,NO_SNK
CRD_C5460BA77BF844449364,아그놈,HR,22/40,NO_JP,dp6-140,14009,EN,en_BW_HR,0.089600,156352,139650,PSA10x0.15,10.0,CRITICAL,0,0,931000,0,0,0,,Y,,NO_SNK
CRD_3C4CBC99613B4B548008,소니아,SR,077/070,swsh1a_ja-77,swsh2-192,28876,EN,en_SWSH_SR_SUPPORTER,0.894500,32281,285000,SCRYDEX_JP_RAW,9.9,HIGH,0,0,284990,285000,297996,86436,RAW_OVER_PSA9,Y,Y,NO_SNK
CRD_9164D7095AC54C06BE66,피카츄 VMAX,UR,279/184,swsh8b_ja-279,swsh11tg-TG29,26519,JP,jp_UR,0.436400,60768,258875,SNK_RAW(n17),9.8,HIGH,258875,17,650740,60261,370811,66849,,,,SNK_CONFIRMED
CRD_C80A57B9F72D4DD39F64,빛나는 루기아,A,058/072,sm3p_ja-58,smp-SM82,49943,EN,en_GLOBAL,0.321100,155538,475000,SCRYDEX_JP_RAW,9.5,HIGH,0,0,0,475000,1247402,321767,RAW_OVER_PSA9,Y,Y,NO_SNK
CRD_3B1C48E46678437CBAE4,가디안&님피아 GX,SR,061/055,sm9a_ja-61,sm10-205,111720,JP,jp_SM_SR,0.078400,1425000,1044990,SNK_RAW(n6),9.4,HIGH,1044990,6,3037625,1615000,2776822,1425826,RAW_OVER_PSA9,Y,,SNK_CONFIRMED
CRD_B6294903334744A58D01,지우의 피카츄,SM-P,045/SM-P,smp_ja-72,smp-SM110,27046,EN,en_GLOBAL,0.321100,84230,255075,PSA10x0.15,9.4,HIGH,0,0,1700500,0,1302710,137612,,Y,Y,NO_SNK
CRD_3BE5316F6AED4A72B593,다크라이 GX,SSR,230/150,sm8b_ja-230,sma-SV70,40931,JP,jp_GLOBAL,0.382700,106954,379990,SNK_RAW(n3),9.3,HIGH,379990,3,706800,106954,606946,99386,RAW_OVER_PSA9,,,SNK_THIN
CRD_BA10F03AB84145BBB276,메가메가니움 ex,RR,761/742,NO_JP,me2pt5-272,28370,EN,en_RR,0.188200,150744,264414,SNK_RAW(n24),9.3,HIGH,264414,24,603012,0,0,0,,Y,,SNK_CONFIRMED
CRD_D676436BD48549B1BEBE,마리,HR,072/060,swsh1h_ja-72,swsh1-208,11864,EN,en_HR,0.357800,33157,108775,SNK_RAW(n1),9.2,HIGH,108775,1,223240,0,203710,38226,,Y,Y,SNK_THIN
CRD_FE7A2CCC9AFB4044AD37,마리,SR,067/060,swsh1h_ja-68,swsh1-200,52130,EN,en_SWSH_SR_SUPPORTER,0.894500,58279,475000,SNK_RAW(n7),9.1,HIGH,475000,7,958550,537768,947793,360069,RAW_OVER_PSA9,Y,Y,SNK_CONFIRMED
CRD_EFFAAF3652A343819720,이슬&칸나,SR,198/173,sm12a_ja-191,NO_EN,47196,JP,jp_SM_SR,0.078400,601993,422750,SNK_RAW(n1),9.0,HIGH,422750,1,850240,599719,1006785,507072,RAW_OVER_PSA9,,,SNK_THIN
CRD_2165621DAD614A36A40F,지우의 피카츄,SM-P,047/SM-P,smp_ja-74,smp-SM112,27007,EN,en_GLOBAL,0.321100,84107,240058,PSA10x0.15,8.9,HIGH,0,0,1459523,0,1600390,311308,,Y,Y,NO_SNK
CRD_BE15DB54E85D437389C2,피카츄 VMAX,HR,114/100,swsh4_ja-114,swsh4-188,73064,JP,jp_HR,0.432300,169013,648375,SNK_RAW(n4),8.9,HIGH,648375,4,1001775,169013,880697,229659,,,,SNK_THIN
CRD_40ACC9AF379C44558884,디아루가,HR,46/60,dp3_ja-1004,dp4-105,34416,EN,en_BW_HR,0.089600,384105,303653,PSA10x0.15,8.8,HIGH,0,0,0,0,2024354,198362,,Y,Y,NO_SNK
CRD_AFEB8972DDD3469BB268,레시라무 GX,SSR,211/150,sm8b_ja-211,sma-SV51,21756,JP,jp_GLOBAL,0.382700,56850,189990,SNK_RAW(n2),8.7,HIGH,189990,2,358625,56327,295804,78538,,,,SNK_THIN
CRD_6E0CFA01EAA84472A5AAA69BE95C2DA8,뮤 VMAX,HR,119/100,swsh8_ja-119,swsh8-269,198522,JP,jp_HR,0.432300,459223,1710000,SNK_RAW(n9),8.6,HIGH,1710000,9,2481400,459223,2260613,428019,RAW_OVER_PSA9,,,SNK_CONFIRMED
CRD_906A3DF2C7B04997AE4D,개굴닌자 EX,PR,,xyp_ja-21,xyp-XY20,13479,EN,en_GLOBAL,0.321100,41977,115236,SCRYDEX_JP_RAW,8.5,HIGH,0,0,555750,115236,690597,152517,,,Y,NO_SNK
CRD_DFBD272AF9C64329B300,뮤 V,SR,105/100,swsh8_ja-105,swsh8-250,12857,JP,jp_SR,0.393600,32666,108300,SNK_RAW(n25),8.4,HIGH,108300,25,341050,32666,250861,58830,,,,SNK_CONFIRMED
CRD_C1ED974D21D945F6AE35,아쿠아단의 가이오가 EX,RR,006/034,cp1_ja-6,dc1-6,172053,JP,jp_RR,0.402800,427141,1425000,SNK_RAW(n2),8.3,HIGH,1425000,2,3781000,427141,3773002,1865744,,,,SNK_THIN
CRD_176BE23510B840A2A394,피카츄 ex,RR,764/742,NO_JP,me2pt5-276,371494,EN,en_RR,0.188200,1973931,3040000,SNK_RAW(n65),8.2,HIGH,3040000,65,5037603,0,0,0,,Y,,SNK_CONFIRMED
CRD_A8210A464976421F9923,메가염무왕 ex,RR,762/742,NO_JP,me2pt5-273,20279,EN,en_RR,0.188200,107753,161490,SNK_RAW(n25),8.0,HIGH,161490,25,368914,0,0,0,,Y,,SNK_CONFIRMED
CRD_C01B9679589B47678C03,피카츄,SM-P,086/SM-P,smp_ja-214,smp-SM98,21930,EN,en_GLOBAL,0.321100,68297,175750,SNK_RAW(n2),8.0,HIGH,175750,2,474990,30730,573355,47601,,,Y,SNK_THIN
CRD_67CFE01AE03E495B9FB2,블루의 탐색,SR,195/173,sm12a_ja-196,NO_EN,55727,JP,jp_SM_SR,0.078400,710806,441750,SNK_RAW(n4),7.9,HIGH,441750,4,1431014,710806,1627700,756491,,,,SNK_THIN
CRD_85E5684497324EADB399,개굴닌자 GX,SSR,216/150,sm8b_ja-216,sma-SV56,35275,JP,jp_GLOBAL,0.382700,92173,275490,SNK_RAW(n2),7.8,HIGH,275490,2,679240,92173,775194,169507,,,,SNK_THIN
CRD_A5B83823B6344946A314,피카츄 ex,SAR,132/106,sv8_ja-132,sv8-238,109622,JP,jp_SAR,0.333300,328899,855000,SNK_RAW(n28),7.8,HIGH,855000,28,1215326,322676,1067268,549931,,,,SNK_CONFIRMED
CRD_123A0C58771F4B76BBFE,아강의 비장의카드,SR,077/070,xy5t_ja-77,xy5-157,14850,EN,CARD:CRD_123A0C58771F4B76BBFE:EN,0.413928,35877,114000,SCRYDEX_JP_RAW,7.7,HIGH,0,0,0,114000,264413,140670,,Y,Y,NO_SNK
CRD_3583C21779BE400FB9A6,피카츄,PR,S-P 203,swshp_ja-1,swshp-SWSH020,50851,EN,en_GLOBAL,0.321100,158365,384120,SCRYDEX_JP_RAW,7.6,HIGH,0,0,0,384120,1693183,510033,,,Y,NO_SNK
