card_id,name,rarity,officialCode,scrydexRef,vector_count
CRD_1EDA56AA698D4E9C9F8E,뮤츠 GX,RR,BS2019006054,sm115-31,10
CRD_0AFA4633985B42E9908B,가라르 날쌩마 V,RR,BS2021004029,swsh6h_ja-29,15
CRD_ED1679BCEE824AE4A90D,제라오라 VSTAR,RR,BS2022012007,swshp-SWSH265,10
CRD_BE45969A67C04DAC8AA4,찬란한 개굴닌자,K,BS2024003003,,5
CRD_86753990A73F4233AA04,일격 우라오스 V,RR,BS2021001036,swsh5i_ja-36,15
CRD_8B808BDEB0FB47A2BF9A,제로의 대공동,UR,BS2024012135,sv7_ja-135,15
CRD_36C11CC18239437D97C7,버프론 ex,RR,BS2025008075,sv11w_ja-75,15
CRD_53B11C0057674FE1817E,찬란한 리자몽,K,BS2024009003,,5
CRD_E92AB73CDEB74E58B852,수퍼 에너지 회수,UR,BS2023012098,sv2d_ja-98,15
CRD_D72656DA4933473F917C,이브이 ex,RR,BS2024019126,sv8a_ja-126,15
CRD_E2D78ACE217441399909,원경조준기,UR,,swsh4_ja-120,10
CRD_CFD7A6F0F3FB4E438997,에브이 VMAX,RR,BS2021010004,swsh7-65,10
CRD_4513C775D26D49389BEE,인텔리레온 V,,BS2021009005,swsh8-78,10
CRD_680C2B798F8C4EDE9112,제크로무 ex,RR,BS2025007037,sv11b_ja-37,15
CRD_336D9FDC86934C2390C3,폭풍의 산,UR,,swsh7r_ja-89,10
CRD_E270BF60AB854ADFAA6C,블래키 ex,RR,BS2024019093,sv8a_ja-93,15
CRD_3576401DFBC547F4B584,지가르데 EX,RR,BS201707069,xy_ja-69,15
CRD_ADBEB5959E2C43B9B8AD,루자미네,SR,BS2017013118,sm4p_ja-120,15
CRD_6B0BBE935C8646E780AD,큰입 늪,UR,BS2022017125,swsh12_ja-125,15
CRD_977E585DA38F48799AA6,기라티나,H,BS2010003015,dp5c_ja-526,20
CRD_A070C12F41B8478A8D70,해당의 백업,SR,BS2022002116,swsh9_ja-116,10
CRD_62DDF6FB498A4680BDE8,자마젠타 V,RR,BS2022003313,swsh12a_ja-103,15
CRD_7C7EB9D063E24E2AB4E0,러기드 헬멧,UR,,swsh6h_ja-94,10
CRD_5CFF1B46B7D64BCFB9C7,프라임 캐처,ACE,BS2026001670,sv5m_ja-62,15
CRD_99F9299CDDC74D3E94F5,님피아 V,RR,BS2022003191,swsh6a_ja-40,15
CRD_81D35CD6A39B4ED5AED2,스크램블 스위치,ACE,BS2026001646,sv8_ja-95,15
CRD_5A48FDCCA6EA4614A4F2,크로뱃 V,RR,BS2022006001,swshp-SWSH110,10
CRD_D6A12AB9F5294283B6D9,이브이,P,PR2010001013,,5
CRD_E4E9EDB2960842BD80EE,퀵볼,UR,,swsh1h_ja-74,10
CRD_BA2B81F85B96A37C5A65,피카츄,PR,,hsp-HGSS03,5
CRD_3720DDCBA0264F398AD2,스이쿤 V,RR,BS2022003092,swsh12a_ja-24,15
CRD_59D7087550034D60B177,블래키 V,RR,BS2022001100,swsh8b_ja-100,15
CRD_6C5C2EB6C3C6473086F0,아머까오 V,RR,BS2022001115,swsh8b_ja-115,15
CRD_F3D6BF8E596D4F7986FD,어리짱,S,BS2024001271,sv4a_ja-271,10
CRD_21A5010BC113432EBACD,원더패치,SR,BS2026002103,m3_ja-104,10
CRD_35E091475C9840ECB27B,포켓바이털A,ACE,BS2026001668,sv6a_ja-55,15
CRD_3D925BBA8C714A9086DF,꿈트렁 ex,RR,BS2024012074,sv7_ja-74,15
CRD_C0308011255C47CB9BE2,두빅굴 EX,RR,BS2016004030,xy3_ja-20,15
CRD_067F9D60EC5F423885A9,피죤투 ex,RR,BS2024002015,ma_ja-7,15
CRD_D660224E826740A9A990,다크라이 GX,SM-P,SMP000000155,sm4p_ja-64,15
CRD_0BB28746DC704932A98D,카푸느지느 GX,RR,BS2018011027,sm2p_ja-18,15
CRD_260E916B324C46FA82E0,피죤투 ex,RR,BS2024013009,sv4a_ja-139,15
CRD_C0D9FC5F1756486AA793,환영의 랜턴,UR,,swsh6h_ja-93,10
CRD_1E01D64E2EF649078020,샤미드 V,RR,BS2021007015,swsh6a_ja-15,15
CRD_CA0D52447E2E4CBBB724,엠페르트 V,RR,BS2021002026,swsh5r_ja-26,15
CRD_41D656AFDF2B44A0BC87,블랙큐레무 ex,RR,BS2024016011,sv7a_ja-11,15
CRD_298F378038F84DA8A4C3,메타그로스 V,RR,BS2021005049,swsh6k_ja-49,15
CRD_C732E5C7280E47F9BE2C,수상한 음식통,UR,,swsh2a_ja-85,10
CRD_15001EC749E84A82B566,흑마 버드렉스 VMAX,RR,BS2022003204,swsh8b_ja-83,5
CRD_80CC23120E2641A6A83F,어흥염 ex,RR,BS2024005022,sv5m_ja-22,15
CRD_8E54C8AECE0B4005A79D,레쿠쟈 EX,RR,BS2016004096,xy6_ja-61,15
CRD_54F6D94880AB4E55B423,팔데아 우파,S,BS2024001287,sv4a_ja-287,10
CRD_CEB8225D5244467F942E,샤크니아 EX,RR,BS2015002044,xy5t_ja-44,20
CRD_841A5D3BD30840098BB4,M루카리오 EX,RR,BS2016004075,xy3_ja-53,15
CRD_9791FBC36F5B428C8756,뉴트럴센터,ACE,BS2024011063,sv6a_ja-63,15
CRD_A23098C97B184439B2FF,과미드라 ex,RR,BS2024019010,sv8a_ja-10,15
CRD_E9BBC337EBFE495BBEAF,갸라도스,P,PR2010001004,,5
CRD_C51E112E9FFE4C02B3C6,앤테이 V,RR,BS2022003056,swsh12a_ja-19,15
CRD_D6AE8E9C96474E57BEF9,에레키블 ex,RR,BS2025005035,sv9a_ja-35,15
CRD_97F0E1EFF98646BE8CC3,마그마의 용소,UR,BS2022002127,swsh9_ja-127,15
CRD_D73D8358082846B597A8,이상한사탕,SR,BS2025010082,m1s_ja-82,15
CRD_7393D6234952454ABFAD,안개 수정,UR,,swsh6k_ja-93,10
CRD_F7CE1A011375434A88F6,초염몽,H,BS2010001016,dp1_ja-453,20
CRD_5F6E70DF27964C52ACD5,데인저러스 광선,ACE,BS2026001636,sv6a_ja-54,15
CRD_F61C59091A3A48E18945,망나뇽,H,BS2010003051,dp5c_ja-180,20
CRD_E2624BC5F3F648E0A565,고래왕,H,BS2010004012,dp4m_ja-374,20
CRD_C1BD73E7C1A24EF4B23F,큰 파라솔,UR,,swsh2a_ja-86,10
CRD_0EC7471737C64CF093AD,축복마을,UR,BS2022004138,swsh9a_ja-93,15
CRD_EF30236F493040D69A28,프레셔스캐리,ACE,BS2026001671,sv8-185,10
CRD_AD76161B7F644CA29A26,님피아 VMAX,RRR,BS2022001074,swsh8b_ja-75,15
CRD_308A8FD081F64C55A7F2,에브이 EX,RR,BS2016001035,xy9_ja-35,20
CRD_9FA00F9D35E8416ABEEB,영웅의 메달,UR,,swsh3a_ja-93,10
CRD_ECE82269D2AB4A9FBE8B,테라파고스 ex,RR,BS2024012088,sv7_ja-88,15
CRD_FFBB43BBC75A4363A629,바우첼 ex,RR,BS2024012046,sv7_ja-46,15
CRD_8B5DA09F34764492A8C3,토게키스 VMAX,HR,,swsh3a_ja-88,10
CRD_307192BBF1544D13B485,거북왕 GX,RR,BS2019005010,sm9b_ja-10,15
CRD_90CC9B987FFB4D52AB48,수련,SR,BS2017013120,sm4p_ja-118,15
CRD_64AC918F6BDF4BDABB8C,라티아스 ex,RR,BS2024016019,sv7a_ja-19,15
CRD_DB976A02D0A54EDD989C,돌핀맨 ex,RR,BS2024008036,sv6_ja-36,15
CRD_BEE96AE0AAD94B119F67,라티아스,H,BS2010002034,dp4d_ja-438,20
CRD_F2BB08F94D9C4C81B74E,피죤투 ex,RR,BS2025013007,ma_ja-7,15
CRD_3B06633FDD1444F7B689,루나아라 GX,RR,BS2017013049,sm4p_ja-49,15
CRD_2906B160A7D843A09118,피츄,P,PR2010001005,,5
CRD_4BB986D82025482C9233,에브이 V,RR,BS2021007035,swsh6a_ja-35,15
CRD_A7850DED8EE64C28A23B,밤의 들것,UR,BS2024017137,sv8_ja-137,15
CRD_ADDA9BA348B94DC28ED6,누룩스시티,UR,BS2025005092,sv9a_ja-92,15
CRD_9CE6BF712A2F4E708FD7,개굴닌자 ex,RR,BS2026001208,sv7-41,5
CRD_B0F2622101694469AA59,스코빌런 ex,RR,BS2024017023,sv8_ja-23,15
CRD_DC7A391447A44B9E9B13,부화장치,UR,BS2022010093,swsh10b_ja-92,15
CRD_36D2EB22DE894F0D92D6,핫삼 GX,RR,BS2018006041,sm6b_ja-41,15
CRD_9D54B6A2E6924A37BFD7,뮤츠 EX,RR,BS2015007027,xy8r_ja-27,20
CRD_AFA58124FB544024A66D,복숭악동 ex,RR,BS2024011039,sv6a_ja-39,15
CRD_ED288851F086475EA920,로켓단의 크로뱃 ex,RR,BS2025015101,m2a_ja-101,15
CRD_19DB508398AD4D219234,찬란한 개굴닌자,K,BS2023017004,sv3_ja-4,10
CRD_5101062B092642DFA1E3,네오라이트 V,RR,BS2022013002,swsh9_ja-30,15
CRD_CFE0FEB8D1254AD69467,자시안 V,RR,BS2021019016,swsh8b_ja-117,15
CRD_22F2486B38CA4BF283BF,조로아크 BREAK,RR,BS2015006037,xy8b_ja-37,20
CRD_034BD290DCF04E47AF9E,기로치 ex,RR,BS2025015114,m2a_ja-114,15
CRD_BF5F811DFD2B4CF8820F,백마 버드렉스 VMAX,RR,BS2022003126,swsh6h_ja-28,5
CRD_A91F035D0DE2444DB87B,글레이시아 V,RR,BS2022003103,swsh6a_ja-24,15
CRD_9A309542F0194A578576,글레이시아 ex,RR,BS2024019041,sv8a_ja-41,15
CRD_2794B252D7674FEC9247,블래키,H,BS2010005029,dp5-32,15
CRD_A1C7157798ED424092D7,무쇠감투 ex,RR,BS2024005036,sv5m_ja-36,15
CRD_0325324CA8874D7DB20C,프라임 캐처,ACE,BS2025002022,ma_ja-22,15
CRD_ED173CEAC5A94656A690,피카츄,PR,SP000000159,swshp_ja-272,15
CRD_0D6128DA183F4ED6B72A,피죤투 ex,RR,BS2025002006,sv9_ja-6,10
CRD_A752DD8F19194B5FBF61,각성의 드럼,ACE,BS2026001632,sv5k_ja-62,15
CRD_90BFABA9EF134C4BB20B,루기아 V,PR,SP000000187,swshp_ja-324,10
CRD_6FB13DE8ED1E4F6D8D07,루카리오 V,RR,BS2021013055,swsh8-146,10
CRD_7131AC84699949968E56,레벨볼,UR,,swsh5r_ja-90,10
CRD_7BA874BA9CE545F78F92,라이츄 GX,RR,BS2019006002,sm115-20,10
CRD_117F091E0122445AA752,M나무킹 EX,RR,BS2016004007,xy7_ja-8,15
CRD_AA2422DBCBA34A05AEA3,비크티니 V,RR,BS2021002012,swsh5r_ja-12,15
CRD_4F3FD729BEEB4D2F8DDC,토대부기,H,BS2010001004,dp1_ja-450,20
CRD_79B61EB556A54DDA9E83,부스터 V,RR,BS2021007011,swsh6a_ja-11,15
CRD_FC44FE79B6EB46DB8F3F,요가램 ex,RR,BS2024012054,sv7_ja-54,15
CRD_5CEE2D7954364489B91B,굽이치는물결 ex,RR,BS2024004024,sv5k_ja-24,15
CRD_6935B448FBDA4E99A198,리피아 EX,PR,PR2015001103,xyp_ja-192,15
CRD_55898EBD2BED48EF8C39,바랜드 V,RR,BS2021001059,swsh5i_ja-59,15
CRD_8A1E40EAAEB14AF79227,M팬텀 EX,RR,BS2014004034,xy4_ja-34,15
CRD_BCCA3EF5C1F04CD0BFC8,아르세우스,P,PR2010001014,,5
CRD_868C50B2C04F4088AF8A,마기아나 EX,RR,BS2016007035,xy11c_ja-35,20
CRD_BB5CB5BD6FD64AA6BAD1,아가씨,HR,,swsh3a_ja-89,10
CRD_64E91C6250B145D3BB7D,루어모듈,UR,BS2022010092,swsh10b_ja-93,15
CRD_F938D2F41A594A48BFDA,루기아,H,BS2010007032,dp3_ja-299,20
CRD_66EA5DD56FAA4AE2BBBB,루가루암 GX,RR,BS2017013057,sm4p_ja-57,15
CRD_9B8DB93FAA7F49D1B45D,갸라도스,H,BS2010005010,dp6_ja-17,20
CRD_22A55E55E352446A864B,카푸나비나 GX,RR,BS2019009012,sm2l_ja-22,15
CRD_E5E0A16FCC724F958F60,칠색조 GX,RR,BS2018011013,sm3h_ja-12,15
CRD_34E88D80380E4C548121,어니언,HR,,swsh3a_ja-90,10
CRD_795E3D05339E4E8096ED,우렁찬꼬리 ex,RR,BS2024007040,sv5a_ja-40,15
CRD_5CA7FFD0815A4CE8BF5D,네오라이트 V,RR,BS2022012001,swsh9_ja-30,15
CRD_4D2306240DCA4839A318,밤의 들것,SR,BS2025009081,m1l_ja-83,15
CRD_35EE24460EF04D369914,대로트 V,RR,BS2021012007,swsh7r_ja-7,15
CRD_40BA664331F9436D9980,레쿠쟈 EX,RR,BS2015004061,xy6_ja-61,20
CRD_890A5BCCE7944EB0A6B1,루기아 EX,RR,BS201707103,xy7_ja-68,15
CRD_C86BB1ACC43E42EBBC54,크로뱃 V,RR,BS2022005010,swshp-SWSH110,10
CRD_536B90284F124382BA98,블랙마켓(프리즘스타),PR,BS2018013052,sm8a_ja-52,10
CRD_6CC8EF6265BB418D963F,팬텀 ex,RR,BS2024004047,sv5k_ja-47,15
CRD_28A89296FBE346BCA0F8,도구 스크래퍼,UR,,swsh2_ja-115,10
CRD_580B34E63D1A409296DB,브리가론 BREAK,RR,BS2015007006,xy8r_ja-6,20
CRD_7C46F8E5F5594CAFA4FC,후딘 EX,RR,BS2016020023,xy10_ja-23,15
CRD_5E5D7E18A66E45289E08,리피아 ex,RR,BS2024019003,sv8a_ja-3,15
CRD_17100EE1F714421CA51C,핫삼 ex,RR,BS2024005044,sv5m_ja-44,15
CRD_D32055C7E83A425E8E79,오거폰 벽록의 가면 ex,RR,BS2024008016,sv6_ja-16,15
CRD_55919508859C47C0A3FA,찬란한 후딘,K,BS2024013005,,5
CRD_0AFFA16D17C94EF5A677,동탁군 BREAK,RR,BS2016020049,xy10_ja-49,15
CRD_C2DA6134D36A43A6AAF6,성스러운분말,SR,BS2026002101,m3_ja-102,10
CRD_DB8959C82CB54195AB1F,찬란한 개굴닌자,,BS2023001033,swsh12a_ja-33,10
CRD_31E3BD03B11A42CA83DE,마그카르고 ex,RR,BS2024007013,sv5a_ja-13,15
CRD_EB96FC5C5F7E48279A5D,마휘핑 VMAX,HR,,swsh3a_ja-86,10
CRD_7EE7B873542649888B27,핫삼,H,BS2010008007,dp6_ja-4,20
CRD_C381C2E256734877B6F7,플라제스 EX,RR,BS2014004060,xy4_ja-60,20
CRD_7531672F4CE14112982A,라이코 V,RR,BS2022003137,swsh12a_ja-38,15
CRD_ABA364D5C8D449849C05,리자몽 GX,RR,BS2019006032,sm115-9,10
CRD_5B0B71986B674763B7D4,브리두라스 ex,RR,BS2024016037,sv7a_ja-37,15
CRD_F532B44F7B064ECB8DA4,메모리 캡슐,UR,,swsh4_ja-121,10
CRD_08E7B3A3335B4A998906,두빅굴 EX,RR,BS201707022,cp4_ja-30,15
CRD_2F76015568504ADA8656,루차불 EX,PR,PR2015001010,xyp_ja-38,15
CRD_96F271C8A3214766B5E3,메타그로스,H,BS2010009029,dp5t_ja-434,20
CRD_9FE2C752705B4601A48B,M뮤츠 EX,RR,BS2016004052,xy8r_ja-28,15
CRD_24D3E3B760BB44C7A144,챔피언스 페스티벌,SM-P,SMP000000202,smp-SM148,10
CRD_7DF75212273E4EC497D5,오거폰 우물의 가면 ex,RR,BS2024019050,sv8a_ja-50,15
CRD_BCAF95D174344CE78E15,나오하 ex,RR,BS2026001068,svp-87,5
CRD_BF3A1B446C904A87A04D,따라큐 V,RR,BS2021001027,swsh5i_ja-27,15
CRD_ED55D2BEB4BF4829B3EB,네크로즈마 GX,RR,BS2017013050,sm4p_ja-50,15
CRD_0A0B0ACC9B234353940F,카운터 캐처,UR,BS2023022094,sv4m_ja-94,15
CRD_38B5BB48C9E34092ABFE,찬란한 루차불,,BS2023001078,swsh12a_ja-78,10
CRD_00865A20063249B7BAB2,챔피언스 페스티벌,SM-P,SMP000000221,smp-SM231,10
CRD_2690751B7B7A455391FB,사다이사 V,RR,BS2021004043,swsh6h_ja-43,15
CRD_81EE48834AB34DC39928,다탱구,H,BS2010004031,dp1_ja-325,20
CRD_785C8280FB8348EAA230,뮤 ex,RR,BS2025002001,sv9_ja-1,10
CRD_011154494CDE4A258512,해당의 백업,HR,BS2022002124,swsh9_ja-124,10
CRD_2D9782E1F948401CBDDA,네오라이트 V,RR,BS2024003001,swsh9_ja-30,15
CRD_251B8B3E2BEF4145BAE7,찬란한 가디안,,BS2023001055,swsh12a_ja-55,10
CRD_5E895F7B727041EDBF10,노고고치 ex,RR,BS2025001079,sv9_ja-79,15
CRD_7194B81B50E14F96A660,샤미드 ex,RR,BS2024019031,sv8a_ja-31,15
CRD_2099652F987540BEAC95,영웅의 메달,UR,,swsh3a_ja-93,10
CRD_169A391CE7A44A3A989B,근성의 망토,UR,,swsh3a_ja-94,10
CRD_4248D244E5E2441F8BCC,가라르 야도킹 VMAX,RRR,BS2021003047,swsh5a_ja-47,15
CRD_82E623B207DC4A08833D,루가루암 GX,RR,BS2017007034,sm2p_ja-34,15
CRD_F1BA34A321A8428EA970,트레킹슈즈,UR,BS2022007087,swsh10d_ja-87,15
