psid,cid,name,rar,setn,col,cstat,price,app_ko,gap,td,nvjp,risk,flagk,flagwhy,score,title,url,review_status
9e0dedaa35c1400f9e3eb1ae62638770,CRD_CBD74C6D3997478C92A5,릴리에의 삐삐 ex,SAR,스칼렛&바이올렛 확장팩 「배틀파트너즈」,126/100,RAW,62000,70040,0.89,2026-05-24,0.32,,CLEAN,,3,(05/24 당일마감) 릴리에의 삐삐 SAR,https://cafe.naver.com/cardmvk/582600,
5e3bb774f2ce43de92d84c77fafb5936,CRD_0400517F2E89441EAC81,거북왕 ex,SAR,스칼렛&바이올렛 강화 확장팩 「포켓몬 카드 151」,202/165,RAW,62000,83787,0.74,2026-06-12,0.27,,CLEAN,,3,(6/12일 마감) 151 거북왕 sar 싱글카드 경매,https://cafe.naver.com/cardmvk/630086,
d5eac4cff6944543b055f89110c9eb5c,CRD_0400517F2E89441EAC81,거북왕 ex,SAR,스칼렛&바이올렛 강화 확장팩 「포켓몬 카드 151」,202/165,RAW,61000,83787,0.73,2026-05-10,0.27,,CLEAN,,3,(5/10 마감)151 거북왕 sar 싱글,https://cafe.naver.com/cardmvk/545784,
7a92a833992f47e2bacaf6a5835357c3,CRD_89F870261BCE4E9C87D5,릴리에의 결심,SAR,MEGA 확장팩 「메가브레이브」,090/063,RAW,61000,82176,0.74,2026-05-28,0.25,,CLEAN,,3,(05/28 마감) 릴리에의 결심 sar 싱글,https://cafe.naver.com/cardmvk/594227,
90487b4dbccc4e778b6af03e27b7832e,CRD_CBD74C6D3997478C92A5,릴리에의 삐삐 ex,SAR,스칼렛&바이올렛 확장팩 「배틀파트너즈」,126/100,RAW,60000,70040,0.86,2026-05-01,0.31,,CLEAN,,3,[5.1 마감] 릴리에의 삐삐 sar 0원경매,https://cafe.naver.com/cardmvk/520102,
eb2ed1c4ae4b42d88418f41fc1aa71d3,CRD_2936DD31DD3F4679992B,팬텀&따라큐 GX,RR,썬&문 확장팩 「태그볼트」,038/095,RAW,55000,89725,0.61,2026-04-28,0.38,,CLEAN,,3,(4/28마감)팬텀 따라큐 특일 rr,https://cafe.naver.com/cardmvk/513923,
3437d65ff2ac4948b2691698eae483f5,CRD_053F45EBABE44DD09C9B,잉어킹,AR,포켓몬 카드 게임 스칼렛&바이올렛 강화 확장팩 「트리플렛비트」,080/073,RAW,55000,45190,1.22,2026-05-24,0.21,,CLEAN,,3,(5/24마감) 잉어킹 ar,https://cafe.naver.com/cardmvk/584013,
b41e16b1e71844a287d888243d78dc93,CRD_053F45EBABE44DD09C9B,잉어킹,AR,포켓몬 카드 게임 스칼렛&바이올렛 강화 확장팩 「트리플렛비트」,080/073,RAW,55000,45190,1.22,2026-05-27,0.21,,CLEAN,,3,[5/27 오늘마감] 잉어킹 AR CCG10 프리스틴 1000원 경매,https://cafe.naver.com/cardmvk/591901,
8e2817423a9b4f588f748b06f71e8f5d,CRD_053F45EBABE44DD09C9B,잉어킹,AR,포켓몬 카드 게임 스칼렛&바이올렛 강화 확장팩 「트리플렛비트」,080/073,RAW,54000,45190,1.19,2026-04-27,0.21,,CLEAN,,3,(4/27마감) 신지칸다 잉어킹 ar,https://cafe.naver.com/cardmvk/511905,
488e7ab9e29a476b993f8a78a323784b,CRD_053F45EBABE44DD09C9B,잉어킹,AR,포켓몬 카드 게임 스칼렛&바이올렛 강화 확장팩 「트리플렛비트」,080/073,RAW,53000,45190,1.17,2026-04-28,0.2,,CLEAN,,3,(4.28마감) 신지칸다 잉어킹 AR 싱글,https://cafe.naver.com/cardmvk/514304,
70692839f92f49ba81efe07a41be8d56,CRD_89F870261BCE4E9C87D5,릴리에의 결심,SAR,MEGA 확장팩 「메가브레이브」,090/063,RAW,52000,82176,0.63,2026-06-08,0.21,,CLEAN,,3,(6/8 마감) 릴리에의 결심 sar ,https://cafe.naver.com/cardmvk/621068,
2e2eb6f518914b26a6549ec0a7a830a2,CRD_053F45EBABE44DD09C9B,잉어킹,AR,포켓몬 카드 게임 스칼렛&바이올렛 강화 확장팩 「트리플렛비트」,080/073,RAW,50000,45190,1.11,2026-05-08,0.19,,CLEAN,,3,(5/9 마감) 잉어킹 AR [트리플렛 비트],https://cafe.naver.com/cardmvk/540612,
da776cb141bf448bb8fce560b18e1d9e,CRD_053F45EBABE44DD09C9B,잉어킹,AR,포켓몬 카드 게임 스칼렛&바이올렛 강화 확장팩 「트리플렛비트」,080/073,RAW,50000,45190,1.11,2026-04-30,0.19,,CLEAN,,3,(4/30마감)신지칸다 잉어킹 ar 싱글,https://cafe.naver.com/cardmvk/518230,
f56d865f4ed44d9793f98492015215cf,CRD_0400517F2E89441EAC81,거북왕 ex,SAR,스칼렛&바이올렛 강화 확장팩 「포켓몬 카드 151」,202/165,RAW,50000,83787,0.6,2026-05-22,0.22,,CLEAN,,3,(5/22 마감) 151 거북왕 sar(재경매),https://cafe.naver.com/cardmvk/578316,
acf1cf3b6fa240c7a9e23cfe05a3b666,CRD_482EA800F7DE4871AD8A,뮤츠 VSTAR,SAR,소드&실드 하이클래스팩 「VSTAR 유니버스」,221/172,RAW,43000,102306,0.42,2026-05-30,0.21,,CLEAN,,3,[5/30 마감] 뮤츠 vstar SAR 싱글 1000원경매,https://cafe.naver.com/cardmvk/598705,
c8529867494a41b1af720d961350e00a,CRD_4DC3694C7B5E49B7A1A8,제크로무 ex,SAR,스칼렛&바이올렛 확장팩 「블랙볼트」,169/086,RAW,43000,85897,0.5,2026-05-21,0.19,,CLEAN,,3,(5/21 마감) 블랙볼트 제크로무 SAR,https://cafe.naver.com/cardmvk/574106,
ff1ea90641d945f8b5fbb4ab6f080dda,CRD_0400517F2E89441EAC81,거북왕 ex,SAR,스칼렛&바이올렛 강화 확장팩 「포켓몬 카드 151」,202/165,RAW,42000,83787,0.5,2026-05-12,0.18,,CLEAN,,3,(5/12 마감) 151 거북왕 sar,https://cafe.naver.com/cardmvk/551597,
4e33754035694aa99ed41983420c6541,CRD_9AD6FE24D3594D17A130,에브이 ex,SAR,스칼렛&바이올렛 하이클래스팩 「테라스탈 페스타 ex」,211/187,RAW,42000,110389,0.38,2026-05-21,0.34,,CLEAN,,3,(5/21 마감) 한판 테라스탈 에브이 SAR 싱글카드 테라스탈페스타 등급용 sv8a,https://cafe.naver.com/cardmvk/574055,
3d03ddf7aea64ef1a61f3ec700571282,CRD_482EA800F7DE4871AD8A,뮤츠 VSTAR,SAR,소드&실드 하이클래스팩 「VSTAR 유니버스」,221/172,RAW,41000,102306,0.4,2026-06-07,0.2,,CLEAN,,3,(6/7 마감) Vstar 뮤츠 SAR 특일 등급용,https://cafe.naver.com/cardmvk/618297,
7e151607dd57402c82081637459df9f1,CRD_DCF9C516EF5F46D3A23A,메가루카리오 ex,SAR,MEGA 확장팩 「메가브레이브」,088/063,RAW,40000,83437,0.48,2026-05-19,0.28,,CLEAN,,3,(5/19 마감) 메가루카리오 sar 싱글카드 경매,https://cafe.naver.com/cardmvk/569501,
b831c794a962463f942114f746e371b8,CRD_482EA800F7DE4871AD8A,뮤츠 VSTAR,SAR,소드&실드 하이클래스팩 「VSTAR 유니버스」,221/172,RAW,40000,102306,0.39,2026-05-09,0.19,,CLEAN,,3,(5/9 마감)뮤츠 vstar sar,https://cafe.naver.com/cardmvk/542744,
8900223f8b894ba2927abf05e77eb3a7,CRD_EFCB23BB10864CE3BB7F,레시라무 ex,SAR,스칼렛&바이올렛 확장팩 「화이트플레어」,168/086,RAW,39000,78848,0.49,2026-06-10,0.19,,CLEAN,,3,(6/10마감)화이트플레어 레시라무 sar,https://cafe.naver.com/cardmvk/625678,
ce69ed0a46274335992fe440b8693ca7,CRD_5BDD62DBF28CF0E30ECD,쥬피썬더 ex,SAR,스칼렛&바이올렛 하이클래스팩 「테라스탈 페스타 ex」,209/187,RAW,35000,70268,0.5,2026-05-14,0.48,,CLEAN,,3,(05/14 마감) 쥬피썬더 sar,https://cafe.naver.com/cardmvk/556849,
2166deaded9844c7b68c5d1608384353,CRD_DCF9C516EF5F46D3A23A,메가루카리오 ex,SAR,MEGA 확장팩 「메가브레이브」,088/063,RAW,35000,83437,0.42,2026-05-20,0.25,,CLEAN,,3,(5/20 마감) 메가브레이브 메가루카리오 SAR 경매,https://cafe.naver.com/cardmvk/571220,
74604ff0b37f40c38fa0b26414de5edf,CRD_CBD74C6D3997478C92A5,릴리에의 삐삐 ex,SAR,스칼렛&바이올렛 확장팩 「배틀파트너즈」,126/100,RAW,35000,70040,0.5,2026-05-20,0.18,,CLEAN,,3,(5/20 마감) 릴리에의 삐삐 sar,https://cafe.naver.com/cardmvk/572691,
e05a0547783a46c8a4ed403229e14acd,CRD_9AD6FE24D3594D17A130,에브이 ex,SAR,스칼렛&바이올렛 하이클래스팩 「테라스탈 페스타 ex」,211/187,RAW,33000,110389,0.3,2026-06-03,0.27,,CLEAN,,3,(6/3일마감) 테라스탈페스타 에브이 SAR 싱글 경매,https://cafe.naver.com/cardmvk/609054,
565542531e1b4c4a80baf1271e3cb744,CRD_AA19A54D13CC49198C77,오리진 디아루가 VSTAR,UR,소드&실드 하이클래스팩 「VSTAR 유니버스」,260/172,RAW,31000,68769,0.45,2026-05-06,0.2,,CLEAN,,3,(5/6마감) 오리진 디아루가 Vstar UR (사신) 싱글,https://cafe.naver.com/cardmvk/535451,
fd500fccdc324b5abefca7fbb5e3dd2b,CRD_B44585853A93C37F791B552F69C70AA6,맥도날드 피카츄,PR,일본 독점 프로모,020/MP,RAW,29000,58175,0.5,2026-05-26,0.5,,CLEAN,,3,(5/26 마감) 맥도날드 프로모 랄토스 ccg 10,https://cafe.naver.com/cardmvk/588460,
a2e1b5e383a74847825ed56e97fd6adf,CRD_EFCB23BB10864CE3BB7F,레시라무 ex,SAR,스칼렛&바이올렛 확장팩 「화이트플레어」,168/086,RAW,28000,78848,0.36,2026-05-19,0.13,,CLEAN,,3,(05/19 마감) 레시라무 sar,https://cafe.naver.com/cardmvk/569614,
ad43aa65e2044dab9f87f178ef2d829c,CRD_C1ED974D21D945F6AE35,아쿠아단의 가이오가 EX,RR,XY 확장팩 「마그마단vs아쿠아단 더블크라이시스」,006/034,RAW,28000,142992,0.2,2026-05-08,0.07,,CLEAN,,3,(5/8마감) 아쿠아단의 가이오가Ex 싱글,https://cafe.naver.com/cardmvk/540420,
b3cf42608d3d4a769d5bf1cb2793d8d3,CRD_5BDD62DBF28CF0E30ECD,쥬피썬더 ex,SAR,스칼렛&바이올렛 하이클래스팩 「테라스탈 페스타 ex」,209/187,RAW,28000,70268,0.4,2026-05-30,0.39,,CLEAN,,3,(5/30 마감) 쥬피썬더 SAR 싱글 카드,https://cafe.naver.com/cardmvk/596989,
9d44d6748ca1490b96bd627f94e6772a,CRD_DCF9C516EF5F46D3A23A,메가루카리오 ex,SAR,MEGA 확장팩 「메가브레이브」,088/063,RAW,27000,83437,0.32,2026-05-05,0.19,,CLEAN,,3,(5/5 마감) 메가 루카리오 sar 싱글,https://cafe.naver.com/cardmvk/532628,
d493d0d4ccc6434a86d54d456f68abd6,CRD_5BDD62DBF28CF0E30ECD,쥬피썬더 ex,SAR,스칼렛&바이올렛 하이클래스팩 「테라스탈 페스타 ex」,209/187,RAW,27000,70268,0.38,2026-05-29,0.37,,CLEAN,,3,(5/29 마감) 테라스탈 쥬피썬더 sar 싱글,https://cafe.naver.com/cardmvk/596283,
85b94e6d4cd74319be40210b5e7bdcc1,CRD_0400517F2E89441EAC81,거북왕 ex,SAR,스칼렛&바이올렛 강화 확장팩 「포켓몬 카드 151」,202/165,RAW,25000,83787,0.3,2026-06-13,0.11,,CLEAN,,3,(6/13일 마감) 151 거북왕 sar 싱글카드 경매,https://cafe.naver.com/cardmvk/632385,
8fda37f1604040d081cd74793de8f2a2,CRD_4DC3694C7B5E49B7A1A8,제크로무 ex,SAR,스칼렛&바이올렛 확장팩 「블랙볼트」,169/086,RAW,25000,85897,0.29,2026-05-07,0.11,,CLEAN,,3,(5/7 마감) 블랙볼트 제크로무 sar,https://cafe.naver.com/cardmvk/537897,
e9f0b2e0d83b451bbbc9ac5f28772f96,CRD_B6F05ABED7AE47BAAD56,카밀레의 반짝임 [서포트/퓨전],SR,소드&실드 하이클래스팩 「VSTAR 유니버스」,249/172,RAW,23000,17943,1.28,2026-05-07,0.9,JP_SUSPECT,REVIEW,,3,(5/7마감) 트레이너스 서포트 SR카드 총16장 싱글,https://cafe.naver.com/cardmvk/537995,
b1f27a0dac024b61984b28cadb52972f,CRD_4DC3694C7B5E49B7A1A8,제크로무 ex,SAR,스칼렛&바이올렛 확장팩 「블랙볼트」,169/086,RAW,23000,85897,0.27,2026-06-10,0.1,,CLEAN,,3,(6/10마감)블랙볼트 제크로무 sar,https://cafe.naver.com/cardmvk/625669,
2478d87007b943cc9bbce7f1df17f2fc,CRD_B6CF092809C341D6B60F,미모사,SAR,포켓몬 카드 게임 스칼렛&바이올렛 확장팩 「바이올렛 ex」,104/078,RAW,22000,10159,2.17,2026-05-13,0.16,,CLEAN,,3,(05/13 마감) 미모사 SAR 싱글,https://cafe.naver.com/cardmvk/553520,
9ba246b7327d49b9bd5d1f995cf80804,CRD_D2A40714424C4D3E9F8C,비주기의 계획,SR,XY BREAK 확장팩 제8탄 「붉은 섬광」,064/059,RAW,22000,4911,4.48,2026-05-28,0.16,,CLEAN,,3,(5/28 마감) XY 비주기의 계획 SR 앨범용,https://cafe.naver.com/cardmvk/592300,
8edf03f47973493e8d30da948b4add8d,CRD_AA19A54D13CC49198C77,오리진 디아루가 VSTAR,UR,소드&실드 하이클래스팩 「VSTAR 유니버스」,260/172,RAW,22000,68769,0.32,2026-05-01,0.14,,CLEAN,,3,(5월01일 마감) 오리진 디아루가 V STAR UR s12a,https://cafe.naver.com/cardmvk/521839,
9eae595f8a2a4f2b8a78f119a6cfb5bc,CRD_94EFF45E92BE40FB9155,빛나는 지라치,A,썬&문 강화 확장팩 「빛나는 전설」,043/072,RAW,20000,13346,1.5,2026-05-18,,,CLEAN,,3,[05/18일 마감] 빛나는 지라치 등 4종,https://cafe.naver.com/cardmvk/567482,
767af6bd5ca14883b31a08f0e6e530df,CRD_31985982AAFB4AECA49A,레쿠쟈 VMAX,HR,소드 & 실드 확장팩 「창공스트림」,082/067,RAW,20000,47178,0.42,2026-05-20,0.18,,CLEAN,,3,(5/20 당일마감) 레쿠쟈 vmax hr 경매,https://cafe.naver.com/cardmvk/573212,
4cc1beb3b4554db98d1f2371c8f53adc,CRD_8E3889CE3AAF4DB6B6D3,규리의 눈빛,SAR,스칼렛&바이올렛 확장팩 「초전브레이커」,134/106,RAW,19000,11469,1.66,2026-05-30,0.6,,CLEAN,,3,(5/30마감) 초전브레이커 규리의 뉴빛 sar,https://cafe.naver.com/cardmvk/599068,
5e8fe59cb54e4831b09aab825f8e5d5c,CRD_D51E4A66843B4E17B6F8,메로엣타,AR,스타터 세트 MEGA 「메가디안시 ex」,022/021,RAW,18000,7621,2.36,2026-05-03,,,CLEAN,,3,(05/03일마감) 디안시 스타터 덱 메로엣타 ar tag10,https://cafe.naver.com/cardmvk/526732,
de7d258590cc47df858895da9fd01b87,CRD_5BDD62DBF28CF0E30ECD,쥬피썬더 ex,SAR,스칼렛&바이올렛 하이클래스팩 「테라스탈 페스타 ex」,209/187,RAW,18000,70268,0.26,2026-05-22,0.25,,CLEAN,,3,[5.22마감] 테라스탈 쥬피썬더 sar ,https://cafe.naver.com/cardmvk/578042,
6ffb31c4d98846edbe9866edad925480,CRD_A2F9A6312DF44494B8FF,카일리,SR,썬&문 강화 확장팩 「플라스마 스파크」,066/060,RAW,17000,5915,2.87,2026-04-27,0.22,,CLEAN,,3,(4/27마감) 썬문 카일리 sr,https://cafe.naver.com/cardmvk/511768,
afe8b75a8c744faaac313876fe8b1489,CRD_B44585853A93C37F791B552F69C70AA6,맥도날드 피카츄,PR,일본 독점 프로모,020/MP,RAW,16000,58175,0.28,2026-05-08,0.28,,CLEAN,,3,(05/08 당일마감) 맥도날드 시리즈 1000원 경매,https://cafe.naver.com/cardmvk/540085,
3c89737dba654dc3abd0f04830b6f4b9,CRD_F14BD93ACD694043B8B1,성호의 메타그로스 ex,SAR,MEGA 하이클래스팩 「MEGA 드림 ex」,245/193,RAW,16000,36182,0.44,2026-06-06,0.28,,CLEAN,,3,(6월6일마감) 성호의 메타그로스 sar,https://cafe.naver.com/cardmvk/615963,
102eb8fc8467478ca6e6842d2881592e,CRD_5BDD62DBF28CF0E30ECD,쥬피썬더 ex,SAR,스칼렛&바이올렛 하이클래스팩 「테라스탈 페스타 ex」,209/187,RAW,16000,70268,0.23,2026-05-31,0.22,,CLEAN,,3,(5/31 마감) 테라스탈 쥬피썬더 sar,https://cafe.naver.com/cardmvk/601535,
b38c3a52105f4636aaa2e5e571b1cb5e,CRD_3C91F57ABFE0494F9FEE,메가이상해꽃 ex,SAR,MEGA 확장팩 「메가브레이브」,087/063,RAW,16000,64353,0.25,2026-05-02,0.14,,CLEAN,,3,(5/2 마감) [한판] 메가브레이브 메가이상해꽃 SAR 싱글,https://cafe.naver.com/cardmvk/524078,
9febe6108fa842bebd6ef53df5a693e2,CRD_76057B536C1E494D9DD9,리자몽 ex,SSR,스칼렛&바이올렛 하이클래스팩 「샤이니트레저 ex」,331/190,RAW,15000,9797,1.53,2026-05-08,0.58,,CLEAN,,3,(5/8 마감) 샤트 리자몽 EX SSR sv4a 경매,https://cafe.naver.com/cardmvk/539548,
b27ccd7b320c49e59a4fd8d15be5dbde,CRD_9AD6FE24D3594D17A130,에브이 ex,SAR,스칼렛&바이올렛 하이클래스팩 「테라스탈 페스타 ex」,211/187,RAW,15000,110389,0.14,2026-05-20,0.12,,CLEAN,,3,(5/20 마감) 테라스탈 에브이 sar,https://cafe.naver.com/cardmvk/573436,
51dfa9e5751049779426b7d35f17d005,CRD_3A1614A1D6F443708387,수댕이,AR,스칼렛&바이올렛 확장팩 「화이트플레어」,102/086,RAW,15000,32367,0.46,2026-06-09,0.18,,CLEAN,,3,(6/9 마감) Bw 네네치킨 홀로 수댕이 프로모(3종 세트 같이 경매중입니다),https://cafe.naver.com/cardmvk/623416,
095db656a15944e4983cfacefa9eda47,CRD_1FC4B3E18BB94A0EB6CC,아머드 뮤츠,SM-P,극장판 포켓몬스터 「뮤츠의 역습 EVOLUTION」 극장선물,196/SM-P,RAW,15000,120462,0.12,2026-05-11,0.12,,CLEAN,,3,(5/11마감) [한판] 뮤츠의 역습 아머드 뮤츠 프로모,https://cafe.naver.com/cardmvk/548287,
a6db84624a3f46f3a243b14bb263770b,CRD_B078B8FB2EB6415A85B6,어니부기,AR,스칼렛&바이올렛 강화 확장팩 「포켓몬 카드 151」,171/165,RAW,14000,38904,0.36,2026-05-24,0.52,,CLEAN,,3,(5/24마감) 151거북왕/어니부기 세트,https://cafe.naver.com/cardmvk/584141,
52f9e8c2dcc44b12858938f8cd35ddba,CRD_E1A0B45DD087457B9796,로켓단의 니드킹 ex,SAR,스칼렛&바이올렛 확장팩 「로켓단의 영광」,126/098,RAW,14000,42536,0.33,2026-05-01,0.12,,CLEAN,,3,(5/1 마감) 로켓단의 니드킹 SAR [천원 경매],https://cafe.naver.com/cardmvk/521086,
641071025f204728b7a482f969b5e7fb,CRD_CBD74C6D3997478C92A5,릴리에의 삐삐 ex,SAR,스칼렛&바이올렛 확장팩 「배틀파트너즈」,126/100,RAW,14000,70040,0.2,2026-05-10,0.07,,CLEAN,,3,(5/10일마감) 릴리에의 삐삐 sar 경매,https://cafe.naver.com/cardmvk/546054,
55eef5cd5e334d7dafc06e25cbfc1f03,CRD_51D5975726974B7B8758,트래피더 ex,SAR,포켓몬 카드 게임 스칼렛&바이올렛 확장팩 「바이올렛 ex」,101/078,RAW,13000,8474,1.53,2026-05-24,0.56,,CLEAN,,3,(5/25마감) 트래피더 sar ccg10,https://cafe.naver.com/cardmvk/584002,
483be2362dc349ef852147073ab73e3c,CRD_5836A136DD3E47DB8AE1,치라치노 ex,SAR,MEGA 확장팩 「닌자스피너」,117/083,RAW,13000,28378,0.46,2026-06-10,0.17,,CLEAN,,3,(6/10 마감) 치라치노 SAR 경매,https://cafe.naver.com/cardmvk/625081,
f9711678a96f475caf79eb9f97e38b80,CRD_157F33DF43A34D268793,두빅굴,AR,스칼렛&바이올렛 확장팩 「블랙볼트」,109/086,RAW,13000,30487,0.43,2026-05-11,0.12,,CLEAN,,3,신지칸다 두빅굴 ar (5/11마감),https://cafe.naver.com/cardmvk/546458,
7884d223b15d4698928676b28aa3ba70,CRD_5836A136DD3E47DB8AE1,치라치노 ex,SAR,MEGA 확장팩 「닌자스피너」,117/083,RAW,13000,28378,0.46,2026-05-18,0.17,,CLEAN,,3,(5/19마감) 치라치노 sar 1,https://cafe.naver.com/cardmvk/567778,
348e34b3d9b94944945285ecb872028b,CRD_9B7BDD57CE984638AD11,다크라이 VSTAR,SAR,소드&실드 하이클래스팩 「VSTAR 유니버스」,228/172,RAW,13000,34107,0.38,2026-06-13,0.14,,CLEAN,,3,(6/13일 마감) Vstar 유니버스 다크라이 sar 싱글카드 경매,https://cafe.naver.com/cardmvk/632407,
dfde2bf5880d40639ae73bcc9602b1ef,CRD_E1A0B45DD087457B9796,로켓단의 니드킹 ex,SAR,스칼렛&바이올렛 확장팩 「로켓단의 영광」,126/098,RAW,12000,42536,0.28,2026-05-20,0.1,,CLEAN,,3,(5/20 마감) 로켓단의 니드킹 SAR 싱글 경매,https://cafe.naver.com/cardmvk/573018,
3e249ba1779f4d37bb268b46d5cf2061,CRD_9164D7095AC54C06BE66,피카츄 VMAX,UR,소드&실드 하이클래스팩 「VMAX 클라이맥스」,279/184,RAW,12000,27068,0.44,2026-06-12,0.2,,CLEAN,,3,(6/12마감) 피카츄 vmax ur 싱글카드,https://cafe.naver.com/cardmvk/630276,
421a56ced5b24de88464244e98518e67,CRD_2284D5AE23CD4A559E27,이슬의 고라파덕,AR,스칼렛&바이올렛 강화 확장팩 「열풍의 아레나」,071/063,RAW,12000,25359,0.47,2026-05-23,0.18,,CLEAN,,3,(5/23마감) 이슬의 고라파덕 AR,https://cafe.naver.com/cardmvk/580900,
d2863970ec5143a99ad5a1bdf6656dc0,CRD_71B943080D4E4023A1B4,피카츄 ex,UR,스칼렛&바이올렛 확장팩 「초전브레이커」,136/106,RAW,12000,39661,0.3,2026-05-09,0.14,,CLEAN,,3,(5/9 마감) 테라스탈 피카츄 ex UR,https://cafe.naver.com/cardmvk/543131,
7755e988ddb44c869489a839b0504601,CRD_E5E93E5E67D8453083FA,라우드본 ex,SAR,포켓몬 카드 게임 스칼렛&바이올렛 강화 확장팩 「트리플렛비트」,097/073,RAW,12000,25633,0.47,2026-05-09,0.17,,CLEAN,,3,[5/9 마감] 라우드본 ex sar 싱글카드,https://cafe.naver.com/cardmvk/543025,
a0c0464769504e6bb26b78d39140b01e,CRD_B44585853A93C37F791B552F69C70AA6,맥도날드 피카츄,PR,일본 독점 프로모,020/MP,RAW,12000,58175,0.21,2026-04-30,0.21,,CLEAN,,3,(4/30 마감) 맥도날드 피카츄 프로모 (피카츄뺴고 나머지 7종),https://cafe.naver.com/cardmvk/518154,
5fe7fd225ead4b008fa5d8171e689915,CRD_5836A136DD3E47DB8AE1,치라치노 ex,SAR,MEGA 확장팩 「닌자스피너」,117/083,RAW,12000,28378,0.42,2026-05-18,0.16,,CLEAN,,3,(5/19 마감) 치라치노 sar 2,https://cafe.naver.com/cardmvk/567814,
faa60a23a3dd48d3b74e56fae778bac9,CRD_4DC3694C7B5E49B7A1A8,제크로무 ex,SAR,스칼렛&바이올렛 확장팩 「블랙볼트」,169/086,RAW,12000,85897,0.14,2026-05-30,0.05,,CLEAN,,3,(5/30 마감) 제크로무 ex SAR 경매,https://cafe.naver.com/cardmvk/598741,
8729908e925d4377a7752b38f2a3aa8b,CRD_BBC2E062E3384B639FA8,후딘 ex,SAR,스칼렛&바이올렛 강화 확장팩 「포켓몬 카드 151」,203/165,RAW,11000,32910,0.33,2026-05-27,0.12,,CLEAN,,3,[5/28마감] 후딘 sar,https://cafe.naver.com/cardmvk/591565,
92518cdd00044922901d2765cc7b7da8,CRD_6B3F6BFCB5834D188F85,팬텀,CHR,소드&실드 강화 확장팩 「다크판타스마」,074/071,RAW,11000,58383,0.19,2026-06-06,0.18,,CLEAN,,3,(6/7 마감) 팬텀 chr 1000원 경매,https://cafe.naver.com/cardmvk/616112,
a0e9badd0edf479e858d909644754c5d,CRD_604492DE52EA4B7F81F6,메가캥카 ex,SAR,MEGA 확장팩 「메가심포니아」,089/063,RAW,11000,24369,0.45,2026-05-06,0.25,,CLEAN,,3,[5/6마감]메가캥카 sar,https://cafe.naver.com/cardmvk/535253,
dec7deaf1bf244a794b9e03e4658facb,CRD_BB580CF2765F4C48B7BB,피아나의 결의,HR,소드 & 실드 확장팩 「창공스트림」,086/067,RAW,11000,3347,3.29,2026-06-13,0.4,,CLEAN,,3,(6/13 마감) 아킬 사나 피아나 멜리사 서포터 HR,https://cafe.naver.com/cardmvk/632376,
871a0b06f7d5429a9140ca5d13a3a49b,CRD_A6609DDDF77E43BEBF21,심향의 모험,SAR,스칼렛&바이올렛 강화 확장팩 「열풍의 아레나」,089/063,RAW,10000,23228,0.43,2026-05-29,0.16,,CLEAN,,3,[5/29일 마감] 심향의 모험 sar 싱글,https://cafe.naver.com/cardmvk/595643,
80513244422d4a1e9c8673d061ce8dbc,CRD_59D948D23D9B4A8997F2,메가디안시 ex,SAR,MEGA 하이클래스팩 「MEGA 드림 ex」,238/193,RAW,10000,25941,0.39,2026-05-19,0.26,,CLEAN,,3,(5/19 마감) M2a 메가디안시 SAR 경매,https://cafe.naver.com/cardmvk/568171,
a3522e833e114213a88aa7051f9ce84f,CRD_67DCCA6B98564C55A6CD,파라블레이즈 ex,SAR,스칼렛&바이올렛 하이클래스팩 「테라스탈 페스타 ex」,203/187,RAW,10000,34425,0.29,2026-05-05,0.3,,CLEAN,,3,(5/5 마감) 파라블레이즈 sar [천원 경매],https://cafe.naver.com/cardmvk/530282,
cd8b611bb2184716ba7cae7889f57c51,CRD_45708EEF14E84AD79B2A,엘레이드,CHR,썬&문 강화 확장팩 「드림리그」,057/049,RAW,10000,14731,0.68,2026-05-20,0.65,JP_SUSPECT,REVIEW,,3,(5/20 당일마감) 썬문 엘레이드 chr 경매,https://cafe.naver.com/cardmvk/573211,
99fb9fca6f144e22a15c0695cecbe1ec,CRD_AF3164F375854354B2F4,케르디오 ex,SAR,스칼렛&바이올렛 확장팩 「화이트플레어」,169/086,RAW,10000,26517,0.38,2026-05-04,0.23,,CLEAN,,3,(5월4일 마감) 케르디오 sar 싱글카드 경매,https://cafe.naver.com/cardmvk/530022,
3fec77590d294d53af725ae01e8c12e2,CRD_C932B86214B443F7BF18,N의 방안,SAR,스칼렛&바이올렛 확장팩 「블랙볼트」,173/086,RAW,10000,31162,0.32,2026-06-06,0.12,,CLEAN,,3,(6/6마감) N의 방안 sar ,https://cafe.naver.com/cardmvk/615956,
eaacad4daa3c4f778a4396216a7481bb,CRD_31A84E046FF1424F95D8,나루림,AR,MEGA 「스타트 덱 100 배틀컬렉션」,750/742,RAW,10000,4851,2.06,2026-05-23,,,CLEAN,,3,(5/23 마감) 100덱 19번 (나루림 AR 포함),https://cafe.naver.com/cardmvk/580502,
ab21638815f648b5af987d6604b8ca80,CRD_6B3F6BFCB5834D188F85,팬텀,CHR,소드&실드 강화 확장팩 「다크판타스마」,074/071,RAW,9000,58383,0.15,2026-06-02,0.15,,CLEAN,,3,(6/2당일마감)팬텀 CHR 천원경매,https://cafe.naver.com/cardmvk/605766,
