psid,cid,name,rar,setn,col,cstat,price,app_ko,gap,td,nvjp,risk,flagk,flagwhy,score,title,url,review_status
c33b986b7810484d8c97a60ca3fa5b4e,CRD_0F804851962E40E59955,야돈&고라파덕 GX,RR,썬&문 확장팩 제11탄 「미라클트윈」,011/094,RAW,11000,32552,0.34,2026-04-22,0.17,,REVIEW,,2,,,NEEDS_MANUAL_SOURCE
502ba97d638d474dbfb77672cbcb7fd4,CRD_62A6B9CDD727412080D2,가라르의 동료들,SR,소드&실드 하이클래스팩 「VMAX 클라이맥스」,255/184,GRADED,11000,8294,1.33,2026-04-27,0.36,,DIRTY,graded,0,,,SOURCE_EVIDENCE_MISSING
cad993eacd2a4bd287c690f9b50a05e4,CRD_8B92FB178FE6408F833B,릴리에의 결심,SR,MEGA 확장팩 「메가브레이브」,085/063,RAW,11000,14930,0.74,2026-05-04,0.23,,REVIEW,,0,,,SOURCE_EVIDENCE_MISSING
9c0eef4176034acea6f1d414c66c63c0,CRD_E623C3E3D8334A58BE38,대도각참,AR,포켓몬 카드 게임 스칼렛&바이올렛 확장팩 「스칼렛 ex」,089/078,GRADED,11000,5286,2.08,2026-05-04,1.84,,DIRTY,graded|koGtJp,2,,,NEEDS_MANUAL_SOURCE
f57b30bbf60c4d43a12496b621b30d41,CRD_630A12E88A2C405CB9F3,지가르데 GX,SSR,썬&문 하이클래스팩 「GX 울트라샤이니」,225/150,RAW,11000,25609,0.43,2026-04-19,0.16,,REVIEW,,2,,,NEEDS_MANUAL_SOURCE
1c24a7e62a414e49b0864569c42be4d9,CRD_422F8452B1C741639603,위대한엄니 ex,SAR,포켓몬 카드 게임 스칼렛&바이올렛 확장팩 「스칼렛 ex」,102/078,RAW,11000,7410,1.48,2026-05-11,0.54,,REVIEW,,0,,,SOURCE_EVIDENCE_MISSING
ac1ef9a25cb64f4f97ca5fb54789a794,CRD_983678B45AB8425590AC,루기아 VSTAR,UR,소드 & 실드 확장팩 「패러다임트리거」,123/098,RAW,11000,14886,0.74,2026-05-15,0.34,,REVIEW,,0,,,SOURCE_EVIDENCE_MISSING
8c233daf21d54e13ae3eee0f53168872,CRD_4659714945CF4C9F82C5,루티아의 어필,SR,스칼렛&바이올렛 강화 확장팩 「낙원드래고나」,084/064,RAW,11000,3696,2.98,2026-04-17,0.6,,REVIEW,,2,,,NEEDS_MANUAL_SOURCE
dfcf80588f684720852bcde1be9e90f2,CRD_3C1390FC1DF04130BF02,민화의 초대,SR,스칼렛&바이올렛 강화 확장팩 「포켓몬 카드 151」,197/165,RAW,11000,5910,1.86,2026-04-17,0.69,,REVIEW,,2,,,NEEDS_MANUAL_SOURCE
1d44bbab0ab2401f9808a432c668fd60,CRD_3C062CAF599948F7BA44,난천의 패기,SAR,소드&실드 하이클래스팩 「VSTAR 유니버스」,236/172,RAW,11000,17627,0.62,2026-04-17,0.23,JP_SUSPECT,REVIEW,,3,,,NEEDS_MANUAL_SOURCE
ca4c074b684b405299efd248cba28958,CRD_1F45F12DC0264E98B4E1,메가눈여아 ex,SAR,MEGA 하이클래스팩 「MEGA 드림 ex」,233/193,RAW,11000,31233,0.35,2026-04-17,0.25,,REVIEW,,2,,,NEEDS_MANUAL_SOURCE
9eb9e682efee4276b8a9a05b68c001db,CRD_D629521D90F54884A73E,유카리,SAR,MEGA 확장팩 「니힐제로」,116/080,RAW,11000,11434,0.96,2026-04-16,0.46,,REVIEW,,0,,,SOURCE_EVIDENCE_MISSING
610539b609bf41ca94822f89766814c8,CRD_D7B9B3BCB4264919B5BC,투희,SR,스칼렛&바이올렛 확장팩 「화이트플레어」,166/086,RAW,11000,4407,2.5,2026-04-30,0.92,,REVIEW,,2,,,NEEDS_MANUAL_SOURCE
