card_id,name,rarity,vector_count,in_prod_db,prod_lang,status
CRD_7C85BF18CA654083A203,조타구 ex,SR,15,True,KO,OK
CRD_174D03650DD04FAB90ED,볼케니온(프리즘스타),PR,15,True,KO,OK
CRD_C6E94E4673E846D48583,기기어르,AR,15,True,KO,OK
CRD_EDEB10E56C1B4F3F8691,야나프,AR,15,True,KO,OK
CRD_421B1590AD54493AA0C1,올리르바 ex,SR,15,True,KO,OK
CRD_86826BB15E1644AEB13C,어흥염 GX,RR,15,True,KO,OK
CRD_F72303775E8749409E5B,차데스,AR,15,True,KO,OK
CRD_B3F163D4760E4999A3AE,히스이 대검귀 VSTAR,RRR,15,True,KO,OK
CRD_61DFC00AB69D4E0D953C,테라파고스 ex,RR,15,True,KO,OK
CRD_66EA5DD56FAA4AE2BBBB,루가루암 GX,RR,15,False,,ORPHAN
CRD_E62F06A94BBF4102A34B,카나리,SR,15,True,KO,OK
CRD_54629510CAF0436F9A1E,모단단게 V,SR,15,True,KO,OK
CRD_03D070826E284B2A9384,불비달마,AR,15,True,KO,OK
CRD_0E86D1DB89544CD7A643,배바닐라,AR,15,True,KO,OK
CRD_018725C657AC494C8687,에써르 V,SR,15,True,KO,OK
CRD_02610BA308E64C70A526,노고치,AR,15,True,KO,OK
CRD_3A840E756D3946778BD9,버터플 V,RR,15,True,KO,OK
CRD_7F48960BD5604694BAD3,메가이어롭&푸린 GX,SR,15,True,KO,OK
CRD_453FD90FCFC943ECBE27,블래키 VMAX,RR,15,False,,ORPHAN
CRD_FC73F3539D0C406098D5,털보박사의 관찰,SR,15,True,KO,OK
CRD_B55AAC9C8A6C490FB575,갈가부기 V,SR,15,True,KO,OK
CRD_E79D379B22204F5A8CB8,마임맨,AR,15,True,KO,OK
CRD_AA89D833168646D0AE10,후파 EX,RR,15,False,,ORPHAN
CRD_3556A9DD9F2149C5BF0C,따라큐 V,CSR,15,True,KO,OK
CRD_888168EF50BE4F89B720,비케,SR,15,True,KO,OK
CRD_93C95BC7FE614F8398BE,쥬피썬더 V,RR,15,False,,ORPHAN
CRD_315BCF529A824490A671,거대코뿌리 V,RR,15,True,KO,OK
CRD_E81BE663681D40F082FC,피카츄,PR,15,True,KO,OK
CRD_7D3BE5F9D9094BD6AFB6,전툴라 ex,RR,15,False,,ORPHAN
CRD_003510A0066E4AF58922,찌르꼬,AR,15,True,KO,OK
CRD_B075334FB615451B877A,눈꼬마,AR,15,True,KO,OK
CRD_2D9782E1F948401CBDDA,네오라이트 V,RR,15,False,,ORPHAN
CRD_1ED4DECEA3A14B6C81A6,갱도라,AR,15,True,KO,OK
CRD_9F67BA0A6712493A867F,자포코일 ex,SR,15,True,KO,OK
CRD_7AD3E7B95A594FFEABE6,뮤 ex,SAR,15,True,KO,OK
CRD_6B0BBE935C8646E780AD,큰입 늪,UR,15,False,,ORPHAN
CRD_9FA75D54C4294BA2BBBB,히스이 대검귀 VSTAR,RRR,15,True,KO,OK
CRD_DBB7B7B124384146B708,루카리오 GX,SSR,15,True,KO,OK
CRD_DFC0FCC5B8EB4F1FB812,히스이 블레이범 V,RR,15,True,KO,OK
CRD_CF31B0FF74A849A2B69F,블로스터,AR,15,True,KO,OK
CRD_5D69A490DCA54BE28B61,위대한엄니 ex,RR,15,True,KO,OK
CRD_890AC787BC9E4C2DB28A,에브이 V,SR,15,True,KO,OK
CRD_B3A58170CBD947CBA315,귀뚤톡크 V,RR,15,False,,ORPHAN
CRD_A6E16EBEE75C492DA24E,바다그다,AR,15,True,KO,OK
CRD_F1D5FDA4D4C44B6A84C6,난천의 한카리아스 ex,UR,15,True,KO,OK
CRD_3B4B975E13F04C418F1C,시바,SR,15,True,KO,OK
CRD_EA7C2CE2735D4A7FB228,페로코체&매시붕 GX,RR,15,True,KO,OK
CRD_F3D10A6AC6D949C88832,보송송,CHR,15,True,KO,OK
CRD_97AC02D307514BA797A4,다태우지네 V,RR,15,True,KO,OK
CRD_F2B549C5105449D9BAD4,라프라스,AR,15,True,KO,OK
CRD_20F5210F50C6418AB471,네르케,SAR,15,True,KO,OK
CRD_FA35119D522542FAB6EA,흑마 버드렉스 V,SR,15,True,KO,OK
CRD_AA42D1C0CC194B35AB8C,트래피더 ex,SR,15,True,KO,OK
CRD_DFA54335742F49B58FF8,네오라이트 V,RR,15,False,,ORPHAN
CRD_53F9BEE45FFC4745AC79,투희,SAR,15,True,KO,OK
CRD_CA05CA30ECC64AAA9103,M엘레이드 EX,SR,15,True,KO,OK
CRD_AA7C762B17B749CEBF08,토쇠골,AR,15,True,KO,OK
CRD_6A62F065A24240519E51,심향의 모험,SR,15,True,KO,OK
CRD_8298C8E112E94322BE4D,드래펄트 VMAX,RRR,15,True,KO,OK
CRD_F7B668AA293A48758034,깨비드릴조,PR,15,True,KO,OK
CRD_1D86DD36D9564C309BE6,리자몽 ex,SR,15,True,KO,OK
CRD_0810CE32B1AB400B95BA,한카리아스&기라티나 GX,SR,15,True,KO,OK
CRD_4F8FA4ED50DA4A6AA4D3,테라파고스 ex,RR,15,True,KO,OK
CRD_69B4BC1CEE69492C85A9,세레나,HR,15,True,KO,OK
CRD_C504554B465840AAB681,기로치 ex,SAR,15,True,KO,OK
CRD_866E43F5997A400B8392,렌트라 V,SR,15,True,KO,OK
CRD_58A3A28F0B5B44379846,각성의 드럼,ACE,15,False,,ORPHAN
CRD_1727697B0064422BAEE6,피카츄,AR,15,True,KO,OK
CRD_6E769B7F889C42018273,글레이시아 VMAX,RRR,15,False,,ORPHAN
CRD_A7850DED8EE64C28A23B,밤의 들것,UR,15,False,,ORPHAN
CRD_CEE20BD28DB542FEB5E3,야돈&고라파덕 GX,SR,15,True,KO,OK
CRD_BF531C372C7F46138B80,가라르 나이킹 V,RR,15,True,KO,OK
CRD_9F78C4AD792F4C16A076,아이앤트 ex,SR,15,True,KO,OK
CRD_2F76015568504ADA8656,루차불 EX,PR,15,False,,ORPHAN
CRD_E4269732BF5E4DAE84E6,부스터 EX,RR,15,True,KO,OK
CRD_C9E479C530F64962AF8B,스트린더 V,RR,15,True,KO,OK
CRD_36B9B397B19A425CB729,리자몽 VSTAR,RRR,15,True,KO,OK
CRD_73BF8E71FFB94618AEB0,무한다이노 V,RR,15,True,KO,OK
CRD_5D76FEADA66646C89642,모래털가죽 ex,SR,15,True,KO,OK
CRD_C947328FCB434E7590C5,기로치 ex,RR,15,False,,ORPHAN
CRD_EB0B165D0A7148E4ABE6,네크로즈마 새벽의 날개 GX,RR,15,True,KO,OK
CRD_9C111FFCAB0E4282A578,드래펄트 ex,RR,15,True,KO,OK
CRD_D6EF48BBB6494035A432,M전룡 EX,RR,15,True,KO,OK
CRD_8E484372B84147938583,경채,HR,15,True,KO,OK
CRD_8665C8184D854C689CB5,싸리용 ex,SR,15,True,KO,OK
CRD_F1A4D587B8EB4C4FB97A,어치르돈 V,SR,15,True,KO,OK
CRD_8CE5392E17154AFFBE9B,체육관 트레이너,SR,15,True,KO,OK
CRD_E68B9BE86070484B96AE,가라르 날쌩마 V,SR,15,True,KO,OK
CRD_B2D14FA1DDFA481BB7B2,앗차키,AR,15,True,KO,OK
CRD_3BD607C56C33412AAF02,입치트 V,CSR,15,True,KO,OK
CRD_744238CF563C4F9ABC6A,리자드,AR,15,True,KO,OK
CRD_8E69FD2F5CA44C2388A4,괴력몬 V,RR,15,True,KO,OK
CRD_D8C1902727604BB699E2,팬텀&따라큐 GX,SR,15,True,KO,OK
CRD_DB1896C047CE499EA48B,오리진 디아루가 V,SR,15,True,KO,OK
CRD_89F0DED26A364D2D9B5E,으랏차,AR,15,True,KO,OK
CRD_70C9E5F033A642FA8AA9,윈디 ex,SR,15,True,KO,OK
CRD_2CECD65EDFEE402B8093,킹드라,CHR,15,True,KO,OK
CRD_2BA1CDC0E4B94B79A0AC,배우르 V,SR,15,True,KO,OK
CRD_FE7A2CCC9AFB4044AD37,마리,SR,15,True,KO,OK
CRD_1001E20102E24B2DA20C,파이어&썬더&프리져 GX,SR,15,True,KO,OK
CRD_1D26125A944B41DFAE0A,스쿨걸,SR,15,True,KO,OK
CRD_2C17B97D2D95413699E9,뮤츠&뮤 GX,SR,15,True,KO,OK
CRD_FADB782113A840B29B84,무한다이노 VMAX,RR,15,False,,ORPHAN
CRD_19F51F8288034A4781BC,워글,AR,15,True,KO,OK
CRD_F059826D9F804C1B83A1,드래펄트 V,SSR,15,True,KO,OK
CRD_4B160DDD24C54ACA8B72,피카츄,PR,15,True,KO,OK
CRD_94CA0CBDE6B040D88062,일격 우라오스 V,SR,15,True,KO,OK
CRD_E2BB1FFF8563469E809D,큐레무 VMAX,HR,15,True,KO,OK
CRD_C3E80F835D1B41C5B9F7,가이오가,PR,15,True,KO,OK
CRD_956C0F75AB874B358574,마임맨 GX,SR,15,True,KO,OK
CRD_696441FFCEB046F28C92,네크로즈마 GX,SM-P,15,True,KO,OK
CRD_17CEDC815C264A69A345,샤로다 V,SR,15,True,KO,OK
CRD_325D356041B348968F5A,칼라마네로 EX,RR,15,True,KO,OK
CRD_9B35454E9FAA4465BC23,콩둘기,AR,15,True,KO,OK
CRD_1D12B07C82D340E9AC74,포켓몬놀이,SR,15,True,KO,OK
CRD_3BC79D4373A7498D87FB,메가망나뇽 ex,RR,15,True,KO,OK
CRD_C6AC87E03F394758932B,망초,SR,15,True,KO,OK
CRD_90098D3232834F4891B5,강철톤 V,SR,15,True,KO,OK
CRD_2531910728D94C05A9E9,팔자크,SR,15,True,KO,OK
CRD_D340A905D2D643CC9360,M독침붕 EX,RR,15,True,KO,OK
CRD_D6AE8E9C96474E57BEF9,에레키블 ex,RR,15,False,,ORPHAN
CRD_BAC700F6596245A5A62A,매시붕 GX,RR,15,True,KO,OK
CRD_27F9714CA8CF4C0D8906,비조도,AR,15,True,KO,OK
CRD_4515FE8F178F464F92D2,다투곰 붉은 달 ex,SR,15,True,KO,OK
CRD_BB2021E55A1B4B7CBE30,페르시온 GX,RR,15,True,KO,OK
CRD_1589922DA5104539AFF5,레쿠쟈 VMAX,CSR,15,True,KO,OK
CRD_7DA5510251B9473E9F3F,보만다 VMAX,RRR,15,True,KO,OK
CRD_2B58D40C1AE74F69A349,성화,HR,15,True,KO,OK
CRD_D2A40714424C4D3E9F8C,비주기의 계획,SR,15,True,KO,OK
CRD_8B73A94707F24308AF21,에브이 GX,SSR,15,True,KO,OK
CRD_FFD938BCA721439FA9A9,풍&란,SR,15,True,KO,OK
CRD_487CFF0EF551423B842A,블래키 GX,SSR,15,True,KO,OK
CRD_1DD2042E9B7D494B83FB,다크펫 GX,SR,15,True,KO,OK
CRD_C3BE18AFFD494670BA91,연격 우라오스 V,RR,15,True,KO,OK
CRD_6033B85380BA4D14AE12,뮤 ex,SR,15,True,KO,OK
CRD_798D0C5E75B145E48C52,이벨타르 EX,RR,15,True,KO,OK
CRD_B87B09A888294C1C873C,네크로즈마 GX,RR,15,True,KO,OK
CRD_0FA5E598B8704A0E83CC,호브의 대로트,AR,15,True,KO,OK
CRD_72D59C5B494A40E7BB6B,페로코체 GX,SR,15,True,KO,OK
CRD_8130AF03F0B74BF88F4B,제크로무 ex,SR,15,True,KO,OK
CRD_D4E8EA5B4ABC4CE4803E,M번치코 EX,PR,15,True,KO,OK
CRD_E5D836B0FC0D43E289F9,델빌,AR,15,True,KO,OK
CRD_7DED027B94C6483F9495,알로라텅구리GX,SM-P,15,True,KO,OK
CRD_C7E6727225AD4AC8B1EA,레지기가스 V,RR,15,True,KO,OK
CRD_3B9DA71B112D43DAA326,다크펫 GX,SSR,15,True,KO,OK
CRD_EF91E183AFB348229113,성화,SR,15,True,KO,OK
CRD_635F799A0D2C4619893C,딩루 ex,UR,15,True,KO,OK
CRD_72DC6FDF73B541818CBF,크로뱃 VMAX,SSR,15,True,KO,OK
CRD_F7332249FC82459985F9,에브이 V,SR,15,True,KO,OK
CRD_E7E9F14138BB48D8A18A,마나피,AR,15,True,KO,OK
CRD_CC95EE0439504360B961,글레이시아 GX,SM-P,15,True,KO,OK
CRD_E7613911A4194A1BB1CF,클라벨,SR,15,True,KO,OK
CRD_B3149BEFD6BC407799A3,알로라나인테일 GX,RR,15,True,KO,OK
CRD_600E014CD3CD4A00BD0B,무한다이노 VMAX,RRR,15,True,KO,OK
CRD_F158AE0760914258A50D,쉐이미 VSTAR,HR,15,True,KO,OK
CRD_971CA0485F2B45D8A839,대로트 V,SR,15,True,KO,OK
CRD_4F48AF7F7CD84E0EA0B1,스트린더 V,SR,15,True,KO,OK
CRD_BDFAAB604BE94203ADDE,오거폰 벽록의 가면 ex,SAR,15,True,KO,OK
CRD_4F2A7D0A1A7B4BA789D5,한카리아스 V,CSR,15,True,KO,OK
CRD_1D3EB41A06F94BA7B512,입치트 VSTAR,HR,15,True,KO,OK
CRD_4C0F71EF7CD14B5DAC80,떨구새 ex,RR,15,True,KO,OK
CRD_4583AB8ED6FA4D708BCF,포켓몬 교체,SR,15,False,,ORPHAN
CRD_F83111AEFA30449C80AA,제라오라 VSTAR,SAR,15,True,KO,OK
CRD_FC88002577FE4003A645,히스이 미끄래곤 V,SR,15,True,KO,OK
CRD_05A7C02B26DC4C7B8CDE,마기라스 GX,RR,15,True,KO,OK
CRD_23BFAC1CC99540DEB9B9,샤미드 ex,RR,15,True,KO,OK
CRD_47A0659087604D088710,폭거북스,AR,15,True,KO,OK
CRD_457C08948A2D49189AA1,비크티니 VMAX,RRR,15,True,KO,OK
CRD_38815299C2494F679535,내루미,AR,15,True,KO,OK
CRD_43F737D98D4646BC92BE,캐터피,AR,15,True,KO,OK
CRD_8710D86E084B46B1A83E,비버니,AR,15,True,KO,OK
CRD_6DC0B33B6FB748588920,지가르데 EX,RR,15,False,,ORPHAN
CRD_7CBE310A1C2F411F889F,탐험가의 선도,SR,15,True,KO,OK
CRD_002C9C197A444C3DB695,리자몽 GX,RR,15,False,,ORPHAN
CRD_4E71B1C188B74ACDB2DB,요가램 ex,SR,15,True,KO,OK
CRD_4EC3A525E385456A88F0,레쿠쟈 EX,PR,15,True,KO,OK
CRD_E0504F647D66433CB038,비퀸 ex,RR,15,True,KO,OK
CRD_8F6DB567A7EF4D5F9742,제크로무 ex,BWR,15,True,KO,OK
CRD_ABB9C24219D047ECAF3A,마샤도&괴력몬 GX,RR,15,True,KO,OK
CRD_462F20A41FFE435A999B,웅의 스카우트,SR,15,True,KO,OK
CRD_BC01567C0D53407F9CA0,부르롱,AR,15,True,KO,OK
CRD_CA1450D6F122424A81D0,오리진 디아루가 V,RR,15,True,KO,OK
CRD_AA2422DBCBA34A05AEA3,비크티니 V,RR,15,False,,ORPHAN
CRD_D36DD4F7F2DC45FBAE2B,달코퀸 V,SR,15,True,KO,OK
CRD_2B512D9C6B334EA6B3B5,캠프파이어,SR,15,True,KO,OK
CRD_83435CF0B3494DECB0E7,리자몽 ex,SR,15,True,KO,OK
CRD_8E7896DA379A4FA4AFD1,달코퀸 ex,RR,15,True,KO,OK
CRD_649DBF44700540B8A098,콩알뚜기,AR,15,True,KO,OK
CRD_7258B944611440859FD1,입치트 VSTAR,RRR,15,True,KO,OK
CRD_B4A60A8CA6AA4F26A2A9,윤진,SR,15,True,KO,OK
CRD_0B84E98684704E7CBB0F,헤라크로스,AR,15,True,KO,OK
CRD_6C48D7D464D0402B9F7D,뮤 ex,UR,15,True,KO,OK
CRD_4E711DDC48A24974B926,고디모아젤,AR,15,True,KO,OK
CRD_54B1B0CAD05346959E1C,기선,HR,15,True,KO,OK
CRD_0C3A374FCCE5445B84A9,복숭악동 ex,UR,15,True,KO,OK
CRD_35F025B882B548A18185,어릿광대,SR,15,True,KO,OK
CRD_EAEBF54128244B18A0E6,과미드라 ex,RR,15,True,KO,OK
CRD_50757DF212C2435ABE50,동미러,AR,15,True,KO,OK
CRD_E489FF5E6B654755AC1B,치라미,AR,15,True,KO,OK
CRD_EE9DBDB6BFC24FC08B14,묘두기,AR,15,True,KO,OK
CRD_A8CA5B29C9994F09BCF9,바랜드 V,RR,15,True,KO,OK
CRD_853F91A8D5AF441492F4,리자몽 ex,SAR,15,True,KO,OK
CRD_C13EA4410A084742AAA9,앤테이 GX,RR,15,True,KO,OK
CRD_5830A265E66848C49F6F,제브라이카,AR,15,True,KO,OK
CRD_40E4132CAF9C4482A0E7,언페어 스탬프,ACE,15,False,,ORPHAN
CRD_078EAED55D864BFDAD8E,M뮤츠 EX,RR,15,False,,ORPHAN
CRD_F0835CD9F9D84DBF8F75,샤로다 ex,RR,15,False,,ORPHAN
CRD_E8D78BF9E79942FD96A4,전목,HR,15,True,KO,OK
CRD_79AB9AEE4B68458A98DD,비리디온,AR,15,True,KO,OK
CRD_510E12E6D5CD417197BF,굽이치는물결 ex,SAR,15,True,KO,OK
CRD_B0F2BB5C7F9B413AAF68,글레이시아 V,SR,15,True,KO,OK
CRD_21D7CBE19CF94AD189EB,퍼퓨돈 ex,RR,15,True,KO,OK
CRD_11B89035B69F4696A10B,자시안 V,SR,15,True,KO,OK
CRD_4500844A9586482C906C,이브이&잠만보 GX,SM-P,15,True,KO,OK
CRD_6107CE7DBE884EAE9B22,보스의 지령(게치스),SR,15,True,KO,OK
CRD_36C11CC18239437D97C7,버프론 ex,RR,15,False,,ORPHAN
CRD_EEFAD8CB8F514886AAEF,사구아로,SAR,15,True,KO,OK
CRD_F3D13D31BE1A4E0991BE,다꼬리,AR,15,True,KO,OK
CRD_6967F2866EC341D1B5A5,고동치는달 ex,SAR,15,True,KO,OK
CRD_63141A82DE9B4DB48A54,보만다 ex,SR,15,True,KO,OK
CRD_C117A9E19A5E433BA318,팔데아 우파,PR,15,True,KO,OK
CRD_C37F7B571BA54B66B848,보만다 EX,PR,15,True,KO,OK
CRD_B195304202EC48F1BD65,파쪼옥,AR,15,True,KO,OK
CRD_280E5479B51D442889C9,춤추새 ex,SAR,15,True,KO,OK
CRD_C52365D9FE2D440FAF36,피나,SR,15,True,KO,OK
CRD_2848B49941EA4681B936,네스트볼,UR,15,False,,ORPHAN
CRD_31587FB56FBD49B593F1,피오네,AR,15,True,KO,OK
CRD_E8813064F21A409D8BEF,탱그릴,AR,15,True,KO,OK
CRD_11DE00F8CE7D4AF1B990,메가팬텀 ex,MA,15,True,KO,OK
CRD_7EDD738AC9704AC483F7,어니언,SR,15,True,KO,OK
CRD_7EB1930C9A224A14AE58,피카츄 ex,UR,15,True,KO,OK
CRD_41D656AFDF2B44A0BC87,블랙큐레무 ex,RR,15,False,,ORPHAN
CRD_7F7E8A1CDFC44B1687F8,따라큐 VMAX,CSR,15,True,KO,OK
CRD_032F065F3B1D42379FF6,알로라나인테일 GX,RR,15,True,KO,OK
CRD_5D86E01964624A8CBE40,피카츄 VMAX,CSR,15,True,KO,OK
CRD_017C5386A8B64234B9C7,멜로코,SR,15,True,KO,OK
CRD_00B0A094D2434026AD56,하랑우탄,CHR,15,True,KO,OK
CRD_742200F17881431CB52E,비리디온 V,SR,15,True,KO,OK
CRD_85AC11A9F5FE4EBEB8E6,굽이치는물결 ex,RR,15,True,KO,OK
CRD_F17E3DA3317A4B978E20,박사의 연구,HR,15,True,KO,OK
CRD_53E878DB5D8944638209,테라키온,AR,15,True,KO,OK
CRD_A0D58142340C4202B5FD,미모사,SR,15,True,KO,OK
CRD_0FFC051368D048A489A8,타로,SAR,15,True,KO,OK
CRD_99B2271A9E6B4B259FB7,연격 우라오스 V,SR,15,True,KO,OK
CRD_D5532CF1B3D74D75938E,엠페르트 V,SR,15,True,KO,OK
CRD_56AD26AE94C842519BA8,보만다 GX,SR,15,True,KO,OK
CRD_D6CB6207F6D64F1A980C,오거폰 벽록의 가면 ex,SAR,15,True,KO,OK
CRD_50C4C79B8F9E40C4AACE,키키링 ex,RR,15,False,,ORPHAN
CRD_C01B9679589B47678C03,피카츄,SM-P,15,True,KO,OK
CRD_FF2705137ED74AB383C1,피죤투 V,SR,15,True,KO,OK
CRD_08B5AF0D1FDE432C9460,네오라이트 V,RR,15,False,,ORPHAN
CRD_04E476A38A5347C9B184,과미드라,AR,15,True,KO,OK
CRD_AC4EB0CDE09A4473820C,삼삼드래 ex,SAR,15,True,KO,OK
CRD_11E8AAB5199A493C9515,더시마사리 GX,RR,15,True,KO,OK
CRD_F4376F40A1924C9FADCC,샤미드 V,SR,15,True,KO,OK
CRD_35DC69B18FE34A239272,글레이시아 VMAX,RR,15,True,KO,OK
CRD_A3C2192851584CFC8246,소도와 실디,SR,15,True,KO,OK
CRD_D25814429FF94A7E84C3,블랙큐레무 ex,SR,15,True,KO,OK
CRD_88D8B1966C914557B55B,샤로다 ex,SR,15,True,KO,OK
CRD_3B1892201B8240FAA691,땅밑탐험대,SR,15,True,KO,OK
CRD_CF6F85E730554DB796E4,다크라이(프리즘스타),PR,15,True,KO,OK
CRD_F16DED4EF2094676A83D,야청,SR,15,True,KO,OK
CRD_54E3A91B69264976B1D1,메타몽,AR,15,True,KO,OK
CRD_9FDDA5BA3EEF4352A0ED,메타그로스 V,SR,15,True,KO,OK
CRD_BC94D56140324F5E8B10,마디네,AR,15,True,KO,OK
CRD_5FB29A7CDA6A4F8698B4,요씽리스 VMAX,RRR,15,True,KO,OK
CRD_9B7BDD57CE984638AD11,다크라이 VSTAR,SAR,15,True,KO,OK
CRD_08D8EFD7132A4E838F53,꿈트렁 ex,SR,15,True,KO,OK
CRD_D805B78A8EC145518EBF,이브이 ex,SAR,15,True,KO,OK
CRD_11C10BF531B64E59B61C,성호의 결단,SR,15,True,KO,OK
CRD_2A25393A383641F7BD29,안농 VSTAR,RRR,15,True,KO,OK
CRD_E3C661DEECDE4AF6AB74,심향의 칠색조 ex,SR,15,True,KO,OK
CRD_8603F62DAC06410E95FB,음번 V,SR,15,True,KO,OK
CRD_042BA07087FB420BABAE,꿰뚫는화염 ex,RR,15,True,KO,OK
CRD_2297ECA873FB4C6EB5C5,신비록 V,RR,15,True,KO,OK
CRD_06CEAC2A8B35426D926A,망나뇽 V,RR,15,True,KO,OK
CRD_95CC63655EC74676BA27,땃쭈르,AR,15,True,KO,OK
CRD_B01199DFD87D423494E0,브리가론 V,SR,15,True,KO,OK
CRD_1573232461C14F27B212,세류,SR,15,True,KO,OK
CRD_D3BC0E4C755C49AD83CC,자시안 V,SAR,15,True,KO,OK
CRD_3BB0CBC7ABDE40CC8213,알로라고지 GX,SM-P,15,True,KO,OK
CRD_B56B12EB53F4412BA2DA,피카츄,AR,15,True,KO,OK
CRD_458264C893E84DF0975A,지가르데 GX,SR,15,True,KO,OK
CRD_CFA60465B36641B2A61C,무쇠잎새 ex,RR,15,False,,ORPHAN
CRD_275591C4CE6A45D2A1B4,메가이어롭 ex,SAR,15,True,KO,OK
CRD_3F605DD9C57145F4A405,레시라무 ex,SR,15,True,KO,OK
CRD_4C8698FF6B3849B49B28,모단단게 V,RR,15,True,KO,OK
CRD_1F2BEBDD9D0144DC8275,피카츄,PR,15,True,KO,OK
CRD_539273CC06F546848821,민화의 초대,SAR,15,True,KO,OK
CRD_5101062B092642DFA1E3,네오라이트 V,RR,15,False,,ORPHAN
CRD_6A49D65CBD7D467DA753,돌헨진 V,SR,15,True,KO,OK
CRD_D264A2B826384DCCB7D7,가이오가 V,PR,15,True,KO,OK
CRD_E9ED1194D08E47B8B587,오리진 펄기아 VSTAR,UR,15,True,KO,OK
CRD_F79C2876A4E54BCA830E,위대한엄니 ex,SR,15,True,KO,OK
CRD_EA938DF4CE38460F89C6,메가눈설왕 ex,SR,15,True,KO,OK
CRD_9674E016E1A6436995B3,강연의 단판승부,SR,15,True,KO,OK
CRD_090C5C6FE6B34BC0A9E7,기라티나 VSTAR,UR,15,True,KO,OK
CRD_8CBA85EFB90246F2A42C,로켓단의 아테나,SAR,15,True,KO,OK
CRD_AA067EA038324239B8DD,카르네,SR,15,True,KO,OK
CRD_7CC5297071A246E0B3DB,캥카 ex,SR,15,True,KO,OK
CRD_4FFBC5FEC7274C13BE41,쉐이미 EX,PR,15,True,KO,OK
CRD_BD32C4DD974E418FB16F,비조푸,AR,15,True,KO,OK
CRD_2757D35F33AC4CF99CC7,모야모,SR,15,True,KO,OK
CRD_2E16148F22B445A2B1F9,솔가레오(프리즘스타),PR,15,True,KO,OK
CRD_95663DF3179B490FB089,글레이시아 VSTAR,SAR,15,True,KO,OK
CRD_F388F752349144079A88,히스이 미끄래곤 V,RR,15,True,KO,OK
CRD_82E623B207DC4A08833D,루가루암 GX,RR,15,False,,ORPHAN
CRD_A9E0B9872410433C8501,연격 우라오스 V,RR,15,False,,ORPHAN
CRD_2BDD89F3616849468EE4,데스니칸,AR,15,True,KO,OK
CRD_6C71D38CA03A4D73A6F4,카푸브루루 GX,RR,15,True,KO,OK
CRD_B20942F08E184FD3AC9C,이상해풀,AR,15,True,KO,OK
CRD_80E06EF89D844F93ABE5,이올브 VMAX,CSR,15,True,KO,OK
CRD_1AB7F353BFC547DC81F1,나시,AR,15,True,KO,OK
CRD_BE2C80A0B66343AA892E,식스테일,AR,15,True,KO,OK
CRD_0F948BF5021D42F9BF8F,울트라네크로즈마 GX,RR,15,True,KO,OK
CRD_2363D7E348AC45C3AD5C,카푸꼬꼬꼭 GX,SR,15,True,KO,OK
CRD_AAA1B0D73E594E6E9585,나옹,PR,15,True,KO,OK
CRD_219500DA87B5401CBEDA,페르시온 GX,SR,15,True,KO,OK
CRD_FD350229536F48219366,비비용,AR,15,True,KO,OK
CRD_A764468C60C145BBA7B2,멜메탈 VMAX,HR,15,True,KO,OK
CRD_6C2E76C8810D45DB91FC,저리더프,AR,15,True,KO,OK
CRD_F982F893088B4538AE96,서퍼,SR,15,True,KO,OK
CRD_2A51F7848C3F425BADD0,치릴리,AR,15,True,KO,OK
CRD_91625DC1A887474895B5,무우마직,AR,15,True,KO,OK
CRD_EF1580E2B034449EBA2F,고오스,AR,15,True,KO,OK
CRD_CDD3EE7F57224CD58823,고래왕,AR,15,True,KO,OK
CRD_4B2B4A42869D4583AFCB,파라스,AR,15,True,KO,OK
CRD_62AFC6A6B1234F778316,비버통,AR,15,True,KO,OK
CRD_7DF75212273E4EC497D5,오거폰 우물의 가면 ex,RR,15,False,,ORPHAN
CRD_E9D3C1D6A844432A836F,모래털가죽 ex,SAR,15,True,KO,OK
CRD_63CF750F292B420E9045,두드리짱 ex,SAR,15,True,KO,OK
CRD_71B943080D4E4023A1B4,피카츄 ex,UR,15,True,KO,OK
CRD_58E466F3E3064DF98E83,다태우지네 V,SSR,15,True,KO,OK
CRD_F420852AE6A24B65BF0C,킬리아,AR,15,True,KO,OK
CRD_10E2C02673E94810BC08,불켜미,AR,15,True,KO,OK
CRD_7BB290C3BD38478A914D,파쪼옥,AR,15,True,KO,OK
CRD_4F19F10CD72544CDB78E,이벨타르 GX,SR,15,True,KO,OK
CRD_E81D96E28ECE484B9F6F,두파팡 GX,RR,15,True,KO,OK
CRD_621EC27A4FFC46AAA5B0,한카리아스 V,SR,15,True,KO,OK
CRD_761AFE3BD91646FEBEA5,M샤크니아 EX,RR,15,True,KO,OK
CRD_6FA0D89A1693401DB8FB,연격 우라오스 V,CSR,15,True,KO,OK
CRD_57D75046E0404E6EBE7B,울트라조사대,SR,15,True,KO,OK
CRD_1A2B7E3263BE4E328E23,마그비,AR,15,True,KO,OK
CRD_92EC2C1ED4F04945A412,야청,SR,15,True,KO,OK
CRD_93DF43C333324F0FB26C,기라티나 V,SR,15,True,KO,OK
CRD_20A7B2013FDD428ABD1B,매시붕 GX,SR,15,True,KO,OK
CRD_E2301D1F50D64882BF93,타로,SAR,15,True,KO,OK
CRD_40F6EEFDAD37407C8580,폭슬라이,AR,15,True,KO,OK
CRD_168A21AE1367433791FA,에브이&테오키스 GX,SR,15,True,KO,OK
CRD_E0218102B7A74B0FBB22,피아나,SR,15,True,KO,OK
